Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
339,148166,ETNP_60,56.15,12,12,8.42E7,2,2,9,,13382,Elongation factor Ts
884,145541,ETNP_60,56.13,25,25,8.39E6,2,2,2,Carbamidomethylation; Deamidation (NQ),10611,hypothetical protein
742,144955,WP_042850566,56.12,7,7,2.87E6,2,1,2,,40204,oxidoreductase Prochlorococcus sp MIT 0604
883,145538,WP_042849998,56.01,9,9,1.35E6,2,2,2,,27506,microcompartment protein Prochlorococcus sp MIT 0604
883,145539,ETNP_70,56.01,9,9,1.35E6,2,2,2,,27539,BMC domain protein
883,145540,ETNP_60,56.01,9,9,1.35E6,2,2,2,,27539,BMC domain protein
888,145741,ETNP_90,55.99,6,6,2.78E6,2,1,2,,39401,LL-diaminopimelate aminotransferase
888,145742,ETNP_120,55.99,5,5,2.78E6,2,1,2,,44148,LL-diaminopimelate aminotransferase
888,145743,ETNP_120,55.99,5,5,2.78E6,2,1,2,,44148,LL-diaminopimelate aminotransferase
587,144941,WP_042851203,55.98,3,3,6.73E6,2,2,3,,66801,DNA polymerase III subunit gammatau Prochlorococcus sp MIT 0604
882,145524,ETNP_60,55.51,13,13,1.66E6,2,2,2,,22861,FeS cluster assembly protein SufD
915,146594,WP_042851276,55.44,7,7,1.38E6,1,1,1,Carbamidomethylation,22030,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase Prochlorococcus sp MIT 0604
915,146595,NP_30,55.44,7,7,1.38E6,1,1,1,Carbamidomethylation,22300,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
928,147741,WP_025937540,55.42,12,12,4.52E7,2,2,2,,9360,50S ribosomal protein L27 Prochlorococcus
928,147742,ETNP14_68,55.42,11,11,4.52E7,2,2,2,,9423,50S ribosomal protein L27
928,147743,ETNP14_68,55.42,11,11,4.52E7,2,2,2,,9417,50S ribosomal protein L27
590,146369,WP_011127981,55.42,9,9,2.2E6,2,1,4,Carbamidomethylation,35204,fructose 1 6-bisphosphatase Synechococcus
590,146395,WP_038544896,55.42,9,9,2.2E6,2,1,4,Carbamidomethylation,34990,fructose 1 6-bisphosphatase Synechococcus sp KORDI-100
808,145654,WP_006173304,55.39,6,6,2.25E7,2,1,2,,45148,NADPH-quinone oxidoreductase Synechococcus sp WH 5701
648,145526,NP_30,55.38,18,18,1.47E6,2,1,4,,15347,hypothetical protein
782,148411,WP_042849644,55.20,10,10,2.58E7,2,2,3,,13519,NADPH-quinone oxidoreductase Prochlorococcus sp MIT 0604
659,146425,ETNP_70,55.03,28,28,1.19E8,3,3,4,Methylation(KR),8498,50S ribosomal protein L29
840,146138,WP_042849578,54.93,7,7,1.64E7,2,2,2,,42300,serine protease Prochlorococcus sp MIT 0604
635,144770,WP_042850043,54.77,10,10,4.51E6,3,3,3,Carbamidomethylation,38662,glucokinase Prochlorococcus sp MIT 0604
779,147531,WP_038652233,54.13,13,13,0E0,2,1,3,Deamidation (NQ),10777,membrane protein Prochlorococcus sp MIT 0801
753,145898,ETNP_120,54.13,7,7,1.84E7,2,2,3,Carbamidomethylation,38564,Decarbamoylnovobiocin carbamoyltransferase
753,145920,ETNP_100,54.13,4,4,1.84E7,2,2,3,Carbamidomethylation,60754,Decarbamoylnovobiocin carbamoyltransferase
753,145921,ETNP14_120,54.13,4,4,1.84E7,2,2,3,Carbamidomethylation,68611,Decarbamoylnovobiocin carbamoyltransferase
753,145922,ETNP_120,54.13,4,4,1.84E7,2,2,3,Carbamidomethylation,68611,Decarbamoylnovobiocin carbamoyltransferase
596,144877,WP_042850852,54.09,5,5,4.83E7,3,1,3,Carbamidomethylation,51454,dihydrolipoamide dehydrogenase Prochlorococcus sp MIT 0604
616,145994,WP_042849609,54.09,22,22,1.21E7,2,1,4,Oxidation (M),10230,hypothetical protein Prochlorococcus sp MIT 0604
490,146981,ETNP_70,54.08,33,33,5.56E7,1,1,6,Oxidation (M),6090,hypothetical protein
490,146982,ETNP_60,54.08,33,33,5.56E7,1,1,6,Oxidation (M),6076,hypothetical protein
750,145582,WP_042850833,53.97,11,11,7.92E6,2,2,3,,25863,tRNA guanine37-N1-methyltransferase Prochlorococcus sp MIT 0604
893,146027,NP_30,53.85,7,7,4.57E6,2,2,2,Oxidation (M),33537,S-methyl-5'-thioadenosine phosphorylase
893,146028,WP_042849795,53.85,7,7,4.57E6,2,2,2,Oxidation (M),33454,S-methyl-5-thioadenosine phosphorylase Prochlorococcus sp MIT 0604
606,144548,WP_042850851,53.82,10,10,9.38E6,3,3,4,,33586,indole-3-glycerol phosphate synthase Prochlorococcus sp MIT 0604
664,146670,ETNP_100,53.42,25,25,1.39E7,1,1,3,,5744,30S ribosomal protein S11
664,146671,ETNP_90,53.42,25,25,1.39E7,1,1,3,,5718,30S ribosomal protein S11
664,146672,ETNP_90,53.42,10,10,1.39E7,1,1,3,,13814,30S ribosomal protein S11
664,146673,WP_011128946,53.42,10,10,1.39E7,1,1,3,,13782,30S ribosomal protein S11 Synechococcus
664,146674,ETNP_100,53.42,10,10,1.39E7,1,1,3,,13812,30S ribosomal protein S11
664,146675,NP_85,53.42,10,10,1.39E7,1,1,3,,13814,30S ribosomal protein S11
664,146676,ETNP_110,53.42,10,10,1.39E7,1,1,3,,13818,30S ribosomal protein S11
664,146677,ETNP_120,53.42,10,10,1.39E7,1,1,3,,13812,30S ribosomal protein S11
664,146678,WP_028953616,53.42,10,10,1.39E7,1,1,3,,13796,30S ribosomal protein S11 Synechococcus
664,146679,ETNP14_68,53.42,10,10,1.39E7,1,1,3,,13818,30S ribosomal protein S11
664,146680,ETNP_100,53.42,10,10,1.39E7,1,1,3,,13814,30S ribosomal protein S11
664,146681,ETNP_70,53.42,10,10,1.39E7,1,1,3,,13823,30S ribosomal protein S11
664,146682,ETNP14_68,53.42,10,10,1.39E7,1,1,3,,13847,30S ribosomal protein S11
664,146683,ETNP_110,53.42,10,10,1.39E7,1,1,3,,13814,30S ribosomal protein S11
664,146684,WP_002805825,53.42,10,10,1.39E7,1,1,3,,13811,30S ribosomal protein S11 Prochlorococcus
664,146685,ETNP14_68,53.42,10,10,1.39E7,1,1,3,,13843,30S ribosomal protein S11
664,146686,ETNP_120,53.42,10,10,1.39E7,1,1,3,,13812,30S ribosomal protein S11
664,146687,WP_036912685,53.42,10,10,1.39E7,1,1,3,,13842,30S ribosomal protein S11 Prochlorococcus
664,146688,ETNP_120,53.42,10,10,1.39E7,1,1,3,,13812,30S ribosomal protein S11
664,146689,ETNP_140,53.42,10,10,1.39E7,1,1,3,,13818,30S ribosomal protein S11
664,146690,WP_011131121,53.42,10,10,1.39E7,1,1,3,,13812,30S ribosomal protein S11 Prochlorococcus marinus
664,146691,ETNP14_68,53.42,10,10,1.39E7,1,1,3,,13818,30S ribosomal protein S11
664,146692,NP_30,53.42,10,10,1.39E7,1,1,3,,13768,30S ribosomal protein S11
664,146693,WP_011295451,53.42,10,10,1.39E7,1,1,3,,13879,30S ribosomal protein S11 Prochlorococcus
664,146694,ETNP_120,53.42,10,10,1.39E7,1,1,3,,13814,30S ribosomal protein S11
664,146695,WP_006173334,53.42,10,10,1.39E7,1,1,3,,13788,30S ribosomal protein S11 Synechococcus sp WH 5701
509,146986,WP_042851398,53.15,24,24,2.09E7,1,1,6,Oxidation (M),10663,hypothetical protein Prochlorococcus sp MIT 0604
886,145645,WP_025932891,53.11,16,16,4.9E7,2,2,2,,14228,membrane protein Prochlorococcus
886,145646,ETNP_70,53.11,16,16,4.9E7,2,2,2,,14746,hypothetical protein
673,144553,WP_011817939,53.09,10,10,3.01E7,3,3,3,Methylation(KR),34131,chitin-binding protein Prochlorococcus
770,146997,WP_011818277,52.92,12,12,1.77E6,1,1,3,Carbamidomethylation,20307,epimerase Prochlorococcus
849,146780,WP_042849898,52.88,9,9,7.44E6,1,1,2,,25016,macrolide ABC transporter ATP-binding protein Prochlorococcus sp MIT 0604
849,146998,NP_30,52.88,15,15,7.44E6,1,1,2,,15530,Macrolide export ATP-binding/permease protein MacB
885,145620,WP_042850492,52.70,10,10,3.43E7,2,2,2,,29656,pilus assembly protein Prochlorococcus sp MIT 0604
699,144944,ETNP_70,52.57,7,7,1.21E6,2,1,2,,26524,FeS cluster assembly protein SufB
686,145989,WP_042850434,52.47,8,8,1.51E7,2,2,3,Carbamidomethylation,23855,membrane protein Prochlorococcus sp MIT 0604
710,146250,WP_042850540,52.39,5,5,7.95E6,2,2,2,Carbamidomethylation; Methylation(KR),60637,glycoside hydrolase family 57 Prochlorococcus sp MIT 0604
707,145828,NP_30,52.30,17,17,2.45E7,2,2,3,Carbamidomethylation,15541,Peptidyl-prolyl cis-trans isomerase B
707,145829,WP_042850362,52.30,17,17,2.45E7,2,2,3,Carbamidomethylation,15530,cyclophilin Prochlorococcus sp MIT 0604
660,146479,ETNP_70,52.09,19,19,6.88E7,3,3,4,,13189,50S ribosomal protein L17
660,146480,WP_025938701,52.09,19,19,6.88E7,3,3,4,,13233,50S ribosomal protein L17 Prochlorococcus
921,146791,NP_30,52.01,8,8,1.45E6,1,1,1,Carbamidomethylation; Deamidation (NQ),24452,Arginine biosynthesis bifunctional protein ArgJ
1195,147007,ETNP14_120,51.94,15,15,2.46E7,1,1,1,Carbamidomethylation,17473,Ketol-acid reductoisomerase
1195,147008,ETNP_120,51.94,11,11,2.46E7,1,1,1,Carbamidomethylation,22757,Ketol-acid reductoisomerase
184,146040,ETNP_120,51.91,24,24,4.55E8,2,2,16,Carbamidomethylation,10455,Ribulose bisphosphate carboxylase small chain 2
184,146041,ETNP_160,51.91,24,24,4.55E8,2,2,16,Carbamidomethylation,10455,Ribulose bisphosphate carboxylase small chain 2
184,146042,ETNP_70,51.91,19,19,4.55E8,2,2,16,Carbamidomethylation,12982,Ribulose bisphosphate carboxylase small chain 2
184,146043,ETNP_100,51.91,19,19,4.55E8,2,2,16,Carbamidomethylation,13084,Ribulose bisphosphate carboxylase small chain 2
184,146044,NP_30,51.91,19,19,4.55E8,2,2,16,Carbamidomethylation,12982,Ribulose bisphosphate carboxylase small chain 2
184,146045,ETNP_90,51.91,19,19,4.55E8,2,2,16,Carbamidomethylation,13084,Ribulose bisphosphate carboxylase small chain 2
184,146046,ETNP_110,51.91,19,19,4.55E8,2,2,16,Carbamidomethylation,13084,Ribulose bisphosphate carboxylase small chain 2
184,146047,WP_011376108,51.91,19,19,4.55E8,2,2,16,Carbamidomethylation,12982,ribulose bisphosphate carboxylase small chain Prochlorococcus
184,146048,WP_011294511,51.91,19,19,4.55E8,2,2,16,Carbamidomethylation,12977,ribulose bisphosphate carboxylase small chain Prochlorococcus
184,146049,ETNP_140,51.91,19,19,4.55E8,2,2,16,Carbamidomethylation,13084,Ribulose bisphosphate carboxylase small chain 2
184,146050,ETNP_100,51.91,19,19,4.55E8,2,2,16,Carbamidomethylation,13084,Ribulose bisphosphate carboxylase small chain 2
839,146098,WP_042850504,51.84,7,7,8.49E6,2,2,2,,27983,ABC transporter ATP-binding protein Prochlorococcus sp MIT 0604
539,144663,WP_042850221,51.76,17,17,9.67E7,3,2,5,Carbamidomethylation; Methylation(KR),24119,elongation factor Ts Prochlorococcus sp MIT 0604
615,145652,ETNP_60,51.72,23,23,9.93E6,2,2,4,,9872,Uroporphyrinogen-III C-methyltransferase
685,145573,WP_042850386,51.55,3,3,1.74E7,2,2,2,Carbamidomethylation,91385,phenylalanine--tRNA ligase subunit beta Prochlorococcus sp MIT 0604
887,145671,ETNP_120,51.55,14,14,8.78E6,2,2,2,Carbamidomethylation,19017,Urease accessory protein UreG
887,145672,ETNP_180,51.55,12,12,8.78E6,2,2,2,Carbamidomethylation,22412,Urease accessory protein UreG
887,145673,ETNP_120,51.55,12,12,8.78E6,2,2,2,Carbamidomethylation,22366,Urease accessory protein UreG
887,145674,ETNP_160,51.55,12,12,8.78E6,2,2,2,Carbamidomethylation,22366,Urease accessory protein UreG
810,145992,WP_042850894,51.45,3,3,2.8E6,2,2,2,,77115,histidine kinase Prochlorococcus sp MIT 0604
751,145663,WP_042850888,51.32,24,24,6.23E6,2,2,3,Oxidation (M); Deamidation (NQ); Methylation(KR),16796,3-hydroxyacyl-ACP dehydratase Prochlorococcus sp MIT 0604
683,144948,WP_042851193,51.31,3,3,7.25E5,2,2,2,,77275,excinuclease ABC subunit B Prochlorococcus sp MIT 0604
508,146328,NP_300,51.21,4,4,4.25E6,3,1,6,,96947,Chaperone protein ClpB
508,146329,ETNP14_120,51.21,4,4,4.25E6,3,1,6,,96932,Chaperone protein ClpB
508,146330,ETNP_100,51.21,4,4,4.25E6,3,1,6,,96932,Chaperone protein ClpB
709,146078,WP_038652172,51.14,12,12,3.5E7,2,1,2,Carbamidomethylation,24019,elongation factor Ts Prochlorococcus sp MIT 0801
719,146605,WP_042849505,51.06,4,4,2.41E6,1,1,1,,37810,4-hydroxythreonine-4-phosphate dehydrogenase Prochlorococcus sp MIT 0604
931,147891,WP_042850549,51.01,8,8,7.23E5,2,2,2,,17345,hypothetical protein Prochlorococcus sp MIT 0604
516,145934,WP_042850984,50.98,20,20,6.36E7,2,1,5,,17514,30S ribosomal protein S1 Prochlorococcus sp MIT 0604
741,144949,WP_042851098,50.95,6,6,1.02E7,2,2,2,,38917,DNA recombination protein RecF Prochlorococcus sp MIT 0604
785,148736,WP_042850334,50.84,3,3,5.22E6,2,2,3,,44085,alanine--glyoxylate aminotransferase Prochlorococcus sp MIT 0604
584,144643,WP_011130642,50.82,16,16,4.28E6,3,1,4,Carbamidomethylation; Deamidation (NQ),34337,porphobilinogen deaminase Prochlorococcus marinus
584,144644,WP_036915961,50.82,16,16,4.28E6,3,1,4,Carbamidomethylation; Deamidation (NQ),34327,hydroxymethylbilane synthase Prochlorococcus
836,145664,WP_042850290,50.79,3,3,1.09E7,2,2,2,,61820,urease subunit alpha Prochlorococcus sp MIT 0604
922,147019,WP_042849587,50.75,3,3,4.46E6,1,1,2,,62330,L-aspartate oxidase Prochlorococcus sp MIT 0604
708,145858,ETNP_70,50.45,12,12,3.13E7,2,2,3,,20157,Inorganic pyrophosphatase
708,145974,ETNP_60,50.45,12,12,3.13E7,2,2,3,,20161,Inorganic pyrophosphatase
897,146215,WP_042850323,50.21,4,4,1.04E7,2,2,2,,54100,preprotein translocase subunit SecD Prochlorococcus sp MIT 0604
370,148631,ETNP_60,50.20,25,25,5.56E8,2,2,5,,6922,Photosystem II reaction center protein J
370,148632,NP_30,50.20,25,25,5.56E8,2,2,5,,6946,Photosystem II reaction center protein J
370,148633,WP_011375864,50.20,25,25,5.56E8,2,2,5,,6946,photosystem II reaction center protein J Prochlorococcus
784,148665,ETNP_70,50.18,8,8,2.43E7,2,2,3,,17675,hypothetical protein
809,145831,WP_042849921,49.85,4,4,6.96E6,2,2,2,,60167,exopolyphosphatase Prochlorococcus sp MIT 0604
452,146613,WP_042849490,49.81,5,5,4.61E7,1,1,2,,21069,RNA-binding protein Prochlorococcus sp MIT 0604
759,146323,ETNP_70,49.78,15,15,2.12E6,2,2,2,,14875,Replication-associated recombination protein A
916,146604,WP_042850831,49.77,6,6,1.14E7,1,1,1,,18319,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase Prochlorococcus sp MIT 0604
369,148543,WP_006173355,49.71,8,8,1.98E8,2,2,7,,22908,50S ribosomal protein L4 Synechococcus sp WH 5701
895,146064,WP_042849525,49.67,12,12,1.25E7,2,2,2,Deamidation (NQ),19589,flavoprotein Prochlorococcus sp MIT 0604
761,146402,WP_038543521,49.57,7,7,1.65E5,2,1,3,,32949,apocytochrome f Synechococcus sp KORDI-100
760,146396,ETNP_70,49.54,22,22,1.57E7,2,1,3,,9968,NAD(P)H-quinone oxidoreductase subunit I
756,145982,ETNP_120,49.52,10,10,5.18E5,2,1,3,Carbamidomethylation,51595,Glutamyl-tRNA(Gln) amidotransferase subunit A
838,146061,ETNP_90,49.32,13,13,1.19E7,2,1,2,,23251,Glycogen synthase
1039,146813,WP_042849526,49.09,2,2,1.59E6,1,1,1,Carbamidomethylation,67328,flavin oxidoreductase Prochlorococcus sp MIT 0604
1039,147054,ETNP_70,49.09,7,7,1.59E6,1,1,1,Carbamidomethylation,18181,Diflavin flavoprotein A 1
771,147056,NP_30,48.95,16,16,2.58E7,1,1,3,,8117,hypothetical protein
771,147057,WP_006171349,48.95,16,16,2.58E7,1,1,3,,8021,hypothetical protein Synechococcus sp WH 5701
771,147058,WP_042849937,48.95,16,16,2.58E7,1,1,3,,8300,hypothetical protein Prochlorococcus sp MIT 0604
754,145948,WP_042849935,48.94,5,5,7.73E6,2,2,3,,40300,hypothetical protein Prochlorococcus sp MIT 0604
906,146492,ETNP_60,48.88,15,15,4.86E6,2,1,2,Carbamidomethylation,16884,Putative peroxiredoxin bcp
813,146169,ETNP_70,48.78,8,8,1.84E5,2,1,2,Deamidation (NQ),32806,DNA topoisomerase 1
889,145890,WP_042850156,48.57,7,7,7.25E6,2,2,2,,29279,methanol dehydrogenase Prochlorococcus sp MIT 0604
923,147077,ETNP_60,48.49,20,20,4.93E7,1,1,2,,7623,30S ribosomal protein S8
923,147078,ETNP_90,48.49,20,20,4.93E7,1,1,2,,7623,30S ribosomal protein S8
923,147079,ETNP_60,48.49,20,20,4.93E7,1,1,2,,7650,30S ribosomal protein S8
923,147080,ETNP_160,48.49,13,13,4.93E7,1,1,2,,11697,30S ribosomal protein S8
923,147081,ETNP_100,48.49,12,12,4.93E7,1,1,2,,12291,30S ribosomal protein S8
923,147082,ETNP_160,48.49,12,12,4.93E7,1,1,2,,12251,30S ribosomal protein S8
923,147083,ETNP_120,48.49,11,11,4.93E7,1,1,2,,13561,30S ribosomal protein S8
923,147084,ETNP14_120,48.49,11,11,4.93E7,1,1,2,,14290,30S ribosomal protein S8
923,147085,ETNP_160,48.49,11,11,4.93E7,1,1,2,,14290,30S ribosomal protein S8
923,147086,NP_300,48.49,11,11,4.93E7,1,1,2,,14290,30S ribosomal protein S8
923,147087,ETNP_180,48.49,11,11,4.93E7,1,1,2,,14250,30S ribosomal protein S8
923,147088,ETNP_140,48.49,11,11,4.93E7,1,1,2,,14250,30S ribosomal protein S8
923,147089,NP_100,48.49,11,11,4.93E7,1,1,2,,14250,30S ribosomal protein S8
923,147090,ETNP14_120,48.49,11,11,4.93E7,1,1,2,,14250,30S ribosomal protein S8
923,147091,ETNP_140,48.49,11,11,4.93E7,1,1,2,,14290,30S ribosomal protein S8
923,147092,ETNP_300,48.49,11,11,4.93E7,1,1,2,,14290,30S ribosomal protein S8
923,147093,NP_125,48.49,11,11,4.93E7,1,1,2,,14290,30S ribosomal protein S8
923,147094,ETNP_180,48.49,11,11,4.93E7,1,1,2,,14290,30S ribosomal protein S8
923,147095,NP_85,48.49,11,11,4.93E7,1,1,2,,14250,30S ribosomal protein S8
923,147096,ETNP_100,48.49,11,11,4.93E7,1,1,2,,14250,30S ribosomal protein S8
923,147097,ETNP_100,48.49,10,10,4.93E7,1,1,2,,14859,30S ribosomal protein S8
923,147098,ETNP_70,48.49,10,10,4.93E7,1,1,2,,14790,30S ribosomal protein S8
923,147099,ETNP14_68,48.49,10,10,4.93E7,1,1,2,,14859,30S ribosomal protein S8
923,147100,ETNP_120,48.49,10,10,4.93E7,1,1,2,,14598,30S ribosomal protein S8
923,147101,ETNP14_68,48.49,10,10,4.93E7,1,1,2,,14747,30S ribosomal protein S8
923,147102,ETNP_90,48.49,10,10,4.93E7,1,1,2,,14859,30S ribosomal protein S8
923,147103,ETNP_120,48.49,10,10,4.93E7,1,1,2,,14598,30S ribosomal protein S8
1196,147105,WP_042851014,48.46,4,4,2.89E6,1,1,1,,49089,adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA Prochlorococcus sp MIT 0604
1196,147106,NP_30,48.46,4,4,2.89E6,1,1,1,,49012,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
608,144845,WP_042850816,48.24,8,8,9.89E6,3,3,4,Carbamidomethylation,34542,ornithine carbamoyltransferase Prochlorococcus sp MIT 0604
1197,147150,WP_042851175,48.24,10,10,1.15E6,1,1,1,Deamidation (NQ),17035,GNAT family acetyltransferase Prochlorococcus sp MIT 0604
711,146284,WP_006171539,48.23,9,9,4.22E7,2,1,2,,21780,ATP-dependent Clp protease proteolytic subunit Synechococcus sp WH 5701
711,146285,NP_85,48.23,9,9,4.22E7,2,1,2,,21739,ATP-dependent Clp protease proteolytic subunit
711,146286,WP_011128165,48.23,9,9,4.22E7,2,1,2,,21941,ATP-dependent Clp protease proteolytic subunit 2 Synechococcus
711,146287,ETNP_140,48.23,9,9,4.22E7,2,1,2,,21827,ATP-dependent Clp protease proteolytic subunit
711,146288,ETNP_110,48.23,9,9,4.22E7,2,1,2,,21843,ATP-dependent Clp protease proteolytic subunit
711,146289,ETNP_120,48.23,9,9,4.22E7,2,1,2,,21843,ATP-dependent Clp protease proteolytic subunit
711,146290,ETNP_100,48.23,9,9,4.22E7,2,1,2,,21857,ATP-dependent Clp protease proteolytic subunit
711,146291,ETNP_100,48.23,9,9,4.22E7,2,1,2,,21843,ATP-dependent Clp protease proteolytic subunit
711,146296,ETNP_110,48.23,8,8,4.22E7,2,1,2,,23971,ATP-dependent Clp protease proteolytic subunit
711,146297,ETNP_140,48.23,8,8,4.22E7,2,1,2,,23971,ATP-dependent Clp protease proteolytic subunit
711,146298,ETNP_100,48.23,8,8,4.22E7,2,1,2,,24496,ATP-dependent Clp protease proteolytic subunit
711,146300,ETNP_90,48.23,7,7,4.22E7,2,1,2,,25796,ATP-dependent Clp protease proteolytic subunit
711,146301,ETNP_160,48.23,7,7,4.22E7,2,1,2,,26187,ATP-dependent Clp protease proteolytic subunit
713,146388,WP_042849974,48.12,5,5,1.41E7,2,2,2,Carbamidomethylation; Deamidation (NQ),50246,histidine phosphatase Prochlorococcus sp MIT 0604
890,145949,WP_042851222,47.86,16,16,3.06E7,2,2,2,,15876,membrane protein Prochlorococcus sp MIT 0604
436,145976,ETNP_90,47.82,31,31,4.61E8,2,1,7,,7206,Photosystem Q(B) protein precursor
898,146227,WP_042851105,47.69,5,5,2.75E6,2,2,2,Deamidation (NQ),51735,histidine kinase Prochlorococcus sp MIT 0604
1198,147211,WP_042850534,47.51,8,8,9.03E5,1,1,1,,22949,glutamine amidotransferase Prochlorococcus sp MIT 0604
891,145980,WP_042849484,47.25,8,8,1.34E6,2,2,2,Carbamidomethylation,36519,epoxyqueuosine reductase Prochlorococcus sp MIT 0604
762,146407,WP_042851032,47.22,8,8,9.01E6,2,2,3,,30137,deoxyribonuclease Prochlorococcus sp MIT 0604
899,146258,WP_038651046,47.10,9,9,2.6E5,2,1,2,,35273,GTPase Obg Prochlorococcus sp MIT 0801
773,147248,ETNP14_68,47.03,7,7,4.4E6,1,1,3,,31635,hypothetical protein
773,147249,ETNP14_68,47.03,7,7,4.4E6,1,1,3,,31998,hypothetical protein
894,146054,ETNP14_68,47.00,4,4,1.15E6,2,1,2,Carbamidomethylation,45012,LL-diaminopimelate aminotransferase
894,146063,ETNP_70,47.00,4,4,1.15E6,2,1,2,Carbamidomethylation,51989,LL-diaminopimelate aminotransferase
1199,147251,WP_042850859,46.90,4,4,2.91E5,1,1,1,Carbamidomethylation,52671,dimethylallyladenosine tRNA methylthiotransferase Prochlorococcus sp MIT 0604
892,145995,WP_042849949,46.87,4,4,6.39E6,2,2,2,,58124,peptidase M32 Prochlorococcus sp MIT 0604
666,148482,WP_042850310,46.87,18,18,2.72E7,1,1,2,Carbamidomethylation,12434,cAMP phosphodiesterase Prochlorococcus sp MIT 0604
804,146336,ETNP_90,46.83,16,16,3.47E5,2,1,2,Deamidation (NQ),17385,Ribose-phosphate pyrophosphokinase
804,146337,ETNP_140,46.83,16,16,3.47E5,2,1,2,Deamidation (NQ),17497,Ribose-phosphate pyrophosphokinase
804,146338,NP_85,46.83,14,14,3.47E5,2,1,2,Deamidation (NQ),20087,Ribose-phosphate pyrophosphokinase
804,146339,ETNP_110,46.83,14,14,3.47E5,2,1,2,Deamidation (NQ),20087,Ribose-phosphate pyrophosphokinase
804,146340,ETNP_100,46.83,8,8,3.47E5,2,1,2,Deamidation (NQ),33915,Ribose-phosphate pyrophosphokinase
804,146341,ETNP_90,46.83,8,8,3.47E5,2,1,2,Deamidation (NQ),33915,Ribose-phosphate pyrophosphokinase
804,146342,ETNP14_68,46.83,8,8,3.47E5,2,1,2,Deamidation (NQ),33915,Ribose-phosphate pyrophosphokinase
804,146343,ETNP_100,46.83,8,8,3.47E5,2,1,2,Deamidation (NQ),33996,Ribose-phosphate pyrophosphokinase
804,146344,ETNP_160,46.83,8,8,3.47E5,2,1,2,Deamidation (NQ),35871,Ribose-phosphate pyrophosphokinase
804,146345,ETNP_100,46.83,8,8,3.47E5,2,1,2,Deamidation (NQ),35970,Ribose-phosphate pyrophosphokinase
907,146497,ETNP14_68,46.76,6,6,7.03E6,2,1,2,Carbamidomethylation; Methylation(KR),46257,Light-independent protochlorophyllide reductase subunit N
542,146068,WP_011818029,46.71,10,10,3.02E7,2,1,5,,20637,ribosome-recycling factor Prochlorococcus
924,147273,ETNP_160,46.60,15,15,1.47E6,1,1,2,,12741,ATP-dependent dethiobiotin synthetase BioD
924,147274,ETNP_90,46.60,15,15,1.47E6,1,1,2,,12758,ATP-dependent dethiobiotin synthetase BioD
924,147275,NP_85,46.60,15,15,1.47E6,1,1,2,,12928,dithiobiotin synthetase
924,147276,ETNP_90,46.60,9,9,1.47E6,1,1,2,,21922,ATP-dependent dethiobiotin synthetase BioD
924,147277,ETNP_120,46.60,8,8,1.47E6,1,1,2,,23074,ATP-dependent dethiobiotin synthetase BioD
924,147278,WP_038546151,46.60,8,8,1.47E6,1,1,2,,23934,dethiobiotin synthetase Synechococcus sp KORDI-100
924,147279,ETNP_100,46.60,8,8,1.47E6,1,1,2,,24332,ATP-dependent dethiobiotin synthetase BioD
924,147280,ETNP_100,46.60,8,8,1.47E6,1,1,2,,24632,ATP-dependent dethiobiotin synthetase BioD
924,147281,ETNP14_68,46.60,8,8,1.47E6,1,1,2,,24632,ATP-dependent dethiobiotin synthetase BioD
924,147282,ETNP_120,46.60,8,8,1.47E6,1,1,2,,24362,ATP-dependent dethiobiotin synthetase BioD
924,147283,ETNP_100,46.60,8,8,1.47E6,1,1,2,,24332,ATP-dependent dethiobiotin synthetase BioD
924,147284,ETNP_100,46.60,8,8,1.47E6,1,1,2,,24676,ATP-dependent dethiobiotin synthetase BioD
924,147285,ETNP_120,46.60,8,8,1.47E6,1,1,2,,24663,ATP-dependent dethiobiotin synthetase BioD
924,147286,ETNP_110,46.60,8,8,1.47E6,1,1,2,,24592,ATP-dependent dethiobiotin synthetase BioD
924,147287,ETNP_90,46.60,8,8,1.47E6,1,1,2,,24332,ATP-dependent dethiobiotin synthetase BioD
924,147288,ETNP_120,46.60,8,8,1.47E6,1,1,2,,24663,ATP-dependent dethiobiotin synthetase BioD
924,147289,ETNP_140,46.60,8,8,1.47E6,1,1,2,,24636,ATP-dependent dethiobiotin synthetase BioD
924,147290,WP_011130859,46.60,8,8,1.47E6,1,1,2,,24523,dithiobiotin synthetase Prochlorococcus marinus
924,147291,WP_036911373,46.60,8,8,1.47E6,1,1,2,,24537,dethiobiotin synthetase Prochlorococcus
853,147799,ETNP_90,46.50,2,2,4.13E6,1,1,1,,54587,Sulfite reductase [ferredoxin]
929,147837,WP_042850458,46.29,7,7,6.28E6,1,1,1,,17973,nucleoside 2-deoxyribosyltransferase Prochlorococcus sp MIT 0604
763,146558,WP_042850266,46.21,12,12,1.75E6,2,2,2,,21047,ferritin Prochlorococcus sp MIT 0604
