Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 231_JA2_100m_0.3um_SKQ17_P2,Coverage (%) 233_JA4_265m_0.3_SKQ17_P2,Coverage (%) 243_JA14_965m_0.3um_SKQ17_P2,Coverage (%) 378_100m_trap_SKQ17_P2,Coverage (%) 278_265m_trap_SKQ17_P2,Coverage (%) 273_965m_trap_SKQ17_P2,Area 231_JA2_100m_0.3um_SKQ17_P2,Area 233_JA4_265m_0.3_SKQ17_P2,Area 243_JA14_965m_0.3um_SKQ17_P2,Area 378_100m_trap_SKQ17_P2,Area 278_265m_trap_SKQ17_P2,Area 273_965m_trap_SKQ17_P2,#Peptides,#Unique,#Spec 231_JA2_100m_0.3um_SKQ17_P2,#Spec 233_JA4_265m_0.3_SKQ17_P2,#Spec 243_JA14_965m_0.3um_SKQ17_P2,#Spec 378_100m_trap_SKQ17_P2,#Spec 278_265m_trap_SKQ17_P2,#Spec 273_965m_trap_SKQ17_P2,PTM,Avg. Mass,Description
360,2383,KHE90333,60.56,2,2,2,0,0,0,0,,,,,,,2,0,2,2,0,0,0,0,,57804,chaperonin GroEL Candidatus Scalindua brodae
58,1682,KHE90310,60.53,2,2,2,2,2,2,2,,,,,,,1,0,9,5,5,8,2,1,Deamidation (NQ); Sodium adduct,97092,chaperone ClpB Candidatus Scalindua brodae
331,1680,ETNP_120,60.39,9,9,0,0,0,0,0,,,,,,,3,0,3,0,0,0,0,0,,13360,hypothetical protein
331,1680,ETNP_120,60.39,9,9,0,0,0,0,0,,,,,,,3,0,3,0,0,0,0,0,,13360,hypothetical protein
480,19657,NP_300,60.39,5,0,5,0,0,0,0,,2.21E4,,,,,2,1,0,2,0,0,0,0,,59833,Respiratory nitrate reductase 1 beta chain
425,19751,ETNP_100,60.37,7,4,7,0,0,0,0,1.03E5,2.04E6,,,,,2,1,1,2,0,0,0,0,Carbamidomethylation,49306,hypothetical protein
425,19750,ETNP_120,60.37,7,4,7,0,0,0,0,1.03E5,2.04E6,,,,,2,1,1,2,0,0,0,0,Carbamidomethylation,47370,hypothetical protein
631,20014,ETNP_300,60.05,9,0,9,0,0,0,0,,3.24E5,,,,,2,2,0,2,0,0,0,0,,35279,Periplasmic dipeptide transport protein precursor
631,20017,ETNP_120,60.05,5,0,5,0,0,0,0,,3.24E5,,,,,2,2,0,2,0,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
631,20018,NP_300,60.05,5,0,5,0,0,0,0,,3.24E5,,,,,2,2,0,2,0,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
631,20020,ETNP_180,60.05,5,0,5,0,0,0,0,,3.24E5,,,,,2,2,0,2,0,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
631,20021,ETNP_160,60.05,5,0,5,0,0,0,0,,3.24E5,,,,,2,2,0,2,0,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
631,20019,ETNP_140,60.05,5,0,5,0,0,0,0,,3.24E5,,,,,2,2,0,2,0,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
631,20022,NP_100,60.05,5,0,5,0,0,0,0,,3.24E5,,,,,2,2,0,2,0,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
372,261,ETNP_70,59.91,9,9,0,0,0,0,0,2.99E6,,,,,,4,4,4,0,0,0,0,0,,52544,Ribulose bisphosphate carboxylase large chain
372,263,WP_011294510,59.91,9,9,0,0,0,0,0,2.99E6,,,,,,4,4,4,0,0,0,0,0,,52427,ribulose bisphosphate carboxylase large chain Prochlorococcus
372,265,WP_011130576,59.91,9,9,0,0,0,0,0,2.99E6,,,,,,4,4,4,0,0,0,0,0,,52573,ribulose bisphosphate carboxylase large chain Prochlorococcus marinus
372,264,WP_036914423,59.91,9,9,0,0,0,0,0,2.99E6,,,,,,4,4,4,0,0,0,0,0,,52572,ribulose 1 5-bisphosphate carboxylase Prochlorococcus
372,266,WP_002805854,59.91,9,9,0,0,0,0,0,2.99E6,,,,,,4,4,4,0,0,0,0,0,,52574,ribulose bisphosphate carboxylase large chain Prochlorococcus
311,1731,KUK93587,59.87,5,2,5,0,0,0,0,,,,,,,2,0,1,3,0,0,0,0,,60336,60 kDa chaperonin Marinimicrobia bacterium 46_43
397,734,WP_038543146,59.81,13,10,0,3,0,0,0,,,1.23E5,,,,3,1,3,0,1,0,0,0,Dehydration; Acetylation (K),31750,50S ribosomal protein L2 Synechococcus sp KORDI-100
453,692,ETNP_100,59.63,29,29,0,0,0,0,0,,,,,,,2,0,3,0,0,0,0,0,,9890,hypothetical protein
453,693,ETNP_90,59.63,29,29,0,0,0,0,0,,,,,,,2,0,3,0,0,0,0,0,,9890,hypothetical protein
453,694,NP_85,59.63,29,29,0,0,0,0,0,,,,,,,2,0,3,0,0,0,0,0,,9890,hypothetical protein
277,20447,ETNP14_68,59.61,5,2,3,0,0,0,0,,,,,,,2,0,1,2,0,0,0,0,,57745,60 kDa chaperonin
423,341,ETNP_100,59.39,11,11,0,0,0,0,0,6.87E5,,,,,,3,3,3,0,0,0,0,0,,34999,Cysteine synthase A
275,19530,ETNP14_120,59.35,7,0,7,0,0,0,0,,,,,,,2,0,0,2,0,0,0,0,Oxidation (M),39652,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
368,1110,ETNP_160,59.34,2,2,2,0,0,0,0,,,,,,,2,0,2,2,0,0,0,0,,58077,60 kDa chaperonin
230,894,KJS06682,59.05,5,3,2,0,0,0,0,,,,,,,2,0,1,1,0,0,0,0,,58236,molecular chaperone GroEL Flavobacteriales bacterium BRH_c54
333,19654,NP_300,58.94,23,0,23,0,0,0,0,,1.83E6,,,,,3,2,0,4,0,0,0,0,,15241,Phasin protein
351,20117,ETNP14_68,58.64,2,0,2,0,0,0,0,,,,,,,1,0,0,2,0,0,0,0,,57994,60 kDa chaperonin 1
490,19732,NP_125,58.53,29,0,29,0,0,0,0,,1.2E6,,,,,2,2,0,2,0,0,0,0,,10208,DNA-binding protein HU 1
490,19733,ETNP14_120,58.53,29,0,29,0,0,0,0,,1.2E6,,,,,2,2,0,2,0,0,0,0,,10226,DNA-binding protein HU 1
490,19733,ETNP14_120,58.53,29,0,29,0,0,0,0,,1.2E6,,,,,2,2,0,2,0,0,0,0,,10226,DNA-binding protein HU 1
490,19731,ETNP14_120,58.53,29,0,29,0,0,0,0,,1.2E6,,,,,2,2,0,2,0,0,0,0,,10199,DNA-binding protein HU 1
320,19639,ETNP_180,57.85,7,0,7,0,0,0,0,,9.39E5,,,,,3,1,0,3,0,0,0,0,Oxidation (M); Deamidation (NQ),48837,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
320,19640,ETNP_140,57.85,7,0,7,0,0,0,0,,9.39E5,,,,,3,1,0,3,0,0,0,0,Oxidation (M); Deamidation (NQ),48850,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
320,19641,NP_100,57.85,7,0,7,0,0,0,0,,9.39E5,,,,,3,1,0,3,0,0,0,0,Oxidation (M); Deamidation (NQ),48850,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
320,19642,NP_300,57.85,7,0,7,0,0,0,0,,9.39E5,,,,,3,1,0,3,0,0,0,0,Oxidation (M); Deamidation (NQ),48837,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
377,599,ETNP_90,57.76,17,17,0,0,0,0,0,1.15E6,,,,,,2,2,2,0,0,0,0,0,,16482,hypothetical protein
377,600,ETNP_120,57.76,17,17,0,0,0,0,0,1.15E6,,,,,,2,2,2,0,0,0,0,0,,16510,hypothetical protein
377,602,ETNP_110,57.76,17,17,0,0,0,0,0,1.15E6,,,,,,2,2,2,0,0,0,0,0,,16482,hypothetical protein
377,598,ETNP_140,57.76,17,17,0,0,0,0,0,1.15E6,,,,,,2,2,2,0,0,0,0,0,,16526,hypothetical protein
377,601,ETNP_100,57.76,17,17,0,0,0,0,0,1.15E6,,,,,,2,2,2,0,0,0,0,0,,16510,hypothetical protein
477,475,ETNP_90,57.64,5,5,0,0,0,0,0,1.99E6,,,,,,2,2,2,0,0,0,0,0,,50481,Photosystem II 44 kDa reaction center protein
477,476,ETNP_120,57.64,5,5,0,0,0,0,0,1.99E6,,,,,,2,2,2,0,0,0,0,0,,52469,Photosystem II 44 kDa reaction center protein
609,785,ETNP_120,57.59,8,8,0,0,0,0,0,2.12E6,,,,,,2,2,2,0,0,0,0,0,,39717,Cell division protein FtsZ
609,787,ETNP_100,57.59,7,7,0,0,0,0,0,2.12E6,,,,,,2,2,2,0,0,0,0,0,,40892,Cell division protein FtsZ
609,781,NP_85,57.59,7,7,0,0,0,0,0,2.12E6,,,,,,2,2,2,0,0,0,0,0,,40932,Cell division protein FtsZ
609,786,ETNP_90,57.59,7,7,0,0,0,0,0,2.12E6,,,,,,2,2,2,0,0,0,0,0,,40892,Cell division protein FtsZ
609,798,ETNP_120,57.59,8,8,0,0,0,0,0,2.12E6,,,,,,2,2,2,0,0,0,0,0,,39067,Cell division protein FtsZ
609,790,WP_036911818,57.59,7,7,0,0,0,0,0,2.12E6,,,,,,2,2,2,0,0,0,0,0,,40614,cell division protein FtsZ Prochlorococcus
609,803,ETNP_70,57.59,8,8,0,0,0,0,0,2.12E6,,,,,,2,2,2,0,0,0,0,0,,39203,Cell division protein FtsZ
609,784,WP_011129698,57.59,7,7,0,0,0,0,0,2.12E6,,,,,,2,2,2,0,0,0,0,0,,40616,cell division protein FtsZ Prochlorococcus marinus
609,877,WP_052041211,57.59,8,8,0,0,0,0,0,2.12E6,,,,,,2,2,2,0,0,0,0,0,,38304,cell division protein FtsZ Prochlorococcus sp MIT 0801
278,885,NP_300,57.51,5,2,3,0,0,0,0,,,,,,,2,0,1,1,0,0,0,0,,58009,60 kDa chaperonin 5
401,405,ETNP_90,57.37,21,21,0,0,0,0,0,2.72E6,,,,,,3,3,3,0,0,0,0,0,Oxidation (M),18151,R-phycocyanin-2 beta chain
401,406,ETNP_120,57.37,21,21,0,0,0,0,0,2.72E6,,,,,,3,3,3,0,0,0,0,0,Oxidation (M),18151,R-phycocyanin-2 beta chain
401,408,ETNP_100,57.37,21,21,0,0,0,0,0,2.72E6,,,,,,3,3,3,0,0,0,0,0,Oxidation (M),18151,R-phycocyanin-2 beta chain
401,406,ETNP_120,57.37,21,21,0,0,0,0,0,2.72E6,,,,,,3,3,3,0,0,0,0,0,Oxidation (M),18151,R-phycocyanin-2 beta chain
492,3769,ETNP14_120,56.97,2,0,2,0,0,0,0,,,,,,,1,0,0,1,0,0,0,0,,57863,60 kDa chaperonin
632,19858,ETNP_100,56.94,7,0,7,0,0,0,0,,3.3E5,,,,,2,1,0,2,0,0,0,0,,39985,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
632,19857,ETNP_110,56.94,7,0,7,0,0,0,0,,3.3E5,,,,,2,1,0,2,0,0,0,0,,39985,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
321,1693,ETNP14_120,56.89,5,2,3,0,0,0,0,,,,,,,2,0,1,2,0,0,0,0,,58051,60 kDa chaperonin
321,1694,ETNP14_68,56.89,5,2,3,0,0,0,0,,,,,,,2,0,1,2,0,0,0,0,,58152,60 kDa chaperonin
504,59526,WP_013262876,56.47,5,2,0,0,0,3,0,,,,,,,2,0,1,0,0,0,1,0,,57692,molecular chaperone GroEL gamma proteobacterium HdN1
510,801,WP_011130614,56.43,16,16,0,0,0,0,0,3.75E5,,,,,,2,2,2,0,0,0,0,0,,20476,ribosome-recycling factor Prochlorococcus marinus
510,799,WP_036914501,56.43,16,16,0,0,0,0,0,3.75E5,,,,,,2,2,2,0,0,0,0,0,,20419,ribosome recycling factor Prochlorococcus
510,800,ETNP_90,56.43,16,16,0,0,0,0,0,3.75E5,,,,,,2,2,2,0,0,0,0,0,,20433,Ribosome-recycling factor
510,791,ETNP_120,56.43,17,17,0,0,0,0,0,3.75E5,,,,,,2,2,2,0,0,0,0,0,,18998,Ribosome-recycling factor
510,792,ETNP_110,56.43,17,17,0,0,0,0,0,3.75E5,,,,,,2,2,2,0,0,0,0,0,,19457,Ribosome-recycling factor
510,793,ETNP_90,56.43,16,16,0,0,0,0,0,3.75E5,,,,,,2,2,2,0,0,0,0,0,,20489,Ribosome-recycling factor
510,795,ETNP_120,56.43,16,16,0,0,0,0,0,3.75E5,,,,,,2,2,2,0,0,0,0,0,,20473,Ribosome-recycling factor
510,794,ETNP_100,56.43,16,16,0,0,0,0,0,3.75E5,,,,,,2,2,2,0,0,0,0,0,,20503,Ribosome-recycling factor
261,59542,ETNP_70,55.99,11,0,0,0,0,0,11,,,,,,2.2E5,2,1,0,0,0,0,0,3,,27021,Bacterial actin-related protein
610,104441,WP_011130195,55.82,14,14,0,0,0,0,0,6.77E5,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,26830,triosephosphate isomerase Prochlorococcus marinus
486,1953,ETNP14_68,55.62,7,7,0,0,0,0,0,3.51E5,,,,,,2,2,2,0,0,0,0,0,,29122,hypothetical protein
428,59618,ETNP14_120,55.57,4,0,0,0,0,4,3,,,,,,,2,0,0,0,0,0,1,1,,32064,Malate dehydrogenase
428,59613,ETNP_100,55.57,6,0,0,0,0,6,4,,,,,,,2,0,0,0,0,0,1,1,,21500,Malate dehydrogenase
428,59616,NP_300,55.57,4,0,0,0,0,4,3,,,,,,,2,0,0,0,0,0,1,1,,31989,Malate dehydrogenase
428,59619,ETNP14_120,55.57,4,0,0,0,0,4,3,,,,,,,2,0,0,0,0,0,1,1,,32162,Malate dehydrogenase
428,59620,ETNP14_120,55.57,4,0,0,0,0,4,3,,,,,,,2,0,0,0,0,0,1,1,,32168,Malate dehydrogenase
428,59531,ETNP14_120,55.57,4,0,0,0,0,4,3,,,,,,,2,0,0,0,0,0,1,1,,32612,Malate dehydrogenase
428,59564,ETNP14_120,55.57,5,0,0,0,0,5,4,,,,,,,2,0,0,0,0,0,1,1,,24002,Malate dehydrogenase
428,59569,ETNP14_68,55.57,6,0,0,0,0,6,5,,,,,,,2,0,0,0,0,0,1,1,,21129,Malate dehydrogenase
428,59570,ETNP_100,55.57,4,0,0,0,0,4,3,,,,,,,2,0,0,0,0,0,1,1,,32399,Malate dehydrogenase
428,59565,NP_30,55.57,5,0,0,0,0,5,4,,,,,,,2,0,0,0,0,0,1,1,,24555,Malate dehydrogenase
428,59617,NP_100,55.57,4,0,0,0,0,4,3,,,,,,,2,0,0,0,0,0,1,1,,32060,Malate dehydrogenase
428,59563,Fosmid_PROKKA_00393,55.57,4,0,0,0,0,4,3,,,,,,,2,0,0,0,0,0,1,1,,32061,Malate dehydrogenase
428,59537,ETNP14_120,55.57,4,0,0,0,0,4,3,,,,,,,2,0,0,0,0,0,1,1,,32385,Malate dehydrogenase
428,59615,ETNP14_120,55.57,5,0,0,0,0,5,4,,,,,,,2,0,0,0,0,0,1,1,,24617,Malate dehydrogenase
428,59607,NP_300,55.57,11,0,0,0,0,11,8,,,,,,,2,0,0,0,0,0,1,1,,11573,Malate dehydrogenase
428,59606,ETNP14_120,55.57,11,0,0,0,0,11,8,,,,,,,2,0,0,0,0,0,1,1,,11698,Malate dehydrogenase
428,59608,ETNP_180,55.57,9,0,0,0,0,9,6,,,,,,,2,0,0,0,0,0,1,1,,14750,Malate dehydrogenase
428,59609,ETNP_120,55.57,9,0,0,0,0,9,6,,,,,,,2,0,0,0,0,0,1,1,,14754,Malate dehydrogenase
432,745,ETNP_120,55.40,11,11,0,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,,10560,10 kDa chaperonin
432,746,ETNP_300,55.40,11,11,0,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,,10560,10 kDa chaperonin
432,745,ETNP_120,55.40,11,11,0,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,,10560,10 kDa chaperonin
432,751,ETNP_160,55.40,11,11,0,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,,10560,10 kDa chaperonin
432,745,ETNP_120,55.40,11,11,0,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,,10560,10 kDa chaperonin
432,747,ETNP_100,55.40,11,11,0,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,,10560,10 kDa chaperonin
432,748,ETNP_140,55.40,11,11,0,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,,10560,10 kDa chaperonin
432,750,ETNP_180,55.40,11,11,0,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,,10560,10 kDa chaperonin
445,19824,ETNP_120,55.40,7,0,7,0,0,0,0,,1.24E4,,,,,2,2,0,2,0,0,0,0,,56508,Oligopeptide-binding protein AppA precursor
445,19827,ETNP_120,55.40,6,0,6,0,0,0,0,,1.24E4,,,,,2,2,0,2,0,0,0,0,,60640,Oligopeptide-binding protein AppA precursor
445,19829,ETNP_160,55.40,6,0,6,0,0,0,0,,1.24E4,,,,,2,2,0,2,0,0,0,0,,60673,Oligopeptide-binding protein AppA precursor
445,19826,ETNP_140,55.40,6,0,6,0,0,0,0,,1.24E4,,,,,2,2,0,2,0,0,0,0,,60654,Oligopeptide-binding protein AppA precursor
445,19828,NP_300,55.40,6,0,6,0,0,0,0,,1.24E4,,,,,2,2,0,2,0,0,0,0,,60668,Oligopeptide-binding protein AppA precursor
655,59603,ETNP_120,55.31,5,0,0,0,0,5,0,,,,,2.24E5,,2,2,0,0,0,0,2,0,,42917,Aminopeptidase
655,59560,ETNP_120,55.31,9,0,0,0,0,9,0,,,,,2.24E5,,2,2,0,0,0,0,2,0,,22819,putative peptidase
648,2131,ETNP14_68,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9417,50S ribosomal protein L27
648,2123,ETNP_120,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9371,50S ribosomal protein L27
648,2124,ETNP_90,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9371,50S ribosomal protein L27
648,2126,ETNP_100,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9371,50S ribosomal protein L27
648,2128,NP_85,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9345,50S ribosomal protein L27
648,2120,WP_011825214,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9347,50S ribosomal protein L27 Prochlorococcus
648,2121,ETNP_120,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9362,50S ribosomal protein L27
648,2129,ETNP_120,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9372,50S ribosomal protein L27
648,2125,ETNP14_68,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9372,50S ribosomal protein L27
648,2127,WP_011130789,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9317,50S ribosomal protein L27 Prochlorococcus marinus
648,2130,ETNP_90,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9372,50S ribosomal protein L27
648,2119,ETNP_90,55.06,23,23,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,7006,50S ribosomal protein L27
648,2122,WP_011127415,55.06,17,17,0,0,0,0,0,3.4E5,,,,,,1,1,2,0,0,0,0,0,,9336,50S ribosomal protein L27 Synechococcus sp WH 8102
359,1028,ETNP14_120,54.86,4,4,0,0,0,0,0,,,,,,,2,0,2,0,0,0,0,0,,57254,60 kDa chaperonin 1
359,1027,ETNP_90,54.86,4,4,0,0,0,0,0,,,,,,,2,0,2,0,0,0,0,0,,54279,60 kDa chaperonin 1
460,1017,WP_036914182,54.82,3,3,0,0,0,0,0,,,,,,,2,0,2,0,0,0,0,0,,77853,polynucleotide phosphorylase Prochlorococcus
460,1016,ETNP_90,54.82,3,3,0,0,0,0,0,,,,,,,2,0,2,0,0,0,0,0,,77835,Polyribonucleotide nucleotidyltransferase
460,1039,ETNP_120,54.82,3,3,0,0,0,0,0,,,,,,,2,0,2,0,0,0,0,0,,80402,Polyribonucleotide nucleotidyltransferase
460,1037,ETNP_120,54.82,3,3,0,0,0,0,0,,,,,,,2,0,2,0,0,0,0,0,,80344,Polyribonucleotide nucleotidyltransferase
460,1038,ETNP_100,54.82,3,3,0,0,0,0,0,,,,,,,2,0,2,0,0,0,0,0,,80404,Polyribonucleotide nucleotidyltransferase
467,1019,WP_011128755,54.77,3,3,0,0,0,0,0,,,,,,,2,0,2,0,0,0,0,0,,77519,polyribonucleotide nucleotidyltransferase Synechococcus sp WH 8102
467,1035,WP_038543435,54.77,3,3,0,0,0,0,0,,,,,,,2,0,2,0,0,0,0,0,,77839,polynucleotide phosphorylase Synechococcus sp KORDI-100
366,1111,ETNP_120,54.68,16,16,0,0,0,0,0,3.78E6,,,,,,2,2,4,0,0,0,0,0,,17474,Allophycocyanin alpha chain
366,1085,WP_011127357,54.68,16,16,0,0,0,0,0,3.78E6,,,,,,2,2,4,0,0,0,0,0,,17372,allophycocyanin subunit alpha Synechococcus
366,1111,ETNP_120,54.68,16,16,0,0,0,0,0,3.78E6,,,,,,2,2,4,0,0,0,0,0,,17474,Allophycocyanin alpha chain
366,1086,WP_038546571,54.68,16,16,0,0,0,0,0,3.78E6,,,,,,2,2,4,0,0,0,0,0,,17386,allophycocyanin Synechococcus sp KORDI-100
366,1113,ETNP_100,54.68,16,16,0,0,0,0,0,3.78E6,,,,,,2,2,4,0,0,0,0,0,,17474,Allophycocyanin alpha chain
426,665,WP_006043345,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10666,ferredoxin Synechococcus
426,664,WP_006171932,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10737,ferredoxin Synechococcus sp WH 5701
426,663,WP_011130797,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10652,ferredoxin Prochlorococcus
426,666,ETNP_120,54.64,19,19,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,12812,Ferredoxin
426,695,WP_038546379,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10666,ferredoxin Synechococcus sp KORDI-100
426,1366,ETNP_120,54.64,17,17,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,15497,Ferredoxin
426,1363,ETNP_120,54.64,25,25,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10048,Ferredoxin
426,1054,ETNP_70,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10566,Ferredoxin
426,1056,NP_30,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10566,Ferredoxin
426,1057,ETNP_100,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10636,Ferredoxin
426,1058,ETNP14_68,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10623,Ferredoxin
426,1060,ETNP14_68,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10582,Ferredoxin-1
426,1053,ETNP_120,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10636,Ferredoxin
426,1053,ETNP_120,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10636,Ferredoxin
426,1055,ETNP14_68,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10627,Ferredoxin
426,1057,ETNP_100,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10636,Ferredoxin
426,1062,WP_011376994,54.64,23,23,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,10566,ferredoxin Prochlorococcus
426,1364,ETNP_100,54.64,19,19,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,13395,Ferredoxin
426,1365,ETNP_90,54.64,17,17,0,0,0,0,0,0E0,,,,,,2,1,2,0,0,0,0,0,Carbamidomethylation,15465,Ferredoxin
451,59559,WP_015068149,54.60,4,0,0,0,0,4,3,,,,,,,2,0,0,0,0,0,1,1,,32269,malate dehydrogenase Alteromonas mediterranea
501,844,ETNP14_120,54.57,25,7,17,0,0,0,0,1.91E5,9.03E5,,,,,2,2,1,1,0,0,0,0,Carbamidomethylation; Oxidation (M); Dimethylation(KR),15727,hypothetical protein
501,846,NP_85,54.57,25,7,17,0,0,0,0,1.91E5,9.03E5,,,,,2,2,1,1,0,0,0,0,Carbamidomethylation; Oxidation (M); Dimethylation(KR),15727,hypothetical protein
501,847,ETNP_120,54.57,25,7,17,0,0,0,0,1.91E5,9.03E5,,,,,2,2,1,1,0,0,0,0,Carbamidomethylation; Oxidation (M); Dimethylation(KR),15727,hypothetical protein
501,847,ETNP_120,54.57,25,7,17,0,0,0,0,1.91E5,9.03E5,,,,,2,2,1,1,0,0,0,0,Carbamidomethylation; Oxidation (M); Dimethylation(KR),15727,hypothetical protein
501,845,ETNP_110,54.57,25,7,17,0,0,0,0,1.91E5,9.03E5,,,,,2,2,1,1,0,0,0,0,Carbamidomethylation; Oxidation (M); Dimethylation(KR),15727,hypothetical protein
686,1264,ETNP_140,54.37,16,16,0,0,0,0,0,2.63E5,,,,,,2,2,2,0,0,0,0,0,,18348,Pentapeptide repeats (8 copies)
686,1266,ETNP_120,54.37,16,16,0,0,0,0,0,2.63E5,,,,,,2,2,2,0,0,0,0,0,,18348,Pentapeptide repeats (8 copies)
686,1265,ETNP_100,54.37,16,16,0,0,0,0,0,2.63E5,,,,,,2,2,2,0,0,0,0,0,,18348,Pentapeptide repeats (8 copies)
686,1266,ETNP_120,54.37,16,16,0,0,0,0,0,2.63E5,,,,,,2,2,2,0,0,0,0,0,,18348,Pentapeptide repeats (8 copies)
686,1268,ETNP_100,54.37,16,16,0,0,0,0,0,2.63E5,,,,,,2,2,2,0,0,0,0,0,,18378,Pentapeptide repeats (8 copies)
686,1269,ETNP_90,54.37,16,16,0,0,0,0,0,2.63E5,,,,,,2,2,2,0,0,0,0,0,,18348,Pentapeptide repeats (8 copies)
376,104445,ETSP_PROKKA,54.23,25,0,25,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,,7623,Cold shock-like protein CspLA
376,104446,NP_100,54.23,25,0,25,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,,7623,Cold shock-like protein CspLA
376,104447,ETNP14_68,54.23,25,0,25,0,0,0,0,,0E0,,,,,1,1,0,1,0,0,0,0,,7623,Cold shock-like protein CspLA
522,19726,ETNP_180,54.17,6,0,6,0,0,0,0,,1.51E6,,,,,2,2,0,2,0,0,0,0,,41678,Spermidine/putrescine-binding periplasmic protein precursor
522,19728,ETNP_300,54.17,6,0,6,0,0,0,0,,1.51E6,,,,,2,2,0,2,0,0,0,0,,41678,Spermidine/putrescine-binding periplasmic protein precursor
522,19725,ETNP_160,54.17,6,0,6,0,0,0,0,,1.51E6,,,,,2,2,0,2,0,0,0,0,,41678,Spermidine/putrescine-binding periplasmic protein precursor
522,19727,ETNP_120,54.17,6,0,6,0,0,0,0,,1.51E6,,,,,2,2,0,2,0,0,0,0,,41678,Spermidine/putrescine-binding periplasmic protein precursor
