Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 231_JA2_100m_0.3um_SKQ17_P2,Area 231_JA2_100m_0.3um_SKQ17_P2,#Peptides,#Unique,#Spec 231_JA2_100m_0.3um_SKQ17_P2,PTM,Avg. Mass,Description
164,392411,ETNP_120m_particle_PROKKA_100221,68.55,10,10,5.4E6,3,3,6,,35515,Photosystem Q(B) protein precursor
164,608,WP_011129798,68.55,9,9,5.4E6,3,3,6,,39412,photosystem II protein D1 Prochlorococcus marinus
164,392412,ETNP14_68maa_PROKKA_146431,68.55,9,9,5.4E6,3,3,6,,39397,Photosystem Q(B) protein precursor
164,392413,ETNP_160m_PROKKA_60459,68.55,9,9,5.4E6,3,3,6,,39397,Photosystem Q(B) protein precursor
164,611,WP_036916046,68.55,9,9,5.4E6,3,3,6,,39428,photosystem II protein D1 Prochlorococcus
187,392288,ETNP_70m_PROKKA_32299,68.29,9,9,2.99E6,4,4,4,,52544,Ribulose bisphosphate carboxylase large chain
187,263,WP_011294510,68.29,9,9,2.99E6,4,4,4,,52427,ribulose bisphosphate carboxylase large chain Prochlorococcus
187,264,WP_036914423,68.29,9,9,2.99E6,4,4,4,,52572,ribulose 1 5-bisphosphate carboxylase Prochlorococcus
187,358199,WP_011294510.1,68.29,9,9,2.99E6,4,4,4,,52427,MULTISPECIES: ribulose bisphosphate carboxylase large chain [Prochlorococcus]
187,265,WP_011130576,68.29,9,9,2.99E6,4,4,4,,52573,ribulose bisphosphate carboxylase large chain Prochlorococcus marinus
187,266,WP_002805854,68.29,9,9,2.99E6,4,4,4,,52574,ribulose bisphosphate carboxylase large chain Prochlorococcus
187,358200,WP_002805854.1,68.29,9,9,2.99E6,4,4,4,,52574,MULTISPECIES: ribulose bisphosphate carboxylase large chain [Prochlorococcus]
225,392542,ETNP_100m_PROKKA_18390,67.62,45,45,4.09E4,3,1,4,,9890,hypothetical protein
225,392543,ETNP_90m_PROKKA_69523,67.62,45,45,4.09E4,3,1,4,,9890,hypothetical protein
225,392544,NP_85m_PROKKA_26602,67.62,45,45,4.09E4,3,1,4,,9890,hypothetical protein
95,358261,WP_011376136.1,66.82,3,3,2.59E6,4,1,13,Deamidation (NQ),97126,chaperone protein ClpB [Prochlorococcus marinus]
95,358270,WP_011132214.1,66.82,3,3,2.59E6,4,1,13,Deamidation (NQ),97364,chaperone protein ClpB [Prochlorococcus marinus]
189,392513,ETNP14_68maa_PROKKA_144097,66.70,8,8,1.03E5,3,1,4,Carbamidomethylation,39674,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
189,392514,NP_85m_PROKKA_09702,66.70,8,8,1.03E5,3,1,4,Carbamidomethylation,39742,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
189,392515,NP_125m_PROKKA_07506,66.70,8,8,1.03E5,3,1,4,Carbamidomethylation,39830,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
189,392516,ETNP_150m_particle_PROKKA_26713,66.70,11,11,1.03E5,3,1,4,Carbamidomethylation,29194,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
265,392583,ETNP14_68mB_PROKKA_02154,66.58,21,21,7.21E5,3,1,3,,19470,Ribosome-recycling factor
265,392584,ETNP_160m_PROKKA_92785,66.58,20,20,7.21E5,3,1,3,,20502,Ribosome-recycling factor
265,392585,ETNP_100m_PROKKA_74032,66.58,21,21,7.21E5,3,1,3,,18999,Ribosome-recycling factor
265,392586,ETNP_100m_PROKKA_74542,66.58,20,20,7.21E5,3,1,3,,20490,Ribosome-recycling factor
292,393444,ETNP14_68mB_PROKKA_108220,66.49,7,7,3.51E5,2,2,3,Deamidation (NQ),29122,hypothetical protein
179,392715,NP_100m_PROKKA_27465,66.45,19,19,1.03E6,4,4,4,,15011,hypothetical protein
337,393523,ETNP_110m_PROKKA_50946,65.93,19,19,3.3E5,2,2,2,,13089,hypothetical protein
103,2195,WP_011311327,65.43,3,3,8.54E5,4,1,12,Deamidation (NQ),94795,chaperone protein ClpB Thiobacillus denitrificans
342,392913,ETNP_140m_PROKKA_19000,65.36,16,16,2.63E5,2,2,2,,18348,Pentapeptide repeats (8 copies)
342,392914,ETNP_100m_particle_PROKKA_05132,65.36,16,16,2.63E5,2,2,2,,18348,Pentapeptide repeats (8 copies)
342,392915,ETNP_120m_PROKKA_35559,65.36,16,16,2.63E5,2,2,2,,18348,Pentapeptide repeats (8 copies)
342,392916,ETNP_120m_free_PROKKA_170706,65.36,16,16,2.63E5,2,2,2,,18348,Pentapeptide repeats (8 copies)
342,392917,ETNP_100m_PROKKA_88925,65.36,16,16,2.63E5,2,2,2,,18378,Pentapeptide repeats (8 copies)
342,392918,ETNP_90m_PROKKA_202149,65.36,16,16,2.63E5,2,2,2,,18348,Pentapeptide repeats (8 copies)
200,392331,ETNP_90m_PROKKA_102744,64.85,25,25,4.77E6,4,4,4,Oxidation (M),18151,R-phycocyanin-2 beta chain
200,392332,ETNP_120m_free_PROKKA_94751,64.85,25,25,4.77E6,4,4,4,Oxidation (M),18151,R-phycocyanin-2 beta chain
200,392333,ETNP_120m_PROKKA_09406,64.85,25,25,4.77E6,4,4,4,Oxidation (M),18151,R-phycocyanin-2 beta chain
200,392334,ETNP_100m_particle_PROKKA_54272,64.85,25,25,4.77E6,4,4,4,Oxidation (M),18151,R-phycocyanin-2 beta chain
269,392415,ETNP_90m_PROKKA_153722,64.60,8,8,3.12E5,3,1,3,,41218,60 kDa chaperonin 1
295,742,WP_017952242,64.53,38,38,2.12E6,3,3,3,,7275,cold-shock protein Nitrospina
295,392538,ETNP14_120mab_PROKKA_61205,64.53,38,38,2.12E6,3,3,3,,7275,Cold shock protein CspB
295,392539,ETNP_100m_PROKKA_87042,64.53,38,38,2.12E6,3,3,3,,7275,Cold shock protein CspB
178,392592,ETNP_100m_PROKKA_11569,64.17,27,27,2.23E5,3,2,3,Oxidation (M),13336,Coproporphyrinogen-III oxidase  aerobic
178,392593,ETNP14_68maa_PROKKA_112286,64.17,29,29,2.23E5,3,2,3,Oxidation (M),12420,Coproporphyrinogen-III oxidase  aerobic
199,393097,ETNP_120m_free_PROKKA_124989,64.14,27,27,5.77E5,4,2,4,,12263,Nitrogen regulatory protein P-II
294,392504,ETNP_100m_particle_PROKKA_03099,63.88,31,31,2.19E5,3,1,3,,11016,hypothetical protein
294,392505,ETNP_150m_particle_PROKKA_09951,63.88,21,21,2.19E5,3,1,3,,15920,hypothetical protein
294,392506,SAR11cell_DLNKFFIG_09327,63.88,12,12,2.19E5,3,1,3,,28039,Leu/Ile/Val-binding protein
294,392507,ETNP14_68maa_PROKKA_185153,63.88,11,11,2.19E5,3,1,3,,30096,hypothetical protein
294,392508,ETNP14_120maa_PROKKA_94611,63.88,10,10,2.19E5,3,1,3,,33554,hypothetical protein
294,392509,SAR11cell_DLNKFFIG_09937,63.88,10,10,2.19E5,3,1,3,,35304,Leu/Ile/Val-binding protein
297,392919,ETNP14_120maa_PROKKA_113456,63.66,9,9,0E0,2,1,3,Carbamidomethylation,39216,Bacterial extracellular solute-binding protein
297,392920,ETNP14_68maa_PROKKA_82752,63.66,9,9,0E0,2,1,3,Carbamidomethylation,39216,Bacterial extracellular solute-binding protein
240,392557,ETNP_90m_PROKKA_62631,63.62,22,22,0E0,3,1,4,Carbamidomethylation,18550,General L-amino acid-binding periplasmic protein AapJ precursor
240,392558,ETNP_120m_particle_PROKKA_89051,63.62,14,14,0E0,3,1,4,Carbamidomethylation,29167,General L-amino acid-binding periplasmic protein AapJ precursor
240,392559,ETNP_120m_free_PROKKA_225216,63.62,12,12,0E0,3,1,4,Carbamidomethylation,32779,General L-amino acid-binding periplasmic protein AapJ precursor
240,392560,ETNP_140m_PROKKA_10452,63.62,11,11,0E0,3,1,4,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
240,392561,ETNP_120m_PROKKA_103370,63.62,11,11,0E0,3,1,4,Carbamidomethylation,36030,General L-amino acid-binding periplasmic protein AapJ precursor
240,392562,ETNP_160m_PROKKA_119323,63.62,11,11,0E0,3,1,4,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
240,392563,ETNP_120m_free_PROKKA_267033,63.62,11,11,0E0,3,1,4,Carbamidomethylation,36030,General L-amino acid-binding periplasmic protein AapJ precursor
240,392564,NP_300m_PROKKA_13658,63.62,11,11,0E0,3,1,4,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
240,392565,ETNP_300m_PROKKA_105808,63.62,11,11,0E0,3,1,4,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
240,392566,ETNP_180m_PROKKA_126275,63.62,11,11,0E0,3,1,4,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
240,392567,ETNP_120m_PROKKA_168017,63.62,11,11,0E0,3,1,4,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
240,392568,ETNP_100m_particle_PROKKA_39634,63.62,11,11,0E0,3,1,4,Carbamidomethylation,36030,General L-amino acid-binding periplasmic protein AapJ precursor
227,392635,ETNP_100m_particle_PROKKA_53949,63.27,12,12,3.35E4,2,1,2,,22020,hypothetical protein
227,392636,ETNP_300m_PROKKA_171203,63.27,11,11,3.35E4,2,1,2,,25132,hypothetical protein
227,392637,ETNP_140m_PROKKA_73018,63.27,11,11,3.35E4,2,1,2,,25132,hypothetical protein
227,392638,ETNP_180m_PROKKA_227335,63.27,11,11,3.35E4,2,1,2,,25132,hypothetical protein
255,393386,ETNP_180m_PROKKA_186130,62.73,17,17,1.58E6,2,2,3,,9916,DNA-binding protein HU 1
255,393387,ETNP_120m_particle_PROKKA_84698,62.73,17,17,1.58E6,2,2,3,,9916,DNA-binding protein HU 1
255,393388,ETNP_120m_PROKKA_107422,62.73,17,17,1.58E6,2,2,3,,9916,DNA-binding protein HU 1
255,393389,ETNP_300m_PROKKA_15120,62.73,17,17,1.58E6,2,2,3,,9916,DNA-binding protein HU 1
255,393390,ETNP_140m_PROKKA_148186,62.73,17,17,1.58E6,2,2,3,,9916,DNA-binding protein HU 1
255,393391,ETNP_160m_PROKKA_164678,62.73,17,17,1.58E6,2,2,3,,9916,DNA-binding protein HU 1
255,393392,ETNP_110m_PROKKA_07182,62.73,17,17,1.58E6,2,2,3,,9916,DNA-binding protein HU 1
255,393393,ETNP_100m_particle_PROKKA_00928,62.73,17,17,1.58E6,2,2,3,,9916,DNA-binding protein HU 1
188,663,WP_011130797,62.59,23,23,3E4,3,2,4,Carbamidomethylation,10652,ferredoxin Prochlorococcus
188,664,WP_006171932,62.59,23,23,3E4,3,2,4,Carbamidomethylation,10737,ferredoxin Synechococcus sp WH 5701
188,358251,CAK24405.1,62.59,23,23,3E4,3,2,4,Carbamidomethylation,10666,Ferredoxin [Synechococcus sp. WH 7803]
188,665,WP_006043345,62.59,23,23,3E4,3,2,4,Carbamidomethylation,10666,ferredoxin Synechococcus
188,392661,ETNP_120m_free_PROKKA_103676,62.59,19,19,3E4,3,2,4,Carbamidomethylation,12812,Ferredoxin
188,695,WP_038546379,62.59,23,23,3E4,3,2,4,Carbamidomethylation,10666,ferredoxin Synechococcus sp KORDI-100
258,392633,ETNP14_68maa_PROKKA_61871,62.26,20,20,7.23E4,2,2,2,,19595,Pentapeptide repeats (8 copies)
245,1085,WP_011127357,61.74,16,16,3.78E6,2,2,4,,17372,allophycocyanin subunit alpha Synechococcus
245,1086,WP_038546571,61.74,16,16,3.78E6,2,2,4,,17386,allophycocyanin Synechococcus sp KORDI-100
245,392856,ETNP_120m_PROKKA_308261,61.74,16,16,3.78E6,2,2,4,,17474,Allophycocyanin alpha chain
245,392857,ETNP_120m_free_PROKKA_243017,61.74,16,16,3.78E6,2,2,4,,17474,Allophycocyanin alpha chain
245,392858,ETNP_100m_particle_PROKKA_09323,61.74,16,16,3.78E6,2,2,4,,17474,Allophycocyanin alpha chain
245,358268,CAK24452.1,61.74,16,16,3.78E6,2,2,4,,17375,Allophycocyanin alpha chain [Synechococcus sp. WH 7803]
155,1502,WP_038546584,61.40,27,27,8.36E5,4,2,5,Deamidation (NQ),12275,nitrogen regulatory protein P-II Synechococcus sp KORDI-100
233,392512,ETNP14_120mab_PROKKA_107578,59.98,29,29,3.04E5,4,1,4,,13496,hypothetical protein
289,392884,ETNP14_120maa_PROKKA_38452,59.38,16,16,1.24E5,3,1,3,,15766,hypothetical protein
289,392885,ETNP_110m_PROKKA_20631,59.38,15,15,1.24E5,3,1,3,,17483,hypothetical protein
289,392886,ETNP_120m_free_PROKKA_307801,59.38,15,15,1.24E5,3,1,3,,17483,hypothetical protein
289,392887,ETNP_100m_PROKKA_58663,59.38,15,15,1.24E5,3,1,3,,17483,hypothetical protein
209,962,WP_018049561,59.33,9,9,1.81E6,2,1,3,,17055,hypothetical protein Nitrospina sp AB-629-B18
250,392577,NP_85m_PROKKA_24010,59.28,33,33,1.27E6,3,3,3,,12029,hypothetical protein
250,392578,ETNP_140m_PROKKA_109167,59.28,24,24,1.27E6,3,3,3,,16526,hypothetical protein
250,392579,ETNP_90m_PROKKA_169372,59.28,24,24,1.27E6,3,3,3,,16482,hypothetical protein
250,392580,ETNP_120m_PROKKA_55102,59.28,24,24,1.27E6,3,3,3,,16510,hypothetical protein
250,392581,ETNP_100m_PROKKA_59578,59.28,24,24,1.27E6,3,3,3,,16510,hypothetical protein
250,392582,ETNP_110m_PROKKA_33951,59.28,24,24,1.27E6,3,3,3,,16482,hypothetical protein
274,392754,NP_300m_PROKKA_06204,58.99,7,7,5.06E5,2,1,3,Carbamidomethylation,39385,Bacterial extracellular solute-binding protein
274,392755,ETNP_120m_particle_PROKKA_168206,58.99,7,7,5.06E5,2,1,3,Carbamidomethylation,39375,Bacterial extracellular solute-binding protein
274,392756,ETNP_120m_PROKKA_307121,58.99,7,7,5.06E5,2,1,3,Carbamidomethylation,39385,Bacterial extracellular solute-binding protein
274,392757,ETNP_140m_PROKKA_80561,58.99,7,7,5.06E5,2,1,3,Carbamidomethylation,39385,Bacterial extracellular solute-binding protein
343,393028,ETNP_90m_PROKKA_64993,58.45,20,20,2.74E5,2,2,2,,11338,50S ribosomal protein L23
343,393029,ETNP_140m_PROKKA_79476,58.45,20,20,2.74E5,2,2,2,,11338,50S ribosomal protein L23
343,393030,ETNP_100m_PROKKA_84887,58.45,20,20,2.74E5,2,2,2,,11338,50S ribosomal protein L23
343,393031,ETNP_100m_particle_PROKKA_19645,58.45,20,20,2.74E5,2,2,2,,11338,50S ribosomal protein L23
343,1307,WP_036912641,58.45,20,20,2.74E5,2,2,2,,11335,50S ribosomal protein L23 Prochlorococcus
343,1308,WP_011131101,58.45,20,20,2.74E5,2,2,2,,11423,50S ribosomal protein L23 Prochlorococcus marinus
343,393032,ETNP_100m_PROKKA_38389,58.45,20,20,2.74E5,2,2,2,,11338,50S ribosomal protein L23
351,393485,ETNP_90m_PROKKA_50232,58.36,23,23,3.4E5,1,1,2,,7006,50S ribosomal protein L27
351,2120,WP_011825214,58.36,17,17,3.4E5,1,1,2,,9347,50S ribosomal protein L27 Prochlorococcus
351,393486,ETNP_120m_free_PROKKA_16242,58.36,17,17,3.4E5,1,1,2,,9362,50S ribosomal protein L27
351,2122,WP_011127415,58.36,17,17,3.4E5,1,1,2,,9336,50S ribosomal protein L27 Synechococcus sp WH 8102
351,393487,ETNP_120m_PROKKA_149150,58.36,17,17,3.4E5,1,1,2,,9371,50S ribosomal protein L27
351,393488,ETNP_90m_PROKKA_10449,58.36,17,17,3.4E5,1,1,2,,9371,50S ribosomal protein L27
351,393489,ETNP14_68maa_PROKKA_191671,58.36,17,17,3.4E5,1,1,2,,9372,50S ribosomal protein L27
351,393490,ETNP_100m_PROKKA_73097,58.36,17,17,3.4E5,1,1,2,,9371,50S ribosomal protein L27
351,2127,WP_011130789,58.36,17,17,3.4E5,1,1,2,,9317,50S ribosomal protein L27 Prochlorococcus marinus
351,393491,NP_85m_PROKKA_29696,58.36,17,17,3.4E5,1,1,2,,9345,50S ribosomal protein L27
351,393492,ETNP_120m_PROKKA_66419,58.36,17,17,3.4E5,1,1,2,,9372,50S ribosomal protein L27
351,393493,ETNP_90m_PROKKA_209641,58.36,17,17,3.4E5,1,1,2,,9372,50S ribosomal protein L27
351,393494,ETNP14_68maa_PROKKA_194180,58.36,17,17,3.4E5,1,1,2,,9417,50S ribosomal protein L27
276,392936,ETNP_120m_PROKKA_289192,56.63,27,27,1.76E5,3,1,3,Oxidation (M),8523,hypothetical protein
276,392937,ETNP_100m_particle_PROKKA_37333,56.63,27,27,1.76E5,3,1,3,Oxidation (M),8523,hypothetical protein
276,1136,WP_038544070,56.63,27,27,1.76E5,3,1,3,Oxidation (M),8722,hypothetical protein Synechococcus sp KORDI-100
276,1395,WP_011127692,56.63,24,24,1.76E5,3,1,3,Oxidation (M),9701,hypothetical protein Synechococcus sp WH 8102
329,392908,NP_100m_PROKKA_21141,56.44,16,16,4.7E5,2,2,2,,24160,S-adenosylmethionine synthase
329,392909,ETNP_100m_PROKKA_57003,56.44,9,9,4.7E5,2,2,2,,41584,S-adenosylmethionine synthase
329,392910,ETNP_90m_PROKKA_94812,56.44,8,8,4.7E5,2,2,2,,44399,S-adenosylmethionine synthase
329,392911,ETNP_110m_PROKKA_02396,56.44,8,8,4.7E5,2,2,2,,44355,S-adenosylmethionine synthase
329,392912,ETNP_140m_PROKKA_05390,56.44,8,8,4.7E5,2,2,2,,44355,S-adenosylmethionine synthase
296,392721,ETNP_100m_PROKKA_30176,55.88,16,16,6.19E5,2,2,2,,16361,50S ribosomal protein L13
296,392722,ETNP_100m_PROKKA_72707,55.88,16,16,6.19E5,2,2,2,,16859,50S ribosomal protein L13
296,392723,ETNP_100m_particle_PROKKA_85348,55.88,16,16,6.19E5,2,2,2,,16859,50S ribosomal protein L13
296,392724,ETNP_90m_PROKKA_141262,55.88,16,16,6.19E5,2,2,2,,16762,50S ribosomal protein L13
296,392725,ETNP_110m_PROKKA_30130,55.88,16,16,6.19E5,2,2,2,,16762,50S ribosomal protein L13
296,392726,NP_85m_PROKKA_21556,55.88,16,16,6.19E5,2,2,2,,16863,50S ribosomal protein L13
296,392727,ETNP_120m_PROKKA_145483,55.88,16,16,6.19E5,2,2,2,,16762,50S ribosomal protein L13
296,392728,ETNP_100m_particle_PROKKA_82180,55.88,16,16,6.19E5,2,2,2,,16762,50S ribosomal protein L13
296,392729,ETNP_110m_PROKKA_12661,55.88,16,16,6.19E5,2,2,2,,16859,50S ribosomal protein L13
296,392730,ETNP_90m_PROKKA_195971,55.88,16,16,6.19E5,2,2,2,,16859,50S ribosomal protein L13
207,392553,ETNP_120m_free_PROKKA_52249,55.75,18,18,7.74E3,3,1,4,,17476,30S ribosomal protein S7
207,392554,ETNP_120m_PROKKA_280293,55.75,18,18,7.74E3,3,1,4,,17476,30S ribosomal protein S7
207,392555,ETNP_90m_PROKKA_146764,55.75,18,18,7.74E3,3,1,4,,17476,30S ribosomal protein S7
207,392556,ETNP_100m_particle_PROKKA_44910,55.75,18,18,7.74E3,3,1,4,,17476,30S ribosomal protein S7
318,393033,ETNP14_68mB_PROKKA_116259,55.23,32,32,2.6E5,2,2,2,,10139,DNA-binding protein HU 1
318,393034,ETNP14_120mac_PROKKA_78093,55.23,32,32,2.6E5,2,2,2,,10139,DNA-binding protein HU 1
321,393289,ETNP_100m_particle_PROKKA_143408,54.89,18,18,3.21E4,1,1,1,,13778,putative 30S ribosomal protein PSRP-3
321,393290,ETNP_140m_PROKKA_68045,54.89,13,13,3.21E4,1,1,1,,18495,putative 30S ribosomal protein PSRP-3
321,393291,ETNP_100m_PROKKA_65569,54.89,13,13,3.21E4,1,1,1,,19581,putative 30S ribosomal protein PSRP-3
321,393292,ETNP_120m_PROKKA_58996,54.89,13,13,3.21E4,1,1,1,,19581,putative 30S ribosomal protein PSRP-3
321,393293,ETNP_100m_PROKKA_97767,54.89,12,12,3.21E4,1,1,1,,20142,putative 30S ribosomal protein PSRP-3
321,393294,ETNP14_68mB_PROKKA_97703,54.89,12,12,3.21E4,1,1,1,,20142,putative 30S ribosomal protein PSRP-3
321,393295,ETNP_120m_PROKKA_94437,54.89,12,12,3.21E4,1,1,1,,20142,putative 30S ribosomal protein PSRP-3
321,393296,ETNP_90m_PROKKA_107180,54.89,11,11,3.21E4,1,1,1,,21528,putative 30S ribosomal protein PSRP-3
321,393375,ETNP_120m_free_PROKKA_128761,54.89,14,14,3.21E4,1,1,1,,18099,putative 30S ribosomal protein PSRP-3
321,104486,WP_011130822,54.89,13,13,3.21E4,1,1,1,,18719,hypothetical protein Prochlorococcus marinus
321,104485,WP_036912325,54.89,12,12,3.21E4,1,1,1,,19917,hypothetical protein Prochlorococcus
190,392688,ETNP_100m_particle_PROKKA_50716,54.53,14,14,3.82E5,4,1,4,,20575,hypothetical protein
196,392600,ETNP_100m_particle_PROKKA_60224,54.12,27,27,1.7E5,3,1,3,,12248,Nitrogen regulatory protein P-II
196,392601,ETNP_90m_PROKKA_90760,54.12,27,27,1.7E5,3,1,3,,12248,Nitrogen regulatory protein P-II
196,392602,ETNP_120m_PROKKA_308269,54.12,27,27,1.7E5,3,1,3,,12248,Nitrogen regulatory protein P-II
196,392603,ETNP_140m_PROKKA_158331,54.12,27,27,1.7E5,3,1,3,,12248,Nitrogen regulatory protein P-II
196,392604,ETNP_120m_particle_PROKKA_08576,54.12,27,27,1.7E5,3,1,3,,12248,Nitrogen regulatory protein P-II
196,392605,ETNP_120m_free_PROKKA_187241,54.12,27,27,1.7E5,3,1,3,,12248,Nitrogen regulatory protein P-II
251,392689,ETNP_160m_PROKKA_146664,53.54,17,17,2.53E6,2,2,2,,12138,Core histone H2A/H2B/H3/H4
251,392690,ETNP_140m_PROKKA_143912,53.54,17,17,2.53E6,2,2,2,,12112,Core histone H2A/H2B/H3/H4
251,392691,ETNP_120m_particle_PROKKA_35033,53.54,13,13,2.53E6,2,2,2,,15175,Core histone H2A/H2B/H3/H4
251,392692,ETNP_180m_PROKKA_17685,53.54,12,12,2.53E6,2,2,2,,17568,Core histone H2A/H2B/H3/H4
309,393201,ETNP_160m_PROKKA_97144,53.28,11,11,7.97E5,1,1,1,,14346,30S ribosomal protein S16
309,393202,ETNP14_68maa_PROKKA_186710,53.28,11,11,7.97E5,1,1,1,,14346,30S ribosomal protein S16
309,393303,ETNP_120m_particle_PROKKA_08584,53.28,21,21,7.97E5,1,1,1,,7155,hypothetical protein
492,393515,ETNP_110m_PROKKA_11629,51.20,11,11,2.92E5,1,1,1,,14304,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
291,1098,Fosmid_PROKKA_01409,51.04,7,7,6.99E5,2,2,2,,38486,Bacterial extracellular solute-binding protein
328,392828,ETNP14_120maa_PROKKA_141630,50.85,15,15,1.41E6,2,2,2,Carbamidomethylation; Oxidation (M),15727,hypothetical protein
328,392829,ETNP_110m_PROKKA_23438,50.85,15,15,1.41E6,2,2,2,Carbamidomethylation; Oxidation (M),15727,hypothetical protein
328,392830,NP_85m_PROKKA_14928,50.85,15,15,1.41E6,2,2,2,Carbamidomethylation; Oxidation (M),15727,hypothetical protein
328,392831,ETNP_120m_PROKKA_250575,50.85,15,15,1.41E6,2,2,2,Carbamidomethylation; Oxidation (M),15727,hypothetical protein
328,392832,ETNP_120m_free_PROKKA_42597,50.85,15,15,1.41E6,2,2,2,Carbamidomethylation; Oxidation (M),15727,hypothetical protein
270,358244,WP_011824476.1,50.23,7,7,1.22E5,3,1,3,,43582,elongation factor Tu [Prochlorococcus marinus]
270,719,WP_038654262,50.23,7,7,1.22E5,3,1,3,,43584,elongation factor Tu Prochlorococcus sp MIT 0801
344,393041,ETNP_110m_PROKKA_05202,49.82,16,16,4.1E5,2,2,2,,19102,Serine/threonine-protein kinase B
344,393042,ETNP_90m_PROKKA_93122,49.82,16,16,4.1E5,2,2,2,,19102,Serine/threonine-protein kinase B
344,393043,ETNP_120m_PROKKA_274418,49.82,16,16,4.1E5,2,2,2,,19102,Serine/threonine-protein kinase B
344,393044,ETNP_140m_PROKKA_17753,49.82,16,16,4.1E5,2,2,2,,19102,Serine/threonine-protein kinase B
344,393045,ETNP_100m_PROKKA_72073,49.82,16,16,4.1E5,2,2,2,,19102,Serine/threonine-protein kinase B
344,393046,ETNP_120m_free_PROKKA_224500,49.82,16,16,4.1E5,2,2,2,,19102,Serine/threonine-protein kinase B
344,393047,ETNP_100m_particle_PROKKA_52503,49.82,16,16,4.1E5,2,2,2,,19102,Serine/threonine-protein kinase B
304,393737,ETNP_100m_particle_PROKKA_73751,49.73,35,35,5.7E5,1,1,1,,3855,hypothetical protein
304,393738,ETNP_100m_particle_PROKKA_00069,49.73,26,26,5.7E5,1,1,1,,5311,hypothetical protein
174,392889,NP_30m_PROKKA_09697,49.73,20,20,2.32E6,2,1,6,,11039,NADH dehydrogenase subunit I
174,392890,ETNP14_120maa_PROKKA_20001,49.73,20,20,2.32E6,2,1,6,,11025,NADH dehydrogenase subunit I
174,392891,ETNP_100m_PROKKA_71998,49.73,20,20,2.32E6,2,1,6,,11025,NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
174,392892,ETNP14_120maa_PROKKA_50274,49.73,20,20,2.32E6,2,1,6,,11011,NADH dehydrogenase subunit I
174,392893,ETNP14_120maa_PROKKA_59144,49.73,20,20,2.32E6,2,1,6,,11039,NADH dehydrogenase subunit I
174,392894,NP_85m_PROKKA_14190,49.73,20,20,2.32E6,2,1,6,,11025,NADH dehydrogenase subunit I
174,392895,ETNP14_68maa_PROKKA_41253,49.73,20,20,2.32E6,2,1,6,,11025,NADH dehydrogenase subunit I
174,392896,ETNP14_120mab_PROKKA_65627,49.73,20,20,2.32E6,2,1,6,,11025,NADH dehydrogenase subunit I
174,392897,ETNP14_120mac_PROKKA_80038,49.73,20,20,2.32E6,2,1,6,,11025,NADH dehydrogenase subunit I
174,392898,ETNP14_120maa_PROKKA_139783,49.73,20,20,2.32E6,2,1,6,,11039,NADH dehydrogenase subunit I
174,1129,WP_007403030,49.73,20,20,2.32E6,2,1,6,,11039,4Fe-4S ferredoxin Nitrosopumilaceae
174,392899,ETNP14_120maa_PROKKA_58157,49.73,20,20,2.32E6,2,1,6,,11025,NADH dehydrogenase subunit I
174,393021,ETNP14_68maa_PROKKA_28192,49.73,20,20,2.32E6,2,1,6,,10995,NADH dehydrogenase subunit I
174,393022,ETNP_70m_PROKKA_69087,49.73,20,20,2.32E6,2,1,6,,11011,NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
174,393023,ETNP_70m_PROKKA_114085,49.73,20,20,2.32E6,2,1,6,,11011,NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
174,393024,ETNP14_120maa_PROKKA_193228,49.73,20,20,2.32E6,2,1,6,,11011,NADH dehydrogenase subunit I
174,1353,WP_048106091,49.73,20,20,2.32E6,2,1,6,,11011,4Fe-4S ferredoxin Candidatus Nitrosopelagicus brevis
174,393025,ETNP14_68maa_PROKKA_53527,49.73,20,20,2.32E6,2,1,6,,11011,NADH dehydrogenase subunit I
268,358298,CAK23940.1,49.70,21,21,9.51E4,3,1,3,Oxidation (M),12260,RNA-binding protein  RRM domain [Synechococcus sp. WH 7803]
215,1194,XP_003061754,49.38,13,13,3.26E6,3,3,3,,15356,histone H3  Micromonas pusilla CCMP1545
215,1195,XP_003059221,49.38,13,13,3.26E6,3,3,3,,15356,predicted protein  Micromonas pusilla CCMP1545
215,1196,XP_003057560,49.38,13,13,3.26E6,3,3,3,,15436,histone H3  Micromonas pusilla CCMP1545
215,1197,XP_003061708,49.38,13,13,3.26E6,3,3,3,,15356,predicted protein  Micromonas pusilla CCMP1545
