Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja09-20170531,Coverage (%) etnp-ja10-20170531,Coverage (%) etnp-ja11-20170531,Coverage (%) etnp-ja12-20170531,Coverage (%) etnp-ja13-20170531,Coverage (%) etnp-ja14-20170531,Coverage (%) etnp-ja15-20170531,Coverage (%) etnp-ja16-20170531,Area etnp-ja09-20170531,Area etnp-ja10-20170531,Area etnp-ja11-20170531,Area etnp-ja12-20170531,Area etnp-ja13-20170531,Area etnp-ja14-20170531,Area etnp-ja15-20170531,Area etnp-ja16-20170531,#Peptides,#Unique,#Spec etnp-ja09-20170531,#Spec etnp-ja10-20170531,#Spec etnp-ja11-20170531,#Spec etnp-ja12-20170531,#Spec etnp-ja13-20170531,#Spec etnp-ja14-20170531,#Spec etnp-ja15-20170531,#Spec etnp-ja16-20170531,PTM,Avg. Mass,Description
991,67499,WP_036911164,59.91,11,0,11,0,0,0,0,0,0,,3.37E5,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40520,30S ribosomal protein S1 Prochlorococcus
991,67500,NP_85m_PROKKA_20191,59.91,11,0,11,0,0,0,0,0,0,,3.37E5,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40524,30S ribosomal protein S1
991,67501,WP_011131035,59.91,11,0,11,0,0,0,0,0,0,,3.37E5,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40545,30S ribosomal protein S1 Prochlorococcus marinus
991,67502,ETNP_140m_PROKKA_135419,59.91,11,0,11,0,0,0,0,0,0,,3.37E5,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40524,30S ribosomal protein S1
991,67503,ETNP_90m_PROKKA_34411,59.91,11,0,11,0,0,0,0,0,0,,3.37E5,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40524,30S ribosomal protein S1
991,67504,ETNP_120m_PROKKA_55155,59.91,11,0,11,0,0,0,0,0,0,,3.37E5,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40524,30S ribosomal protein S1
991,67505,ETNP_100m_particle_PROKKA_87957,59.91,11,0,11,0,0,0,0,0,0,,3.37E5,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40524,30S ribosomal protein S1
991,67508,ETNP_90m_PROKKA_94809,59.91,11,0,11,0,0,0,0,0,0,,3.37E5,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40647,30S ribosomal protein S1
991,67509,ETNP_140m_PROKKA_01855,59.91,11,0,11,0,0,0,0,0,0,,3.37E5,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40633,30S ribosomal protein S1
991,67510,ETNP_100m_PROKKA_81792,59.91,11,0,11,0,0,0,0,0,0,,3.37E5,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40633,30S ribosomal protein S1
748,3018,ETNP_150m_particle_PROKKA_12638,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12443,Nitrogen regulatory protein P-II 2
748,67948,NP_300m_PROKKA_18640,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12457,Nitrogen regulatory protein P-II 2
748,67949,ETNP_90m_PROKKA_10179,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12438,Nitrogen regulatory protein P-II 2
748,67950,ETNP_120m_particle_PROKKA_238038,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12457,Nitrogen regulatory protein P-II 2
748,67951,ETNP_100m_PROKKA_88415,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12457,Nitrogen regulatory protein P-II 2
748,67952,ETNP_110m_PROKKA_49983,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12457,Nitrogen regulatory protein P-II 2
748,3017,NP_85m_PROKKA_13943,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12454,Nitrogen regulatory protein P-II 2
748,3021,ETNP_120m_particle_PROKKA_77929,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12457,Nitrogen regulatory protein P-II 2
748,67953,ETNP14_120maa_PROKKA_67711,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12457,Nitrogen regulatory protein P-II 2
748,67954,ETNP_100m_PROKKA_15452,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12438,Nitrogen regulatory protein P-II 2
748,67955,ETNP14_120mab_PROKKA_68779,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12438,Nitrogen regulatory protein P-II 2
748,67956,NP_300m_PROKKA_12589,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12438,Nitrogen regulatory protein P-II 2
748,67957,ETSP_PROKKA_00384,59.85,28,0,0,28,10,0,0,0,0,,,1.87E6,6.82E5,,,,,4,4,0,0,4,2,0,0,0,0,,12438,Nitrogen regulatory protein P-II 2
993,67822,ETNP_140m_PROKKA_30730,59.80,36,0,28,0,9,0,0,0,0,,1.81E5,,2.12E4,,,,,3,3,0,2,0,1,0,0,0,0,Deamidation (NQ),10083,50S ribosomal protein L15
993,3147,ETNP_160m_PROKKA_131621,59.80,36,0,28,0,9,0,0,0,0,,1.81E5,,2.12E4,,,,,3,3,0,2,0,1,0,0,0,0,Deamidation (NQ),10071,50S ribosomal protein L15
993,67823,ETNP14_68maa_PROKKA_146377,59.80,23,0,17,0,5,0,0,0,0,,1.81E5,,2.12E4,,,,,3,3,0,2,0,1,0,0,0,0,Deamidation (NQ),16113,50S ribosomal protein L15
993,67824,NP_85m_PROKKA_07609,59.80,23,0,17,0,5,0,0,0,0,,1.81E5,,2.12E4,,,,,3,3,0,2,0,1,0,0,0,0,Deamidation (NQ),16113,50S ribosomal protein L15
993,67825,ETNP_100m_PROKKA_83857,59.80,23,0,17,0,5,0,0,0,0,,1.81E5,,2.12E4,,,,,3,3,0,2,0,1,0,0,0,0,Deamidation (NQ),16113,50S ribosomal protein L15
993,67826,ETNP_110m_PROKKA_44990,59.80,23,0,17,0,5,0,0,0,0,,1.81E5,,2.12E4,,,,,3,3,0,2,0,1,0,0,0,0,Deamidation (NQ),16113,50S ribosomal protein L15
787,68293,ETNP14_68mB_PROKKA_109374,59.79,30,17,14,0,9,0,0,0,0,3.74E4,,,,,,,,5,1,1,3,0,1,0,0,0,0,,9892,DNA-binding protein HU 1
744,67808,ETNP_180m_PROKKA_164120,59.77,7,0,7,7,0,2,0,0,0,,6.17E5,4.63E5,,1.07E5,,,,3,3,0,2,3,0,1,0,0,0,,45411,maltose ABC transporter periplasmic protein
744,67809,ETNP_300m_PROKKA_44576,59.77,7,0,7,7,0,2,0,0,0,,6.17E5,4.63E5,,1.07E5,,,,3,3,0,2,3,0,1,0,0,0,,45411,maltose ABC transporter periplasmic protein
744,67810,ETNP_160m_PROKKA_197256,59.77,7,0,7,7,0,2,0,0,0,,6.17E5,4.63E5,,1.07E5,,,,3,3,0,2,3,0,1,0,0,0,,45411,maltose ABC transporter periplasmic protein
744,67811,ETNP_140m_PROKKA_125478,59.77,7,0,7,7,0,2,0,0,0,,6.17E5,4.63E5,,1.07E5,,,,3,3,0,2,3,0,1,0,0,0,,45411,maltose ABC transporter periplasmic protein
744,67812,ETNP_120m_PROKKA_36066,59.77,7,0,7,7,0,2,0,0,0,,6.17E5,4.63E5,,1.07E5,,,,3,3,0,2,3,0,1,0,0,0,,45411,maltose ABC transporter periplasmic protein
808,67914,ETNP14_120maa_PROKKA_184391,59.74,67,0,0,67,0,0,0,0,0,,,1.38E5,,,,,,5,2,0,0,5,0,0,0,0,0,Oxidation (M),6808,hypothetical protein
723,67439,WP_006171977,59.64,9,6,5,0,0,0,0,0,0,0E0,,,,,,,,5,1,3,3,0,0,0,0,0,0,,54062,F0F1 ATP synthase subunit alpha Synechococcus sp WH 5701
877,67941,NP_125m_PROKKA_02069,59.63,28,0,16,12,16,12,0,0,0,,1E5,3.79E4,2.43E4,8.75E4,,,,2,2,0,1,1,1,1,0,0,0,,9259,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
877,3162,ETNP_110m_PROKKA_17399,59.63,28,0,16,12,16,12,0,0,0,,1E5,3.79E4,2.43E4,8.75E4,,,,2,2,0,1,1,1,1,0,0,0,,9305,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)_NP_100m_PROKKA_05814 RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
877,67942,NP_100m_PROKKA_05814,59.63,28,0,16,12,16,12,0,0,0,,1E5,3.79E4,2.43E4,8.75E4,,,,2,2,0,1,1,1,1,0,0,0,,9305,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
877,3163,ETNP_140m_PROKKA_136004,59.63,28,0,16,12,16,12,0,0,0,,1E5,3.79E4,2.43E4,8.75E4,,,,2,2,0,1,1,1,1,0,0,0,,9260,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
877,67943,NP_300m_PROKKA_26024,59.63,28,0,16,12,16,12,0,0,0,,1E5,3.79E4,2.43E4,8.75E4,,,,2,2,0,1,1,1,1,0,0,0,,9278,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
877,3164,ETNP_100m_PROKKA_69817,59.63,28,0,16,12,16,12,0,0,0,,1E5,3.79E4,2.43E4,8.75E4,,,,2,2,0,1,1,1,1,0,0,0,,9264,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)_NP_85m_PROKKA_37651 RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
877,67944,NP_85m_PROKKA_37651,59.63,28,0,16,12,16,12,0,0,0,,1E5,3.79E4,2.43E4,8.75E4,,,,2,2,0,1,1,1,1,0,0,0,,9264,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
672,3195,ETNP14_68maa_PROKKA_18828,59.52,8,0,3,5,2,0,2,0,0,,2.6E4,,,,,,,5,1,0,1,4,1,0,1,0,0,,38040,Alpha-keto acid-binding periplasmic protein TakP precursor
871,68023,ETNP14_120maa_PROKKA_87335,59.49,39,0,26,39,0,0,0,0,0,,8.92E5,1.18E5,,,,,,3,3,0,2,2,0,0,0,0,0,,7574,Cold shock-like protein CspE
871,68024,ETNP_180m_PROKKA_71535,59.49,39,0,26,39,0,0,0,0,0,,8.92E5,1.18E5,,,,,,3,3,0,2,2,0,0,0,0,0,,7574,Cold shock-like protein CspE
871,68025,ETNP_140m_PROKKA_92997,59.49,39,0,26,39,0,0,0,0,0,,8.92E5,1.18E5,,,,,,3,3,0,2,2,0,0,0,0,0,,7574,Cold shock-like protein CspE
856,4098,ETNP14_68mB_PROKKA_108220,59.27,7,7,7,0,0,0,0,0,0,5.78E4,7.13E5,,,,,,,2,2,1,3,0,0,0,0,0,0,,29122,hypothetical protein
1134,67783,ETNP_90m_PROKKA_125408,59.22,9,0,9,0,0,0,0,0,0,,4.69E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,29327,Outer membrane protein assembly factor BamA
884,67670,ETNP_90m_PROKKA_214077,58.78,18,11,18,0,0,0,0,0,0,8.2E4,6.31E5,,,,,,,3,2,1,3,0,0,0,0,0,0,,12329,Nitrogen fixation protein of unknown function
638,68204,ETNP_140m_PROKKA_95883,58.76,7,2,0,3,5,1,0,0,0,2.83E4,,,1.82E5,,,,,6,2,1,0,2,4,1,0,0,0,,74686,Respiratory nitrate reductase 1 alpha chain
1214,3081,ETNP14_120maa_PROKKA_65555,58.75,7,0,4,3,0,0,0,0,0,,8.26E4,1.22E4,,,,,,2,2,0,1,1,0,0,0,0,0,,42263,maltose ABC transporter periplasmic protein_NP_100m_PROKKA_09882 maltose ABC transporter periplasmic protein
1214,68036,NP_100m_PROKKA_09882,58.75,7,0,4,3,0,0,0,0,0,,8.26E4,1.22E4,,,,,,2,2,0,1,1,0,0,0,0,0,,42263,maltose ABC transporter periplasmic protein
1214,3077,ETNP14_68mB_PROKKA_01956,58.75,13,0,7,6,0,0,0,0,0,,8.26E4,1.22E4,,,,,,2,2,0,1,1,0,0,0,0,0,,25334,Bacterial extracellular solute-binding protein
785,2936,ETNP_300m_PROKKA_150159,58.48,7,0,7,3,3,4,0,0,0,,1.31E5,1.38E5,1.61E4,4.43E4,,,,2,2,0,2,1,1,1,0,0,0,,33847,putative sugar-binding periplasmic protein precursor
785,67832,ETNP_160m_PROKKA_206198,58.48,6,0,6,2,2,3,0,0,0,,1.31E5,1.38E5,1.61E4,4.43E4,,,,2,2,0,2,1,1,1,0,0,0,,42312,putative sugar-binding periplasmic protein precursor
785,67833,ETNP_120m_free_PROKKA_226468,58.48,6,0,6,2,2,3,0,0,0,,1.31E5,1.38E5,1.61E4,4.43E4,,,,2,2,0,2,1,1,1,0,0,0,,42312,putative sugar-binding periplasmic protein precursor
785,67834,ETNP_140m_PROKKA_55189,58.48,6,0,6,2,2,3,0,0,0,,1.31E5,1.38E5,1.61E4,4.43E4,,,,2,2,0,2,1,1,1,0,0,0,,42312,putative sugar-binding periplasmic protein precursor
785,67835,ETNP_120m_PROKKA_281837,58.48,6,0,6,2,2,3,0,0,0,,1.31E5,1.38E5,1.61E4,4.43E4,,,,2,2,0,2,1,1,1,0,0,0,,42312,putative sugar-binding periplasmic protein precursor
785,67836,ETNP_180m_PROKKA_25372,58.48,6,0,6,2,2,3,0,0,0,,1.31E5,1.38E5,1.61E4,4.43E4,,,,2,2,0,2,1,1,1,0,0,0,,42312,putative sugar-binding periplasmic protein precursor
1162,68266,ETNP_70m_PROKKA_77418,58.43,10,10,0,0,0,0,0,0,0,1.07E5,,,,,,,,2,2,2,0,0,0,0,0,0,0,,26614,Photosystem II manganese-stabilizing polypeptide precursor
1162,3910,ETNP14_68mB_PROKKA_166717,58.43,15,15,0,0,0,0,0,0,0,1.07E5,,,,,,,,2,2,2,0,0,0,0,0,0,0,,16581,Photosystem II manganese-stabilizing polypeptide
1162,3909,ETNP_70m_PROKKA_93505,58.43,15,15,0,0,0,0,0,0,0,1.07E5,,,,,,,,2,2,2,0,0,0,0,0,0,0,,16567,Photosystem II manganese-stabilizing polypeptide
763,68212,WP_002650564,58.42,11,0,5,0,0,3,0,0,3,,3.23E5,,,0E0,,,9.63E4,5,3,0,3,0,0,1,0,0,1,Deamidation (NQ),53111,glutamine synthetase  Blastopirellula marina
846,68007,WP_011129826,58.37,29,0,29,0,0,0,0,0,0,,1.21E5,,,,,,,4,1,0,4,0,0,0,0,0,0,Oxidation (M),12543,plastocyanin Prochlorococcus marinus
1021,4841,ETNP_120m_PROKKA_206964,58.29,17,0,0,17,17,17,0,0,0,,,1.55E5,1.39E5,2.93E3,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),9590,Cyanate hydratase
1021,4843,ETNP_110m_PROKKA_51634,58.29,11,0,0,11,11,11,0,0,0,,,1.55E5,1.39E5,2.93E3,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),14617,Cyanate hydratase
1021,4568,NP_100m_PROKKA_29008,58.29,10,0,0,10,10,10,0,0,0,,,1.55E5,1.39E5,2.93E3,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),16539,Cyanate hydratase
1021,68862,NP_100m_PROKKA_15652,58.29,9,0,0,9,9,9,0,0,0,,,1.55E5,1.39E5,2.93E3,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),16922,Cyanate hydratase
1021,68863,ETNP_110m_PROKKA_33015,58.29,9,0,0,9,9,9,0,0,0,,,1.55E5,1.39E5,2.93E3,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),16922,Cyanate hydratase
1021,68864,NP_125m_PROKKA_00314,58.29,9,0,0,9,9,9,0,0,0,,,1.55E5,1.39E5,2.93E3,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),16922,Cyanate hydratase
1021,68865,ETNP_140m_PROKKA_111316,58.29,9,0,0,9,9,9,0,0,0,,,1.55E5,1.39E5,2.93E3,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),17609,Cyanate hydratase
1021,68866,ETNP_100m_PROKKA_01876,58.29,9,0,0,9,9,9,0,0,0,,,1.55E5,1.39E5,2.93E3,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),17609,Cyanate hydratase
1021,4848,ETNP14_120maa_PROKKA_50801,58.29,9,0,0,9,9,9,0,0,0,,,1.55E5,1.39E5,2.93E3,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),17594,Cyanate hydratase
1021,4849,ETNP_120m_PROKKA_110404,58.29,9,0,0,9,9,9,0,0,0,,,1.55E5,1.39E5,2.93E3,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),17536,Cyanate hydratase
1021,68867,ETNP_120m_free_PROKKA_111169,58.29,9,0,0,9,9,9,0,0,0,,,1.55E5,1.39E5,2.93E3,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),17609,Cyanate hydratase
825,68332,ETNP14_120maa_PROKKA_53886,58.28,4,0,2,4,2,0,0,0,0,,7.64E4,6.72E5,2.1E5,,,,,2,2,0,1,2,1,0,0,0,0,Deamidation (NQ),57610,Glutathione-binding protein GsiB precursor
825,68368,ETNP_300m_PROKKA_94489,58.28,9,0,5,9,5,0,0,0,0,,7.64E4,6.72E5,2.1E5,,,,,2,2,0,1,2,1,0,0,0,0,Deamidation (NQ),28206,Glutathione-binding protein GsiB precursor
825,68369,ETNP_160m_PROKKA_195467,58.28,8,0,5,8,5,0,0,0,0,,7.64E4,6.72E5,2.1E5,,,,,2,2,0,1,2,1,0,0,0,0,Deamidation (NQ),28518,Glutathione-binding protein GsiB precursor
825,68396,ETNP_180m_PROKKA_31287,58.28,9,0,5,9,5,0,0,0,0,,7.64E4,6.72E5,2.1E5,,,,,2,2,0,1,2,1,0,0,0,0,Deamidation (NQ),25755,Glutathione-binding protein GsiB precursor
928,4885,ETNP_140m_PROKKA_72978,58.18,36,7,0,12,17,0,0,0,0,6.62E4,,0E0,3.75E5,,,,,3,3,1,0,1,1,0,0,0,0,,10551,hypothetical protein
928,68547,ETNP_120m_free_PROKKA_226386,58.18,36,7,0,12,17,0,0,0,0,6.62E4,,0E0,3.75E5,,,,,3,3,1,0,1,1,0,0,0,0,,10503,hypothetical protein
717,67513,ETNP_90m_PROKKA_93094,58.17,8,0,8,0,1,0,0,0,0,,6.2E5,,5.93E5,,,,,5,5,0,5,0,1,0,0,0,0,,77686,Polyribonucleotide nucleotidyltransferase
994,67960,ETNP_120m_PROKKA_93517,57.95,19,0,19,0,0,0,0,0,0,,7.1E5,,,,,,,2,1,0,3,0,0,0,0,0,0,,12058,hypothetical protein
994,67961,ETNP_100m_particle_PROKKA_60367,57.95,18,0,18,0,0,0,0,0,0,,7.1E5,,,,,,,2,1,0,3,0,0,0,0,0,0,,13129,hypothetical protein
994,3031,ETNP_100m_PROKKA_70138,57.95,17,0,17,0,0,0,0,0,0,,7.1E5,,,,,,,2,1,0,3,0,0,0,0,0,0,,13287,hypothetical protein
747,2898,ETNP_180m_PROKKA_178029,57.92,11,4,4,4,7,4,0,0,0,,,,1.85E5,,,,,3,1,1,1,1,2,1,0,0,0,,24296,60 kDa chaperonin
960,2901,ETNP_120m_free_PROKKA_142536,57.73,29,0,19,10,0,0,0,0,0,,7.17E4,2.02E5,,,,,,3,3,0,2,1,0,0,0,0,0,Oxidation (M),10734,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
596,67436,ETNP_180m_PROKKA_01997,57.68,6,0,2,5,4,5,0,0,0,,6.82E4,,,,,,,4,1,0,1,3,2,3,0,0,0,,57733,60 kDa chaperonin 5
632,67458,WP_015799237,57.51,8,0,4,5,4,2,0,0,0,,,1.86E5,8.58E4,,,,,5,1,0,2,3,2,1,0,0,0,,57363,molecular chaperone GroEL Acidimicrobium ferrooxidans
861,1851,ETNP_120m_free_PROKKA_305308,57.50,22,0,22,0,0,0,0,0,0,,6.01E5,,,,,,,3,3,0,4,0,0,0,0,0,0,Oxidation (M),22724,Pentapeptide repeats (8 copies)
861,1852,ETNP_120m_PROKKA_239303,57.50,18,0,18,0,0,0,0,0,0,,6.01E5,,,,,,,3,3,0,4,0,0,0,0,0,0,Oxidation (M),27881,Pentapeptide repeats (8 copies)
861,67403,ETNP_90m_PROKKA_56141,57.50,17,0,17,0,0,0,0,0,0,,6.01E5,,,,,,,3,3,0,4,0,0,0,0,0,0,Oxidation (M),29028,Pentapeptide repeats (8 copies)
861,1853,ETNP_100m_particle_PROKKA_121788,57.50,17,0,17,0,0,0,0,0,0,,6.01E5,,,,,,,3,3,0,4,0,0,0,0,0,0,Oxidation (M),29028,Pentapeptide repeats (8 copies)_ETNP_90m_PROKKA_56141 Pentapeptide repeats (8 copies)
724,68681,ETNP14_120mab_PROKKA_152797,57.46,13,0,13,0,0,10,0,0,0,,1.06E5,,,,,,,4,1,0,4,0,0,2,0,0,0,,10012,10 kDa chaperonin 3
1006,67577,ETNP_70m_PROKKA_103853,57.37,24,24,0,0,0,0,0,0,0,1.03E6,,,,,,,,3,3,3,0,0,0,0,0,0,0,,13845,Photosystem II 12 kDa extrinsic protein precursor
731,67358,ETNP_120m_PROKKA_244526,57.37,30,8,30,0,0,0,0,0,0,,3.28E5,,,,,,,4,1,1,5,0,0,0,0,0,0,,10266,hypothetical protein
706,68790,WP_013963181,57.10,8,5,0,4,5,3,0,0,0,,,,6.19E5,,,,,6,1,2,0,1,1,2,0,0,0,Deamidation (NQ),35570,amino acid ABC transporter substrate-binding protein Roseobacter litoralis
696,2259,ETNP_120m_PROKKA_05827,56.95,56,12,56,0,0,0,0,0,0,,9.85E4,,,,,,,5,1,1,6,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),7047,hypothetical protein
927,67899,ETNP_120m_PROKKA_211511,56.90,9,0,0,8,0,2,0,0,0,,,2.75E5,,,,,,3,2,0,0,2,0,1,0,0,0,,37137,General L-amino acid-binding periplasmic protein AapJ precursor
927,67900,ETNP_180m_PROKKA_01096,56.90,9,0,0,8,0,2,0,0,0,,,2.75E5,,,,,,3,2,0,0,2,0,1,0,0,0,,37137,General L-amino acid-binding periplasmic protein AapJ precursor
687,4349,ETNP_140m_PROKKA_47677,56.60,11,0,0,5,11,5,0,0,0,,,8.56E4,8E4,2.05E4,,,,4,1,0,0,3,3,1,0,0,0,,31184,Tripartite tricarboxylate transporter family receptor
687,68615,NP_300m_PROKKA_17136,56.60,10,0,0,4,10,4,0,0,0,,,8.56E4,8E4,2.05E4,,,,4,1,0,0,3,3,1,0,0,0,,35275,Tripartite tricarboxylate transporter family receptor
687,68616,ETNP_160m_PROKKA_210245,56.60,10,0,0,4,10,4,0,0,0,,,8.56E4,8E4,2.05E4,,,,4,1,0,0,3,3,1,0,0,0,,35275,Tripartite tricarboxylate transporter family receptor
687,68617,ETNP_180m_PROKKA_79647,56.60,10,0,0,4,10,4,0,0,0,,,8.56E4,8E4,2.05E4,,,,4,1,0,0,3,3,1,0,0,0,,35275,Tripartite tricarboxylate transporter family receptor
687,68618,ETNP_120m_PROKKA_146530,56.60,10,0,0,4,10,4,0,0,0,,,8.56E4,8E4,2.05E4,,,,4,1,0,0,3,3,1,0,0,0,,35275,Tripartite tricarboxylate transporter family receptor
1275,4958,ETNP_120m_PROKKA_07984,56.48,29,0,29,0,0,0,0,0,0,,1.37E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,8761,hypothetical protein
996,3709,ETNP_300m_PROKKA_12176,56.44,4,0,0,4,4,4,0,0,0,,,7.2E4,3.18E4,1.52E4,,,,1,1,0,0,1,1,1,0,0,0,,39239,Glutathione-binding protein GsiB precursor
996,3710,NP_100m_PROKKA_12600,56.44,4,0,0,4,4,4,0,0,0,,,7.2E4,3.18E4,1.52E4,,,,1,1,0,0,1,1,1,0,0,0,,42538,Aspartate--tRNA ligase
996,68384,ETNP_120m_free_PROKKA_241889,56.44,3,0,0,3,3,3,0,0,0,,,7.2E4,3.18E4,1.52E4,,,,1,1,0,0,1,1,1,0,0,0,,57359,Glutathione-binding protein GsiB precursor
996,68385,ETNP_120m_PROKKA_00657,56.44,3,0,0,3,3,3,0,0,0,,,7.2E4,3.18E4,1.52E4,,,,1,1,0,0,1,1,1,0,0,0,,57359,Glutathione-binding protein GsiB precursor
996,68386,ETNP_120m_particle_PROKKA_244196,56.44,3,0,0,3,3,3,0,0,0,,,7.2E4,3.18E4,1.52E4,,,,1,1,0,0,1,1,1,0,0,0,,57359,Glutathione-binding protein GsiB precursor
996,68387,ETNP_180m_PROKKA_97044,56.44,3,0,0,3,3,3,0,0,0,,,7.2E4,3.18E4,1.52E4,,,,1,1,0,0,1,1,1,0,0,0,,57359,Glutathione-binding protein GsiB precursor
996,68388,ETNP_140m_PROKKA_49123,56.44,3,0,0,3,3,3,0,0,0,,,7.2E4,3.18E4,1.52E4,,,,1,1,0,0,1,1,1,0,0,0,,57359,Glutathione-binding protein GsiB precursor
996,68389,ETNP_160m_PROKKA_162177,56.44,3,0,0,3,3,3,0,0,0,,,7.2E4,3.18E4,1.52E4,,,,1,1,0,0,1,1,1,0,0,0,,57359,Glutathione-binding protein GsiB precursor
996,68390,NP_300m_PROKKA_10857,56.44,3,0,0,3,3,3,0,0,0,,,7.2E4,3.18E4,1.52E4,,,,1,1,0,0,1,1,1,0,0,0,,57359,Glutathione-binding protein GsiB precursor
765,4612,ETNP14_68mB_PROKKA_38317,56.26,12,0,0,0,3,6,5,0,0,,,,,8.62E4,1.1E5,,,4,2,0,0,0,1,2,2,0,0,Deamidation (NQ),35511,Tripartite tricarboxylate transporter family receptor
942,67984,WP_011126895,56.16,10,0,10,0,0,0,0,0,0,,5.91E6,,,,,,,3,2,0,3,0,0,0,0,0,0,Carbamidomethylation,20549,RNA-binding protein Synechococcus sp WH 8102
942,68010,ETNP_110m_PROKKA_11630,56.16,26,0,26,0,0,0,0,0,0,,5.91E6,,,,,,,3,2,0,3,0,0,0,0,0,0,Carbamidomethylation,9274,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
942,68011,ETNP_140m_PROKKA_139260,56.16,21,0,21,0,0,0,0,0,0,,5.91E6,,,,,,,3,2,0,3,0,0,0,0,0,0,Carbamidomethylation,11668,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
942,68016,WP_011129393,56.16,11,0,11,0,0,0,0,0,0,,5.91E6,,,,,,,3,2,0,3,0,0,0,0,0,0,Carbamidomethylation,19204,RNA-binding protein Prochlorococcus marinus
664,68022,NP_100m_PROKKA_10275,56.08,13,0,0,10,6,5,0,0,0,,,3.44E4,,1.47E4,,,,5,3,0,0,3,2,2,0,0,0,Deamidation (NQ),41340,hypothetical protein
664,68038,NP_300m_PROKKA_50325,56.08,26,0,0,21,13,10,0,0,0,,,3.44E4,,1.47E4,,,,5,3,0,0,3,2,2,0,0,0,Deamidation (NQ),21011,hypothetical protein
799,68870,ETNP_90m_PROKKA_117810,56.06,34,0,34,34,34,34,0,0,0,,4.68E5,1.64E5,2.37E4,1.88E5,,,,1,1,0,2,1,1,1,0,0,0,,6463,hypothetical protein
