Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_2,Area RAL95_trypsin_MED_2,#Peptides,#Unique,#Spec RAL95_trypsin_MED_2,PTM,Avg. Mass,Description
745,160054,WP_041384967,52.67,6,6,2.19E6,3,2,3,Carbamidomethylation; Deamidation (NQ); Methylation(KR),62008,3 4-dihydroxy-2-butanone 4-phosphate synthase Prochlorococcus marinus
745,160055,ETNP_100,52.67,6,6,2.19E6,3,2,3,Carbamidomethylation; Deamidation (NQ); Methylation(KR),63011,Riboflavin biosynthesis protein RibBA
745,160056,ETNP_90,52.67,6,6,2.19E6,3,2,3,Carbamidomethylation; Deamidation (NQ); Methylation(KR),63340,Riboflavin biosynthesis protein RibBA
745,160057,ETNP_120,52.67,6,6,2.19E6,3,2,3,Carbamidomethylation; Deamidation (NQ); Methylation(KR),67747,Riboflavin biosynthesis protein RibBA
862,160519,ETNP_70,52.43,13,13,6.86E6,2,2,2,,9393,Mg-protoporphyrin IX methyl transferase
862,160520,WP_036904679,52.43,5,5,6.86E6,2,2,2,,26216,Mg-protoporphyrin IX methyl transferase Prochlorococcus
862,149151,WP_042849670,52.43,5,5,6.86E6,2,2,2,,26571,Mg-protoporphyrin IX methyl transferase Prochlorococcus sp MIT 0604
637,146248,WP_011128481,52.22,15,15,8.53E7,2,2,3,,15194,30S ribosomal protein S16 Synechococcus
637,146239,WP_038545709,52.22,16,16,8.53E7,2,2,3,,14167,30S ribosomal protein S16 Synechococcus sp KORDI-100
637,146247,NP_30,52.22,16,16,8.53E7,2,2,3,,14729,30S ribosomal protein S16
898,148837,ETNP_120,52.18,21,21,5.28E5,2,2,2,Methylation(KR),13411,Light-independent protochlorophyllide reductase subunit B
898,148839,ETNP_110,52.18,13,13,5.28E5,2,2,2,Methylation(KR),22489,Light-independent protochlorophyllide reductase subunit B
898,148840,ETNP14_68,52.18,8,8,5.28E5,2,2,2,Methylation(KR),36456,Light-independent protochlorophyllide reductase subunit B
898,148841,ETNP_140,52.18,5,5,5.28E5,2,2,2,Methylation(KR),57664,Light-independent protochlorophyllide reductase subunit B
898,148844,ETNP14_68,52.18,5,5,5.28E5,2,2,2,Methylation(KR),59862,Light-independent protochlorophyllide reductase subunit B
898,148845,ETNP_120,52.18,5,5,5.28E5,2,2,2,Methylation(KR),58883,Light-independent protochlorophyllide reductase subunit B
898,148847,ETNP_90,52.18,5,5,5.28E5,2,2,2,Methylation(KR),59462,Light-independent protochlorophyllide reductase subunit B
898,148848,ETNP_100,52.18,5,5,5.28E5,2,2,2,Methylation(KR),59255,Light-independent protochlorophyllide reductase subunit B
659,145565,WP_042503472,52.17,6,6,3.02E6,2,1,4,,63273,cell division protein FtsH Synechococcus sp WH 8102
412,144690,WP_042850240,52.13,15,15,1.89E7,3,3,6,,23096,uracil phosphoribosyltransferase Prochlorococcus sp MIT 0604
840,145541,ETNP_60,52.09,25,25,8.02E6,2,2,2,Carbamidomethylation; Deamidation (NQ),10611,hypothetical protein
665,146402,WP_038543521,51.99,7,7,1.17E5,2,1,4,,32949,apocytochrome f Synechococcus sp KORDI-100
652,144760,NP_30,51.98,11,11,6.23E6,3,3,4,Carbamidomethylation,27972,putative bifunctional SAT/APS kinase
652,144761,WP_042849724,51.98,7,7,6.23E6,3,3,4,Carbamidomethylation,44776,ATP-sulfurylase Prochlorococcus sp MIT 0604
617,144502,ETNP14_68,51.93,9,9,2.66E6,3,1,3,Carbamidomethylation,45199,Tryptophan synthase beta chain
779,147332,ETNP14_68,51.89,6,6,2.64E6,2,1,3,,34867,Amidophosphoribosyltransferase precursor
765,160148,ETNP_120,51.88,7,7,6.22E6,2,1,3,Carbamidomethylation,45868,Acetylornithine aminotransferase
765,160149,ETNP_100,51.88,7,7,6.22E6,2,1,3,Carbamidomethylation,45366,Acetylornithine aminotransferase
457,146613,WP_042849490,51.72,10,10,6.38E8,3,3,4,,21069,RNA-binding protein Prochlorococcus sp MIT 0604
845,144432,ETNP_60,51.60,14,14,2.18E6,2,1,2,,23017,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
916,147837,WP_042850458,51.50,11,11,6.88E6,2,2,2,,17973,nucleoside 2-deoxyribosyltransferase Prochlorococcus sp MIT 0604
708,146031,WP_042851034,51.05,11,11,1.4E6,3,2,3,Methylation(KR),40457,serine protease Prochlorococcus sp MIT 0604
554,144958,ETNP_60,50.92,13,13,5.92E7,1,1,4,Carbamidomethylation,13353,50S ribosomal protein L20
554,144959,ETNP_70,50.92,13,13,5.92E7,1,1,4,Carbamidomethylation,13353,50S ribosomal protein L20
900,160154,WP_042850952,50.84,13,13,2.14E6,2,2,2,,20062,hemagglutinin Prochlorococcus sp MIT 0604
587,160260,NP_30,50.82,20,20,6.98E7,3,3,5,Oxidation (M),10478,hypothetical protein
587,160261,WP_002805886,50.82,20,20,6.98E7,3,3,5,Oxidation (M),10478,nitrogen regulatory protein P-II GlnB  GlnK Prochlorococcus
576,144658,WP_042850723,50.80,4,4,5.08E6,2,2,2,,54892,ATPase AAA Prochlorococcus sp MIT 0604
631,145652,ETNP_60,50.55,23,23,9.44E6,2,2,4,,9872,Uroporphyrinogen-III C-methyltransferase
663,148065,WP_042850590,50.50,32,32,5.61E7,2,2,3,,8383,stress-induced morphogen Prochlorococcus sp MIT 0604
933,146597,WP_025895047,50.26,14,14,6.23E6,1,1,1,Deamidation (NQ),9688,50S ribosomal protein L31 Prochlorococcus
933,146598,NP_30,50.26,11,11,6.23E6,1,1,1,Deamidation (NQ),11977,50S ribosomal protein L31
1069,160305,ETNP_90,50.21,11,11,2.43E6,1,1,1,,14601,Tryptophan synthase alpha chain
1069,160306,ETNP14_68,50.21,10,10,2.43E6,1,1,1,,16109,Tryptophan synthase alpha chain
1069,160307,ETNP_120,50.21,10,10,2.43E6,1,1,1,,16198,Tryptophan synthase alpha chain
1069,160308,NP_85,50.21,10,10,2.43E6,1,1,1,,16228,Tryptophan synthase alpha chain
1069,160309,ETNP_100,50.21,5,5,2.43E6,1,1,1,,29143,Tryptophan synthase alpha chain
1069,160310,ETNP_140,50.21,5,5,2.43E6,1,1,1,,29088,Tryptophan synthase alpha chain
1069,160311,ETNP_100,50.21,5,5,2.43E6,1,1,1,,29143,Tryptophan synthase alpha chain
1069,160312,ETNP_90,50.21,5,5,2.43E6,1,1,1,,29088,Tryptophan synthase alpha chain
1069,160313,ETNP_120,50.21,5,5,2.43E6,1,1,1,,29143,Tryptophan synthase alpha chain
1069,160314,ETNP_100,50.21,5,5,2.43E6,1,1,1,,29088,Tryptophan synthase alpha chain
1069,160315,NP_85,50.21,5,5,2.43E6,1,1,1,,29088,Tryptophan synthase alpha chain
1069,160316,ETNP_120,50.21,5,5,2.43E6,1,1,1,,29088,Tryptophan synthase alpha chain
1069,160317,ETNP_110,50.21,5,5,2.43E6,1,1,1,,29088,Tryptophan synthase alpha chain
1069,160329,WP_011129844,50.21,5,5,2.43E6,1,1,1,,28958,tryptophan synthase subunit alpha Prochlorococcus marinus
1069,160330,WP_036915804,50.21,5,5,2.43E6,1,1,1,,28939,tryptophan synthase subunit alpha Prochlorococcus
1069,160402,ETNP_60,50.21,13,13,2.43E6,1,1,1,,12249,Tryptophan synthase alpha chain
1069,160403,ETNP_90,50.21,8,8,2.43E6,1,1,1,,19199,Tryptophan synthase alpha chain
1069,160404,WP_038545493,50.21,6,6,2.43E6,1,1,1,,28257,tryptophan synthase subunit alpha Synechococcus sp KORDI-100
1069,160405,WP_038651827,50.21,6,6,2.43E6,1,1,1,,28578,tryptophan synthase subunit alpha Prochlorococcus sp MIT 0801
1069,160406,WP_011128383,50.21,6,6,2.43E6,1,1,1,,28304,tryptophan synthase subunit alpha Synechococcus
1069,160407,ETNP14_68,50.21,5,5,2.43E6,1,1,1,,29784,Tryptophan synthase alpha chain
1069,148379,WP_042850020,50.21,5,5,2.43E6,1,1,1,,30808,tryptophan synthase subunit alpha Prochlorococcus sp MIT 0604
794,147848,WP_042849543,50.02,8,8,2.23E7,1,1,3,,17263,hypothetical protein Prochlorococcus sp MIT 0604
669,147374,WP_042849990,49.99,4,4,1.99E7,1,1,4,,37134,acetyl-CoA carboxylase subunit alpha Prochlorococcus sp MIT 0604
859,147358,WP_042851255,49.95,3,3,4.62E6,1,1,2,,53426,glycosyl transferase Prochlorococcus sp MIT 0604
723,145095,NP_30,49.92,11,11,9.04E6,1,1,1,,12526,F0F1 ATP synthase subunit B'
723,145096,WP_042850997,49.92,8,8,9.04E6,1,1,1,,17103,ATP synthase F0F1 subunit B Prochlorococcus sp MIT 0604
939,149123,WP_038655541,49.74,4,4,1.03E7,1,1,2,Deamidation (NQ),68158,aspartyl-tRNA synthetase Prochlorococcus sp MIT 0801
415,160189,WP_038651938,49.70,4,4,2.94E8,2,2,7,,48976,bifunctional N-acetylglucosamine-1-phosphate uridyltransferaseglucosamine-1-phosphate acetyltransferase Prochlorococcus sp MIT 0801
415,160208,WP_042850059,49.70,4,4,2.94E8,2,2,7,,49513,bifunctional N-acetylglucosamine-1-phosphate uridyltransferaseglucosamine-1-phosphate acetyltransferase Prochlorococcus sp MIT 0604
923,148388,WP_042850294,49.63,4,4,2.74E6,1,1,1,,36822,kinase Prochlorococcus sp MIT 0604
867,147531,WP_038652233,49.50,13,13,0E0,2,1,2,Deamidation (NQ),10777,membrane protein Prochlorococcus sp MIT 0801
918,156436,WP_042851108,49.47,7,7,9.38E6,2,2,2,Carbamidomethylation; Deamidation (NQ),38660,sodiumproton antiporter Prochlorococcus sp MIT 0604
1227,160410,NP_30,49.44,21,21,6.66E6,1,1,1,,7878,hypothetical protein
750,146323,ETNP_70,49.38,22,22,4.09E6,3,3,3,,14875,Replication-associated recombination protein A
788,144770,WP_042850043,49.25,4,4,1.36E6,1,1,2,,38662,glucokinase Prochlorococcus sp MIT 0604
902,146064,WP_042849525,49.22,12,12,1.38E7,2,2,2,Deamidation (NQ),19589,flavoprotein Prochlorococcus sp MIT 0604
907,144702,WP_042850071,49.13,5,5,1.64E7,2,2,2,Deamidation (NQ),48436,histidyl-tRNA synthetase Prochlorococcus sp MIT 0604
470,145934,WP_042850984,49.08,20,20,6.61E7,2,1,6,,17514,30S ribosomal protein S1 Prochlorococcus sp MIT 0604
673,149416,ETNP_120,49.05,3,3,1.04E7,2,2,4,,44718,Phosphoribosylglycinamide formyltransferase 2
839,160146,ETNP_120,49.03,8,8,1.82E7,2,2,2,Carbamidomethylation,25497,Thymidylate synthase ThyX
602,147997,ETNP_100,48.86,17,17,3.25E7,2,1,4,,13778,putative 30S ribosomal protein PSRP-3
602,147998,WP_006171964,48.86,13,13,3.25E7,2,1,4,,17475,hypothetical protein Synechococcus sp WH 5701
602,147999,WP_038654078,48.86,13,13,3.25E7,2,1,4,,18077,30S ribosomal protein S1 Prochlorococcus sp MIT 0801
602,148000,ETNP_70,48.86,13,13,3.25E7,2,1,4,,18047,putative 30S ribosomal protein PSRP-3
602,148001,ETNP14_68,48.86,13,13,3.25E7,2,1,4,,17847,putative 30S ribosomal protein PSRP-3
602,148002,NP_30,48.86,12,12,3.25E7,2,1,4,,18117,putative 30S ribosomal protein PSRP-3
602,148003,ETNP_140,48.86,12,12,3.25E7,2,1,4,,18495,putative 30S ribosomal protein PSRP-3
602,148004,WP_011130822,48.86,12,12,3.25E7,2,1,4,,18719,hypothetical protein Prochlorococcus marinus
602,148005,WP_038546449,48.86,12,12,3.25E7,2,1,4,,18783,hypothetical protein Synechococcus sp KORDI-100
602,148006,ETNP_100,48.86,11,11,3.25E7,2,1,4,,19581,putative 30S ribosomal protein PSRP-3
602,148007,ETNP_120,48.86,11,11,3.25E7,2,1,4,,19581,putative 30S ribosomal protein PSRP-3
602,148008,WP_036912325,48.86,11,11,3.25E7,2,1,4,,19917,hypothetical protein Prochlorococcus
602,148009,ETNP_120,48.86,11,11,3.25E7,2,1,4,,20142,putative 30S ribosomal protein PSRP-3
602,148010,ETNP_100,48.86,11,11,3.25E7,2,1,4,,20142,putative 30S ribosomal protein PSRP-3
602,148011,ETNP14_68,48.86,11,11,3.25E7,2,1,4,,20142,putative 30S ribosomal protein PSRP-3
602,148012,ETNP_90,48.86,10,10,3.25E7,2,1,4,,21528,putative 30S ribosomal protein PSRP-3
853,146605,WP_042849505,48.85,4,4,2.29E6,1,1,1,,37810,4-hydroxythreonine-4-phosphate dehydrogenase Prochlorococcus sp MIT 0604
775,145974,ETNP_60,48.83,12,12,3.03E7,2,2,2,,20161,Inorganic pyrophosphatase
775,145858,ETNP_70,48.83,12,12,3.03E7,2,2,2,,20157,Inorganic pyrophosphatase
710,144300,WP_042849798,48.83,5,5,2.75E6,3,3,3,,91978,ATPase AAA Prochlorococcus sp MIT 0604
455,146981,ETNP_70,48.62,33,33,5.94E7,1,1,7,Oxidation (M),6090,hypothetical protein
455,146982,ETNP_60,48.62,33,33,5.94E7,1,1,7,Oxidation (M),6076,hypothetical protein
619,160104,WP_042849782,48.61,6,6,3.16E6,3,3,3,,56118,FAD-binding protein Prochlorococcus sp MIT 0604
790,146407,WP_042851032,48.57,5,5,5.8E6,1,1,2,,30137,deoxyribonuclease Prochlorococcus sp MIT 0604
901,160155,WP_042849945,48.50,4,4,1.61E6,2,2,2,,56395,iron ABC transporter Prochlorococcus sp MIT 0604
767,145613,ETNP_140,48.48,9,9,3.79E7,2,1,3,Deamidation (NQ),25840,Septum site-determining protein MinD
767,145615,ETNP_110,48.48,9,9,3.79E7,2,1,3,Deamidation (NQ),25840,Septum site-determining protein MinD
767,144471,ETNP_100,48.48,8,8,3.79E7,2,1,3,Deamidation (NQ),29560,Septum site-determining protein MinD
767,144471,ETNP_100,48.48,8,8,3.79E7,2,1,3,Deamidation (NQ),29560,Septum site-determining protein MinD
767,144474,ETNP_120,48.48,8,8,3.79E7,2,1,3,Deamidation (NQ),29560,Septum site-determining protein MinD
767,144478,ETNP_90,48.48,8,8,3.79E7,2,1,3,Deamidation (NQ),29560,Septum site-determining protein MinD
1228,147150,WP_042851175,48.30,10,10,6.31E5,1,1,1,Deamidation (NQ),17035,GNAT family acetyltransferase Prochlorococcus sp MIT 0604
636,146325,NP_30,48.29,16,16,1.93E7,2,1,3,Oxidation (M),16750,putative oxidoreductase/MSMEI_1564
849,146279,WP_042851282,48.21,8,8,1.74E7,2,2,2,,29358,SAM-dependent methyltransferase Prochlorococcus sp MIT 0604
920,145400,WP_042850887,48.13,4,4,2.89E6,1,1,1,,30437,UDP-N-acetylglucosamine acyltransferase Prochlorococcus sp MIT 0604
842,146096,WP_042850555,48.07,6,6,3.09E6,2,2,2,Methylation(KR),42469,histidine kinase Prochlorococcus sp MIT 0604
771,145664,WP_042850290,47.90,3,3,1.14E7,2,2,3,,61820,urease subunit alpha Prochlorococcus sp MIT 0604
1229,147542,WP_038652532,47.81,5,5,2.98E5,1,1,1,,31233,inositol monophosphatase Prochlorococcus sp MIT 0801
718,145564,WP_042850724,47.74,5,5,1.11E7,2,2,3,Carbamidomethylation,48091,seryl-tRNA synthetase Prochlorococcus sp MIT 0604
717,145373,WP_042850364,47.69,9,9,1.16E7,2,2,3,,38679,N-acetyl-gamma-glutamyl-phosphate reductase Prochlorococcus sp MIT 0604
940,147019,WP_042849587,47.63,3,3,4.02E6,1,1,2,,62330,L-aspartate oxidase Prochlorococcus sp MIT 0604
799,148403,ETNP_70,47.60,5,5,1.62E6,1,1,2,,25277,2 3-bisphosphoglycerate-independent phosphoglycerate mutase
913,146227,WP_042851105,47.56,5,5,3.03E6,2,2,2,Deamidation (NQ),51735,histidine kinase Prochlorococcus sp MIT 0604
640,146695,WP_006173334,47.41,10,10,1.26E7,1,1,2,,13788,30S ribosomal protein S11 Synechococcus sp WH 5701
640,146694,ETNP_120,47.41,10,10,1.26E7,1,1,2,,13814,30S ribosomal protein S11
640,146670,ETNP_100,47.41,25,25,1.26E7,1,1,2,,5744,30S ribosomal protein S11
640,146671,ETNP_90,47.41,25,25,1.26E7,1,1,2,,5718,30S ribosomal protein S11
640,146672,ETNP_90,47.41,10,10,1.26E7,1,1,2,,13814,30S ribosomal protein S11
640,146673,WP_011128946,47.41,10,10,1.26E7,1,1,2,,13782,30S ribosomal protein S11 Synechococcus
640,146674,ETNP_100,47.41,10,10,1.26E7,1,1,2,,13812,30S ribosomal protein S11
640,146675,NP_85,47.41,10,10,1.26E7,1,1,2,,13814,30S ribosomal protein S11
640,146676,ETNP_110,47.41,10,10,1.26E7,1,1,2,,13818,30S ribosomal protein S11
640,146677,ETNP_120,47.41,10,10,1.26E7,1,1,2,,13812,30S ribosomal protein S11
640,146678,WP_028953616,47.41,10,10,1.26E7,1,1,2,,13796,30S ribosomal protein S11 Synechococcus
640,146679,ETNP14_68,47.41,10,10,1.26E7,1,1,2,,13818,30S ribosomal protein S11
640,146680,ETNP_100,47.41,10,10,1.26E7,1,1,2,,13814,30S ribosomal protein S11
640,146681,ETNP_70,47.41,10,10,1.26E7,1,1,2,,13823,30S ribosomal protein S11
640,146682,ETNP14_68,47.41,10,10,1.26E7,1,1,2,,13847,30S ribosomal protein S11
640,146683,ETNP_110,47.41,10,10,1.26E7,1,1,2,,13814,30S ribosomal protein S11
640,146684,WP_002805825,47.41,10,10,1.26E7,1,1,2,,13811,30S ribosomal protein S11 Prochlorococcus
640,146685,ETNP14_68,47.41,10,10,1.26E7,1,1,2,,13843,30S ribosomal protein S11
640,146677,ETNP_120,47.41,10,10,1.26E7,1,1,2,,13812,30S ribosomal protein S11
640,146687,WP_036912685,47.41,10,10,1.26E7,1,1,2,,13842,30S ribosomal protein S11 Prochlorococcus
640,146677,ETNP_120,47.41,10,10,1.26E7,1,1,2,,13812,30S ribosomal protein S11
640,146689,ETNP_140,47.41,10,10,1.26E7,1,1,2,,13818,30S ribosomal protein S11
640,146690,WP_011131121,47.41,10,10,1.26E7,1,1,2,,13812,30S ribosomal protein S11 Prochlorococcus marinus
640,146691,ETNP14_68,47.41,10,10,1.26E7,1,1,2,,13818,30S ribosomal protein S11
640,146692,NP_30,47.41,10,10,1.26E7,1,1,2,,13768,30S ribosomal protein S11
640,146693,WP_011295451,47.41,10,10,1.26E7,1,1,2,,13879,30S ribosomal protein S11 Prochlorococcus
846,160183,ETNP_60,47.33,12,12,1.45E6,2,2,2,,18441,Tryptophan--tRNA ligase
846,160184,WP_042850045,47.33,6,6,1.45E6,2,2,2,,38354,tryptophanyl-tRNA synthetase Prochlorococcus sp MIT 0604
846,160185,ETNP_70,47.33,6,6,1.45E6,2,2,2,,38255,Tryptophan--tRNA ligase
846,160186,NP_30,47.33,6,6,1.45E6,2,2,2,,40661,Tryptophan--tRNA ligase
910,150870,ETNP_70,47.30,10,10,3.55E6,2,2,2,,23906,7-cyano-7-deazaguanine synthase
910,150871,WP_042851233,47.30,9,9,3.55E6,2,2,2,,25006,7-cyano-7-deazaguanine synthase Prochlorococcus sp MIT 0604
910,150872,NP_30,47.30,9,9,3.55E6,2,2,2,,24995,7-cyano-7-deazaguanine synthase
914,160245,WP_042850410,47.30,3,3,4.97E6,2,2,2,,86108,acetazolamide conferring resistance protein Zam Prochlorococcus sp MIT 0604
1230,160415,ETNP_70,47.23,18,18,6.61E4,1,1,1,,13363,Ribonuclease E
1230,160416,ETNP_120,47.23,7,7,6.61E4,1,1,1,,34085,Ribonuclease E
1230,160417,ETNP_100,47.23,6,6,6.61E4,1,1,1,,39621,Ribonuclease E
1230,160418,ETNP_90,47.23,6,6,6.61E4,1,1,1,,39812,Ribonuclease E
1230,160419,ETNP_100,47.23,6,6,6.61E4,1,1,1,,39820,Ribonuclease E
1230,160420,ETNP_100,47.23,6,6,6.61E4,1,1,1,,39820,Ribonuclease E
1230,160421,ETNP_120,47.23,4,4,6.61E4,1,1,1,,62245,Ribonuclease E
1230,160422,ETNP_120,47.23,3,3,6.61E4,1,1,1,,70709,Ribonuclease E
802,148665,ETNP_70,47.23,8,8,2.15E7,2,2,3,,17675,hypothetical protein
904,144482,ETNP_120,47.10,9,9,7.7E6,2,1,2,,27035,Long-chain acyl-[acyl-carrier-protein] reductase
904,144483,WP_036914474,47.10,6,6,7.7E6,2,1,2,,38264,acyl-ACP reductase Prochlorococcus sp MIT 0701
851,149348,WP_011398417,46.90,5,5,3.58E6,1,1,1,Carbamidomethylation; Methylation(KR),36304,glyceraldehyde-3-phosphate dehydrogenase Hahella chejuensis
851,149385,WP_011127664,46.90,5,5,3.58E6,1,1,1,Carbamidomethylation; Methylation(KR),36850,glyceraldehyde-3-phosphate dehydrogenase Synechococcus
851,149386,WP_038652891,46.90,5,5,3.58E6,1,1,1,Carbamidomethylation; Methylation(KR),37807,glyceraldehyde-3-phosphate dehydrogenase Prochlorococcus sp MIT 0801
851,149387,WP_038653339,46.90,5,5,3.58E6,1,1,1,Carbamidomethylation; Methylation(KR),37871,glyceraldehyde-3-phosphate dehydrogenase Prochlorococcus sp MIT 0801
851,149388,NP_30,46.90,5,5,3.58E6,1,1,1,Carbamidomethylation; Methylation(KR),37250,Glyceraldehyde-3-phosphate dehydrogenase 3
653,146399,WP_042850730,46.87,8,8,1.21E7,3,3,4,,31837,16S rRNA cytidine1402-2-O-methyltransferase Prochlorococcus sp MIT 0604
1231,147587,WP_011817921,46.70,24,24,1.12E7,1,1,1,Carbamidomethylation,7283,membrane protein insertion efficiency factor YidD Prochlorococcus
905,148483,ETNP_70,46.67,13,13,3.71E6,2,1,2,,17011,hypothetical protein
905,148488,ETNP_60,46.67,8,8,3.71E6,2,1,2,,30427,hypothetical protein
941,147517,WP_042849988,46.62,5,5,8.26E6,1,1,2,,29214,creatininase Prochlorococcus sp MIT 0604
865,148794,WP_013561045,46.41,2,2,3.34E5,2,1,2,,58312,molecular chaperone GroEL Anaerolinea thermophila
865,160588,ETNP_300,46.41,5,5,3.34E5,2,1,2,,25249,60 kDa chaperonin
865,160589,ETNP_160,46.41,3,3,3.34E5,2,1,2,,37373,60 kDa chaperonin 5
633,146201,XP_003078087,46.41,3,3,1.55E7,2,1,4,,74468,putative DNA gyrase B subunit ISS  Ostreococcus tauri
906,160181,WP_042850153,46.33,6,6,1.78E6,2,2,2,,49616,peptidase S41 Prochlorococcus sp MIT 0604
721,160256,WP_042850255,46.14,6,6,1.05E7,2,2,3,,44382,hypothetical protein Prochlorococcus sp MIT 0604
803,147530,ETNP_60,46.04,14,14,2.74E7,2,1,3,Deamidation (NQ),10803,hypothetical protein
515,146312,ETNP14_120,46.03,19,19,3.87E7,2,2,4,Carbamidomethylation,14588,30S ribosomal protein S8
515,146313,ETNP_60,46.03,19,19,3.87E7,2,2,4,Carbamidomethylation,14560,30S ribosomal protein S8
515,146314,WP_011819159,46.03,19,19,3.87E7,2,2,4,Carbamidomethylation,14588,30S ribosomal protein S8 Prochlorococcus
515,146326,NP_30,46.03,19,19,3.87E7,2,2,4,Carbamidomethylation,14602,30S ribosomal protein S8
603,148482,WP_042850310,45.80,19,19,3.71E7,2,2,3,Carbamidomethylation,12434,cAMP phosphodiesterase Prochlorococcus sp MIT 0604
828,160414,WP_050751503,45.79,8,8,1.13E6,1,1,1,Carbamidomethylation,13414,ferredoxin Synechococcus sp WH 5701
620,144549,WP_042851173,45.77,12,12,2.98E7,3,2,3,Methylation(KR),26546,serine acetyltransferase Prochlorococcus sp MIT 0604
857,147098,ETNP_70,45.66,10,10,4.64E7,1,1,2,,14790,30S ribosomal protein S8
857,147077,ETNP_60,45.66,20,20,4.64E7,1,1,2,,7623,30S ribosomal protein S8
857,147078,ETNP_90,45.66,20,20,4.64E7,1,1,2,,7623,30S ribosomal protein S8
857,147079,ETNP_60,45.66,20,20,4.64E7,1,1,2,,7650,30S ribosomal protein S8
857,147080,ETNP_160,45.66,13,13,4.64E7,1,1,2,,11697,30S ribosomal protein S8
857,147081,ETNP_100,45.66,12,12,4.64E7,1,1,2,,12291,30S ribosomal protein S8
857,147082,ETNP_160,45.66,12,12,4.64E7,1,1,2,,12251,30S ribosomal protein S8
857,147083,ETNP_120,45.66,11,11,4.64E7,1,1,2,,13561,30S ribosomal protein S8
857,147084,ETNP14_120,45.66,11,11,4.64E7,1,1,2,,14290,30S ribosomal protein S8
857,147085,ETNP_160,45.66,11,11,4.64E7,1,1,2,,14290,30S ribosomal protein S8
857,147086,NP_300,45.66,11,11,4.64E7,1,1,2,,14290,30S ribosomal protein S8
857,147087,ETNP_180,45.66,11,11,4.64E7,1,1,2,,14250,30S ribosomal protein S8
857,147088,ETNP_140,45.66,11,11,4.64E7,1,1,2,,14250,30S ribosomal protein S8
857,147089,NP_100,45.66,11,11,4.64E7,1,1,2,,14250,30S ribosomal protein S8
857,147090,ETNP14_120,45.66,11,11,4.64E7,1,1,2,,14250,30S ribosomal protein S8
857,147091,ETNP_140,45.66,11,11,4.64E7,1,1,2,,14290,30S ribosomal protein S8
857,147092,ETNP_300,45.66,11,11,4.64E7,1,1,2,,14290,30S ribosomal protein S8
857,147093,NP_125,45.66,11,11,4.64E7,1,1,2,,14290,30S ribosomal protein S8
857,147094,ETNP_180,45.66,11,11,4.64E7,1,1,2,,14290,30S ribosomal protein S8
857,147095,NP_85,45.66,11,11,4.64E7,1,1,2,,14250,30S ribosomal protein S8
857,147096,ETNP_100,45.66,11,11,4.64E7,1,1,2,,14250,30S ribosomal protein S8
857,147097,ETNP_100,45.66,10,10,4.64E7,1,1,2,,14859,30S ribosomal protein S8
857,147099,ETNP14_68,45.66,10,10,4.64E7,1,1,2,,14859,30S ribosomal protein S8
857,147100,ETNP_120,45.66,10,10,4.64E7,1,1,2,,14598,30S ribosomal protein S8
857,147101,ETNP14_68,45.66,10,10,4.64E7,1,1,2,,14747,30S ribosomal protein S8
857,147102,ETNP_90,45.66,10,10,4.64E7,1,1,2,,14859,30S ribosomal protein S8
857,147100,ETNP_120,45.66,10,10,4.64E7,1,1,2,,14598,30S ribosomal protein S8
1232,147211,WP_042850534,45.47,8,8,7.78E5,1,1,1,,22949,glutamine amidotransferase Prochlorococcus sp MIT 0604
662,160190,ETNP14_120,45.38,4,4,4.31E6,2,1,4,Methylation(KR),70493,Acetyl-coenzyme A synthetase
662,160191,ETNP_120,45.38,4,4,4.31E6,2,1,4,Methylation(KR),70523,Acetyl-coenzyme A synthetase
909,146497,ETNP14_68,45.35,6,6,6.85E6,2,1,2,Carbamidomethylation; Methylation(KR),46257,Light-independent protochlorophyllide reductase subunit N
772,145949,WP_042851222,45.34,16,16,5.18E7,2,2,3,,15876,membrane protein Prochlorococcus sp MIT 0604
1233,148207,WP_011929150,45.03,4,4,2.18E6,1,1,1,,31982,4-hydroxy-tetrahydrodipicolinate synthase Dehalococcoides mccartyi
584,146068,WP_011818029,45.03,10,10,3.01E7,2,1,5,,20637,ribosome-recycling factor Prochlorococcus
848,160239,ETNP14_68,44.97,7,7,6.25E6,2,2,2,,32584,Ribosome biogenesis GTPase A
848,160243,ETNP_100,44.97,7,7,6.25E6,2,2,2,,28875,Ribosome biogenesis GTPase A
848,160244,ETNP_90,44.97,7,7,6.25E6,2,2,2,,31538,Ribosome biogenesis GTPase A
848,160247,WP_011129180,44.97,7,7,6.25E6,2,2,2,,32012,GTPase YlqF Synechococcus
848,160248,WP_038547246,44.97,7,7,6.25E6,2,2,2,,32273,GTPase Synechococcus sp KORDI-100
848,160249,ETNP_90,44.97,7,7,6.25E6,2,2,2,,32293,Ribosome biogenesis GTPase A
848,160250,ETNP_120,44.97,7,7,6.25E6,2,2,2,,32293,Ribosome biogenesis GTPase A
848,160251,WP_042849695,44.97,7,7,6.25E6,2,2,2,,32729,GTPase Prochlorococcus sp MIT 0604
911,146027,NP_30,44.85,7,7,4.54E6,2,2,2,,33537,S-methyl-5'-thioadenosine phosphorylase
