Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
481,16152,PMM0296,169.03,34,34,5.3E7,8,8,11,,37204,| PMM0296 | Ycf48-like protein
601,16291,PMM1185,169.02,53,53,5.05E7,6,6,9,,15508,| PMM1185 | hypothetical protein
627,13067,PMM1222,168.59,28,28,1.24E7,8,8,8,Carbamidomethylation,38390,| PMM1222 | glycosyl transferase
567,10049,PMM1142,168.31,33,33,2.74E7,7,7,9,Carbamidomethylation,44276,| dxr | 1-deoxy-D-xylulose 5-phosphate reductoisomerase
384,16164,PMM0641,168.27,38,38,6.72E7,9,9,14,,26144,| PMM0641 | hypothetical protein
275,16090,PMM0753,168.00,46,46,2.26E8,13,13,19,Carbamidomethylation; Oxidation (M),26380,| rpsB | 30S ribosomal protein S2
671,16316,PMM0142,167.58,47,47,6.97E7,6,6,8,,15726,| PMM0142 | RNA recognition motif-containing protein
333,16320,PMM0204,167.52,40,40,2.15E8,7,7,16,Carbamidomethylation,14773,| rplK | 50S ribosomal protein L11
530,16256,PMM1236,167.41,31,31,6.69E7,7,7,10,Carbamidomethylation,33651,| PMM1236 | hypothetical protein
607,16134,PMM0153,167.25,38,38,4.08E7,8,8,9,Carbamidomethylation,32708,| PMM0153 | methylenetetrahydrofolate reductase
388,16296,PMM1330,167.07,57,57,1.61E8,8,8,14,Oxidation (M),12843,| PMM1330 | hypothetical protein
535,12897,PMM1705,166.97,31,31,2.79E7,7,7,10,,31657,| aroE | shikimate 5-dehydrogenase
474,12983,PMM1289,166.74,34,34,1.48E7,7,7,11,,35631,| PMM1289 | type II alternative sigma-70 family RNA polymerase sigma factor
204,9936,PMM1655,166.62,38,38,6.38E7,19,19,24,Carbamidomethylation; Oxidation (M),53534,| tig | trigger factor
398,10347,PMM1434,166.45,27,27,1.61E7,10,10,13,Carbamidomethylation,60148,| pgmI | phosphoglyceromutase
229,16071,PMM1339,166.39,57,57,1.03E8,15,15,22,Carbamidomethylation,27869,| purC | phosphoribosylaminoimidazole-succinocarboxamide synthase
479,16192,PMM1546,166.06,36,36,1.44E8,7,6,11,Oxidation (M),19732,| rplE | 50S ribosomal protein L5
440,16126,PMM0147,165.78,33,33,1.86E8,8,8,12,Carbamidomethylation,35250,| rbcR | putative Rubisco transcriptional regulator
382,16121,PMM1209,165.70,30,30,1.85E7,11,11,14,Carbamidomethylation,41307,| galE | UDP-glucose-4-epimerase
723,16180,PMM0415,165.70,25,25,2.66E7,7,7,7,Carbamidomethylation,45266,| PMM0415 | putative L-cysteine/cystine lyase
483,16177,PMM1361,165.57,29,29,1.84E7,9,9,11,Carbamidomethylation,34197,| PMM1361 | short-chain dehydrogenase/reductase
416,13175,PMM1433,165.49,50,50,4.94E7,10,10,13,Carbamidomethylation,20576,| PMM1433 | bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase
588,13314,PMM0572,165.10,44,44,2.8E7,9,9,9,,30896,| trpA | tryptophan synthase subunit alpha
407,13057,PMM1218,165.09,32,32,3.15E7,11,11,13,Carbamidomethylation,55472,| rfaE | putative ADP-heptose synthase
355,16184,PMM1314,164.91,34,34,1.3E8,9,9,15,Oxidation (M),22160,| clpP | ATP-dependent Clp protease proteolytic subunit
472,16380,PMM0554,164.90,83,83,9.96E7,5,5,12,Carbamidomethylation,9396,| PMM0554 | putative carboxysome peptide A
418,10051,PMM1210,164.88,39,39,3.67E7,10,10,13,Carbamidomethylation,38514,| PMM1210 | putative nucleotide sugar epimerase
448,13295,PMM1349,164.71,37,37,6.46E7,11,11,12,Carbamidomethylation,34581,| PMM1349 | hypothetical protein
346,12963,PMM0597,164.52,22,22,2.1E7,13,13,15,Carbamidomethylation,74079,| thrS | threonyl-tRNA synthetase
531,9973,PMM0413,164.49,26,26,9.13E6,10,10,10,Carbamidomethylation,57651,| murE | UDP-N-acetylmuramoylalanyl-D-glutamate--2  6-diaminopimelate ligase
347,9959,PMM0565,164.37,27,27,2.81E7,11,11,15,Carbamidomethylation,51989,| dnaA | chromosomal replication initiation protein
579,16430,PMM0719,164.35,53,53,6.47E7,4,4,9,,11341,| PMM0719 | hypothetical protein
494,10756,PMM1243,164.13,30,30,5.44E7,10,10,11,Carbamidomethylation; Oxidation (M),32968,| PMM1243 | methyltransferase
378,10606,PMM1032,163.98,23,23,1.3E8,9,9,14,Carbamidomethylation; Oxidation (M),52262,| PMM1032 | ABC transporter substrate-binding protein
539,16402,PMM0779,163.96,54,54,1.06E8,5,5,10,Carbamidomethylation,9369,| PMM0779 | hypothetical protein
476,9828,PMM0331,163.75,27,27,2.3E7,10,10,11,,52773,| PMM0331 | putative aldehyde dehydrogenase
533,10225,PMM1201,163.72,29,29,4.6E7,9,9,10,Carbamidomethylation,39868,| PMM1201 | putative CDP-tyvelose-2-epimerase (RfbE)
450,16271,PMM0688,163.69,61,61,9.35E7,8,8,12,,11966,| PMM0688 | elongation factor Tu domain-containing protein
524,16124,PMM0414,163.69,39,39,5.05E7,9,9,10,Carbamidomethylation; Oxidation (M),26254,| PMM0414 | putative short chain dehydrogenase
408,13229,PMM0191,162.84,18,18,9.76E6,11,11,13,Carbamidomethylation,87011,| spoT | guanosine-3' 5'-bis(diphosphate) 3'-diphosphatase  (ppGpp)ase
573,16122,PMM1687,162.40,30,30,2.45E7,9,9,9,Carbamidomethylation,41904,| gcvT | glycine cleavage system aminomethyltransferase T
454,16205,PMM1715,162.37,50,50,6.33E7,7,7,12,,21496,| PMM1715 | hypothetical protein
464,16312,PMM1551,162.26,50,50,8.17E7,6,6,12,Carbamidomethylation,17980,| rplP | 50S ribosomal protein L16
453,16181,PMM1581,162.22,29,29,4.8E7,8,8,12,,38754,| PMM1581 | ATPase
303,12841,PMM1658,162.01,25,25,4.03E7,13,13,17,,65788,| dnaX | DNA polymerase  gamma and tau subunits
699,10470,PMM0543,161.82,31,31,1.39E7,7,7,7,Carbamidomethylation,32250,| chlL | protochlorophyllide reductase iron-sulfur ATP-binding protein
458,10168,PMM0681,161.64,31,31,1.56E7,10,10,12,Carbamidomethylation; Oxidation (M),45076,| PMM0681 | hypothetical protein
568,16447,PMM0777,160.83,34,34,9.94E7,3,3,9,Oxidation (M),18692,| PMM0777 | hypothetical protein
606,16570,PMM1011,160.76,59,59,3.85E7,4,4,9,Oxidation (M),8845,| PMM1011 | hypothetical protein
487,10650,PMM1290,160.28,28,28,9.14E6,10,10,11,Carbamidomethylation,57351,| PMM1290 | hypothetical protein
759,12796,PMM1031,160.07,31,31,1.47E8,5,5,6,,26931,| PMM1031 | ABC transporter ATP-binding protein
413,16092,PMM1297,160.06,36,36,2.62E7,10,10,13,Carbamidomethylation,33572,| trpC | indole-3-glycerol-phosphate synthase
538,16358,PMM0446,159.83,23,23,5.32E7,4,4,10,,30370,| ctaC | putative cytochrome c oxidase  subunit 2
449,13277,PMM0683,159.80,27,27,3.4E7,10,10,12,Carbamidomethylation,45294,| purK | phosphoribosylaminoimidazole carboxylase ATPase subunit
376,13276,PMM1224,159.70,29,29,8.44E7,10,10,14,,39136,| gumB | putative polysaccharide export protein
611,16191,PMM0400,159.65,52,52,1.54E7,9,9,9,,22861,| lrtA | light repressed protein A-like protein
314,16315,PMM1548,159.45,54,54,2.2E8,7,7,17,Oxidation (M),13413,| rplN | 50S ribosomal protein L14
179,16236,PMM0469,159.38,51,51,8.22E8,9,9,27,Carbamidomethylation,20153,| psaF | photosystem I PsaF protein (subunit III)
485,10598,PMM1251,159.30,20,20,2.23E7,10,10,11,Carbamidomethylation,70769,| PMM1251 | carbamoyltransferase
653,16163,PMM0301,159.25,27,27,3.61E7,7,7,8,Carbamidomethylation; Oxidation (M),34528,| PMM0301 | 5'-methylthioadenosine phosphorylase
520,16568,PMM0343,159.03,36,36,9.51E7,4,4,11,,10752,| PMM0343 | mttA/Hcf106 family protein
548,16268,PMM1106,158.93,57,57,7.47E7,6,6,10,,12256,| PMM1106 | hypothetical protein
390,10269,PMM1545,158.92,53,53,2.06E8,8,8,14,Carbamidomethylation,14502,| rpsH | 30S ribosomal protein S8
443,16211,PMM0244,158.70,50,50,6.85E7,7,7,12,Carbamidomethylation; Oxidation (M),22095,| dcd | deoxycytidine triphosphate deaminase
617,16374,PMM0500,158.63,33,33,8.9E7,4,4,9,,20597,| PMM0500 | hypothetical protein
549,16293,PMM1636,158.57,30,30,4.37E7,6,6,10,Oxidation (M),22325,| infC | translation initiation factor IF-3
566,16147,PMM0932,158.34,34,34,8.17E6,8,8,9,Carbamidomethylation,35141,| ispE | 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
578,16479,PMM1079,158.11,29,29,6.33E7,4,4,9,Carbamidomethylation,16755,| PMM1079 | Villin headpiece domain-containing protein
438,9814,PMM0584,157.90,21,21,6.38E7,11,11,12,Carbamidomethylation,88184,| glgB | glycogen branching enzyme
724,12858,PMM1260,157.56,29,29,1.28E7,7,7,7,Carbamidomethylation,35552,| PMM1260 | nucleoside-diphosphate-sugar epimerase
629,10757,PMM0919,157.39,23,23,2.02E7,7,7,8,,44115,| spt | serine:pyruvate/alanine:glyoxylate aminotransferase
492,16085,PMM0396,157.23,46,46,3.56E7,11,11,11,Carbamidomethylation; Oxidation (M),29729,| proC | Delta 1-pyrroline-5-carboxylate reductase
409,16086,PMM0764,157.19,59,59,2.97E7,12,12,13,Carbamidomethylation,26743,| PMM0764 | ABC transporter ATP-binding protein
386,16101,PMM1452,156.57,58,58,7.15E7,10,10,14,,19726,| atpH atpD | F0F1 ATP synthase subunit delta
482,12935,PMM1049,156.53,23,23,1.73E7,9,9,11,,58650,| PMM1049 | ABC transporter substrate-binding protein
809,16252,PMM1053,156.22,36,36,1.16E7,5,5,6,Carbamidomethylation,21746,| PMM1053 | hypothetical protein
405,16190,PMM0289,156.21,34,34,7.89E7,7,7,13,Carbamidomethylation,31481,| PMM0289 | putative ABC transporter
526,16111,PMM0917,156.00,33,33,1.48E7,9,9,10,Carbamidomethylation,50925,| PMM0917 | pyridoxal-dependent decarboxylase family protein
335,16118,PMM1213,155.60,33,33,3.15E7,10,10,16,,44483,| PMM1213 | glycosyl transferase group 1
589,16210,PMM1202,155.58,33,33,1.99E7,6,6,9,Carbamidomethylation,32149,| PMM1202 | nucleoside-diphosphate-sugar epimerase
754,10385,PMM1131,155.52,48,48,5.78E7,6,6,7,,9362,| PMM1131 | hypothetical protein
420,16108,PMM1274,155.42,28,28,2.44E7,10,10,13,Carbamidomethylation,39600,| thiE | thiamine-phosphate pyrophosphorylase
290,16179,PMM0930,155.41,34,34,1.28E8,9,9,18,,36023,| pdhB | pyruvate dehydrogenase E1 beta subunit
512,10339,PMM0505,155.31,36,36,1.01E7,10,10,11,Carbamidomethylation,37407,| PMM0505 | carbohydrate kinase
564,16323,PMM0575,155.10,58,58,4.48E7,7,7,10,,12240,| PMM0575 | hypothetical protein
510,13007,PMM0682,155.09,26,26,6.63E7,8,8,11,Carbamidomethylation,40622,| aroB | 3-dehydroquinate synthase
364,12896,PMM1204,155.03,36,36,6.18E7,10,10,15,,29167,| ddhA | glucose-1-phosphate cytidylyltransferase
656,13205,PMM1241,154.90,32,32,1.23E7,7,7,8,Carbamidomethylation,33082,| PMM1241 | hypothetical protein
703,16368,PMM1299,154.79,26,26,1.39E7,5,5,7,,27277,| spoU | tRNA/rRNA methyltransferase (SpoU)
444,16244,PMM1219,154.74,27,27,9.95E7,8,8,12,Carbamidomethylation,35693,| PMM1219 | putative nucleoside-diphosphate sugar epimerase
506,16276,PMM1643,154.73,55,55,2.56E7,7,7,11,Carbamidomethylation,17207,| ribH | 6 7-dimethyl-8-ribityllumazine synthase
508,16379,PMM0790,154.56,38,38,1.54E8,6,6,11,,20460,| PMM0790 | hypothetical protein
395,10187,PMM0708,154.51,19,19,1.95E7,12,12,13,,82609,| PMM0708 | putative secreted protein
522,10256,PMM0057,154.51,10,10,5.77E6,9,9,10,Carbamidomethylation,136536,| PMM0057 | SMC ATPase superfamily chromosome segregation protein
542,10635,PMM1467,154.41,11,11,6.75E6,9,9,10,,103142,| PMM1467 | putative DNA helicase
644,16155,PMM1273,154.38,28,28,1.21E7,8,8,8,,34306,| ribF | putative riboflavin kinase/FAD synthase
580,9835,PMM0273,154.38,31,31,3.36E7,8,8,9,Carbamidomethylation,36948,| PMM0273 | putative oxidoreductase
380,16437,PMM1708,154.34,54,54,2.8E8,5,5,14,Carbamidomethylation; Oxidation (M),10607,| PMM1708 | hypothetical protein
361,16214,PMM0829,154.09,43,43,3.69E7,7,7,15,Carbamidomethylation,26828,| tpiA | triosephosphate isomerase
595,16145,PMM0130,153.94,43,43,2.99E7,8,8,9,Carbamidomethylation,24224,| PMM0130 | thymidylate kinase
455,16321,PMM1556,153.92,65,65,2.66E8,6,6,12,,11349,| rplW | 50S ribosomal protein L23
543,10436,PMM0672,153.12,40,40,2.05E7,9,9,10,Carbamidomethylation,27936,| PMM0672 | putative phosphonate ABC transporter
839,10258,PMM1697,153.11,22,22,5.71E6,5,4,5,Carbamidomethylation,38319,| PMM1697 | type II alternative sigma-70 family RNA polymerase sigma factor
555,10128,PMM1594,153.07,40,40,2.37E7,8,8,10,,27243,| ho1 | Heme oxygenase
570,13158,PMM1446,152.91,21,21,7.85E6,7,7,9,Carbamidomethylation,63319,| PMM1446 | carbon-nitrogen hydrolase:NAD+ synthase
1092,16578,PMM0826,152.84,43,43,2.46E6,3,3,3,,9644,| PMM0826 | hypothetical protein
466,16329,PMM1344,152.21,41,41,2.34E8,7,7,12,,16817,| rplU | 50S ribosomal protein L21
434,9768,PMM0567,151.89,25,25,1.79E7,12,12,12,Carbamidomethylation,50618,| gshR | glutathione reductase (NADPH)
551,16335,PMM1110,151.78,88,88,1.43E8,6,6,10,,8421,| PMM1110 | BolA-like protein
371,12788,PMM1377,151.75,32,32,2.63E7,10,10,14,Carbamidomethylation,36713,| PMM1377 | dihydroflavonol-4-reductase
916,16363,PMM0264,151.75,14,14,6.39E6,4,4,4,Carbamidomethylation,45202,| lytB | 4-hydroxy-3-methylbut-2-enyl diphosphate reductase
264,16232,PMM0475,151.71,45,45,3.33E8,7,7,20,Oxidation (M),18513,| rplS | 50S ribosomal protein L19
550,13035,PMM1669,151.49,41,41,9.57E7,6,6,10,,14508,| gcsH | glycine cleavage system protein H
748,16186,PMM1060,151.37,44,44,1.03E7,7,7,7,Carbamidomethylation,22922,| hisH | imidazole glycerol phosphate synthase subunit HisH
381,12866,PMM0457,151.35,25,25,3.04E7,11,11,14,Carbamidomethylation,60412,| ppx | putative exopolyphosphatase
675,16326,PMM1574,151.24,45,45,1.33E7,6,6,8,Carbamidomethylation,16727,| PMM1574 | hypothetical protein
552,10248,PMM1233,151.22,40,40,1.65E7,9,9,10,Carbamidomethylation,32498,| rfbD | putative dTDP-4-dehydrorhamnose reductase
540,13003,PMM0050,150.74,35,35,1.34E7,9,9,10,Carbamidomethylation,43403,| argJ | bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein
848,10691,PMM0106,150.67,23,23,6.23E6,5,5,5,Carbamidomethylation,34705,| PMM0106 | 6-pyruvoyl tetrahydropterin synthase
544,13111,PMM1480,150.65,48,48,2.8E7,8,8,10,Carbamidomethylation,28884,| PMM1480 | hypothetical protein
446,16099,PMM0771,150.38,51,51,3.01E7,10,10,12,Carbamidomethylation,27644,| PMM0771 | putative 6-phosphogluconolactonase (DevB  Pgl)
783,12861,PMM1080,150.32,25,25,1.58E7,6,6,6,Carbamidomethylation,36253,| kprS | ribose-phosphate pyrophosphokinase
678,16154,PMM0250,149.95,40,40,1.2E7,7,7,8,,23634,| pth | peptidyl-tRNA hydrolase
433,9847,PMM0115,149.88,26,26,3.52E7,10,10,12,Carbamidomethylation,54209,| crtQ | zeta-carotene desaturase
502,13071,PMM0793,149.66,27,27,3.05E7,8,8,11,,44281,| PMM0793 | hypothetical protein
486,9974,PMM0304,149.66,17,17,1.14E7,10,10,11,Carbamidomethylation,91792,| uvrD | UvrD/REP helicase
370,12970,PMM1265,149.63,32,32,2.95E7,11,11,14,Carbamidomethylation,40145,| ribD | putative diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino)uracil reductase
576,10542,PMM1064,149.62,21,21,1.75E7,8,8,9,Carbamidomethylation,45846,| crtL1 | putative lycopene beta cyclase
787,9862,PMM1178,149.58,21,21,3.54E6,5,5,6,,40488,| PMM1178 | glycosyl transferase group 1
435,9893,PMM0409,149.54,31,31,5.23E7,10,10,12,Carbamidomethylation,43077,| metB | putative cystathionine gamma-synthase
556,16234,PMM1642,149.35,53,53,8.85E7,6,6,10,,16380,| PMM1642 | transcription regulator
525,10565,PMM0643,149.18,29,29,3.16E7,8,8,10,Oxidation (M),34033,| metA | putative homoserine O-succinyltransferase
583,16290,PMM1119,148.99,24,24,3.15E6,7,2,9,Carbamidomethylation,38445,| som | porin
503,16202,PMM0455,148.92,34,34,9E6,9,9,11,,32529,| PMM0455 | hypothetical protein
501,10557,PMM0542,148.74,37,37,4.47E7,9,9,11,Carbamidomethylation,37519,| por | protochlorophyllide oxidoreductase
383,12977,PMM1541,148.46,58,58,1.97E8,8,8,14,Carbamidomethylation,16757,| rplO | 50S ribosomal protein L15
465,12887,PMM1678,148.26,42,42,1.16E8,7,7,12,,15725,| PMM1678 | hypothetical protein
867,16449,PMM0127,148.18,38,38,3.51E7,5,5,5,,14484,| PMM0127 | signal peptide binding domain-containing protein
721,16426,PMM1559,148.15,34,34,4.12E7,5,5,7,Carbamidomethylation,17662,| PMM1559 | NADH dehydrogenase I subunit N
563,16235,PMM0275,148.01,42,42,6.97E7,6,6,10,Carbamidomethylation; Oxidation (M),20216,| pyrE | orotate phosphoribosyltransferase
334,9976,PMM0623,147.97,32,32,6.1E7,13,13,16,Carbamidomethylation; Oxidation (M),49170,| hisS | histidyl-tRNA synthetase
582,16230,PMM1189,147.72,25,25,3.32E7,8,8,9,,39078,| PMM1189 | hypothetical protein
517,16313,PMM1419,147.60,47,47,6.45E7,7,7,11,,15774,| PMM1419 | ATP synthase B/B' CF(0)
594,10556,PMM1329,147.56,23,23,3.01E7,9,9,9,,46618,| tyrS | tyrosyl-tRNA synthetase
442,16142,PMM0560,147.33,40,40,6.73E7,9,9,12,Carbamidomethylation,23270,| hisG | ATP phosphoribosyltransferase catalytic subunit
419,13247,PMM0440,147.21,29,29,1.54E7,10,10,13,,38895,| PMM0440 | hypothetical protein
602,16310,PMM1098,147.09,46,46,6.74E7,6,6,9,,20771,| psbP | photosystem II oxygen evolving complex protein PsbP
399,9790,PMM0577,146.68,38,38,4.44E7,10,9,13,Carbamidomethylation,34643,| PMM0577 | type II alternative sigma-70 family RNA polymerase sigma factor
421,10597,PMM0511,146.33,44,44,8.88E7,7,7,13,Carbamidomethylation,20347,| ppa | inorganic pyrophosphatase
497,16351,PMM1111,146.04,58,58,6.11E7,6,6,11,,12034,| PMM1111 | glutaredoxin-like protein
902,16460,PMM0884,145.90,31,31,3.56E7,3,3,5,,17896,| coaD | phosphopantetheine adenylyltransferase
511,16144,PMM0678,145.77,44,44,1.54E7,9,8,11,Carbamidomethylation,34160,| PMM0678 | quinolinate synthetase
392,10303,PMM1187,145.42,27,27,2.37E7,12,12,13,,54799,| PMM1187 | hypothetical protein
495,16153,PMM0071,145.34,30,30,1.36E7,9,9,11,,45919,| PMM0071 | ABC transporter  membrane component
620,16270,PMM0067,145.21,76,76,7.64E7,7,7,9,Carbamidomethylation,12714,| PMM0067 | HIT (histidine triad) family protein
623,16357,PMM1122,145.09,30,30,1.99E7,6,6,9,,19114,| apt | adenine phosphoribosyltransferase
294,16185,PMM1532,145.07,63,63,3.61E8,8,8,18,,16113,| rplM | 50S ribosomal protein L13
353,13301,PMM1263,144.88,31,31,4.05E7,11,11,15,Carbamidomethylation,34873,| PMM1263 | ornithine carbamoyltransferase
360,16223,PMM1537,144.80,59,59,2.27E8,9,9,15,Carbamidomethylation,13705,| rpsM | 30S ribosomal protein S13
591,16212,PMM0290,144.62,38,38,3.14E7,8,8,9,,30288,| PMM0290 | ABC transporter ATP-binding protein
519,16386,PMM1166,144.48,36,36,1.61E8,5,5,11,,14087,| PMM1166 | hypothetical protein
462,16220,PMM1182,144.47,46,46,5.46E7,9,9,12,Carbamidomethylation,22216,| PMM1182 | hypothetical protein
447,12842,PMM1653,144.38,41,41,6.15E7,9,9,12,Carbamidomethylation; Oxidation (M),32607,| dapA | dihydrodipicolinate synthase
625,10041,PMM1601,144.30,10,10,5.85E6,7,7,8,,96362,| PMM1601 | phosphorylase
659,16354,PMM0101,144.27,24,24,6.02E7,6,6,8,Carbamidomethylation,34765,| PMM0101 | hypothetical protein
684,16387,PMM1671,143.46,23,23,1.3E7,5,5,8,,26651,| PMM1671 | hypothetical protein
600,13044,PMM0009,143.39,44,44,3.03E7,6,6,9,Carbamidomethylation,24040,| nusB | transcription antitermination protein NusB
674,16273,PMM0199,143.02,22,22,7.27E6,6,6,8,Carbamidomethylation,43559,| pyrD | dihydroorotate dehydrogenase 2
637,16106,PMM0416,142.81,39,39,4.54E7,8,8,8,Carbamidomethylation,29482,| PMM0416 | hypothetical protein
648,10068,PMM0801,142.79,22,22,4.3E7,5,5,8,Carbamidomethylation,24474,| ycf39 | putative NADH-flavin reductase
698,16443,PMM0772,142.38,29,29,1.72E7,4,4,7,Carbamidomethylation,20358,| PMM0772 | hypothetical protein
599,16231,PMM1454,142.25,50,50,5.83E7,6,6,9,,17147,| atpG | F0F1 ATP synthase subunit B'
366,13105,PMM1534,141.94,42,42,3.72E8,7,7,15,,13274,| rplQ | 50S ribosomal protein L17
410,13012,PMM0607,141.85,24,24,1.36E7,11,11,13,Carbamidomethylation,66112,| menD | menaquinone biosynthesis protein; 2-succinyl-6-hydroxy-2 4-cyclohexadiene-1-carboxylate synthase
456,16084,PMM0529,141.73,46,46,1.39E7,11,11,12,,34768,| PMM0529 | hypothetical protein
769,10627,PMM1691,141.68,33,33,8.39E6,5,5,6,Carbamidomethylation,25067,| PMM1691 | ATPase
431,13303,PMM0135,141.63,20,20,2.97E7,9,9,12,Carbamidomethylation,49856,| plsX | putative glycerol-3-phosphate acyltransferase PlsX
652,10200,PMM1505,141.58,33,33,1.35E7,7,7,8,Carbamidomethylation,35457,| PMM1505 | SAM-binding motif-containing protein
679,16196,PMM1400,141.55,48,48,2.5E7,7,7,8,,19852,| PMM1400 | hemagglutinin-neuraminidase
562,10369,PMM1355,141.32,35,35,3.89E7,6,6,10,Carbamidomethylation,21326,| PMM1355 | hypothetical protein
541,16125,PMM0406,141.26,33,33,1.03E7,9,9,10,,42624,| queA | queuosine biosynthesis protein
585,16275,PMM1107,141.13,22,22,1.12E8,7,7,9,,26666,| pdxJ | pyridoxine 5'-phosphate synthase
569,9802,PMM0945,141.02,9,9,5.49E6,9,9,9,Carbamidomethylation,131266,| dnaE | DNA polymerase III subunit alpha
428,10465,PMM1579,140.95,31,31,1.49E7,12,12,12,,51713,| PMM1579 | hypothetical protein
411,9891,PMM0397,140.88,42,42,2.31E7,10,10,13,Carbamidomethylation,43375,| PMM0397 | putative glycosyl transferase  group 1
729,16384,PMM0810,140.87,52,52,2.02E7,5,5,7,Oxidation (M),11569,| PMM0810 | hypothetical protein
507,16292,PMM0783,140.80,53,53,6.35E7,6,6,11,,14782,| PMM0783 | hypothetical protein
592,16360,PMM1156,140.79,28,28,9.07E7,4,4,9,,20471,| PMM1156 | photosystem I assembly protein Ycf4
797,16195,PMM1284,140.74,30,30,8.9E6,6,6,6,,35097,| phoH psiH | PhoH-like phosphate starvation-inducible protein
676,16356,PMM0377,140.73,67,67,4.26E7,4,4,8,Carbamidomethylation; Oxidation (M),10015,| PMM0377 | hypothetical protein
504,16193,PMM1443,140.64,26,26,8.91E7,8,8,11,Carbamidomethylation,35760,| PMM1443 | hypothetical protein
608,16171,PMM0578,140.59,43,43,4.62E7,7,7,9,Carbamidomethylation; Oxidation (M),25197,| PMM0578 | bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase protein
840,16436,PMM0434,140.54,29,29,1.46E7,4,4,5,Carbamidomethylation; Oxidation (M),25031,| PMM0434 | ABC transporter ATP-binding protein
532,16107,PMM0073,140.12,21,21,1.67E7,9,9,10,,53296,| PMM0073 | cysteine desulfurase activator complex subunit SufB
575,10578,PMM0133,139.95,25,25,8.15E6,7,7,9,Carbamidomethylation,49616,| radA | DNA repair protein RadA
528,10372,PMM0284,139.54,22,22,2.14E7,7,7,10,Carbamidomethylation,44878,| degT | putative pleiotropic regulatory protein
603,13223,PMM1540,139.19,16,16,9.23E7,7,7,9,,46856,| secY | preprotein translocase subunit SecY
587,10555,PMM1215,139.11,26,26,1.98E7,8,8,9,,45846,| PMM1215 | hypothetical protein
500,16120,PMM0459,139.05,45,45,2.72E7,10,9,11,Carbamidomethylation,28296,| cobM | putative precorrin-4 C11-methyltransferase
406,16187,PMM0794,139.03,79,79,2.84E7,8,8,13,,20029,| PMM0794 | hypothetical protein
819,16228,PMM0197,138.98,25,25,7.39E6,6,6,6,,41665,| murG | undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase
857,16340,PMM0899,138.75,25,25,6.23E6,5,5,5,Carbamidomethylation,31267,| PMM0899 | myo-inositol-1(or 4)-monophosphatase
643,13208,PMM1140,138.74,10,10,4E6,8,8,8,,110788,| polA | DNA polymerase I
597,13219,PMM1208,138.40,29,29,1.78E7,7,7,9,Carbamidomethylation,40894,| gmd | gdpmannose 4 6-dehydratase
189,16241,PMM0046,138.29,42,42,4.02E8,8,8,26,,17187,| ndk | nucleoside diphosphate kinase
832,16483,PMM1169,138.00,63,63,2.99E7,5,5,6,Carbamidomethylation,9561,| PMM1169 | hypothetical protein
557,16233,PMM1413,137.93,86,86,3.22E7,7,7,10,Carbamidomethylation; Oxidation (M),11535,| PMM1413 | hypothetical protein
493,16117,PMM0705,137.84,50,50,1.66E7,9,9,11,,27788,| phoB | two-component response regulator  phosphate
547,16151,PMM1257,137.78,25,25,5.75E7,8,8,10,Carbamidomethylation,38722,| PMM1257 | dTDP-glucose 4 6-dehydratase
560,16299,PMM0008,137.22,38,38,4.11E7,6,6,10,,26752,| PMM0008 | hypothetical protein
667,13290,PMM1217,137.09,45,45,4.67E7,6,6,8,Carbamidomethylation,22543,| PMM1217 | putative phosphoheptose isomerase
870,10237,PMM1221,136.97,16,16,5.77E6,5,5,5,Carbamidomethylation,42556,| PMM1221 | glycosyl transferase  group 1
673,13119,PMM0389,136.94,33,33,1.1E7,5,5,8,Carbamidomethylation,27496,| cobI/cbiL | precorrin-2 C20-methyltransferase
534,10247,PMM1160,136.92,23,23,1.09E7,9,9,10,Carbamidomethylation,57571,| cobB | cobyric acid synthase
596,9887,PMM0229,136.78,29,29,8.54E6,8,8,9,Carbamidomethylation,46886,| dfp | putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase
657,16264,PMM1343,136.50,56,56,1.34E8,7,7,8,,11957,| kaiB | circadian clock protein KaiB
790,13120,PMM0136,136.41,21,21,8.72E6,6,6,6,,36465,| fabH | 3-oxoacyl-(acyl carrier protein) synthase III
609,16150,PMM1369,136.28,32,32,1.79E7,7,7,9,,28949,| PMM1369 | GAF domain-containing protein
898,12899,PMM0752,136.03,15,15,1.4E7,4,4,5,,35120,| PMM0752 | glycosyl transferase family protein
402,13062,PMM0604,135.98,22,22,2.93E7,8,8,13,Carbamidomethylation,44761,| PMM0604 | hypothetical protein
807,16201,PMM0662,135.94,29,29,1.36E7,6,6,6,Carbamidomethylation,26644,| PMM0662 | hypothetical protein
