DepthSKQ0012,FluorescenseSKQ0012,OxygenSKQ0012,p2depth2012,p2depth2017,p2orgcflux2012,p2orgcflux2017,p2Nflux2012,p2Nflux2017,p2CN2012,p2CN2017,p2o2,p2no3,p2no2,p2flux,susparticleclass,sinkparticleclass,cyanosusniaf,cyanosinkniaf,cyanosusmod,cyanosinkmod
775.7776897,8.56E-02,0.019,,,,,,,,,,,,,,,,,,
776.7782841,8.43E-02,0.027,,,,,,,,,,,,,,,,,,
777.7788785,8.26E-02,0.038,,,,,,,,,,,,,,,,,,
778.779473,8.33E-02,-0.005,,,,,,,,,,,,,,,,,,
779.7790767,8.63E-02,0.036,,,,,,,,,,,,,,,,,,
780.7796711,8.39E-02,0.103,,,,,,,,,,,,,,,,,,
781.7802655,8.32E-02,0.109,,,,,,,,,,,,,,,,,,
782.7798692,8.46E-02,0.076,,,,,,,,,,,,,,,,,,
783.7804636,8.30E-02,0.131,,,,,,,,,,,,,,,,,,
784.7810581,8.25E-02,0.252,,,,,,,,,,,,,,,,,,
785.7816525,8.35E-02,0.007,,,,,,,,,,,,,,,,,,
786.7812562,8.58E-02,0.226,,,,,,,,,,,,,,,,,,
787.7818506,8.25E-02,0.22,,,,,,,,,,,,,,,,,,
788.782445,8.56E-02,0.173,,,,,,,,,,,,,,,,,,
789.7830394,8.57E-02,0.206,,,,,,,,,,,,,,,,,,
790.7836338,8.35E-02,0.188,,,,,,,,,,,,,,,,,,
791.7832376,8.46E-02,0.162,,,,,,,,,,,,,,,,,,
792.783832,8.60E-02,0.197,,,,,,,,,,,,,,,,,,
793.7844264,8.36E-02,0.19,,,,,,,,,,,,,,,,,,
794.7850208,8.50E-02,0.202,,,,,,,,,,,,,,,,,,
795.7846245,8.40E-02,0.166,,,,,,,,,,,,,,,,,,
796.7862096,8.41E-02,0.188,,,,,,,,,,,,,,,,,,
797.7858134,8.55E-02,0.198,,,,,,,,,,,,,,,,,,
798.7864078,8.46E-02,0.167,,,,,,,,,,,,,,,,,,
799.7870022,8.60E-02,0.208,,,,,,,,,,,,,,,,,,
800.7875966,8.33E-02,0.244,,,,,,,,,,,,,,,,,,
801.7872003,8.54E-02,0.237,,,,,,,,,,,,,,,,,,
802.7877947,8.48E-02,0.252,,,,,,,,,,,,,,,,,,
803.7883891,8.59E-02,0.388,,,,,,,,,,,,,,,,,,
804.7889836,8.37E-02,0.428,,,,,,,,,,,,,,,,,,
805.789578,8.48E-02,0.454,,,,,,,,,,,,,,,,,,
806.7901724,8.42E-02,0.332,,,,,,,,,,,,,,,,,,
807.7897761,8.36E-02,0.377,,,,,,,,,,,,,,,,,,
808.7903705,8.49E-02,0.385,,,,,,,,,,,,,,,,,,
809.7909649,8.57E-02,0.388,,,,,,,,,,,,,,,,,,
810.7915593,8.58E-02,0.361,,,,,,,,,,,,,,,,,,
811.7921538,8.42E-02,0.417,,,,,,,,,,,,,,,,,,
812.7927482,8.48E-02,0.414,,,,,,,,,,,,,,,,,,
813.7933426,8.36E-02,0.426,,,,,,,,,,,,,,,,,,
814.793937,8.46E-02,0.623,,,,,,,,,,,,,,,,,,
815.7935407,8.56E-02,0.65,,,,,,,,,,,,,,,,,,
816.7951258,8.47E-02,0.54,,,,,,,,,,,,,,,,,,
817.7947295,8.75E-02,0.642,,,,,,,,,,,,,,,,,,
818.795324,8.63E-02,0.565,,,,,,,,,,,,,,,,,,
819.7959184,8.64E-02,0.582,,,,,,,,,,,,,,,,,,
820.7965128,8.62E-02,0.597,,,,,,,,,,,,,,,,,,
821.7971072,8.58E-02,0.623,,,,,,,,,,,,,,,,,,
822.7977016,8.70E-02,0.633,,,,,,,,,,,,,,,,,,
823.798296,8.61E-02,0.824,,,,,,,,,,,,,,,,,,
824.7988904,8.60E-02,0.812,,,,,,,,,,,,,,,,,,
825.7994848,8.55E-02,0.757,,,,,,,,,,,,,,,,,,
826.8000793,8.63E-02,0.793,,,,,,,,,,,,,,,,,,
827.799683,8.61E-02,0.779,,,,,,,,,,,,,,,,,,
828.8002774,8.36E-02,0.794,,,,,,,,,,,,,,,,,,
829.8018625,8.78E-02,0.739,,,,,,,,,,,,,,,,,,
830.8024569,8.59E-02,0.791,,,,,,,,,,,,,,,,,,
831.8030513,8.71E-02,0.762,,,,,,,,,,,,,,,,,,
832.8036457,8.36E-02,0.772,,,,,,,,,,,,,,,,,,
833.8032495,8.81E-02,0.772,,,,,,,,,,,,,,,,,,
834.8038439,8.76E-02,0.875,,,,,,,,,,,,,,,,,,
835.8044383,8.63E-02,0.815,,,,,,,,,,,,,,,,,,
836.8050327,8.85E-02,0.877,,,,,,,,,,,,,,,,,,
837.8056271,8.81E-02,0.946,,,,,,,,,,,,,,,,,,
838.8062215,8.76E-02,0.91,,,,,,,,,,,,,,,,,,
839.8078066,8.73E-02,0.941,,,,,,,,,,,,,,,,,,
840.808401,8.61E-02,0.97,,,,,,,,,,,,,,,,,,
841.8080048,8.66E-02,1.005,,,,,,,,,,,,,,,,,,
842.8085992,8.54E-02,1.017,,,,,,,,,,,,,,,,,,
843.8091936,8.61E-02,1.079,,,,,,,,,,,,,,,,,,
844.809788,8.66E-02,1.163,,,,,,,,,,,,,,,,,,
845.8113731,8.65E-02,1.257,,,,,,,,,,,,,,,,,,
846.8119675,8.82E-02,1.226,,,,,,,,,,,,,,,,,,
847.8125619,8.77E-02,1.162,,,,,,,,,,,,,,,,,,
848.8131563,8.62E-02,1.202,,,,,,,,,,,,,,,,,,
849.8137507,8.63E-02,1.281,,,,,,,,,,,,,,,,,,
850.8143452,8.64E-02,1.306,,,,,,,,,,,,,,,,,,
851.8149396,8.77E-02,1.294,,,,,,,,,,,,,,,,,,
852.815534,8.73E-02,1.308,,,,,,,,,,,,,,,,,,
853.8161284,8.88E-02,1.244,,,,,,,,,,,,,,,,,,
854.8167228,8.68E-02,1.451,,,,,,,,,,,,,,,,,,
855.8173172,8.64E-02,1.325,,,,,,,,,,,,,,,,,,
856.8179116,8.71E-02,1.284,,,,,,,,,,,,,,,,,,
857.818506,8.57E-02,1.325,,,,,,,,,,,,,,,,,,
858.8200911,8.83E-02,1.365,,,,,,,,,,,,,,,,,,
859.8206856,8.70E-02,1.345,,,,,,,,,,,,,,,,,,
860.82128,8.43E-02,1.351,,,,,,,,,,,,,,,,,,
861.8218744,8.65E-02,1.347,,,,,,,,,,,,,,,,,,
862.8224688,8.59E-02,1.376,,,,,,,,,,,,,,,,,,
863.8230632,8.52E-02,1.422,,,,,,,,,,,,,,,,,,
864.8236576,8.66E-02,1.57,,,,,,,,,,,,,,,,,,
865.824252,8.62E-02,1.554,,,,,,,,,,,,,,,,,,
866.8258371,8.66E-02,1.532,,,,,,,,,,,,,,,,,,
867.8264315,8.46E-02,1.591,,,,,,,,,,,,,,,,,,
868.827026,8.37E-02,1.608,,,,,,,,,,,,,,,,,,
869.8276204,8.59E-02,1.641,,,,,,,,,,,,,,,,,,
870.8282148,8.58E-02,1.668,,,,,,,,,,,,,,,,,,
871.8288092,8.71E-02,1.613,,,,,,,,,,,,,,,,,,
872.8303943,8.65E-02,1.793,,,,,,,,,,,,,,,,,,
873.8309887,8.55E-02,1.759,,,,,,,,,,,,,,,,,,
874.8315831,8.58E-02,1.742,,,,,,,,,,,,,,,,,,
875.8321775,8.49E-02,1.775,,,,,,,,,,,,,,,,,,
876.8327719,8.41E-02,1.789,,,,,,,,,,,,,,,,,,
877.834357,8.42E-02,1.873,,,,,,,,,,,,,,,,,,
878.8349515,8.60E-02,2.017,,,,,,,,,,,,,,,,,,
879.8355459,8.65E-02,2.001,,,,,,,,,,,,,,,,,,
880.8361403,8.77E-02,1.984,,,,,,,,,,,,,,,,,,
881.8367347,8.82E-02,2.175,,,,,,,,,,,,,,,,,,
882.8383198,8.65E-02,2.357,,,,,,,,,,,,,,,,,,
883.8389142,8.99E-02,2.619,,,,,,,,,,,,,,,,,,
884.8395086,8.59E-02,2.766,,,,,,,,,,,,,,,,,,
885.840103,8.77E-02,3.019,,,,,,,,,,,,,,,,,,
886.8416881,8.75E-02,3.059,,,,,,,,,,,,,,,,,,
887.8422825,8.70E-02,3.026,,,,,,,,,,,,,,,,,,
888.842877,8.75E-02,3.107,,,,,,,,,,,,,,,,,,
889.8434714,8.58E-02,3.156,,,,,,,,,,,,,,,,,,
890.8450565,8.79E-02,3.186,,,,,,,,,,,,,,,,,,
891.8456509,8.74E-02,3.135,,,,,,,,,,,,,,,,,,
892.8462453,8.68E-02,3.152,,,,,,,,,,,,,,,,,,
893.8468397,8.79E-02,3.38,,,,,,,,,,,,,,,,,,
894.8484248,8.83E-02,3.46,,,,,,,,,,,,,,,,,,
895.8490192,8.55E-02,3.398,,,,,,,,,,,,,,,,,,
896.8496136,8.68E-02,3.446,,,,,,,,,,,,,,,,,,
897.8511987,8.62E-02,3.565,,,,,,,,,,,,,,,,,,
898.8517931,8.71E-02,3.564,,,,,,,,,,,,,,,,,,
899.8523876,8.73E-02,3.488,,,,,,,,,,,,,,,,,,
900.8539727,8.83E-02,3.51,,,,,,,,,,,,,,,,,,
901.8545671,8.77E-02,3.499,,,,,,,,,,,,,,,,,,
902.8551615,8.91E-02,3.772,,,,,,,,,,,,,,,,,,
903.8557559,8.63E-02,3.751,,,,,,,,,,,,,,,,,,
904.857341,8.62E-02,3.719,,,,,,,,,,,,,,,,,,
905.8579354,8.87E-02,3.746,,,,,,,,,,,,,,,,,,
906.8585298,8.71E-02,3.728,,,,,,,,,,,,,,,,,,
907.8601149,8.92E-02,3.806,,,,,,,,,,,,,,,,,,
908.8607093,8.67E-02,3.878,,,,,,,,,,,,,,,,,,
909.8613037,8.83E-02,4.007,,,,,,,,,,,,,,,,,,
910.8628888,8.66E-02,3.928,,,,,,,,,,,,,,,,,,
911.8634833,8.90E-02,3.922,,,,,,,,,,,,,,,,,,
912.8650684,8.74E-02,4.019,,,,,,,,,,,,,,,,,,
913.8656628,8.98E-02,4.192,,,,,,,,,,,,,,,,,,
914.8662572,8.75E-02,4.369,,,,,,,,,,,,,,,,,,
915.8678423,8.75E-02,4.457,,,,,,,,,,,,,,,,,,
916.8684367,8.79E-02,4.319,,,,,,,,,,,,,,,,,,
917.8700218,8.93E-02,4.461,,,,,,,,,,,,,,,,,,
918.8706162,8.64E-02,4.691,,,,,,,,,,,,,,,,,,
919.8712106,8.74E-02,4.641,,,,,,,,,,,,,,,,,,
920.8727957,8.73E-02,4.806,,,,,,,,,,,,,,,,,,
921.8733901,8.63E-02,4.746,,,,,,,,,,,,,,,,,,
922.8749752,8.77E-02,4.73,,,,,,,,,,,,,,,,,,
923.8755696,8.73E-02,4.762,,,,,,,,,,,,,,,,,,
924.8761641,8.85E-02,4.965,,,,,,,,,,,,,,,,,,
925.8777492,8.89E-02,5.033,,,,,,,,,,,,,,,,,,
926.8783436,8.79E-02,4.984,,,,,,,,,,,,,,,,,,
927.8799287,8.76E-02,5.22,,,,,,,,,,,,,,,,,,
928.8805231,8.68E-02,5.186,,,,,,,,,,,,,,,,,,
929.8811175,8.65E-02,5.269,,,,,,,,,,,,,,,,,,
930.8827026,8.62E-02,5.418,,,,,,,,,,,,,,,,,,
931.883297,8.63E-02,5.343,,,,,,,,,,,,,,,,,,
932.8848821,8.67E-02,5.331,,,,,,,,,,,,,,,,,,
933.8854765,8.51E-02,5.434,,,,,,,,,,,,,,,,,,
934.8870616,8.66E-02,5.559,,,,,,,,,,,,,,,,,,
935.887656,8.55E-02,5.657,,,,,,,,,,,,,,,,,,
936.8892411,8.67E-02,5.604,,,,,,,,,,,,,,,,,,
937.8898355,8.67E-02,5.823,,,,,,,,,,,,,,,,,,
938.8914206,8.75E-02,5.763,,,,,,,,,,,,,,,,,,
939.8920151,8.83E-02,5.841,,,,,,,,,,,,,,,,,,
940.8936002,8.63E-02,6.019,,,,,,,,,,,,,,,,,,
941.8941946,8.83E-02,6.051,,,,,,,,,,,,,,,,,,
942.8957797,8.90E-02,6.105,,,,,,,,,,,,,,,,,,
943.8963741,8.81E-02,6.137,,,,,,,,,,,,,,,,,,
944.8979592,8.63E-02,6.17,,,,,,,,,,,,,,,,,,
945.8985536,8.72E-02,6.163,,,,,,,,,,,,,,,,,,
946.9001387,8.71E-02,6.356,,,,,,,,,,,,,,,,,,
947.9007331,8.65E-02,6.436,,,,,,,,,,,,,,,,,,
948.9023182,8.83E-02,6.286,,,,,,,,,,,,,,,,,,
949.9039033,8.68E-02,6.368,,,,,,,,,,,,,,,,,,
950.9044977,8.59E-02,6.411,,,,,,,,,,,,,,,,,,
951.9060828,8.53E-02,6.547,,,,,,,,,,,,,,,,,,
952.9066772,8.83E-02,6.66,,,,,,,,,,,,,,,,,,
953.9082623,8.72E-02,6.695,,,,,,,,,,,,,,,,,,
954.9088567,8.84E-02,6.759,,,,,,,,,,,,,,,,,,
955.9104418,8.66E-02,6.79,,,,,,,,,,,,,,,,,,
956.9120269,8.89E-02,6.788,,,,,,,,,,,,,,,,,,
957.9126214,8.81E-02,6.972,,,,,,,,,,,,,,,,,,
958.9142065,8.65E-02,7.026,,,,,,,,,,,,,,,,,,
959.9148009,8.78E-02,7.011,,,,,,,,,,,,,,,,,,
960.916386,8.81E-02,7.21,,,,,,,,,,,,,,,,,,
961.9179711,8.62E-02,7.269,,,,,,,,,,,,,,,,,,
962.9185655,8.77E-02,7.261,,,,,,,,,,,,,,,,,,
963.9201506,8.92E-02,7.461,,,,,,,,,,,,,,,,,,
964.920745,9.01E-02,7.789,,,,,,,,,,,,,,,,,,
965.9223301,8.81E-02,7.648,,,,,,,,,,,,,,,,,,
966.9239152,8.92E-02,7.905,,,,,,,,,,,,,,,,,,
967.9245096,8.99E-02,7.874,,,,,,,,,,,,,,,,,,
968.9260947,8.97E-02,8.071,,,,,,,,,,,,,,,,,,
969.9266891,8.82E-02,8.081,,,,,,,,,,,,,,,,,,
970.9282742,8.76E-02,8.241,,,,,,,,,,,,,,,,,,
971.9298593,8.93E-02,8.362,,,,,,,,,,,,,,,,,,
972.9304537,8.76E-02,8.528,,,,,,,,,,,,,,,,,,
973.9320388,8.91E-02,8.532,,,,,,,,,,,,,,,,,,
974.9336239,8.56E-02,8.627,,,,,,,,,,,,,,,,,,
975.9342183,8.84E-02,8.665,,,,,,,,,,,,,,,,,,
976.9358034,8.86E-02,8.735,,,,,,,,,,,,,,,,,,
977.9373885,8.86E-02,8.751,,,,,,,,,,,,,,,,,,
978.937983,9.04E-02,8.908,,,,,,,,,,,,,,,,,,
979.9395681,8.94E-02,9.064,,,,,,,,,,,,,,,,,,
980.9411532,8.99E-02,9.172,,,,,,,,,,,,,,,,,,
981.9427383,8.91E-02,9.175,,,,,,,,,,,,,,,,,,
982.9433327,8.83E-02,9.398,,,,,,,,,,,,,,,,,,
983.9449178,8.88E-02,9.299,,,,,,,,,,,,,,,,,,
984.9465029,8.93E-02,9.325,,,,,,,,,,,,,,,,,,
985.9470973,8.88E-02,9.509,,,,,,,,,,,,,,,,,,
986.9486824,8.62E-02,9.498,,,,,,,,,,,,,,,,,,
987.9502675,8.86E-02,9.571,,,,,,,,,,,,,,,,,,
988.9518526,8.83E-02,9.544,,,,,,,,,,,,,,,,,,
989.952447,8.99E-02,9.525,,,,,,,,,,,,,,,,,,
990.9540321,8.92E-02,9.526,,,,,,,,,,,,,,,,,,
991.9556172,8.84E-02,9.566,,,,,,,,,,,,,,,,,,
992.9572023,8.88E-02,9.728,,,,,,,,,,,,,,,,,,
993.9577967,9.02E-02,9.749,,,,,,,,,,,,,,,,,,
994.9593818,8.95E-02,9.769,,,,,,,,,,,,,,,,,,
995.9609669,8.89E-02,9.795,,,,,,,,,,,,,,,,,,
996.962552,8.91E-02,10.022,,,,,,,,,,,,,,,,,,
997.9631464,8.99E-02,10.02,,,,,,,,,,,,,,,,,,
998.9647315,8.91E-02,9.922,,,,,,,,,,,,,,,,,,
999.9663166,8.93E-02,10.448,,,,,,,,,,,,,,,,,,
