,ProteinID,Alignments_x,SpecCounts_x,Unique_x,Coverage_x,Protein description_x,Alignments_y,SpecCounts_y,Unique_y,Coverage_y,Protein description_y
566,PMM0900,2.0,2.0,2.0,0.039,| hisZ | ATP phosphoribosyltransferase regulatory subunit2220.039| hisZ | ATP phosphoribosyltransferase regulatory subunit,3.0,3.0,3.0,0.07,| hisZ | ATP phosphoribosyltransferase regulatory subunit
567,PMM0901,34.0,47.0,31.0,0.35,| htpG | heat shock protein 903447310.35| htpG | heat shock protein 90,28.0,38.0,25.0,0.35200000000000004,| htpG | heat shock protein 90
568,PMM0902,1.0,1.0,1.0,0.09,| rpmB | 50S ribosomal protein L281110.09| rpmB | 50S ribosomal protein L28,1.0,1.0,1.0,0.09,| rpmB | 50S ribosomal protein L28
569,PMM0903,1.0,1.0,1.0,0.051,| PMM0903 | Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein1110.051| PMM0903 | Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein,,,,,
570,PMM0906,5.0,6.0,5.0,0.425,| psaK | photosystem I PsaK protein (subunit X)5650.425| psaK | photosystem I PsaK protein (subunit X),5.0,7.0,5.0,0.425,| psaK | photosystem I PsaK protein (subunit X)
571,PMM0907,1.0,1.0,1.0,0.017,| Dxs | 1-deoxy-D-xylulose-5-phosphate synthase1110.017| Dxs | 1-deoxy-D-xylulose-5-phosphate synthase,3.0,3.0,3.0,0.057999999999999996,| Dxs | 1-deoxy-D-xylulose-5-phosphate synthase
572,PMM0908,4.0,4.0,4.0,0.096,| ilvA | threonine dehydratase4440.096| ilvA | threonine dehydratase,3.0,3.0,3.0,0.066,| ilvA | threonine dehydratase
573,PMM0909,1.0,1.0,1.0,0.062,| PMM0909 | hypothetical protein1110.062| PMM0909 | hypothetical protein,1.0,1.0,1.0,0.062,| PMM0909 | hypothetical protein
574,PMM0912,6.0,6.0,6.0,0.092,| pykF | pyruvate kinase6660.092| pykF | pyruvate kinase,8.0,8.0,8.0,0.133,| pykF | pyruvate kinase
575,PMM0913,1.0,1.0,1.0,0.02,| PMM0913 | putative ABC transporter1110.02| PMM0913 | putative ABC transporter,4.0,4.0,4.0,0.08800000000000001,| PMM0913 | putative ABC transporter
576,PMM0916,1.0,1.0,1.0,0.013999999999999999,| PMM0916 | hypothetical protein1110.014| PMM0916 | hypothetical protein,2.0,2.0,2.0,0.032,| PMM0916 | hypothetical protein
577,PMM0917,1.0,1.0,1.0,0.022000000000000002,| PMM0917 | pyridoxal-dependent decarboxylase family protein1110.022| PMM0917 | pyridoxal-dependent decarboxylase family protein,,,,,
578,PMM0918,1.0,1.0,1.0,0.042,| PMM0918 | putative cytidine/deoxycytidylate deaminase1110.042| PMM0918 | putative cytidine/deoxycytidylate deaminase,1.0,1.0,1.0,0.042,| PMM0918 | putative cytidine/deoxycytidylate deaminase
579,PMM0919,3.0,3.0,3.0,0.057999999999999996,| spt | serine:pyruvate/alanine:glyoxylate aminotransferase3330.058| spt | serine:pyruvate/alanine:glyoxylate aminotransferase,2.0,2.0,2.0,0.027999999999999997,| spt | serine:pyruvate/alanine:glyoxylate aminotransferase
580,PMM0920,5.0,7.0,5.0,0.114,| glnA | glutamine synthetase5750.114| glnA | glutamine synthetase,3.0,4.0,3.0,0.059000000000000004,| glnA | glutamine synthetase glutamate--ammonia ligase
581,PMM0924,3.0,3.0,2.0,0.08199999999999999,| PMM0924 | hypothetical protein3320.082| PMM0924 | hypothetical protein,4.0,4.0,3.0,0.12300000000000001,| PMM0924 | hypothetical protein
582,PMM0925,1.0,1.0,1.0,0.023,| PMM0925 | tRNA 2-selenouridine synthase1110.023| PMM0925 | tRNA 2-selenouridine synthase,3.0,3.0,3.0,0.071,| PMM0925 | tRNA 2-selenouridine synthase
583,PMM0926,1.0,1.0,1.0,0.094,| psb28 | photosystem II reaction center protein Psb281110.094| psb28 | photosystem II reaction center protein Psb28,3.0,4.0,3.0,0.282,| psb28 | photosystem II reaction center protein Psb28
584,PMM0927,2.0,2.0,2.0,0.055,| PMM0927 | hypothetical protein2220.055| PMM0927 | hypothetical protein,1.0,1.0,1.0,0.032,| PMM0927 | hypothetical protein
585,PMM0928,2.0,2.0,2.0,0.07200000000000001,| secF | preprotein translocase subunit SecF2220.072| secF | preprotein translocase subunit SecF,4.0,4.0,4.0,0.095,| secF | preprotein translocase subunit SecF
586,PMM0929,5.0,5.0,5.0,0.076,| secD | preprotein translocase subunit SecD5550.076| secD | preprotein translocase subunit SecD,3.0,3.0,3.0,0.055999999999999994,| secD | preprotein translocase subunit SecD
587,PMM0930,4.0,5.0,4.0,0.095,| pdhB | pyruvate dehydrogenase E1 beta subunit4540.095| pdhB | pyruvate dehydrogenase E1 beta subunit,3.0,4.0,3.0,0.095,| pdhB | pyruvate dehydrogenase E1 beta subunit
588,PMM0932,1.0,1.0,1.0,0.026000000000000002,| ispE | 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase1110.026| ispE | 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,2.0,2.0,2.0,0.054000000000000006,| ispE | 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
589,PMM0935,3.0,3.0,3.0,0.124,| PMM0935 | hypothetical protein3330.124| PMM0935 | hypothetical protein,2.0,2.0,2.0,0.124,| PMM0935 | hypothetical protein
590,PMM0938,1.0,2.0,1.0,0.053,| PMM0938 | Serine hydroxymethyltransferase1210.053| PMM0938 | Serine hydroxymethyltransferase,1.0,1.0,1.0,0.053,| PMM0938 | Serine hydroxymethyltransferase
591,PMM0939,1.0,1.0,1.0,0.013000000000000001,| dnaG | DNA primase1110.013| dnaG | DNA primase,,,,,
592,PMM0941,1.0,3.0,1.0,0.067,| PMM0941 | cAMP phosphodiesterase class-II1310.067| PMM0941 | cAMP phosphodiesterase class-II,1.0,4.0,1.0,0.067,| PMM0941 | cAMP phosphodiesterase class-II
593,PMM0942,2.0,2.0,2.0,0.096,| ruvA | putative holliday junction DNA helicase RuvA2220.096| ruvA | putative holliday junction DNA helicase RuvA,2.0,2.0,2.0,0.096,| ruvA | putative holliday junction DNA helicase RuvA
594,PMM0944,1.0,1.0,1.0,0.054000000000000006,| PMM0944 | hypothetical protein1110.054| PMM0944 | hypothetical protein,,,,,
595,PMM0945,2.0,2.0,2.0,0.013999999999999999,| dnaE | DNA polymerase III subunit alpha2220.014| dnaE | DNA polymerase III subunit alpha,3.0,3.0,3.0,0.02,| dnaE | DNA polymerase III subunit alpha
596,PMM0946,10.0,11.0,10.0,0.182,| gatA | aspartyl/glutamyl-tRNA amidotransferase subunit A1011100.182| gatA | aspartyl/glutamyl-tRNA amidotransferase subunit A,10.0,12.0,9.0,0.17800000000000002,| gatA | aspartyl/glutamyl-tRNA amidotransferase subunit A
597,PMM0947,1.0,2.0,1.0,0.1,| PMM0947 | hypothetical protein1210.1| PMM0947 | hypothetical protein,3.0,4.0,3.0,0.25,| PMM0947 | hypothetical protein
598,PMM0948,3.0,3.0,2.0,0.057999999999999996,| PMM0948 | tRNA/rRNA methyltransferase3320.058| PMM0948 | tRNA/rRNA methyltransferase,3.0,3.0,3.0,0.065,| PMM0948 | tRNA/rRNA methyltransferase
599,PMM0949,1.0,1.0,1.0,0.062,| PMM0949 | hypothetical protein1110.062| PMM0949 | hypothetical protein,,,,,
600,PMM0950,5.0,6.0,5.0,0.34600000000000003,| rsbV | anti-anti-sigma regulatory factor RsbV5650.346| rsbV | anti-anti-sigma regulatory factor RsbV,5.0,6.0,5.0,0.408,| rsbV | anti-anti-sigma regulatory factor RsbV
601,PMM0951,1.0,1.0,1.0,0.018000000000000002,| carA | carbamoyl phosphate synthase small subunit1110.018| carA | carbamoyl phosphate synthase small subunit,2.0,2.0,2.0,0.045,| carA | carbamoyl phosphate synthase small subunit
602,PMM0953,1.0,1.0,1.0,0.092,| PMM0953 | hypothetical protein1110.092| PMM0953 | hypothetical protein,,,,,
603,PMM0955,7.0,7.0,7.0,0.27699999999999997,| msrA | peptide methionine sulfoxide reductase7770.277| msrA | peptide methionine sulfoxide reductase,2.0,2.0,2.0,0.10300000000000001,| msrA | peptide methionine sulfoxide reductase
604,PMM0957,1.0,1.0,1.0,0.109,| PMM0957 | GRAM domain-containing protein1110.109| PMM0957 | GRAM domain-containing protein,,,,,
605,PMM0959,1.0,1.0,1.0,0.025,| PMM0959 | putative kinase1110.025| PMM0959 | putative kinase,,,,,
606,PMM0960,4.0,4.0,4.0,0.131,| PMM0960 | mannosyl-3-phosphoglycerate phosphatase4440.131| PMM0960 | mannosyl-3-phosphoglycerate phosphatase,4.0,4.0,4.0,0.127,| PMM0960 | mannosyl-3-phosphoglycerate phosphatase
607,PMM0962,4.0,5.0,4.0,0.11800000000000001,| PMM0962 | hypothetical protein4540.118| PMM0962 | hypothetical protein,6.0,7.0,6.0,0.191,| PMM0962 | hypothetical protein
608,PMM0963,3.0,3.0,3.0,0.054000000000000006,| ureC | urease subunit alpha3330.054| ureC | urease subunit alpha,3.0,3.0,3.0,0.054000000000000006,| ureC | urease subunit alpha
609,PMM0967,1.0,1.0,1.0,0.052000000000000005,| ureE | urease accessory protein UreE1110.052| ureE | urease accessory protein UreE,2.0,2.0,2.0,0.11699999999999999,| ureE | urease accessory protein UreE
610,PMM0969,3.0,3.0,3.0,0.154,| ureG | urease accessory protein UreG3330.154| ureG | urease accessory protein UreG,3.0,3.0,3.0,0.16399999999999998,| ureG | urease accessory protein UreG
611,PMM0970,5.0,5.0,5.0,0.128,| urtA | putative urea ABC transporter5550.128| urtA | putative urea ABC transporter,4.0,5.0,4.0,0.1,| urtA | putative urea ABC transporter substrate binding protein
612,PMM0973,2.0,2.0,2.0,0.068,| urtD | putative ATP binding subunit of urea ABC transport system2220.068| urtD | putative ATP binding subunit of urea ABC transport system,2.0,2.0,2.0,0.04,| urtD | putative ATP binding subunit of urea ABC transport system
613,PMM0974,2.0,2.0,2.0,0.106,| urtE | putative ATP-binding subunit of urea ABC transport system2220.106| urtE | putative ATP-binding subunit of urea ABC transport system,1.0,1.0,1.0,0.059000000000000004,| urtE | putative ATP-binding subunit of urea ABC transport system
614,PMM0976,1.0,1.0,1.0,0.021,| PMM0976 | putative multidrug efflux ABC transporter1110.021| PMM0976 | putative multidrug efflux ABC transporter,1.0,1.0,1.0,0.021,| PMM0976 | putative multidrug efflux ABC transporter
615,PMM0980,2.0,2.0,2.0,0.293,| PMM0980 | hypothetical protein2220.293| PMM0980 | hypothetical protein,3.0,3.0,3.0,0.293,| PMM0980 | hypothetical protein
616,PMM0982,1.0,1.0,1.0,0.08800000000000001,| PMM0982 | HNH endonuclease:HNH nuclease1110.088| PMM0982 | HNH endonuclease:HNH nuclease,1.0,1.0,1.0,0.08800000000000001,| PMM0982 | HNH endonuclease:HNH nuclease
617,PMM0986,2.0,2.0,2.0,0.13,| PMM0986 | hypothetical protein2220.13| PMM0986 | hypothetical protein,2.0,2.0,2.0,0.13,| PMM0986 | hypothetical protein
618,PMM0987,1.0,1.0,1.0,0.138,| rpsU | 30S ribosomal protein S211110.138| rpsU | 30S ribosomal protein S21,2.0,2.0,2.0,0.155,| rpsU | 30S ribosomal protein S21
619,PMM0988,2.0,3.0,2.0,0.127,| PMM0988 | helix-hairpin-helix DNA-binding motif-containing protein2320.127| PMM0988 | helix-hairpin-helix DNA-binding motif-containing protein,3.0,4.0,3.0,0.22699999999999998,| PMM0988 | helix-hairpin-helix DNA-binding motif-containing protein
620,PMM0989,3.0,3.0,3.0,0.149,| PMM0989 | ATP/GTP-binding motif-containing protein3330.149| PMM0989 | ATP/GTP-binding motif-containing protein,2.0,2.0,2.0,0.085,| PMM0989 | ATP/GTP-binding motif-containing protein
621,PMM0992,3.0,4.0,3.0,0.19399999999999998,| PMM0992 | hypothetical protein3430.194| PMM0992 | hypothetical protein,3.0,3.0,3.0,0.19399999999999998,| PMM0992 | hypothetical protein
622,PMM0995,1.0,1.0,1.0,0.086,| PMM0995 | hypothetical protein1110.086| PMM0995 | hypothetical protein,1.0,1.0,1.0,0.086,| PMM0995 | hypothetical protein
623,PMM0996,3.0,4.0,3.0,0.305,| PMM0996 | hypothetical protein3430.305| PMM0996 | hypothetical protein,3.0,5.0,3.0,0.305,| PMM0996 | hypothetical protein
624,PMM1002,1.0,1.0,1.0,0.008,| pepN | aminopeptidase N1110.008| pepN | aminopeptidase N,1.0,1.0,1.0,0.008,| pepN | aminopeptidase N
625,PMM1004,1.0,1.0,1.0,0.033,| purT | phosphoribosylglycinamide formyltransferase 21110.033| purT | phosphoribosylglycinamide formyltransferase 2,3.0,3.0,3.0,0.092,| purT | phosphoribosylglycinamide formyltransferase 2
626,PMM1005,1.0,1.0,1.0,0.188,| PMM1005 | lectin subunit alpha1110.188| PMM1005 | lectin subunit alpha,,,,,
627,PMM1007,2.0,2.0,2.0,0.126,| PMM1007 | hypothetical protein2220.126| PMM1007 | hypothetical protein,1.0,1.0,1.0,0.031,| PMM1007 | hypothetical protein
628,PMM1008,1.0,1.0,1.0,0.054000000000000006,| PMM1008 | hypothetical protein1110.054| PMM1008 | hypothetical protein,1.0,1.0,1.0,0.054000000000000006,| PMM1008 | hypothetical protein
629,PMM1009,1.0,1.0,1.0,0.026000000000000002,| PMM1009 | nitrogen regulation protein NifR3 family protein1110.026| PMM1009 | nitrogen regulation protein NifR3 family protein,,,,,
630,PMM1010,1.0,1.0,1.0,0.083,| PMM1010 | hypothetical protein1110.083| PMM1010 | hypothetical protein,1.0,1.0,1.0,0.083,| PMM1010 | hypothetical protein
631,PMM1014,2.0,2.0,2.0,0.055,| PMM1014 | hypothetical protein2220.055| PMM1014 | hypothetical protein,1.0,1.0,1.0,0.027999999999999997,| PMM1014 | hypothetical protein
632,PMM1015,1.0,1.0,1.0,0.08199999999999999,| PMM1015 | hypothetical protein1110.082| PMM1015 | hypothetical protein,,,,,
633,PMM1016,1.0,1.0,1.0,0.07200000000000001,| PMM1016 | virion host shutoff protein1110.072| PMM1016 | virion host shutoff protein,1.0,1.0,1.0,0.07200000000000001,| PMM1016 | virion host shutoff protein
634,PMM1017,1.0,1.0,1.0,0.044000000000000004,| PMM1017 | hypothetical protein1110.044| PMM1017 | hypothetical protein,1.0,1.0,1.0,0.044000000000000004,| PMM1017 | hypothetical protein
635,PMM1021,2.0,2.0,2.0,0.092,| PMM1021 | pili assembly chaperone2220.092| PMM1021 | pili assembly chaperone,1.0,1.0,1.0,0.04,| PMM1021 | pili assembly chaperone
636,PMM1025,1.0,1.0,1.0,0.081,| PMM1025 | putative stress-induced protein OsmC1110.081| PMM1025 | putative stress-induced protein OsmC,,,,,
637,PMM1026,1.0,1.0,1.0,0.084,| PMM1026 | hypothetical protein1110.084| PMM1026 | hypothetical protein,,,,,
638,PMM1027,2.0,2.0,2.0,0.188,| PMM1027 | inward rectifier potassium channel2220.188| PMM1027 | inward rectifier potassium channel,2.0,2.0,2.0,0.188,| PMM1027 | inward rectifier potassium channel
639,PMM1031,2.0,2.0,2.0,0.076,| PMM1031 | ABC transporter ATP-binding protein2220.076| PMM1031 | ABC transporter ATP-binding protein,2.0,2.0,2.0,0.064,| PMM1031 | ABC transporter ATP-binding protein
640,PMM1032,1.0,2.0,1.0,0.023,| PMM1032 | ABC transporter substrate-binding protein1210.023| PMM1032 | ABC transporter substrate-binding protein,1.0,2.0,1.0,0.023,| PMM1032 | ABC transporter substrate-binding protein
641,PMM1033,8.0,12.0,8.0,0.175,| PMM1033 | cobalamin synthesis protein/P47K81280.175| PMM1033 | cobalamin synthesis protein/P47K,6.0,6.0,6.0,0.126,| PMM1033 | cobalamin synthesis protein/P47K
642,PMM1034,1.0,1.0,1.0,0.022000000000000002,| PMM1034 | WD-40 repeat-containing G-protein1110.022| PMM1034 | WD-40 repeat-containing G-protein,1.0,1.0,1.0,0.022000000000000002,| PMM1034 | WD-40 repeat-containing G-protein
643,PMM1038,1.0,2.0,1.0,0.019,| PMM1038 | hypothetical protein1210.019| PMM1038 | hypothetical protein,1.0,2.0,1.0,0.019,| PMM1038 | hypothetical protein
644,PMM1039,1.0,1.0,1.0,0.019,| PMM1039 | hypothetical protein1110.019| PMM1039 | hypothetical protein,,,,,
645,PMM1042,1.0,1.0,1.0,0.11,| PMM1042 | hpothetical protein1110.11| PMM1042 | hpothetical protein,2.0,2.0,2.0,0.198,| PMM1042 | hpothetical protein
646,PMM1048,1.0,1.0,1.0,0.024,| PMM1048 | putative ABC transporter1110.024| PMM1048 | putative ABC transporter,1.0,1.0,1.0,0.024,| PMM1048 | putative ABC transporter oligopeptides
647,PMM1049,2.0,3.0,2.0,0.028999999999999998,| PMM1049 | ABC transporter substrate-binding protein2320.029| PMM1049 | ABC transporter substrate-binding protein,2.0,3.0,2.0,0.031,| PMM1049 | ABC transporter substrate-binding protein
648,PMM1051,5.0,6.0,5.0,0.11800000000000001,| thrA5650.118| thrA,6.0,8.0,6.0,0.14800000000000002,| thrAhom | homoserine dehydrogenase
649,PMM1052,2.0,3.0,2.0,0.163,| PMM1052 | hypothetical protein2320.163| PMM1052 | hypothetical protein,4.0,5.0,4.0,0.20600000000000002,| PMM1052 | hypothetical protein
650,PMM1053,1.0,1.0,1.0,0.065,| PMM1053 | hypothetical protein1110.065| PMM1053 | hypothetical protein,2.0,2.0,2.0,0.11900000000000001,| PMM1053 | hypothetical protein
651,PMM1055,11.0,14.0,11.0,0.285,| chlI | protoporphyrin IX magnesium chelatase subunit ChlI1114110.285| chlI | protoporphyrin IX magnesium chelatase subunit ChlI,11.0,13.0,11.0,0.32,| chlI | protoporphyrin IX magnesium chelatase subunit ChlI
652,PMM1056,1.0,1.0,1.0,0.045,| PMM1056 | tRNA/rRNA methyltransferase1110.045| PMM1056 | tRNA/rRNA methyltransferase,2.0,2.0,2.0,0.085,| PMM1056 | tRNA/rRNA methyltransferase
653,PMM1060,2.0,2.0,2.0,0.107,| hisH | imidazole glycerol phosphate synthase subunit HisH2220.107| hisH | imidazole glycerol phosphate synthase subunit HisH,2.0,2.0,2.0,0.107,| hisH | imidazole glycerol phosphate synthase subunit HisH
654,PMM1061,8.0,13.0,8.0,0.45799999999999996,| trxA | thioredoxin81380.458| trxA | thioredoxin,7.0,14.0,7.0,0.271,| trxA | thioredoxin
655,PMM1062,9.0,9.0,8.0,0.261,| guaB | inosine 5-monophosphate dehydrogenase9980.261| guaB | inosine 5-monophosphate dehydrogenase,8.0,8.0,7.0,0.225,| guaB | inosine 5-monophosphate dehydrogenase
656,PMM1063,10.0,11.0,10.0,0.095,| gyrA | DNA gyrase subunit A1011100.095| gyrA | DNA gyrase subunit A,6.0,7.0,6.0,0.073,| gyrA | DNA gyrase subunit A
657,PMM1064,5.0,5.0,5.0,0.11900000000000001,| crtL1 | putative lycopene beta cyclase5550.119| crtL1 | putative lycopene beta cyclase,4.0,4.0,4.0,0.10400000000000001,| crtL1 | putative lycopene beta cyclase
658,PMM1065,6.0,6.0,6.0,0.11,| PMM1065 | hypothetical protein6660.11| PMM1065 | hypothetical protein,3.0,3.0,3.0,0.059000000000000004,| PMM1065 | hypothetical protein
659,PMM1066,4.0,4.0,4.0,0.081,| leuA | 2-isopropylmalate synthase4440.081| leuA | 2-isopropylmalate synthase,4.0,5.0,4.0,0.053,| leuA | 2-isopropylmalate synthase
660,PMM1068,1.0,1.0,1.0,0.02,| PMM1068 | hypothetical protein1110.02| PMM1068 | hypothetical protein,3.0,3.0,3.0,0.049,| PMM1068 | hypothetical protein
661,PMM1069,3.0,3.0,3.0,0.077,| folD | putative bifunctional methylenetetrahydrofolate dehydrogenase methenyltetrahydrofolate/cyclohydrolase3330.077| folD | putative bifunctional methylenetetrahydrofolate dehydrogenase methenyltetrahydrofolate/cyclohydrolase,6.0,6.0,6.0,0.154,| folD | putative bifunctional methylenetetrahydrofolate dehydrogenase methenyltetrahydrofolate/cyclohydrolase
662,PMM1070,3.0,3.0,3.0,0.11,| crtE | polyprenyl synthetase3330.11| crtE | polyprenyl synthetase,3.0,3.0,3.0,0.11699999999999999,| crtE | polyprenyl synthetase
663,PMM1072,2.0,2.0,2.0,0.043,| cbiA2220.043| cbiAc-diamide synthase,2.0,2.0,2.0,0.043,| cbiAcobB | putative cobyrinic acid ac-diamide synthase
664,PMM1073,7.0,7.0,7.0,0.15,| PMM1073 | putative glucose 6-phosphate dehydrogenase effector OpcA7770.15| PMM1073 | putative glucose 6-phosphate dehydrogenase effector OpcA,4.0,4.0,4.0,0.092,| PMM1073 | putative glucose 6-phosphate dehydrogenase effector OpcA
665,PMM1074,7.0,8.0,7.0,0.107,| zwf | glucose-6-phosphate 1-dehydrogenase7870.107| zwf | glucose-6-phosphate 1-dehydrogenase,4.0,4.0,4.0,0.063,| zwf | glucose-6-phosphate 1-dehydrogenase
666,PMM1075,10.0,15.0,10.0,0.205,| petH | ferredoxin-NADP oxidoreductase (FNR)1015100.205| petH | ferredoxin-NADP oxidoreductase (FNR),11.0,14.0,11.0,0.22699999999999998,| petH | ferredoxin-NADP oxidoreductase (FNR)
667,PMM1076,1.0,1.0,1.0,0.062,| PMM1076 | hypothetical protein1110.062| PMM1076 | hypothetical protein,2.0,2.0,2.0,0.062,| PMM1076 | hypothetical protein
668,PMM1077,1.0,1.0,1.0,0.038,| PMM1077 | adaptive-response sensory kinase1110.038| PMM1077 | adaptive-response sensory kinase,2.0,2.0,2.0,0.062,| PMM1077 | adaptive-response sensory kinase
669,PMM1078,2.0,2.0,2.0,0.08900000000000001,| PMM1078 | hypothetical protein2220.089| PMM1078 | hypothetical protein,3.0,3.0,3.0,0.133,| PMM1078 | hypothetical protein
670,PMM1079,1.0,2.0,1.0,0.068,| PMM1079 | Villin headpiece domain-containing protein1210.068| PMM1079 | Villin headpiece domain-containing protein,4.0,5.0,4.0,0.342,| PMM1079 | Villin headpiece domain-containing protein
671,PMM1080,1.0,1.0,1.0,0.024,| kprS | ribose-phosphate pyrophosphokinase1110.024| kprS | ribose-phosphate pyrophosphokinase,1.0,1.0,1.0,0.024,| kprS | ribose-phosphate pyrophosphokinase
672,PMM1081,1.0,1.0,1.0,0.02,| malQ | putative 4-alpha-glucanotransferase1110.02| malQ | putative 4-alpha-glucanotransferase,3.0,3.0,1.0,0.047,| malQ | putative 4-alpha-glucanotransferase
673,PMM1082,1.0,1.0,1.0,0.049,| PMM1082 | helix-turn-helix1110.049| PMM1082 | helix-turn-helix,1.0,1.0,1.0,0.049,| PMM1082 | helix-turn-helix
674,PMM1084,4.0,4.0,1.0,0.039,| cad | Orn/Lys/Arg decarboxylase family protein4410.039| cad | Orn/Lys/Arg decarboxylase family protein,3.0,3.0,0.0,0.019,| cad | Orn/Lys/Arg decarboxylase family protein
675,PMM1087,3.0,3.0,2.0,0.077,| gldA | putative glycerol dehydrogenase3320.077| gldA | putative glycerol dehydrogenase,2.0,2.0,1.0,0.044000000000000004,| gldA | putative glycerol dehydrogenase
676,PMM1088,15.0,18.0,15.0,0.165,| clpC | ClpC1518150.165| clpC | ClpC,14.0,16.0,14.0,0.154,| clpC | ClpC
677,PMM1090,7.0,7.0,7.0,0.11800000000000001,| lysA | diaminopimelate decarboxylase7770.118| lysA | diaminopimelate decarboxylase,6.0,6.0,6.0,0.11599999999999999,| lysA | diaminopimelate decarboxylase
678,PMM1091,3.0,3.0,3.0,0.111,| PMM1091 | hypothetical protein3330.111| PMM1091 | hypothetical protein,4.0,4.0,4.0,0.145,| PMM1091 | hypothetical protein
679,PMM1092,1.0,1.0,1.0,0.026000000000000002,| uppS | undecaprenyl pyrophosphate synthetase1110.026| uppS | undecaprenyl pyrophosphate synthetase,2.0,2.0,2.0,0.051,| uppS | undecaprenyl pyrophosphate synthetase
680,PMM1097,1.0,2.0,1.0,0.035,| recR | recombination protein RecR1210.035| recR | recombination protein RecR,2.0,3.0,2.0,0.08,| recR | recombination protein RecR
681,PMM1098,2.0,2.0,2.0,0.054000000000000006,| psbP | photosystem II oxygen evolving complex protein PsbP2220.054| psbP | photosystem II oxygen evolving complex protein PsbP,3.0,3.0,3.0,0.124,| psbP | photosystem II oxygen evolving complex protein PsbP
682,PMM1099,3.0,3.0,3.0,0.059000000000000004,| PMM1099 | multidrug ABC transporter3330.059| PMM1099 | multidrug ABC transporter,5.0,5.0,5.0,0.09300000000000001,| PMM1099 | multidrug ABC transporter
683,PMM1101,1.0,1.0,1.0,0.019,| PMM1101 | putative ATP-dependent RNA helicase1110.019| PMM1101 | putative ATP-dependent RNA helicase,,,,,
684,PMM1102,1.0,1.0,1.0,0.013999999999999999,| recD | exodeoxyribonuclease V 67 kD polypeptide1110.014| recD | exodeoxyribonuclease V 67 kD polypeptide,1.0,1.0,1.0,0.013999999999999999,| recD | exodeoxyribonuclease V 67 kD polypeptide
685,PMM1103,3.0,3.0,3.0,0.017,| recB | UvrD/REP helicase subunit B3330.017| recB | UvrD/REP helicase subunit B,4.0,4.0,4.0,0.023,| recB | UvrD/REP helicase subunit B
686,PMM1105,1.0,1.0,1.0,0.009000000000000001,| recC | exodeoxyribonuclease V subunit C 125 kD polypeptide1110.009| recC | exodeoxyribonuclease V subunit C 125 kD polypeptide,2.0,3.0,2.0,0.009000000000000001,| recC | exodeoxyribonuclease V subunit C 125 kD polypeptide
687,PMM1106,3.0,4.0,3.0,0.267,| PMM1106 | hypothetical protein3430.267| PMM1106 | hypothetical protein,4.0,5.0,4.0,0.276,| PMM1106 | hypothetical protein
688,PMM1107,3.0,3.0,3.0,0.08,| pdxJ | pyridoxine 5'-phosphate synthase3330.08| pdxJ | pyridoxine 5'-phosphate synthase,2.0,2.0,2.0,0.08,| pdxJ | pyridoxine 5'-phosphate synthase
689,PMM1109,4.0,5.0,4.0,0.198,| PMM1109 | hypothetical protein4540.198| PMM1109 | hypothetical protein,4.0,5.0,4.0,0.198,| PMM1109 | hypothetical protein
690,PMM1110,3.0,3.0,3.0,0.474,| PMM1110 | BolA-like protein3330.474| PMM1110 | BolA-like protein,3.0,3.0,3.0,0.395,| PMM1110 | BolA-like protein
691,PMM1113,3.0,4.0,3.0,0.122,| PMM1113 | two-component response regulator3430.122| PMM1113 | two-component response regulator,1.0,2.0,1.0,0.049,| PMM1113 | two-component response regulator
692,PMM1114,1.0,1.0,1.0,0.048,| PMM1114 | hypothetical protein1110.048| PMM1114 | hypothetical protein,2.0,2.0,2.0,0.08900000000000001,| PMM1114 | hypothetical protein
693,PMM1115,4.0,4.0,4.0,0.066,| crtH | putative carotenoid isomerase4440.066| crtH | putative carotenoid isomerase,3.0,3.0,3.0,0.051,| crtH | putative carotenoid isomerase
694,PMM1116,1.0,1.0,1.0,0.015,| gidA | tRNA (uracil-5-)-methyltransferase Gid1110.015| gidA | tRNA (uracil-5-)-methyltransferase Gid,1.0,1.0,1.0,0.015,| gidA | tRNA (uracil-5-)-methyltransferase Gid
695,PMM1119,1.0,1.0,1.0,0.024,| som | porin1110.024| som | porin,1.0,1.0,1.0,0.024,| som | porin
696,PMM1120,2.0,2.0,2.0,0.036000000000000004,| PMM1120 | TPR repeat-containing sulfotransferase2220.036| PMM1120 | TPR repeat-containing sulfotransferase,1.0,1.0,1.0,0.013000000000000001,| PMM1120 | TPR repeat-containing sulfotransferase
697,PMM1121,1.0,1.0,1.0,0.045,| som | porin1110.045| som | porin,1.0,1.0,1.0,0.045,| som | porin
698,PMM1122,2.0,2.0,2.0,0.146,| apt | adenine phosphoribosyltransferase2220.146| apt | adenine phosphoribosyltransferase,2.0,2.0,2.0,0.146,| apt | adenine phosphoribosyltransferase
699,PMM1126,1.0,1.0,0.0,0.01,| PMM1126 | hypothetical protein1100.01| PMM1126 | hypothetical protein,1.0,1.0,1.0,0.022000000000000002,| PMM1126 | hypothetical protein
