Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 100 m suspended,Coverage (%) 965 m suspended,Coverage (%) 94 m sinking,Coverage (%) 965 m sinking,Area 100 m suspended,Area 965 m suspended,Area 94 m sinking,Area 965 m sinking,#Peptides,#Unique,#Spec 100 m suspended,#Spec 965 m suspended,#Spec 94 m sinking,#Spec 965 m sinking,PTM,Avg. Mass,Description
465,2480,ETNP_100m_PROKKA_73097,66.51,17,17,0,0,0,3.4E5,,,,1,1,2,0,0,0,,9371,50S ribosomal protein L27
465,2481,WP_011130789,66.51,17,17,0,0,0,3.4E5,,,,1,1,2,0,0,0,,9317,50S ribosomal protein L27 Prochlorococcus marinus
465,2482,NP_85m_PROKKA_29696,66.51,17,17,0,0,0,3.4E5,,,,1,1,2,0,0,0,,9345,50S ribosomal protein L27
465,2483,ETNP_90m_PROKKA_209641,66.51,17,17,0,0,0,3.4E5,,,,1,1,2,0,0,0,,9372,50S ribosomal protein L27
465,2484,ETNP14_68maa_PROKKA_194180,66.51,17,17,0,0,0,3.4E5,,,,1,1,2,0,0,0,,9417,50S ribosomal protein L27
465,2472,ETNP_90m_PROKKA_50232,66.51,23,23,0,0,0,3.4E5,,,,1,1,2,0,0,0,,7006,50S ribosomal protein L27
399,1072,ETNP_100m_particle_PROKKA_12044,66.14,11,11,0,0,0,2E5,,,,2,2,2,0,0,0,,24911,Translation initiation factor IF-3
399,1073,ETNP_90m_PROKKA_34785,66.14,11,11,0,0,0,2E5,,,,2,2,2,0,0,0,,24911,Translation initiation factor IF-3
399,1078,WP_011129498,66.14,11,11,0,0,0,2E5,,,,2,2,2,0,0,0,,25323,translation initiation factor IF-3 Prochlorococcus marinus
399,1079,ETNP_90m_PROKKA_93999,66.14,11,11,0,0,0,2E5,,,,2,2,2,0,0,0,,25293,Translation initiation factor IF-3
399,1084,WP_036913285,66.14,11,11,0,0,0,2E5,,,,2,2,2,0,0,0,,25309,translation initiation factor IF-3 Prochlorococcus
677,1644,ETNP_90m_PROKKA_43773,66.13,17,7,0,3,7,3.16E4,,3.75E5,0E0,4,4,1,0,1,2,,26987,3-oxoacyl-[acyl-carrier-protein] reductase FabG
677,1645,ETNP_100m_particle_PROKKA_106873,66.13,17,7,0,3,7,3.16E4,,3.75E5,0E0,4,4,1,0,1,2,,26987,3-oxoacyl-[acyl-carrier-protein] reductase FabG
677,1646,ETNP_120m_PROKKA_203243,66.13,17,7,0,3,7,3.16E4,,3.75E5,0E0,4,4,1,0,1,2,,26987,3-oxoacyl-[acyl-carrier-protein] reductase FabG
677,1846,ETNP_120m_PROKKA_157322,62.17,13,7,0,3,3,3.16E4,,3.75E5,0E0,3,3,1,0,1,1,,26987,3-oxoacyl-[acyl-carrier-protein] reductase FabG
677,1847,ETNP_90m_PROKKA_50633,62.17,13,7,0,3,3,3.16E4,,3.75E5,0E0,3,3,1,0,1,1,,26987,3-oxoacyl-[acyl-carrier-protein] reductase FabG
462,1651,ETNP_140m_PROKKA_79476,65.78,20,20,0,0,0,2.74E5,,,,2,2,2,0,0,0,,11338,50S ribosomal protein L23
462,1652,ETNP_100m_PROKKA_84887,65.78,20,20,0,0,0,2.74E5,,,,2,2,2,0,0,0,,11338,50S ribosomal protein L23
462,1653,WP_036912641,65.78,20,20,0,0,0,2.74E5,,,,2,2,2,0,0,0,,11335,50S ribosomal protein L23 Prochlorococcus
462,1654,ETNP_100m_PROKKA_38389,65.78,20,20,0,0,0,2.74E5,,,,2,2,2,0,0,0,,11338,50S ribosomal protein L23
462,1655,ETNP_90m_PROKKA_64993,65.78,20,20,0,0,0,2.74E5,,,,2,2,2,0,0,0,,11338,50S ribosomal protein L23
462,1656,ETNP_100m_particle_PROKKA_19645,65.78,20,20,0,0,0,2.74E5,,,,2,2,2,0,0,0,,11338,50S ribosomal protein L23
462,1657,WP_011131101,65.78,20,20,0,0,0,2.74E5,,,,2,2,2,0,0,0,,11423,50S ribosomal protein L23 Prochlorococcus marinus
232,1522,WP_042849696,65.59,7,3,2,2,2,,,,,4,0,3,1,2,3,,42632,phosphoglycerate kinase Prochlorococcus sp MIT 0604
298,973,ETNP14_68maa_PROKKA_53132,65.21,27,27,0,0,0,1.32E5,,,,5,2,5,0,0,0,,12220,Nitrogen regulatory protein P-II
291,731,ETNP_120m_free_PROKKA_187241,64.38,27,27,0,0,0,1.7E5,,,,4,1,5,0,0,0,,12248,Nitrogen regulatory protein P-II
291,732,ETNP_100m_particle_PROKKA_60224,64.38,27,27,0,0,0,1.7E5,,,,4,1,5,0,0,0,,12248,Nitrogen regulatory protein P-II
291,733,ETNP_90m_PROKKA_90760,64.38,27,27,0,0,0,1.7E5,,,,4,1,5,0,0,0,,12248,Nitrogen regulatory protein P-II
291,734,ETNP_120m_PROKKA_308269,64.38,27,27,0,0,0,1.7E5,,,,4,1,5,0,0,0,,12248,Nitrogen regulatory protein P-II
291,735,ETNP_140m_PROKKA_158331,64.38,27,27,0,0,0,1.7E5,,,,4,1,5,0,0,0,,12248,Nitrogen regulatory protein P-II
291,736,ETNP_120m_particle_PROKKA_08576,64.38,27,27,0,0,0,1.7E5,,,,4,1,5,0,0,0,,12248,Nitrogen regulatory protein P-II
190,914,ETNP14_68mB_PROKKA_36176,64.26,15,12,9,0,0,0E0,,,,6,1,4,4,0,0,Carbamidomethylation; Mutation,29135,glycine betaine transporter periplasmic subunit
425,1113,ETNP_300m_PROKKA_41812,63.97,10,7,3,0,0,1.9E5,1.14E5,,,3,2,2,1,0,0,,37108,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
425,1114,ETNP_120m_PROKKA_84682,63.97,9,6,3,0,0,1.9E5,1.14E5,,,3,2,2,1,0,0,,39818,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
425,1173,NP_300m_PROKKA_22882,58.49,7,7,0,0,0,1.9E5,,,,2,1,2,0,0,0,,36819,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
425,1174,ETNP_180m_PROKKA_13043,58.49,7,7,0,0,0,1.9E5,,,,2,1,2,0,0,0,,36493,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
212,972,WP_033384699,63.83,14,6,14,0,0,,,,,6,0,2,6,0,0,Carbamidomethylation,31560,glycine betaine ABC transporter substrate-binding protein partial SAR324 cluster bacterium SCGC AAA001-C10
212,978,ETNP14_68maa_PROKKA_132204,63.83,12,5,12,0,0,,,,,6,0,2,6,0,0,Carbamidomethylation,35027,glycine betaine transporter periplasmic subunit
434,940,ETNP_100m_PROKKA_30176,63.32,21,21,0,0,0,6.19E5,,,,3,2,3,0,0,0,,16361,50S ribosomal protein L13
434,941,NP_85m_PROKKA_21556,63.32,20,20,0,0,0,6.19E5,,,,3,2,3,0,0,0,,16863,50S ribosomal protein L13
434,952,ETNP_100m_PROKKA_72707,63.32,20,20,0,0,0,6.19E5,,,,3,2,3,0,0,0,,16859,50S ribosomal protein L13
434,953,ETNP_100m_particle_PROKKA_85348,63.32,20,20,0,0,0,6.19E5,,,,3,2,3,0,0,0,,16859,50S ribosomal protein L13
434,954,ETNP_90m_PROKKA_141262,63.32,20,20,0,0,0,6.19E5,,,,3,2,3,0,0,0,,16762,50S ribosomal protein L13
434,955,ETNP_110m_PROKKA_30130,63.32,20,20,0,0,0,6.19E5,,,,3,2,3,0,0,0,,16762,50S ribosomal protein L13
434,956,ETNP_90m_PROKKA_195971,63.32,20,20,0,0,0,6.19E5,,,,3,2,3,0,0,0,,16859,50S ribosomal protein L13
434,957,ETNP_120m_PROKKA_145483,63.32,20,20,0,0,0,6.19E5,,,,3,2,3,0,0,0,,16762,50S ribosomal protein L13
434,958,ETNP_100m_particle_PROKKA_82180,63.32,20,20,0,0,0,6.19E5,,,,3,2,3,0,0,0,,16762,50S ribosomal protein L13
434,959,ETNP_110m_PROKKA_12661,63.32,20,20,0,0,0,6.19E5,,,,3,2,3,0,0,0,,16859,50S ribosomal protein L13
434,1688,WP_038654318,56.89,16,16,0,0,0,6.19E5,,,,2,2,2,0,0,0,,16826,50S ribosomal protein L13 Prochlorococcus sp MIT 0801
434,1689,WP_036912698,56.89,16,16,0,0,0,6.19E5,,,,2,2,2,0,0,0,,16802,50S ribosomal protein L13 Prochlorococcus
434,1690,WP_011131125,56.89,16,16,0,0,0,6.19E5,,,,2,2,2,0,0,0,,16816,50S ribosomal protein L13 Prochlorococcus marinus
355,923,ETNP_140m_PROKKA_140406,63.20,21,21,0,0,0,,,,,3,0,4,0,0,0,,16636,Photosystem II protein
303,1236,WP_038543212,62.75,27,27,0,0,0,0E0,,,,4,1,5,0,0,0,Oxidation (M); Replacement of proton with ammonium ion,18027,phycocyanin Synechococcus sp KORDI-100
366,1436,WP_052043467,62.41,13,13,0,0,0,9.42E5,,,,3,3,3,0,0,0,Methylation(others),19960,hypothetical protein  partial Prochlorococcus sp MIT 0701
366,1755,WP_011127181,62.41,18,18,0,0,0,9.42E5,,,,3,3,3,0,0,0,Methylation(others),15773,hypothetical protein Synechococcus
427,1388,ETNP_160m_PROKKA_97144,62.37,19,19,0,0,0,1.3E6,,,,2,2,2,0,0,0,,14346,30S ribosomal protein S16
427,1389,ETNP14_68maa_PROKKA_186710,62.37,19,19,0,0,0,1.3E6,,,,2,2,2,0,0,0,,14346,30S ribosomal protein S16
427,2070,ETNP_120m_particle_PROKKA_08584,62.37,37,37,0,0,0,1.3E6,,,,2,2,2,0,0,0,,7155,hypothetical protein
208,965,ETNP14_68maa_PROKKA_105275,62.25,7,4,0,0,4,2.49E5,,,9.97E5,4,2,2,0,0,5,,57045,60 kDa chaperonin 2
313,1911,ETNP_60m_PROKKA_04658,61.88,24,24,0,0,0,2.4E5,,,,4,1,4,0,0,0,,10585,Nitrogen regulatory protein P-II
313,1912,ETNP_70m_PROKKA_71750,61.88,21,21,0,0,0,2.4E5,,,,4,1,4,0,0,0,,12384,Nitrogen regulatory protein P-II
341,1123,WP_050751600,61.78,18,18,0,3,0,5.14E5,,0E0,,4,4,4,0,1,0,Mutation,22640,antitermination protein NusG Synechococcus sp WH 5701
360,1277,ETNP_120m_particle_PROKKA_107560,61.38,8,8,2,0,0,2.82E4,,,,2,1,2,1,0,0,Carbamidomethylation,29408,glycine betaine transporter periplasmic subunit
360,1459,ETNP_180m_PROKKA_17359,61.38,7,7,2,0,0,2.82E4,,,,2,1,2,1,0,0,Carbamidomethylation,34636,glycine betaine transporter periplasmic subunit
360,1492,ETNP_120m_PROKKA_72050,61.38,8,8,2,0,0,2.82E4,,,,2,1,2,1,0,0,Carbamidomethylation,32648,glycine betaine transporter periplasmic subunit
455,1668,ETNP_90m_PROKKA_94812,61.12,8,8,0,0,0,4.7E5,,,,2,2,2,0,0,0,,44399,S-adenosylmethionine synthase
455,1669,ETNP_140m_PROKKA_05390,61.12,8,8,0,0,0,4.7E5,,,,2,2,2,0,0,0,,44355,S-adenosylmethionine synthase
455,1670,ETNP_110m_PROKKA_02396,61.12,8,8,0,0,0,4.7E5,,,,2,2,2,0,0,0,,44355,S-adenosylmethionine synthase
455,1667,ETNP_100m_PROKKA_57003,61.12,9,9,0,0,0,4.7E5,,,,2,2,2,0,0,0,,41584,S-adenosylmethionine synthase
455,1666,NP_100m_PROKKA_21141,61.12,16,16,0,0,0,4.7E5,,,,2,2,2,0,0,0,,24160,S-adenosylmethionine synthase
435,1103,ETNP_90m_PROKKA_88943,60.90,19,19,0,0,0,6.23E5,,,,2,2,2,0,0,0,,11942,50S ribosomal protein L10
321,1028,NP_85m_PROKKA_25077,60.62,9,6,0,0,3,,,,,3,0,2,0,0,1,,32906,ATP synthase subunit beta
617,1419,ETNP_120m_PROKKA_275941,60.56,9,9,0,0,0,3.27E5,,,,2,2,2,0,0,0,Carbamidomethylation,30036,glycine betaine transporter periplasmic subunit
617,1420,ETNP_120m_free_PROKKA_235836,60.56,8,8,0,0,0,3.27E5,,,,2,2,2,0,0,0,Carbamidomethylation,36432,glycine betaine transporter periplasmic subunit
617,1468,ETNP_140m_PROKKA_130144,60.56,13,13,0,0,0,3.27E5,,,,2,2,2,0,0,0,Carbamidomethylation,21057,glycine betaine transporter periplasmic subunit
617,1469,ETNP14_120mab_PROKKA_65990,60.56,13,13,0,0,0,3.27E5,,,,2,2,2,0,0,0,Carbamidomethylation,22211,glycine betaine transporter periplasmic subunit
617,1578,ETNP_120m_free_PROKKA_182392,52.00,5,5,0,0,0,2.34E5,,,,1,1,1,0,0,0,,34119,glycine betaine transporter periplasmic subunit
617,1579,ETNP_180m_PROKKA_61735,52.00,5,5,0,0,0,2.34E5,,,,1,1,1,0,0,0,,36437,glycine betaine transporter periplasmic subunit
617,1580,ETNP_120m_PROKKA_150239,52.00,5,5,0,0,0,2.34E5,,,,1,1,1,0,0,0,,36437,glycine betaine transporter periplasmic subunit
617,1581,NP_300m_PROKKA_22777,52.00,5,5,0,0,0,2.34E5,,,,1,1,1,0,0,0,,36437,glycine betaine transporter periplasmic subunit
617,1582,ETNP_300m_PROKKA_25221,52.00,5,5,0,0,0,2.34E5,,,,1,1,1,0,0,0,,36437,glycine betaine transporter periplasmic subunit
617,1583,ETNP_160m_PROKKA_158752,52.00,5,5,0,0,0,2.34E5,,,,1,1,1,0,0,0,,36437,glycine betaine transporter periplasmic subunit
351,948,ETNP_180m_PROKKA_17685,60.15,17,17,0,0,0,2.76E6,,,,4,4,4,0,0,0,,17568,Core histone H2A/H2B/H3/H4
351,975,ETNP_160m_PROKKA_146664,60.15,25,25,0,0,0,2.76E6,,,,4,4,4,0,0,0,,12138,Core histone H2A/H2B/H3/H4
351,976,ETNP_140m_PROKKA_143912,60.15,25,25,0,0,0,2.76E6,,,,4,4,4,0,0,0,,12112,Core histone H2A/H2B/H3/H4
351,977,ETNP_120m_particle_PROKKA_35033,60.15,19,19,0,0,0,2.76E6,,,,4,4,4,0,0,0,,15175,Core histone H2A/H2B/H3/H4
633,1789,WP_012516957,60.13,9,0,0,0,9,,,,3.09E5,1,1,0,0,0,1,,22573,50S ribosomal protein L3 Alteromonas mediterranea
633,1980,ETNP_90m_PROKKA_81662,60.13,24,0,0,0,24,,,,3.09E5,1,1,0,0,0,1,,8017,50S ribosomal protein L3
398,1070,ETNP_90m_PROKKA_127932,60.00,6,6,0,0,0,3.5E4,,,,3,1,3,0,0,0,,54279,60 kDa chaperonin 1
398,1071,ETNP14_120maa_PROKKA_05544,60.00,6,6,0,0,0,3.5E4,,,,3,1,3,0,0,0,,57254,60 kDa chaperonin 1
413,1817,ETNP14_68maa_PROKKA_188970,59.56,10,5,0,0,5,,,,0E0,2,1,1,0,0,1,,28667,Photosystem II protein
288,1132,KUK93587,59.06,4,3,2,0,1,,,,2.67E5,5,1,4,1,0,1,,60336,60 kDa chaperonin Marinimicrobia bacterium 46_43
406,1193,ETNP_300m_PROKKA_126326,58.73,9,5,0,2,3,,,6.93E5,0E0,4,2,2,0,1,1,,42131,60 kDa chaperonin 7
547,1550,ETNP_90m_PROKKA_184989,58.36,6,4,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,36395,NAD dependent epimerase/dehydratase family protein
547,1551,ETNP_100m_particle_PROKKA_88078,58.36,5,4,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,41592,NAD dependent epimerase/dehydratase family protein
547,1562,ETNP14_68maa_PROKKA_33812,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44360,CDP-paratose 2-epimerase
547,1560,NP_85m_PROKKA_09886,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44431,UDP-glucose 4-epimerase
547,1561,ETNP_100m_PROKKA_52706,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44321,UDP-glucose 4-epimerase
547,1577,WP_038542491,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44199,NAD-dependent dehydratase Synechococcus sp KORDI-100
547,1588,WP_036913158,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44175,NAD-dependent dehydratase Prochlorococcus
547,1589,WP_011129429,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44267,NAD-dependent dehydratase Prochlorococcus marinus
547,1593,WP_038654757,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44233,NAD-dependent dehydratase Prochlorococcus sp MIT 0801
547,1616,ETNP_140m_PROKKA_71410,58.36,6,4,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,36329,UDP-glucose 4-epimerase
547,1626,WP_011126930,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44291,NAD-dependent dehydratase Synechococcus
547,1623,ETNP_100m_PROKKA_63048,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44327,UDP-glucose 4-epimerase
547,1624,ETNP_120m_PROKKA_132250,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44327,UDP-glucose 4-epimerase
547,1625,ETNP_90m_PROKKA_152250,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44327,UDP-glucose 4-epimerase
547,1627,ETNP_100m_particle_PROKKA_100066,58.36,5,3,0,0,1,0E0,,,4.64E4,2,2,1,0,0,1,,44554,UDP-glucose 4-epimerase
547,1628,ETNP_120m_PROKKA_191601,58.36,5,3,0,0,1,0E0,,,4.64E4,2,2,1,0,0,1,,44554,UDP-glucose 4-epimerase
547,1735,ETNP_120m_free_PROKKA_88768,58.36,8,6,0,0,3,0E0,,,4.64E4,2,2,1,0,0,1,,26007,NAD dependent epimerase/dehydratase family protein
547,1802,ETNP14_68maa_PROKKA_100518,58.36,5,3,0,0,2,0E0,,,4.64E4,2,2,1,0,0,1,,44370,UDP-glucose 4-epimerase
547,2232,ETNP_120m_particle_PROKKA_35915,50.31,8,8,0,0,0,0E0,,,,1,1,1,0,0,0,,17161,hypothetical protein
547,2254,ETNP_120m_PROKKA_47453,50.31,14,14,0,0,0,0E0,,,,1,1,1,0,0,0,,9896,hypothetical protein
547,2328,ETNP_90m_PROKKA_04979,50.31,14,14,0,0,0,0E0,,,,1,1,1,0,0,0,,10548,hypothetical protein
547,2533,NP_30m_PROKKA_09932,50.31,14,14,0,0,0,0E0,,,,1,1,1,0,0,0,,9774,hypothetical protein
547,2534,ETNP_90m_PROKKA_144555,50.31,14,14,0,0,0,0E0,,,,1,1,1,0,0,0,,10506,hypothetical protein
547,2532,ETNP_120m_particle_PROKKA_35018,50.31,14,14,0,0,0,0E0,,,,1,1,1,0,0,0,,9812,hypothetical protein
547,2535,ETNP_120m_PROKKA_84858,50.31,9,9,0,0,0,0E0,,,,1,1,1,0,0,0,,16010,hypothetical protein
282,1486,ETNP14_120mab_PROKKA_34914,58.31,38,24,14,0,0,2.99E5,,,,4,1,3,1,0,0,Mutation,8074,hypothetical protein
342,1685,WP_014475311,58.25,6,3,0,3,0,,,0E0,,3,1,3,0,1,0,Oxidation (M),43898,phosphoglycerate kinase Arcobacter sp L
334,1171,ETNP14_120maa_PROKKA_86395,57.96,5,5,2,0,0,,,,,4,0,4,1,0,0,,58050,60 kDa chaperonin
269,2000,ETNP_60m_PROKKA_05243,57.85,15,13,0,12,7,3.98E6,,1.75E6,9.02E5,5,5,5,0,3,1,Methylation(KR),15326,Core histone H2A/H2B/H3/H4
655,1826,ETNP_100m_particle_PROKKA_39015,57.75,19,19,0,0,0,1.95E6,,,,3,3,3,0,0,0,Mutation,15936,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
655,1827,ETNP_90m_PROKKA_57904,57.75,19,19,0,0,0,1.95E6,,,,3,3,3,0,0,0,Mutation,15890,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
655,1828,ETNP_140m_PROKKA_29120,57.75,19,19,0,0,0,1.95E6,,,,3,3,3,0,0,0,Mutation,15950,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
655,1829,ETNP_100m_PROKKA_18179,57.75,19,19,0,0,0,1.95E6,,,,3,3,3,0,0,0,Mutation,15964,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
439,1399,ETNP_120m_particle_PROKKA_38718,57.71,10,10,0,0,0,4.99E5,,,,3,3,3,0,0,0,,27177,hypothetical protein
214,1137,ETNP14_68mB_PROKKA_131805,56.44,11,8,0,0,3,1.12E6,,,,3,1,7,0,0,1,Oxidation (M); Dethiomethyl,19133,R-phycoerythrin subunit beta
214,1139,ETNP14_68maa_PROKKA_155432,56.44,10,7,0,0,2,1.12E6,,,,3,1,7,0,0,1,Oxidation (M); Dethiomethyl,21801,R-phycoerythrin subunit beta
214,1148,ETNP_140m_PROKKA_154199,51.09,8,8,0,0,0,1.12E6,,,,2,1,7,0,0,0,Oxidation (M); Dethiomethyl,18960,R-phycoerythrin subunit beta
214,1149,ETNP14_68maa_PROKKA_85196,51.09,8,8,0,0,0,1.12E6,,,,2,1,7,0,0,0,Oxidation (M); Dethiomethyl,18751,R-phycoerythrin subunit beta
214,1150,ETNP_100m_PROKKA_50420,51.09,8,8,0,0,0,1.12E6,,,,2,1,7,0,0,0,Oxidation (M); Dethiomethyl,18751,R-phycoerythrin subunit beta
214,1151,ETNP_120m_particle_PROKKA_234095,51.09,8,8,0,0,0,1.12E6,,,,2,1,7,0,0,0,Oxidation (M); Dethiomethyl,18907,R-phycoerythrin subunit beta
214,1152,ETNP_90m_PROKKA_34236,51.09,8,8,0,0,0,1.12E6,,,,2,1,7,0,0,0,Oxidation (M); Dethiomethyl,18751,R-phycoerythrin subunit beta
214,1153,ETNP_140m_PROKKA_35143,51.09,8,8,0,0,0,1.12E6,,,,2,1,7,0,0,0,Oxidation (M); Dethiomethyl,18751,R-phycoerythrin subunit beta
214,1154,NP_85m_PROKKA_10912,51.09,8,8,0,0,0,1.12E6,,,,2,1,7,0,0,0,Oxidation (M); Dethiomethyl,18796,R-phycoerythrin subunit beta
333,1021,ETNP_120m_particle_PROKKA_76937,56.33,10,10,0,0,0,,,,,5,0,6,0,0,0,,52118,60 kDa chaperonin 1
333,1023,ETNP_300m_PROKKA_146538,56.33,9,9,0,0,0,,,,,5,0,6,0,0,0,,58282,60 kDa chaperonin 1
333,1024,ETNP_150m_particle_PROKKA_10026,56.33,10,10,0,0,0,,,,,5,0,6,0,0,0,,50980,60 kDa chaperonin 1
386,1922,ETNP14_120mab_PROKKA_146803,55.93,8,0,0,8,0,,,5.87E5,,2,1,0,0,2,0,,17544,Enolase
386,1949,ETNP14_68mB_PROKKA_170417,55.93,10,0,0,10,0,,,5.87E5,,2,1,0,0,2,0,,14050,Enolase
386,1976,ETNP_120m_PROKKA_188461,55.93,3,0,0,3,0,,,5.87E5,,2,1,0,0,2,0,,46030,Enolase
386,1977,ETNP_180m_PROKKA_165718,55.93,3,0,0,3,0,,,5.87E5,,2,1,0,0,2,0,,46033,Enolase
386,1991,ETNP14_120maa_PROKKA_104180,55.93,3,0,0,3,0,,,5.87E5,,2,1,0,0,2,0,,46954,Enolase
386,1995,ETNP14_120maa_PROKKA_167483,55.93,3,0,0,3,0,,,5.87E5,,2,1,0,0,2,0,,37483,Enolase
386,1996,ETNP_110m_PROKKA_00766,55.93,3,0,0,3,0,,,5.87E5,,2,1,0,0,2,0,,37497,Enolase
386,2035,ETNP_140m_PROKKA_35138,55.93,5,0,0,5,0,,,5.87E5,,2,1,0,0,2,0,,27057,Enolase
386,2036,ETNP_160m_PROKKA_197262,55.93,5,0,0,5,0,,,5.87E5,,2,1,0,0,2,0,,27070,Enolase
386,2037,ETNP_120m_free_PROKKA_224805,55.93,5,0,0,5,0,,,5.87E5,,2,1,0,0,2,0,,27013,Enolase
386,2349,NP_125m_PROKKA_19814,55.93,9,0,0,9,0,,,5.87E5,,2,1,0,0,2,0,,13645,Enolase
386,2350,ETNP_120m_particle_PROKKA_227993,55.93,8,0,0,8,0,,,5.87E5,,2,1,0,0,2,0,,17274,Enolase
394,1647,ETNP14_120maa_PROKKA_51295,55.81,7,3,2,0,3,,,,1.69E5,4,1,1,1,0,2,Oxidation (M),57758,60 kDa chaperonin 5
394,1714,ETNP_300m_PROKKA_174740,51.79,6,3,2,0,1,,,,,3,0,1,1,0,1,,57744,60 kDa chaperonin 5
287,869,ETNP_100m_PROKKA_95374,55.28,14,11,2,0,0,5.89E5,0E0,,,5,3,5,1,0,0,,39510,Coproporphyrinogen-III oxidase  aerobic
287,870,ETNP_160m_PROKKA_50944,55.28,14,11,2,0,0,5.89E5,0E0,,,5,3,5,1,0,0,,39480,Coproporphyrinogen-III oxidase  aerobic
464,1830,ETNP_100m_particle_PROKKA_42501,54.57,67,67,0,0,0,1.1E5,,,,2,2,2,0,0,0,,7033,hypothetical protein
464,1831,ETNP_120m_PROKKA_91980,54.57,67,67,0,0,0,1.1E5,,,,2,2,2,0,0,0,,7033,hypothetical protein
464,1832,ETNP_110m_PROKKA_24387,54.57,67,67,0,0,0,1.1E5,,,,2,2,2,0,0,0,,7019,hypothetical protein
365,1371,WP_006172775,54.19,16,16,0,0,0,9.93E5,,,,2,2,3,0,0,0,Carbamidomethylation,13069,50S ribosomal protein L20 Synechococcus sp WH 5701
365,1374,WP_011129434,54.19,16,16,0,0,0,9.93E5,,,,2,2,3,0,0,0,Carbamidomethylation,13205,50S ribosomal protein L20 Prochlorococcus
365,1804,ETNP_110m_PROKKA_24638,54.19,17,17,0,0,0,9.93E5,,,,2,2,3,0,0,0,Carbamidomethylation,11767,50S ribosomal protein L20
365,1805,ETNP_100m_particle_PROKKA_64892,54.19,16,16,0,0,0,9.93E5,,,,2,2,3,0,0,0,Carbamidomethylation,13123,50S ribosomal protein L20
365,1806,ETNP_90m_PROKKA_184984,54.19,16,16,0,0,0,9.93E5,,,,2,2,3,0,0,0,Carbamidomethylation,13104,50S ribosomal protein L20
365,1807,ETNP_120m_particle_PROKKA_09925,54.19,16,16,0,0,0,9.93E5,,,,2,2,3,0,0,0,Carbamidomethylation,13161,50S ribosomal protein L20
365,1808,ETNP_120m_PROKKA_191606,54.19,16,16,0,0,0,9.93E5,,,,2,2,3,0,0,0,Carbamidomethylation,13123,50S ribosomal protein L20
365,1809,ETNP_120m_PROKKA_47446,54.19,16,16,0,0,0,9.93E5,,,,2,2,3,0,0,0,Carbamidomethylation,13104,50S ribosomal protein L20
365,1810,ETNP_120m_PROKKA_276298,54.19,16,16,0,0,0,9.93E5,,,,2,2,3,0,0,0,Carbamidomethylation,13161,50S ribosomal protein L20
365,1811,ETNP_90m_PROKKA_57376,54.19,16,16,0,0,0,9.93E5,,,,2,2,3,0,0,0,Carbamidomethylation,13123,50S ribosomal protein L20
365,1812,ETNP_90m_PROKKA_152244,54.19,16,16,0,0,0,9.93E5,,,,2,2,3,0,0,0,Carbamidomethylation,13161,50S ribosomal protein L20
741,2148,ETNP_180m_PROKKA_54803,54.15,9,9,0,0,0,1.91E5,,,,1,1,1,0,0,0,,15846,hypothetical protein
741,2149,NP_125m_PROKKA_17726,54.15,7,7,0,0,0,1.91E5,,,,1,1,1,0,0,0,,19974,hypothetical protein
741,2150,NP_300m_PROKKA_17582,54.15,7,7,0,0,0,1.91E5,,,,1,1,1,0,0,0,,19947,hypothetical protein
741,2151,NP_100m_PROKKA_05517,54.15,5,5,0,0,0,1.91E5,,,,1,1,1,0,0,0,,26865,D-ribose transporter subunit RbsB
741,2152,ETNP_100m_PROKKA_76703,54.15,5,5,0,0,0,1.91E5,,,,1,1,1,0,0,0,,26864,D-ribose-binding periplasmic protein precursor
741,2153,NP_85m_PROKKA_18424,54.15,5,5,0,0,0,1.91E5,,,,1,1,1,0,0,0,,31253,D-ribose-binding periplasmic protein precursor
