Event,Station,Bottle,Sal00,Sal11,Sigma-t00,Sigma-t11,Sbeox0Mg/L,Sbox0Mm/Kg,Sbeox0PS,Longitude,Latitude,DepSM,T090C,T190C,FlSP,CStarAt0,CStarTr0,Par,pH,NO2 Conc.
35,29,19,34.725,34.7251,26.3942,26.3942,0.0473,1.442,0.546,-107.99956,18.4667,200.911,11.9282,11.9323,0.0665,12.3257,4.5893,0.0507,,
35,29,20,34.7226,34.7225,26.3046,26.3046,0.0816,2.484,0.949,-107.99956,18.46666,175.724,12.3821,12.3815,0.0659,12.3228,4.5928,0.0655,,
35,29,21,34.6854,34.6851,26.1417,26.1417,0.1938,5.902,2.286,-107.99956,18.4667,150.989,13.0577,13.0576,0.0651,12.3239,4.5915,0.133,,
35,29,22,34.3101,34.3095,25.5965,25.5965,1.8059,55.025,21.793,-107.99956,18.46666,101.088,14.2877,14.2874,0.349,12.3359,4.5777,1.57,,
35,29,23,34.4047,34.4068,23.8858,23.8858,6.9589,212.395,96.495,-107.99956,18.46668,55.921,21.5779,21.5922,0.387,12.393,4.5128,34.6,,
35,29,24,34.8123,34.8136,22.8027,22.8027,6.6288,202.533,99.948,-107.99956,18.4667,2.623,26.2852,26.2783,0.0742,12.3806,4.5268,141,,
37,29,1,34.5443,34.5446,27.3808,27.3808,0.2656,8.079,2.587,-107.99956,18.46668,1001.299,4.4836,4.4838,0.0727,12.3229,4.5926,0.0666,,
37,29,2,34.5397,34.5393,27.2359,27.2359,0.0331,1.008,0.332,-107.99958,18.46668,751.123,5.6899,5.689,0.0731,12.3197,4.5963,0.0637,,
37,29,3,34.5579,34.5575,26.9826,26.9826,0.0305,0.929,0.32,-107.99958,18.4667,500.297,7.6699,7.672,0.0739,12.324,4.5913,0.0521,,0.1375786164
37,29,4,34.5712,34.5704,26.9439,26.9439,0.03,0.914,0.318,-107.99956,18.46668,475.16,8.0029,8.0021,0.0746,12.3253,4.5899,0.0534,,
37,29,5,34.5765,34.576,26.91,26.91,0.0293,0.892,0.312,-107.99956,18.46666,450.81,8.2547,8.2526,0.0746,12.3255,4.5895,0.0508,,
37,29,6,34.5815,34.5812,26.8675,26.8675,0.025,0.761,0.268,-107.99958,18.4667,425.443,8.5561,8.5572,0.0739,12.3262,4.5888,0.0514,,
37,29,7,34.6012,34.6008,26.8391,26.8391,0.0306,0.932,0.33,-107.99958,18.46668,399.879,8.8343,8.8341,0.0748,12.3271,4.5877,0.0507,,
37,29,8,34.6013,34.6006,26.84,26.84,0.0302,0.919,0.325,-107.99956,18.4667,400.388,8.8291,8.8348,0.0744,12.3269,4.5879,0.0507,,0.4127358491
37,29,9,34.6176,34.6172,26.7963,26.7963,0.0277,0.844,0.301,-107.99956,18.4667,376.041,9.1812,9.1805,0.0753,12.3278,4.587,0.0507,,0.5503144654
37,29,10,34.6205,34.6201,26.7538,26.7538,0.0251,0.763,0.274,-107.99956,18.4667,350.765,9.4534,9.4521,0.0743,12.3283,4.5864,0.0507,,
37,29,11,34.608,34.6076,26.7162,26.7162,0.0254,0.772,0.278,-107.99956,18.4667,326.054,9.6196,9.6199,0.0733,12.327,4.5879,0.0507,,0
37,29,12,34.6313,34.6303,26.6695,26.6695,0.0272,0.828,0.301,-107.99958,18.4667,300.502,10.0035,10.0031,0.0733,12.3289,4.5858,0.0507,,
37,29,13,34.6382,34.6378,26.6253,26.6253,0.03,0.914,0.334,-107.99956,18.4667,275.658,10.2894,10.2989,0.0732,12.325,4.5902,0.0507,,0.3537735849
37,29,14,34.6762,34.6772,26.5513,26.5513,0.0289,0.881,0.326,-107.99956,18.46668,250.839,10.8755,10.886,0.0733,12.3268,4.5881,0.0507,,
37,29,15,34.7033,34.703,26.4744,26.4744,0.0347,1.057,0.396,-107.99956,18.4667,226.073,11.4121,11.4131,0.0721,12.3243,4.591,0.0507,,-0.05896226415
37,29,16,34.7066,34.7063,26.4536,26.4536,0.0384,1.168,0.439,-107.99956,18.46668,215.865,11.5372,11.5332,0.0721,12.3244,4.5909,0.0507,,
37,29,17,34.7131,34.713,26.4005,26.4005,0.0604,1.84,0.695,-107.99956,18.46668,201.202,11.8458,11.845,0.071,12.3255,4.5896,0.0507,,0.5503144654
37,29,18,34.7291,34.7289,26.3348,26.3348,0.0541,1.646,0.628,-107.99956,18.46668,176.556,12.2522,12.2506,0.0703,12.3244,4.5909,0.0507,,
37,29,19,34.7075,34.7089,26.2306,26.2306,0.1356,4.13,1.588,-107.99956,18.46668,150.897,12.6967,12.6919,0.0668,12.3259,4.5891,0.0507,,-0.1572327044
37,29,20,34.6744,34.6747,26.0559,26.0559,0.2059,6.271,2.448,-107.99954,18.46668,126.341,13.4364,13.4327,0.0755,12.3258,4.5892,0.0507,,
37,29,21,34.6222,34.6215,25.9627,25.9627,0.3881,11.821,4.636,-107.99956,18.46668,116.958,13.6919,13.6932,0.0957,12.3289,4.5858,0.0627,,-0.05896226415
37,29,22,34.5448,34.5451,25.7642,25.7642,0.8674,26.426,10.496,-107.99956,18.46668,100.931,14.3514,14.3504,0.168,12.3316,4.5826,0.101,,
37,29,23,34.3313,34.3294,24.4404,24.4404,5.8391,178.122,77.619,-107.99956,18.46669,56.043,19.2832,19.2821,1.36,12.4172,4.4856,1.79,,
37,29,24,34.8071,34.8102,22.8859,22.8859,6.6343,202.686,99.562,-107.99952,18.4667,2.593,26.0066,25.9895,0.149,12.3997,4.5053,49.9,,-0.05896226415
38,30,1,34.5516,34.5522,27.3793,27.3793,0.2417,7.351,2.358,-105.99994,18.7821,999.455,4.5511,4.5511,0.073,12.3247,4.5905,0.067,,
38,30,2,34.5474,34.547,27.1993,27.1993,0.0314,0.957,0.318,-105.99992,18.78202,750.77,6.0345,6.0342,0.0729,12.3226,4.5929,0.061,,
38,30,3,34.5727,34.5723,26.9495,26.9495,0.0302,0.92,0.319,-105.9999,18.78208,499.885,7.976,7.9883,0.0748,12.3263,4.5886,0.0551,,
38,30,4,34.583,34.5825,26.9109,26.9109,0.0309,0.94,0.329,-105.99992,18.78206,475.674,8.2853,8.2854,0.075,12.3268,4.5881,0.051,,
38,30,5,34.5923,34.5923,26.8696,26.8696,0.0285,0.866,0.305,-105.99992,18.78202,450.057,8.5999,8.6035,0.0748,12.3267,4.5882,0.0512,,
38,30,6,34.606,34.6057,26.827,26.827,0.0262,0.798,0.283,-105.99994,18.78207,425.871,8.938,8.9376,0.0747,12.3278,4.587,0.0507,,
38,30,7,34.6185,34.6183,26.7815,26.7815,0.0251,0.763,0.273,-105.99994,18.78206,400.681,9.2801,9.2824,0.0741,12.329,4.5856,0.0507,,
38,30,8,34.6444,34.6441,26.7088,26.7088,0.0256,0.778,0.282,-105.99992,18.78206,375.942,9.8398,9.8397,0.074,12.3302,4.5842,0.0507,,
38,30,9,34.6617,34.6614,26.6692,26.6692,0.0265,0.806,0.294,-105.99992,18.78204,350.603,10.1503,10.1506,0.0746,12.3315,4.5827,0.0507,,
38,30,10,34.6811,34.6809,26.6383,26.6383,0.0256,0.78,0.286,-105.99992,18.78208,325.629,10.4137,10.4134,0.074,12.3327,4.5814,0.0507,,
38,30,11,34.6904,34.6902,26.6177,26.6177,0.0234,0.714,0.262,-105.99992,18.78206,301.254,10.5699,10.5699,0.0733,12.3338,4.5801,0.0507,,
38,30,12,34.72,34.72,26.5527,26.5527,0.0239,0.728,0.271,-105.99992,18.78204,275.864,11.0607,11.0638,0.0763,12.3356,4.5781,0.0507,,
38,30,13,34.7496,34.7495,26.4888,26.4888,0.0233,0.709,0.266,-105.99992,18.78208,250.809,11.5321,11.5344,0.0718,12.3375,4.5758,0.0507,,
38,30,15,34.7706,34.7705,26.4281,26.4281,0.024,0.73,0.277,-105.9999,18.78204,201.181,11.9359,11.9357,0.0724,12.3399,4.5731,0.0507,,
38,30,17,34.7919,34.7919,26.3236,26.3236,0.0228,0.695,0.267,-105.99992,18.78204,151.72,12.5567,12.5555,0.076,12.3433,4.5692,0.0507,,
38,30,19,34.777,34.7748,26.1314,26.1314,0.0225,0.685,0.268,-105.99994,18.78206,116.493,13.454,13.4663,0.153,12.3419,4.5708,0.119,,
38,30,20,34.4902,34.491,25.7833,25.7833,0.8924,27.188,10.732,-105.99992,18.78206,81.552,14.0586,14.0492,0.302,12.3372,4.5762,0.81,,
38,30,21,34.6427,34.6425,25.5933,25.5933,0.1471,4.483,1.822,-105.99992,18.78206,66.877,15.4767,15.4751,0.532,12.3685,4.5406,2.25,,
38,30,22,34.5796,34.5814,25.1837,25.1837,0.3762,11.469,4.801,-105.99992,18.78206,51.641,17.0417,17.0389,0.438,12.3626,4.5472,8.14,,
38,30,23,34.5511,34.5527,24.7326,24.7326,2.1055,64.21,27.769,-105.99992,18.78206,37.007,18.7917,18.9032,1.05,12.4288,4.4726,30.9,,
38,30,24,34.8552,34.856,23.412,23.412,6.7496,206.102,98.599,-105.99992,18.78204,2.68,24.4031,24.4018,0.164,12.417,4.4859,999,,
40,30,1,34.5502,34.5508,27.3702,27.3702,0.2177,6.623,2.128,-105.99993,18.78207,1000.664,4.6249,4.6255,0.073,12.3271,4.5877,0.0616,,
40,30,2,34.5479,34.5475,27.1944,27.1944,0.0349,1.062,0.353,-105.99988,18.78198,750.42,6.0754,6.0731,0.0729,12.3262,4.5888,0.0581,,
40,30,3,34.5688,34.5685,26.9673,26.9673,0.0324,0.987,0.342,-105.99986,18.78205,499.788,7.8344,7.8341,0.0738,12.3282,4.5865,0.0515,,0.2966965742
40,30,4,34.5801,34.5797,26.9259,26.9259,0.0298,0.908,0.317,-105.99984,18.78206,475.83,8.1707,8.1725,0.0742,12.3288,4.5859,0.0507,,
40,30,5,34.5849,34.5845,26.902,26.902,0.0291,0.886,0.31,-105.99984,18.78208,450.432,8.3514,8.3514,0.0739,12.3288,4.5859,0.0507,,0.5006117455
40,30,6,34.6033,34.6026,26.8372,26.8372,0.0293,0.892,0.316,-105.99986,18.78208,425.37,8.8596,8.8588,0.0741,12.3295,4.585,0.0508,,
40,30,7,34.6142,34.6137,26.7942,26.7942,0.0254,0.773,0.276,-105.99982,18.7821,400.204,9.18,9.1816,0.0744,12.3311,4.5832,0.0507,,0.5617862969
40,30,8,34.6424,34.6421,26.7189,26.7189,0.0267,0.811,0.293,-105.99984,18.78208,375.589,9.7701,9.7718,0.0739,12.3326,4.5814,0.0507,,
40,30,9,34.6519,34.6515,26.6937,26.6937,0.026,0.792,0.287,-105.99986,18.78206,349.998,9.9613,9.9614,0.0738,12.3339,4.58,0.0507,,0.6841353997
40,30,10,34.6772,34.677,26.6453,26.6453,0.0274,0.835,0.306,-105.99978,18.78212,325.569,10.3558,10.3564,0.0734,12.3345,4.5793,0.0507,,
40,30,11,34.6909,34.6908,26.6144,26.6144,0.0248,0.754,0.278,-105.99982,18.78212,300.86,10.591,10.5923,0.0733,12.3351,4.5787,0.0507,,0.9900081566
40,30,12,34.7125,34.7125,26.5667,26.5667,0.0232,0.706,0.262,-105.99982,18.78214,275.985,10.9505,10.9506,0.0733,12.3369,4.5765,0.0507,,
40,30,13,34.745,34.7449,26.5004,26.5004,0.026,0.791,0.296,-105.99978,18.7821,251.057,11.4499,11.4498,0.0729,12.3396,4.5734,0.0507,,1.622145188
40,30,14,34.7554,34.7552,26.4707,26.4707,0.0249,0.758,0.286,-105.9998,18.78214,226.202,11.6506,11.6506,0.0732,12.3403,4.5727,0.0507,,
40,30,15,34.7693,34.7692,26.4334,26.4334,0.0244,0.744,0.282,-105.99987,18.78214,201.56,11.9031,11.9037,0.0718,12.3415,4.5713,0.0507,,1.683319739
40,30,16,34.7838,34.7838,26.3866,26.3866,0.0241,0.733,0.279,-105.99978,18.78208,176.47,12.2034,12.1998,0.0726,12.343,4.5696,0.0507,,
40,30,17,34.792,34.7921,26.3241,26.3241,0.0228,0.695,0.267,-105.99982,18.78214,151.528,12.5546,12.554,0.0763,12.3447,4.5676,0.0507,,2.17271615
40,30,18,34.8104,34.8105,26.242,26.242,0.0225,0.685,0.265,-105.99982,18.78216,130.74,13.0382,13.0403,0.0893,12.3487,4.5631,0.0744,,
40,30,19,34.808,34.8078,26.1879,26.1879,0.0232,0.707,0.275,-105.99978,18.78212,116.581,13.2947,13.2958,0.119,12.3488,4.563,0.142,,2.519371941
40,30,20,34.645,34.6465,25.9772,25.9772,0.3029,9.227,3.62,-105.9998,18.78214,81.666,13.7022,13.6936,0.129,12.3327,4.5813,0.91,,
40,30,21,34.4896,34.4898,25.7586,25.7586,0.8782,26.756,10.585,-105.99984,18.78212,66.645,14.1715,14.1677,0.299,12.3395,4.5735,1.87,,
40,30,22,34.551,34.5577,25.4286,25.4286,0.5266,16.049,6.571,-105.9998,18.7821,51.249,15.8919,15.9361,0.31,12.3429,4.5696,4.22,,
40,30,23,34.5411,34.5409,24.9242,24.9242,1.164,35.492,15.122,-105.99982,18.78208,36.547,17.9919,17.9943,0.709,12.3702,4.5386,9.74,,0.419045677
40,30,24,34.811,34.8127,23.3459,23.3459,6.7921,207.414,99.381,-105.9998,18.7821,2.602,24.5117,24.505,0.235,12.4464,4.453,277,,-0.009176182708
41,31,1,34.7294,34.7305,26.5643,26.5643,0.0331,1.009,0.375,-105.46538,19.58332,298.832,11.0398,11.0401,0.0755,12.3431,4.5694,0.0507,,
41,31,2,34.7293,34.7305,26.5642,26.5642,0.0324,0.986,0.366,-105.46538,19.58332,298.941,11.0401,11.0409,0.0757,12.3431,4.5695,0.0507,,
41,31,3,34.7292,34.7303,26.5647,26.5647,0.0319,0.97,0.36,-105.46538,19.58332,299.317,11.0366,11.0368,0.0748,12.3441,4.5683,0.0507,,
41,31,4,34.7293,34.7304,26.564,26.564,0.0335,1.02,0.379,-105.46538,19.58332,298.846,11.0413,11.0418,0.0752,12.3434,4.5691,0.0507,,
41,31,5,34.7294,34.7304,26.5641,26.5641,0.0316,0.963,0.358,-105.46538,19.58332,298.483,11.0413,11.0414,0.0754,12.3435,4.569,0.0507,,
41,31,6,34.7293,34.7305,26.5641,26.5641,0.0325,0.989,0.367,-105.46538,19.58332,298.75,11.0404,11.0409,0.0761,12.3429,4.5697,0.0507,,
41,31,7,34.7291,34.7299,26.5649,26.5649,0.0324,0.988,0.367,-105.46538,19.58332,299.347,11.0354,11.0362,0.078,12.3445,4.5678,0.0507,,
41,31,8,34.7289,34.73,26.5656,26.5656,0.0329,1.002,0.372,-105.46538,19.58332,299.295,11.0304,11.0324,0.0811,12.3429,4.5696,0.0507,,
41,31,9,34.7292,34.7303,26.5643,26.5643,0.0336,1.024,0.38,-105.46538,19.58332,298.888,11.0393,11.04,0.0757,12.3426,4.57,0.0507,,
41,31,10,34.7293,34.7304,26.5642,26.5642,0.0329,1.003,0.373,-105.46538,19.58334,298.968,11.0401,11.0405,0.0789,12.3428,4.5697,0.0507,,
41,31,11,34.7293,34.7303,26.5644,26.5644,0.0333,1.014,0.377,-105.46538,19.58332,298.94,11.0394,11.0399,0.0755,12.343,4.5695,0.0507,,
41,31,12,34.7292,34.7302,26.5645,26.5645,0.0313,0.951,0.354,-105.46538,19.58334,299.205,11.0379,11.0384,0.0754,12.3425,4.5702,0.0507,,
41,31,13,34.7292,34.7301,26.5646,26.5646,0.0345,1.049,0.39,-105.46538,19.58334,299.263,11.0377,11.0386,0.0761,12.3422,4.5705,0.0507,,
41,31,14,34.7295,34.7305,26.5636,26.5636,0.0334,1.015,0.377,-105.46538,19.58332,298.509,11.0445,11.0453,0.076,12.343,4.5695,0.0507,,
41,31,15,34.7294,34.7304,26.5636,26.5636,0.033,1.004,0.373,-105.46538,19.58332,298.665,11.0435,11.0434,0.0763,12.3429,4.5696,0.0507,,
41,31,16,34.7293,34.7302,26.5644,26.5644,0.0323,0.985,0.366,-105.46536,19.58332,299.354,11.0391,11.0398,0.077,12.3426,4.57,0.0507,,
41,31,17,34.7288,34.7297,26.5655,26.5655,0.0336,1.024,0.381,-105.46536,19.58332,299.654,11.0311,11.0317,0.0751,12.3421,4.5705,0.0507,,
41,31,18,34.7294,34.7304,26.5631,26.5631,0.0332,1.012,0.376,-105.46538,19.58332,298.425,11.0468,11.0471,0.0765,12.3434,4.5691,0.0507,,
41,31,19,34.7295,34.7304,26.5636,26.5636,0.0314,0.956,0.355,-105.46538,19.58332,298.573,11.0443,11.0442,0.0758,12.3431,4.5695,0.0507,,
41,31,20,34.7289,34.73,26.565,26.565,0.0317,0.965,0.359,-105.46538,19.58332,299.471,11.0336,11.0347,0.0772,12.3424,4.5703,0.0507,,
41,31,21,34.7287,34.73,26.5653,26.5653,0.0326,0.994,0.369,-105.46538,19.58332,299.471,11.0319,11.0327,0.0757,12.3424,4.5702,0.0507,,
41,31,22,34.7295,34.7305,26.5631,26.5631,0.0322,0.981,0.365,-105.46538,19.58332,298.706,11.0471,11.047,0.0757,12.3435,4.5689,0.0507,,
41,31,23,34.7294,34.7302,26.5642,26.5642,0.0344,1.046,0.389,-105.46538,19.58332,298.868,11.0406,11.041,0.0765,12.3427,4.5699,0.0507,,
41,31,24,34.7291,34.73,26.5648,26.5648,0.0313,0.954,0.355,-105.46538,19.58332,299.259,11.036,11.0364,0.0752,12.3426,4.57,0.0507,,
42,32,1,34.5482,34.5493,27.3721,27.3721,0.2481,7.547,2.424,-107.00062,16.90048,1000.57,4.5929,4.5931,0.0732,12.3247,4.5905,0.0604,,
42,32,2,34.5483,34.5492,27.3721,27.3721,0.2448,7.446,2.391,-107.00062,16.90048,1000.366,4.5934,4.594,0.0734,12.3244,4.5909,0.0582,,
42,32,3,34.6459,34.6466,26.7017,26.7017,0.024,0.732,0.265,-107.00062,16.90048,350.419,9.8863,9.9015,0.0736,12.3278,4.587,0.0507,,0.329081633
42,32,4,34.692,34.6922,26.5918,26.5918,0.025,0.762,0.281,-107.00062,16.9005,300.128,10.7235,10.7232,0.0733,12.3319,4.5823,0.0507,,0.992346939
42,32,5,34.7124,34.7126,26.5469,26.5469,0.0238,0.726,0.27,-107.0006,16.9005,275.413,11.0602,11.0604,0.0728,12.3332,4.5808,0.0507,,1.272959184
42,32,6,34.7282,34.7285,26.5126,26.5126,0.0251,0.763,0.285,-107.00062,16.90048,251.129,11.3128,11.3134,0.0742,12.3345,4.5793,0.0507,,1.196428571
42,32,7,34.7479,34.7484,26.4706,26.4706,0.0228,0.693,0.261,-107.00062,16.90048,226.412,11.6193,11.6146,0.0722,12.336,4.5775,0.0507,,1.323979592
42,32,8,34.7762,34.7766,26.4177,26.4177,0.0231,0.702,0.266,-107.0006,16.90048,201.779,12.0138,12.0144,0.0726,12.3364,4.5771,0.0507,,1.732142857
42,32,9,34.7967,34.7971,26.3443,26.3443,0.0229,0.698,0.267,-107.0006,16.90048,175.766,12.4735,12.4805,0.0735,12.3396,4.5735,0.0507,,2.49744898
42,32,10,34.8031,34.8036,26.263,26.263,0.0233,0.709,0.274,-107.00062,16.9005,152.511,12.9078,12.9088,0.0978,12.3417,4.5711,0.0507,,3.033163265
42,32,11,34.7941,34.7947,26.133,26.133,0.022,0.671,0.263,-107.00062,16.90048,132.784,13.5133,13.5111,0.269,12.3459,4.5663,0.0507,,2.293367347
42,32,12,34.7669,34.7676,25.9704,25.9704,0.0218,0.663,0.263,-107.0006,16.90048,117.094,14.1905,14.191,0.786,12.3654,4.5441,0.0507,,
42,32,13,34.7667,34.7673,25.9692,25.9692,0.0216,0.657,0.261,-107.0006,16.90048,116.508,14.1951,14.1946,0.814,12.3654,4.5441,0.0507,,0.201530612
42,32,14,34.7681,34.769,25.9738,25.9738,0.0218,0.663,0.263,-107.0006,16.90048,118.147,14.1789,14.1748,0.711,12.3649,4.5446,0.0507,,
42,32,15,34.7669,34.7674,25.9695,25.9695,0.0221,0.672,0.267,-107.0006,16.90048,116.116,14.1944,14.195,0.649,12.3653,4.5441,0.0507,,
42,32,16,34.7669,34.7674,25.97,25.97,0.0211,0.644,0.255,-107.0006,16.90048,117.752,14.1928,14.1916,0.795,12.3651,4.5445,0.0507,,
42,32,17,34.7667,34.7673,25.9688,25.9688,0.0214,0.652,0.259,-107.0006,16.90048,116.332,14.1972,14.1982,0.694,12.3653,4.5442,0.0507,,
42,32,18,34.7668,34.7673,25.9691,25.9691,0.0222,0.676,0.268,-107.0006,16.90048,117.169,14.1965,14.1966,0.825,12.3663,4.543,0.0507,,
42,32,19,34.7668,34.7673,25.9688,25.9688,0.0218,0.665,0.264,-107.00061,16.90048,116.834,14.1974,14.1966,0.66,12.3654,4.544,0.0507,,
42,32,20,34.738,34.7386,25.8551,25.8551,0.0287,0.873,0.349,-107.0006,16.90048,107.134,14.6243,14.6263,0.368,12.3433,4.5692,0.0507,,-0.053571429
42,32,21,34.3345,34.3338,23.3059,23.3059,6.359,194.197,91.078,-107.0006,16.90048,41.842,23.4343,23.4267,0.662,12.4101,4.4936,0.0507,,
42,32,22,34.3529,34.3523,23.3242,23.3242,6.4118,195.805,91.82,-107.0006,16.90048,42.429,23.4195,23.4168,0.589,12.4107,4.4929,0.0507,,0.201530612
42,32,23,34.3394,34.3403,23.3222,23.3222,6.3869,195.045,91.411,-107.0006,16.90048,42.335,23.391,23.3929,0.593,12.4116,4.4918,0.0507,,
42,32,24,34.3339,34.3359,23.311,23.311,6.3823,194.905,91.38,-107.0006,16.90048,42.086,23.4153,23.3941,0.636,12.4081,4.4958,0.0507,,
43,32,1,34.536,34.537,27.265,27.265,0.0473,1.438,0.471,-107.01706,16.91626,850.465,5.4338,5.4341,0.073,12.3223,4.5933,0.0613,,
43,32,2,34.5346,34.5349,27.1665,27.1665,0.0275,0.836,0.279,-107.01706,16.91626,699.859,6.2078,6.21,0.073,12.321,4.5948,0.0581,,
43,32,3,34.5512,34.551,26.9838,26.9838,0.0312,0.949,0.327,-107.01706,16.91626,499.168,7.6255,7.6138,0.0739,12.3237,4.5917,0.0545,,
43,32,4,34.612,34.6129,26.7796,26.7796,0.0264,0.804,0.287,-107.01704,16.91626,399.661,9.2602,9.266,0.0742,12.3273,4.5875,0.0508,,
43,32,5,34.6708,34.6707,26.6431,26.6431,0.0247,0.753,0.275,-107.01706,16.91628,300.401,10.3367,10.3367,0.0733,12.3305,4.5839,0.0507,,
43,32,6,34.698,34.6981,26.5857,26.5857,0.024,0.731,0.27,-107.01706,16.91626,275.333,10.7808,10.7811,0.0733,12.3329,4.5811,0.0507,,
43,32,7,34.7129,34.7132,26.5404,26.5404,0.0249,0.759,0.282,-107.01706,16.91626,250.718,11.0951,11.0956,0.073,12.3354,4.5783,0.0507,,
43,32,8,34.7267,34.7271,26.5121,26.5121,0.0236,0.719,0.269,-107.01706,16.91626,224.775,11.306,11.3056,0.0721,12.3356,4.5781,0.0507,,
43,32,9,34.7628,34.7631,26.4476,26.4476,0.0241,0.735,0.278,-107.01706,16.91626,200.809,11.801,11.8,0.0728,12.3362,4.5773,0.0507,,
43,32,10,34.7884,34.7888,26.3817,26.3817,0.0236,0.718,0.274,-107.01706,16.91626,176.32,12.2475,12.2481,0.0727,12.3382,4.5751,0.0507,,
43,32,11,34.7965,34.797,26.3491,26.3491,0.0233,0.71,0.272,-107.01706,16.91625,161.776,12.4458,12.4449,0.0731,12.3393,4.5737,0.0507,,
43,32,12,34.7987,34.7992,26.3232,26.3232,0.0231,0.703,0.27,-107.01706,16.91626,151.614,12.586,12.5857,0.0768,12.3415,4.5712,0.0507,,
43,32,13,34.8005,34.8008,26.2724,26.2724,0.0222,0.677,0.262,-107.01706,16.91628,140.565,12.8488,12.8488,0.0909,12.3421,4.5705,0.0606,,
43,32,14,34.7962,34.7958,26.1446,26.1446,0.0231,0.704,0.275,-107.01706,16.91626,126.144,13.4634,13.4691,0.226,12.346,4.5662,0.0996,,
43,32,15,34.7651,34.7658,25.9651,25.9651,0.0216,0.658,0.261,-107.0171,16.91624,110.343,14.2081,14.208,0.686,12.3678,4.5413,0.258,,
43,32,16,34.7481,34.7493,25.8607,25.8607,0.0237,0.723,0.289,-107.01722,16.91616,101.266,14.6337,14.6368,0.457,12.3544,4.5566,0.55,,
43,32,17,34.6677,34.6693,25.5206,25.5206,0.0811,2.47,1.012,-107.017,16.91628,91.235,15.889,15.8831,0.304,12.3374,4.576,1.04,,
43,32,18,34.5721,34.5727,25.168,25.168,0.536,16.338,6.845,-107.01706,16.91628,76.911,17.088,17.09,0.515,12.3599,4.5503,3.67,,
43,32,19,34.5722,34.5727,25.1661,25.1661,0.5325,16.231,6.802,-107.01706,16.91628,75.839,17.0961,17.0964,0.555,12.3538,4.5573,3.88,,
43,32,20,34.5722,34.5727,25.1668,25.1668,0.5325,16.231,6.801,-107.01706,16.91628,76.736,17.0931,17.0924,0.558,12.3531,4.5581,3.69,,
43,32,21,34.5723,34.5728,25.1667,25.1667,0.533,16.247,6.808,-107.01706,16.91628,75.937,17.0936,17.0925,0.51,12.3528,4.5584,3.84,,
43,32,22,34.572,34.5724,25.1678,25.1678,0.5375,16.385,6.865,-107.01706,16.91628,76.309,17.0881,17.0857,0.577,12.3531,4.5581,3.82,,
43,32,23,34.2388,34.2393,24.1347,24.1347,5.5849,170.418,75.443,-107.01706,16.91626,51.246,20.1863,20.1862,0.845,12.393,4.5128,36.3,,
43,32,24,34.3213,34.3228,22.2961,22.2961,6.4429,196.951,97.579,-107.01706,16.91627,1.964,26.7187,26.7202,0,12.3793,4.5283,1350,,
44,32,1,34.6054,34.6067,26.7939,26.7939,0.0311,0.947,0.338,-107.01526,16.92708,401.193,9.139,9.1388,0.0738,12.3286,4.5861,0.0507,,
44,32,2,34.6054,34.6069,26.7921,26.7921,0.0308,0.937,0.334,-107.01528,16.92708,400.016,9.1507,9.15,0.0744,12.3287,4.586,0.0507,,
44,32,3,34.6054,34.6068,26.7931,26.7931,0.0331,1.006,0.359,-107.01528,16.92708,399.462,9.1446,9.1445,0.0745,12.3288,4.5859,0.0507,,
44,32,4,34.7132,34.7136,26.5381,26.5381,0.0262,0.799,0.297,-107.01529,16.92707,276.578,11.1122,11.1131,0.0731,12.3345,4.5793,0.0507,,
44,32,5,34.7134,34.7138,26.5377,26.5377,0.0274,0.834,0.31,-107.0153,16.92706,276.391,11.115,11.1129,0.0742,12.3345,4.5794,0.0507,,
44,32,6,34.7134,34.7138,26.5378,26.5378,0.0273,0.83,0.309,-107.01528,16.92708,276.113,11.1145,11.1159,0.0732,12.3345,4.5794,0.0507,,
44,32,7,34.7687,34.7688,26.4357,26.4357,0.0266,0.811,0.307,-107.0153,16.92708,202.501,11.8883,11.8871,0.0715,12.3367,4.5767,0.0507,,
44,32,8,34.7696,34.7695,26.4336,26.4336,0.0266,0.811,0.307,-107.0153,16.92708,200.405,11.9028,11.9007,0.0729,12.3375,4.5759,0.0507,,
44,32,9,34.7687,34.7686,26.4364,26.4364,0.0266,0.809,0.306,-107.0153,16.9271,202.501,11.8847,11.8845,0.0718,12.3365,4.577,0.0507,,
44,32,10,34.8007,34.8009,26.2947,26.2947,0.0261,0.795,0.306,-107.01526,16.92706,152.448,12.7389,12.7384,0.0852,12.3408,4.572,0.0507,,
44,32,11,34.7997,34.7996,26.2918,26.2918,0.0249,0.758,0.292,-107.01527,16.92707,151.694,12.749,12.7483,0.0881,12.3417,4.571,0.0507,,
44,32,12,34.7992,34.7997,26.2887,26.2887,0.0249,0.76,0.293,-107.01526,16.92706,151.515,12.7628,12.7468,0.0871,12.3413,4.5714,0.0507,,
44,32,13,34.7829,34.783,26.0513,26.0513,0.0238,0.726,0.286,-107.01528,16.92708,112.725,13.8638,13.8703,0.437,12.3525,4.5587,0.153,,
44,32,14,34.7802,34.7808,26.0405,26.0405,0.025,0.76,0.3,-107.01528,16.92708,111.411,13.9049,13.9,0.48,12.3544,4.5565,0.166,,
44,32,15,34.7807,34.7814,26.0409,26.0409,0.0244,0.744,0.293,-107.01528,16.92708,111.604,13.9049,13.8965,0.462,12.3555,4.5554,0.168,,
