Pressure [dbar],depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par
1453.0,1439.376,16.58962,-106.92288,3.2312,3.2314,3.1247,34.5837,34.5907,1034.2248,27.5312,0.085021,36.446,321.73803,0.0676,98.3225,1e-12
1454.0,1440.3629999999998,16.58962,-106.92288,3.227,3.2272,3.1204,34.5839,34.5909,1034.2301,27.5318,0.087314,36.341,321.77038,0.0677,98.3198,1e-12
1455.0,1441.351,16.58962,-106.92288,3.2246,3.2246,3.118,34.584,34.591,1034.235,27.5321,0.087923,36.391,321.78867,0.0676,98.3224,1e-12
1456.0,1442.338,16.58962,-106.92288,3.2217,3.2217,3.115,34.584,34.5911,1034.2399,27.5324,0.089887,36.647,321.81196,0.0676,98.3227,1e-12
1457.0,1443.325,16.58962,-106.92288,3.2143,3.2144,3.1076,34.5844,34.5913,1034.2457,27.5334,0.08795599999999999,36.81,321.86936000000003,0.0676,98.3226,1e-12
1458.0,1444.3120000000001,16.58962,-106.92288,3.2073,3.2076,3.1006,34.5848,34.5918,1034.2514,27.5344,0.085895,36.766999999999996,321.92326,0.0674,98.3287,1e-12
1459.0,1445.299,16.58962,-106.92288,3.2022,3.2024,3.0955,34.585,34.592,1034.2568,27.535,0.085914,37.225,321.96286000000003,0.0679,98.3165,1e-12
1460.0,1446.286,16.58962,-106.92288,3.1988,3.1989,3.092,34.5852,34.5922,1034.262,27.5355,0.087851,37.12,321.98927000000003,0.0671,98.3364,1e-12
1461.0,1447.274,16.58962,-106.92288,3.1972,3.1974,3.0904,34.5853,34.5923,1034.2668,27.5357,0.086574,37.397,322.00166,0.0676,98.323,1e-12
1462.0,1448.261,16.58962,-106.92288,3.1951,3.1953,3.0882,34.5853,34.5923,1034.2716,27.5359,0.08755299999999999,37.714,322.01828,0.068,98.3133,1e-12
1463.0,1449.2479999999998,16.58962,-106.92288,3.1901,3.1903,3.0832,34.5855,34.5926,1034.277,27.5366,0.085454,37.792,322.05711,0.068,98.3132,1e-12
1464.0,1450.235,16.58962,-106.92288,3.1874,3.1876,3.0804,34.5857,34.5927,1034.282,27.537,0.087011,37.888000000000005,322.07812,0.0678,98.3176,1e-12
1465.0,1451.2220000000002,16.58962,-106.92288,3.1855,3.1857,3.0784,34.5856,34.5927,1034.2867,27.5371,0.087605,37.923,322.09328999999997,0.0676,98.3224,1e-12
1466.0,1452.2089999999998,16.58962,-106.92288,3.1842,3.1845,3.0771,34.5857,34.5927,1034.2914,27.5372,0.085832,37.92,322.1034,0.0672,98.3349,1e-12
1467.0,1453.1970000000001,16.58962,-106.92288,3.1836,3.1838,3.0764,34.5856,34.5927,1034.296,27.5373,0.086076,38.25,322.10825,0.0671,98.3372,1e-12
1468.0,1454.184,16.58962,-106.92288,3.1831,3.1832,3.0758,34.5856,34.5927,1034.3006,27.5373,0.088064,38.224000000000004,322.11259,0.0672,98.3336,1e-12
1469.0,1455.171,16.58962,-106.92288,3.1808,3.1799,3.0735,34.5857,34.5929,1034.3055,27.5376,0.088728,38.294000000000004,322.1302,0.0672,98.3336,1e-12
1470.0,1456.158,16.58962,-106.92288,3.1782,3.1783,3.0709,34.5858,34.5928,1034.3105,27.5379,0.088394,38.465,322.14996,0.0672,98.3333,1e-12
1471.0,1457.145,16.58962,-106.92288,3.1768,3.1771,3.0694,34.586,34.593,1034.3154,27.5382,0.087237,38.34,322.16032,0.0672,98.3334,1e-12
1472.0,1458.132,16.58962,-106.92288,3.1764,3.1764,3.0689,34.5858,34.5927,1034.3198,27.5381,0.085104,38.405,322.16449,0.0679,98.3167,1e-12
1473.0,1459.119,16.58962,-106.92288,3.1722,3.1725,3.0647,34.5861,34.5932,1034.3251,27.5387,0.085411,38.429,322.19661,0.0671,98.337,1e-12
1474.0,1460.1070000000002,16.58962,-106.92288,3.1673,3.1677,3.0597,34.586,34.593,1034.3302,27.5391,0.085021,38.497,322.23526,0.0671,98.3366,1e-12
1475.0,1461.094,16.58962,-106.92288,3.1568,3.157,3.0493,34.5869,34.5939,1034.3368,27.5408,0.088328,38.611999999999995,322.3163,0.067,98.3394,1e-12
1476.0,1462.0810000000001,16.58962,-106.92288,3.1531,3.1534,3.0455,34.5869,34.5939,1034.3418,27.5412,0.087201,38.654,322.34583,0.0671,98.3369,1e-12
1477.0,1463.068,16.58962,-106.92288,3.1474,3.1476,3.0398,34.5873,34.5943,1034.3474,27.542,0.086997,38.545,322.39005,0.067,98.3394,1e-12
1478.0,1464.055,16.58962,-106.92288,3.1464,3.1466,3.0387,34.5872,34.5942,1034.352,27.542,0.086154,39.039,322.3978,0.0678,98.3192,1e-12
1479.0,1465.0420000000001,16.58962,-106.92288,3.1456,3.1459,3.0379,34.5873,34.5942,1034.3567,27.5422,0.08796699999999999,39.214,322.40376000000003,0.0671,98.3369,1e-12
1480.0,1466.029,16.58962,-106.92288,3.1456,3.1459,3.0378,34.587,34.5941,1034.361,27.5419,0.087469,39.578,322.40449,0.067,98.3385,1e-12
1481.0,1467.016,16.58962,-106.92288,3.1443,3.1446,3.0364,34.5871,34.5941,1034.3658,27.5421,0.087489,39.865,322.41447,0.067,98.3394,1e-12
1482.0,1468.003,16.58962,-106.92288,3.144,3.1442,3.036,34.587,34.5941,1034.3703,27.5421,0.08741399999999999,39.943000000000005,322.41736000000003,0.067,98.3394,1e-12
1483.0,1468.99,16.58962,-106.92288,3.1434,3.1435,3.0353,34.5871,34.5941,1034.375,27.5422,0.08639,39.738,322.42213,0.067,98.3394,1e-12
1484.0,1469.9779999999998,16.58962,-106.92288,3.1435,3.1437,3.0354,34.587,34.594,1034.3794,27.5421,0.087299,39.806,322.42125,0.067,98.3394,1e-12
1485.0,1470.965,16.58962,-106.92288,3.1434,3.1436,3.0352,34.5869,34.594,1034.3839,27.5421,0.085281,39.876,322.42232,0.067,98.3394,1e-12
1486.0,1471.951,16.58962,-106.92288,3.1435,3.1436,3.0352,34.5868,34.5939,1034.3884,27.542,0.086149,39.89,322.42169,0.0671,98.3375,1e-12
1487.0,1472.9389999999999,16.58962,-106.92288,3.1436,3.1438,3.0352,34.5867,34.5939,1034.3928,27.5419,0.086599,39.967,322.42144,0.0668,98.3437,1e-12
1488.0,1473.9260000000002,16.58962,-106.92288,3.1436,3.1438,3.0351,34.5869,34.5939,1034.3974,27.542,0.08709299999999999,39.976,322.42065,0.067,98.3405,1e-12
1489.0,1474.9129999999998,16.58962,-106.92288,3.1435,3.1438,3.0349,34.5868,34.5938,1034.402,27.542,0.087378,39.815,322.42161,0.0671,98.338,1e-12
1490.0,1475.9,16.58962,-106.92288,3.1429,3.1429,3.0343,34.5867,34.5937,1034.4065,27.5419,0.08469700000000001,39.851,322.42633,0.067,98.3394,1e-12
1491.0,1476.8870000000002,16.58962,-106.92288,3.1388,3.1388,3.0301,34.5871,34.5941,1034.4119,27.5427,0.086244,39.885999999999996,322.45776,0.067,98.3394,1e-12
1492.0,1477.874,16.58962,-106.92288,3.1365,3.1365,3.0277,34.5872,34.5942,1034.4167,27.5429,0.087102,39.85,322.47612999999996,0.0671,98.336,1e-12
1493.0,1478.861,16.58962,-106.92288,3.1328,3.133,3.024,34.5873,34.5944,1034.4219,27.5434,0.08617899999999999,39.865,322.50501,0.067,98.3383,1e-12
1494.0,1479.848,16.58962,-106.92288,3.1303,3.1304,3.0214,34.5874,34.5945,1034.4268,27.5437,0.088696,39.927,322.52482000000003,0.067,98.3394,1e-12
1495.0,1480.835,16.58962,-106.92288,3.1261,3.1263,3.0172,34.5877,34.5947,1034.4321,27.5443,0.087364,39.885,322.55704,0.067,98.3394,1e-12
1496.0,1481.8220000000001,16.58962,-106.92288,3.1198,3.1202,3.0109,34.5878,34.5949,1034.4376,27.545,0.087491,40.152,322.60643,0.0669,98.3414,1e-12
1497.0,1482.809,16.58962,-106.92288,3.1067,3.1071,2.9979,34.5887,34.5957,1034.4445,27.5469,0.089433,40.538000000000004,322.70793,0.0677,98.3199,1e-12
1498.0,1483.796,16.58962,-106.92288,3.1047,3.1047,2.9958,34.5889,34.5959,1034.4494,27.5472,0.087285,40.41,322.72339,0.067,98.3395,1e-12
1499.0,1484.783,16.58962,-106.92288,3.1042,3.1044,2.9952,34.5888,34.5958,1034.454,27.5472,0.08555900000000001,40.62,322.72747000000004,0.0676,98.3236,1e-12
1500.0,1485.77,16.58962,-106.92288,3.1041,3.1042,2.995,34.5887,34.5958,1034.4585,27.5472,0.084876,40.937,322.72882999999996,0.0673,98.3316,1e-12
1501.0,1486.757,16.58962,-106.92288,3.1031,3.1032,2.994,34.5887,34.5958,1034.4631,27.5473,0.085673,41.327,322.73663,0.067,98.3404,1e-12
1502.0,1487.744,16.58962,-106.92288,3.103,3.1033,2.9938,34.5887,34.5958,1034.4676,27.5472,0.086234,41.457,322.73735,0.067,98.3394,1e-12
1503.0,1488.731,16.58962,-106.92288,3.1027,3.1031,2.9934,34.5886,34.5957,1034.4721,27.5472,0.08810599999999999,41.44,322.73992000000004,0.0669,98.3406,1e-12
1504.0,1489.7179999999998,16.58962,-106.92288,3.1014,3.1017,2.992,34.5886,34.5957,1034.4769,27.5474,0.085844,41.519,322.75042,0.067,98.3394,1e-12
1505.0,1490.705,16.58962,-106.92288,3.1014,3.1017,2.992,34.5886,34.5958,1034.4814,27.5473,0.086713,41.406000000000006,322.75017,0.067,98.3394,1e-12
1506.0,1491.692,16.58962,-106.92288,3.1013,3.1016,2.9918,34.5886,34.5958,1034.4859,27.5473,0.087746,41.727,322.75077000000005,0.067,98.3394,1e-12
1507.0,1492.6789999999999,16.58962,-106.92288,3.1014,3.1016,2.9918,34.5886,34.5957,1034.4905,27.5474,0.086876,41.507,322.74983,0.0678,98.3197,1e-12
1508.0,1493.6660000000002,16.58962,-106.92288,3.1017,3.1019,2.992,34.5885,34.5956,1034.4949,27.5472,0.08791900000000001,41.355,322.74831,0.0676,98.3253,1e-12
1509.0,1494.6529999999998,16.58962,-106.92288,3.1016,3.1018,2.9918,34.5885,34.5956,1034.4994,27.5472,0.087912,41.368,322.74884,0.067,98.3399,1e-12
1510.0,1495.64,16.58962,-106.92288,3.1016,3.1018,2.9917,34.5885,34.5955,1034.5039,27.5472,0.086038,41.391000000000005,322.74902000000003,0.067,98.3402,1e-12
1511.0,1496.6270000000002,16.58962,-106.92288,3.1018,3.1019,2.9918,34.5885,34.5955,1034.5084,27.5472,0.086574,41.592,322.74757999999997,0.067,98.3394,1e-12
1512.0,1497.614,16.58962,-106.92288,3.1016,3.1015,2.9915,34.5885,34.5955,1034.513,27.5472,0.08522,41.599,322.7493,0.0675,98.3274,1e-12
1513.0,1498.601,16.58962,-106.92288,3.0991,3.0993,2.989,34.5886,34.5956,1034.5179,27.5475,0.085853,41.56,322.76882,0.0673,98.3327,1e-12
1514.0,1499.588,16.58962,-106.92288,3.0981,3.0982,2.9879,34.5885,34.5956,1034.5225,27.5475,0.088877,41.558,322.77657999999997,0.0676,98.3234,1e-12
1515.0,1500.575,16.58962,-106.92288,3.0974,3.0949,2.9872,34.5886,34.5959,1034.5273,27.5477,0.084159,41.567,322.78187,0.0671,98.3369,1e-12
1516.0,1501.5610000000001,16.58962,-106.92288,3.0925,3.0926,2.9822,34.5888,34.5958,1034.5326,27.5483,0.086088,41.623999999999995,322.82017,0.067,98.3404,1e-12
1517.0,1502.5479999999998,16.58962,-106.92288,3.0862,3.0864,2.9759,34.5894,34.5965,1034.5384,27.5493,0.088393,41.605,322.86893,0.067,98.3382,1e-12
1518.0,1503.535,16.58962,-106.92288,3.0834,3.0835,2.973,34.5894,34.5965,1034.5433,27.5497,0.086719,41.578,322.89088,0.0672,98.3332,1e-12
1519.0,1504.5220000000002,16.58962,-106.92288,3.0757,3.0758,2.9653,34.5898,34.5968,1034.5492,27.5507,0.087364,41.681000000000004,322.95103,0.0672,98.3344,1e-12
1520.0,1505.509,16.58962,-106.92288,3.0626,3.0627,2.9523,34.5904,34.5975,1034.5559,27.5524,0.08531799999999999,41.72,323.05298,0.0679,98.315,1e-12
1521.0,1506.496,16.58962,-106.92288,3.0523,3.0525,2.9421,34.5913,34.5982,1034.5625,27.554,0.084261,42.121,323.13275,0.0673,98.3308,1e-12
1522.0,1507.483,16.58962,-106.92288,3.0444,3.0446,2.9341,34.5916,34.5985,1034.5682,27.555,0.087224,42.363,323.19485,0.067,98.3394,1e-12
1523.0,1508.47,16.58962,-106.92288,3.0294,3.0295,2.9192,34.5926,34.5996,1034.5755,27.5572,0.08314099999999999,42.743,323.31167,0.067,98.3394,1e-12
1524.0,1509.4560000000001,16.58962,-106.92288,3.0253,3.0252,2.9151,34.5926,34.5997,1034.5806,27.5576,0.086173,43.221000000000004,323.34386,0.067,98.3384,1e-12
1525.0,1510.444,16.58962,-106.92288,3.0217,3.0219,2.9115,34.5928,34.5997,1034.5858,27.5581,0.086017,43.556999999999995,323.37183,0.0677,98.3223,1e-12
1526.0,1511.431,16.58962,-106.92288,3.0185,3.0188,2.9082,34.5929,34.5998,1034.5908,27.5584,0.085268,43.907,323.39707000000004,0.067,98.3385,1e-12
1527.0,1512.418,16.58962,-106.92288,3.0171,3.0172,2.9068,34.5929,34.5999,1034.5955,27.5585,0.087323,44.284,323.40835,0.067,98.3384,1e-12
1528.0,1513.405,16.58962,-106.92288,3.0156,3.0158,2.9052,34.5929,34.5999,1034.6002,27.5587,0.08619,44.428999999999995,323.42039,0.067,98.3384,1e-12
1529.0,1514.391,16.58962,-106.92288,3.0137,3.0139,2.9033,34.5929,34.6,1034.605,27.5589,0.085325,44.475,323.43498,0.067,98.3394,1e-12
1530.0,1515.378,16.58962,-106.92288,3.0112,3.0113,2.9006,34.593,34.6,1034.6099,27.5592,0.085768,44.266999999999996,323.45522,0.067,98.3394,1e-12
1531.0,1516.365,16.58962,-106.92288,3.0055,3.0056,2.8949,34.5932,34.6003,1034.6154,27.5599,0.085646,44.388000000000005,323.4998,0.0669,98.3406,1e-12
1532.0,1517.352,16.58962,-106.92288,3.0029,3.003,2.8923,34.5935,34.6006,1034.6205,27.5604,0.08458099999999999,44.446999999999996,323.51959,0.067,98.3394,1e-12
1533.0,1518.339,16.58962,-106.92288,3.0024,3.0025,2.8918,34.5934,34.6006,1034.625,27.5603,0.085712,44.473,323.52355,0.067,98.3394,1e-12
1534.0,1519.325,16.58962,-106.92288,3.0021,3.0023,2.8913,34.5934,34.6005,1034.6296,27.5604,0.08647200000000001,44.521,323.52636,0.067,98.3394,1e-12
1535.0,1520.3120000000001,16.58962,-106.92288,3.0013,3.0015,2.8905,34.5933,34.6005,1034.6342,27.5604,0.086644,44.376999999999995,323.53295,0.067,98.3394,1e-12
1536.0,1521.299,16.58962,-106.9229,3.0004,3.0007,2.8895,34.5934,34.6004,1034.6388,27.5604,0.08641900000000001,44.873000000000005,323.53947999999997,0.0671,98.3375,1e-12
1537.0,1522.286,16.58962,-106.9229,2.9989,2.9991,2.8879,34.5934,34.6004,1034.6435,27.5606,0.08555399999999999,44.626999999999995,323.55156,0.0677,98.321,1e-12
1538.0,1523.273,16.58962,-106.9229,2.9962,2.9963,2.8852,34.5934,34.6005,1034.6485,27.5609,0.08659700000000001,44.732,323.5733,0.0685,98.3012,1e-12
1539.0,1524.26,16.58962,-106.92289,2.9962,2.9964,2.8851,34.5934,34.6003,1034.653,27.5609,0.08659800000000001,44.93899999999999,323.57318,0.067,98.339,1e-12
1540.0,1525.247,16.58961,-106.92288,2.9962,2.9964,2.885,34.5934,34.6005,1034.6575,27.5608,0.08616599999999999,44.867,323.57288,0.067,98.3394,1e-12
1541.0,1526.233,16.5896,-106.92288,2.996,2.9961,2.8847,34.5933,34.6005,1034.662,27.5608,0.086246,44.75,323.57497,0.067,98.3406,1e-12
1542.0,1527.22,16.58961,-106.92288,2.9956,2.9958,2.8843,34.5934,34.6004,1034.6667,27.5609,0.08648099999999999,44.766999999999996,323.57751,0.0669,98.3428,1e-12
1543.0,1528.207,16.58962,-106.92288,2.9949,2.9951,2.8835,34.5935,34.6004,1034.6713,27.561,0.087035,44.93,323.58301,0.0669,98.3415,1e-12
1544.0,1529.194,16.58962,-106.92288,2.9941,2.9943,2.8826,34.5935,34.6005,1034.676,27.5612,0.08527,45.159,323.58969,0.0669,98.3415,1e-12
1545.0,1530.18,16.58962,-106.92288,2.9934,2.9935,2.8818,34.5934,34.6006,1034.6806,27.5612,0.08338200000000001,45.007,323.59566,0.0674,98.3298,1e-12
1546.0,1531.1670000000001,16.58962,-106.92288,2.9919,2.9921,2.8803,34.5934,34.6005,1034.6853,27.5613,0.085893,44.88,323.60684,0.0669,98.3408,1e-12
1547.0,1532.154,16.58962,-106.92288,2.9895,2.9897,2.8778,34.5937,34.6008,1034.6903,27.5617,0.085036,45.078,323.62541,0.0674,98.3302,1e-12
1548.0,1533.141,16.58962,-106.92288,2.9879,2.9881,2.8761,34.5938,34.6008,1034.6952,27.562,0.087399,45.059,323.63813,0.0673,98.3322,1e-12
1549.0,1534.1270000000002,16.58962,-106.92288,2.9865,2.9866,2.8746,34.5937,34.6008,1034.6998,27.562,0.086645,44.99100000000001,323.64968999999996,0.0668,98.3438,1e-12
1550.0,1535.114,16.58962,-106.92288,2.9833,2.9833,2.8714,34.5939,34.601,1034.7049,27.5624,0.085524,44.986000000000004,323.67483,0.067,98.3394,1e-12
1551.0,1536.101,16.58962,-106.92288,2.9773,2.9774,2.8654,34.5945,34.6014,1034.7107,27.5634,0.086376,45.13399999999999,323.72095,0.0671,98.3372,1e-12
1552.0,1537.088,16.58962,-106.92288,2.975,2.9752,2.8631,34.5945,34.6016,1034.7156,27.5637,0.087162,45.257,323.73876,0.0669,98.3424,1e-12
1553.0,1538.075,16.58961,-106.92288,2.9745,2.9746,2.8625,34.5944,34.6014,1034.7201,27.5636,0.085772,45.54600000000001,323.743,0.067,98.3404,1e-12
1554.0,1539.0610000000001,16.5896,-106.92288,2.9738,2.9741,2.8617,34.5944,34.6015,1034.7247,27.5637,0.085552,45.38399999999999,323.74862,0.0669,98.3427,1e-12
1555.0,1540.0479999999998,16.5896,-106.92288,2.9738,2.974,2.8617,34.5943,34.6014,1034.7292,27.5637,0.087085,45.629,323.74863999999997,0.0664,98.3536,1e-12
1556.0,1541.035,16.58961,-106.92288,2.9739,2.9741,2.8617,34.5944,34.6014,1034.7337,27.5637,0.084405,45.887,323.74788,0.067,98.3394,1e-12
1557.0,1542.021,16.58962,-106.92288,2.9737,2.9739,2.8613,34.5944,34.6014,1034.7383,27.5637,0.086395,45.653999999999996,323.74982,0.0668,98.3441,1e-12
1558.0,1543.0079999999998,16.58962,-106.92288,2.9735,2.9736,2.8611,34.5943,34.6014,1034.7428,27.5636,0.086751,45.696999999999996,323.75157,0.0666,98.349,1e-12
1559.0,1543.995,16.58962,-106.92288,2.9719,2.9721,2.8594,34.5944,34.6014,1034.7476,27.5639,0.08688799999999999,45.755,323.76356,0.0669,98.3424,1e-12
1560.0,1544.9820000000002,16.58962,-106.92288,2.9698,2.97,2.8573,34.5945,34.6015,1034.7525,27.5642,0.08644,45.729,323.78031,0.0668,98.3436,1e-12
1561.0,1545.969,16.58962,-106.92288,2.9675,2.9677,2.8549,34.5945,34.6016,1034.7573,27.5644,0.087221,45.731,323.79842,0.0667,98.3475,1e-12
1562.0,1546.955,16.58962,-106.92288,2.9663,2.9666,2.8537,34.5947,34.6017,1034.7622,27.5646,0.084195,45.817,323.80736,0.0665,98.352,1e-12
1563.0,1547.942,16.58962,-106.92288,2.9649,2.9651,2.8522,34.5948,34.6018,1034.7669,27.5648,0.085767,45.843,323.81864,0.0667,98.346,1e-12
1564.0,1548.9289999999999,16.58962,-106.92288,2.9628,2.9631,2.85,34.5949,34.602,1034.7718,27.5651,0.08581699999999999,45.84,323.83465,0.0668,98.3444,1e-12
1565.0,1549.915,16.58962,-106.92288,2.9622,2.962,2.8493,34.5949,34.602,1034.7765,27.5652,0.086654,45.788999999999994,323.83979,0.0669,98.3408,1e-12
1566.0,1550.902,16.58962,-106.92288,2.9606,2.9604,2.8477,34.5949,34.6021,1034.7812,27.5653,0.086028,45.806999999999995,323.85233999999997,0.067,98.3405,1e-12
1567.0,1551.889,16.58962,-106.92288,2.9573,2.9583,2.8443,34.5951,34.602,1034.7863,27.5658,0.085828,46.092,323.87881,0.0669,98.3412,1e-12
1568.0,1552.875,16.58962,-106.92288,2.953,2.9534,2.8399,34.5954,34.6024,1034.7916,27.5664,0.085627,46.303999999999995,323.9123,0.067,98.3402,1e-12
1569.0,1553.862,16.58962,-106.92288,2.9492,2.9499,2.8361,34.5955,34.6025,1034.7967,27.5668,0.088094,46.126999999999995,323.9423,0.067,98.3403,1e-12
1570.0,1554.849,16.58962,-106.92288,2.9455,2.9451,2.8324,34.596,34.6031,1034.8021,27.5676,0.08619,46.207,323.97064,0.0667,98.3455,1e-12
1571.0,1555.836,16.58962,-106.92288,2.9467,2.9464,2.8335,34.5957,34.6027,1034.8062,27.5672,0.083026,46.578,323.96139,0.0663,98.3557,1e-12
1572.0,1556.8220000000001,16.58962,-106.92288,2.9385,2.9385,2.8253,34.5962,34.6032,1034.8122,27.5683,0.08595599999999999,46.38,324.02602,0.0669,98.3425,1e-12
1573.0,1557.809,16.58962,-106.92288,2.9328,2.9332,2.8196,34.5967,34.6037,1034.8179,27.5693,0.087806,46.431999999999995,324.06979,0.0659,98.3663,1e-12
1574.0,1558.795,16.58962,-106.92288,2.929,2.9294,2.8157,34.5969,34.604,1034.8231,27.5698,0.085219,46.511,324.09971,0.0664,98.354,1e-12
1575.0,1559.7820000000002,16.58962,-106.92288,2.9279,2.9277,2.8146,34.597,34.6041,1034.8279,27.57,0.084243,46.67100000000001,324.1081,0.0668,98.3435,1e-12
1576.0,1560.769,16.58962,-106.92288,2.9251,2.9255,2.8117,34.5971,34.6042,1034.8328,27.5703,0.084428,46.961000000000006,324.13043,0.0669,98.342,1e-12
1577.0,1561.755,16.58962,-106.92288,2.923,2.9232,2.8095,34.5973,34.6044,1034.8378,27.5707,0.085832,46.802,324.14655,0.0669,98.342,1e-12
1578.0,1562.7420000000002,16.58962,-106.92288,2.9217,2.922,2.8082,34.5973,34.6043,1034.8425,27.5708,0.08469199999999999,46.762,324.15648999999996,0.0664,98.3529,1e-12
1579.0,1563.729,16.58962,-106.92288,2.9206,2.9207,2.807,34.5973,34.6043,1034.8472,27.5709,0.08577699999999999,47.02,324.1655,0.0667,98.3459,1e-12
1580.0,1564.715,16.58962,-106.92288,2.9196,2.9197,2.806,34.5973,34.6043,1034.8518,27.5709,0.086564,46.93,324.1733,0.0665,98.3501,1e-12
1581.0,1565.7020000000002,16.58962,-106.92288,2.9192,2.9193,2.8055,34.5973,34.6043,1034.8564,27.571,0.084582,46.911,324.17651,0.067,98.3395,1e-12
1582.0,1566.6889999999999,16.58962,-106.92288,2.9192,2.9194,2.8054,34.5973,34.6043,1034.861,27.571,0.085031,46.943000000000005,324.177,0.0668,98.3438,1e-12
1583.0,1567.675,16.58962,-106.92288,2.9186,2.9187,2.8047,34.5973,34.6043,1034.8656,27.5711,0.085013,46.974,324.18144,0.0668,98.3448,1e-12
1584.0,1568.662,16.58962,-106.92288,2.9188,2.9188,2.8048,34.5973,34.6042,1034.8701,27.571,0.08605499999999999,47.313,324.18023,0.067,98.3404,1e-12
1585.0,1569.648,16.58962,-106.92288,2.9178,2.9175,2.8038,34.5971,34.6043,1034.8745,27.5709,0.085607,47.068000000000005,324.18852000000004,0.0678,98.3181,1e-12
1586.0,1570.635,16.58962,-106.92288,2.9167,2.9164,2.8025,34.5973,34.6044,1034.8794,27.5712,0.084216,46.968999999999994,324.19721,0.0673,98.3318,1e-12
1587.0,1571.622,16.58962,-106.92288,2.9156,2.9157,2.8014,34.5973,34.6045,1034.8841,27.5713,0.084803,47.125,324.20518,0.067,98.3399,1e-12
1588.0,1572.608,16.58962,-106.92288,2.9155,2.9156,2.8012,34.5974,34.6045,1034.8887,27.5714,0.08555,47.273999999999994,324.20634,0.0668,98.3434,1e-12
1589.0,1573.595,16.58962,-106.92288,2.9151,2.9152,2.8007,34.5973,34.6045,1034.8932,27.5714,0.08582100000000001,47.005,324.2097,0.067,98.3394,1e-12
1590.0,1574.5810000000001,16.58962,-106.92288,2.9133,2.9134,2.7989,34.5974,34.6046,1034.8981,27.5717,0.086836,46.949,324.2237,0.067,98.3394,1e-12
1591.0,1575.568,16.58962,-106.92288,2.9109,2.911,2.7965,34.5977,34.6047,1034.9031,27.572,0.086173,47.147,324.24188,0.067,98.3394,1e-12
1592.0,1576.5539999999999,16.58962,-106.92288,2.9093,2.9095,2.7948,34.5977,34.6048,1034.9078,27.5722,0.085862,47.14,324.25468,0.067,98.3404,1e-12
1593.0,1577.5410000000002,16.58962,-106.92288,2.9078,2.9078,2.7932,34.5978,34.6048,1034.9126,27.5724,0.086483,47.053000000000004,324.26655,0.0669,98.3414,1e-12
1594.0,1578.5279999999998,16.5896,-106.92288,2.9046,2.9048,2.79,34.598,34.605,1034.9177,27.5728,0.085681,47.199,324.2914,0.0669,98.3414,1e-12
1595.0,1579.514,16.5896,-106.92288,2.9014,2.9016,2.7867,34.5982,34.6053,1034.9228,27.5733,0.08712,47.166000000000004,324.31647999999996,0.067,98.3394,1e-12
1596.0,1580.501,16.5896,-106.92288,2.9002,2.9003,2.7854,34.5982,34.6053,1034.9276,27.5734,0.084699,47.253,324.32664,0.067,98.3394,1e-12
1597.0,1581.4879999999998,16.5896,-106.92288,2.899,2.8992,2.7842,34.5982,34.6053,1034.9322,27.5735,0.086839,47.419,324.33579,0.067,98.3394,1e-12
1598.0,1582.474,16.58961,-106.92288,2.8977,2.8979,2.7828,34.5982,34.6054,1034.9369,27.5736,0.08644,47.727,324.34589,0.067,98.3394,1e-12
1599.0,1583.46,16.58962,-106.92288,2.8948,2.895,2.7798,34.5984,34.6055,1034.942,27.5741,0.087277,47.559,324.36893,0.0673,98.3325,1e-12
1600.0,1584.4470000000001,16.58962,-106.92288,2.8913,2.8913,2.7763,34.5987,34.6058,1034.9472,27.5746,0.08554500000000001,47.409,324.39589,0.0671,98.3371,1e-12
1601.0,1585.434,16.58962,-106.92288,2.8903,2.8904,2.7752,34.5988,34.6058,1034.952,27.5748,0.087613,47.45,324.40393,0.0668,98.344,1e-12
1602.0,1586.42,16.58962,-106.92288,2.8893,2.8892,2.7742,34.5987,34.6058,1034.9566,27.5748,0.084614,47.473,324.4114,0.0669,98.3419,1e-12
1603.0,1587.4070000000002,16.58962,-106.92288,2.8853,2.8852,2.7702,34.5988,34.6059,1034.9617,27.5753,0.08573099999999999,47.681999999999995,324.44349,0.0669,98.3407,1e-12
1604.0,1588.3929999999998,16.58962,-106.92288,2.8804,2.8809,2.7653,34.5993,34.6064,1034.9672,27.5761,0.086266,47.961000000000006,324.48132000000004,0.067,98.3394,1e-12
1605.0,1589.38,16.58962,-106.92288,2.8785,2.8787,2.7632,34.5994,34.6064,1034.9721,27.5764,0.08504,48.007,324.49689,0.067,98.3394,1e-12
1606.0,1590.366,16.5896,-106.92288,2.8766,2.8767,2.7613,34.5994,34.6065,1034.9769,27.5765,0.083875,47.846000000000004,324.51175,0.067,98.3394,1e-12
1607.0,1591.3529999999998,16.5896,-106.92288,2.8743,2.8745,2.7589,34.5996,34.6065,1034.9818,27.5769,0.084721,48.005,324.52973,0.067,98.3383,1e-12
1608.0,1592.339,16.5896,-106.92288,2.8715,2.8719,2.7561,34.5997,34.6067,1034.9868,27.5772,0.08676299999999999,48.327,324.55185,0.0674,98.3277,1e-12
1609.0,1593.326,16.5896,-106.92288,2.8716,2.8717,2.7561,34.5995,34.6066,1034.9912,27.577,0.084563,48.363,324.5519,0.067,98.3396,1e-12
