Pressure [dbar],depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,v2,v3,ph,par
1305.0,1292.951,20.30536,-106.21943999999999,3.6593,3.6592,3.5608,34.563,34.5705,1033.4809,27.4732,0.08881599999999999,23.131,318.44969,0.0596,98.5222,3.3982,0.6136,-2.78,1e-12
1306.0,1293.9389999999999,20.30536,-106.21943999999999,3.6577,3.6579,3.5592,34.563,34.5705,1033.4856,27.4734,0.087213,23.079,318.46147,0.0597,98.5192,3.3976,0.6132,-2.78,1e-12
1307.0,1294.927,20.30536,-106.21943999999999,3.6552,3.6553,3.5566,34.5632,34.5707,1033.4906,27.4737,0.088831,23.204,318.4807,0.0608,98.4914,3.3968,0.6132,-2.7769999999999997,1e-12
1308.0,1295.915,20.30536,-106.21943999999999,3.6511,3.651,3.5525,34.5635,34.571,1033.496,27.4744,0.08967699999999999,23.377,318.51161,0.0594,98.5263,3.3961,0.6129,-2.781,1e-12
1309.0,1296.902,20.30536,-106.21943999999999,3.6482,3.6484,3.5495,34.5638,34.5711,1033.5011,27.4749,0.08956,23.391,318.53342999999995,0.0595,98.5249,3.3954,0.6124,-2.78,1e-12
1310.0,1297.89,20.30536,-106.21943999999999,3.6465,3.6466,3.5477,34.5639,34.5711,1033.5059,27.4752,0.08954,23.274,318.54661,0.0596,98.5223,3.3942,0.6124,-2.781,1e-12
1311.0,1298.878,20.30536,-106.21943999999999,3.6442,3.6443,3.5454,34.5639,34.5714,1033.5108,27.4754,0.087144,23.383000000000003,318.56403,0.0597,98.5196,3.3932,0.6125,-2.78,1e-12
1312.0,1299.865,20.30536,-106.21943999999999,3.6415,3.6417,3.5426,34.564,34.5714,1033.5157,27.4757,0.088643,23.618000000000002,318.58459,0.0589,98.5382,3.3927,0.6123,-2.779,1e-12
1313.0,1300.853,20.30536,-106.21943999999999,3.6389,3.6391,3.54,34.564,34.5714,1033.5206,27.476,0.088769,23.715,318.60429,0.0595,98.5246,3.3917,0.6119,-2.7769999999999997,1e-12
1314.0,1301.8410000000001,20.30536,-106.21943999999999,3.6367,3.6368,3.5377,34.5639,34.5714,1033.5254,27.4762,0.090501,23.607,318.62208,0.0589,98.5381,3.3907,0.6118,-2.778,1e-12
1315.0,1302.828,20.30536,-106.21943999999999,3.6347,3.6348,3.5356,34.5641,34.5716,1033.5303,27.4765,0.08846,24.05,318.63701000000003,0.0594,98.5272,3.3904,0.6119,-2.779,1e-12
1316.0,1303.816,20.30536,-106.21943999999999,3.6339,3.6337,3.5347,34.564,34.5716,1033.5349,27.4766,0.088787,23.813000000000002,318.64357,0.0595,98.5255,3.3896,0.6118,-2.778,1e-12
1317.0,1304.803,20.30536,-106.21943999999999,3.6321,3.6324,3.5329,34.5641,34.5715,1033.5397,27.4768,0.088401,23.83,318.65725,0.059,98.5371,3.3893,0.6114,-2.779,1e-12
1318.0,1305.7910000000002,20.30536,-106.21943999999999,3.6246,3.6249,3.5254,34.5645,34.5718,1033.5456,27.4778,0.088436,24.11,318.7141,0.0586,98.5458,3.3883,0.611,-2.78,1e-12
1319.0,1306.779,20.30536,-106.21943999999999,3.6128,3.6135,3.5136,34.5652,34.5726,1033.5523,27.4796,0.08945299999999999,24.114,318.8035,0.0588,98.5418,3.3873,0.6108,-2.778,1e-12
1320.0,1307.766,20.30536,-106.21943999999999,3.6079,3.6082,3.5087,34.5654,34.5728,1033.5576,27.4802,0.089559,23.980999999999998,318.84087,0.0593,98.5303,3.3853,0.6103,-2.78,1e-12
1321.0,1308.754,20.30536,-106.21943999999999,3.6063,3.6062,3.507,34.5656,34.5729,1033.5625,27.4805,0.088516,24.055999999999997,318.85337999999996,0.0585,98.5485,3.3837,0.6098,-2.783,1e-12
1322.0,1309.742,20.30536,-106.21943999999999,3.5983,3.5975,3.499,34.5659,34.5733,1033.5683,27.4815,0.087892,24.263,318.91438,0.0593,98.53,3.3822,0.6096,-2.784,1e-12
1323.0,1310.73,20.30536,-106.21943999999999,3.5934,3.593,3.4941,34.5662,34.5736,1033.5737,27.4823,0.088701,24.499000000000002,318.95142999999996,0.0593,98.5287,3.3805,0.6091,-2.781,1e-12
1324.0,1311.717,20.30536,-106.21943999999999,3.5883,3.5882,3.4889,34.5664,34.5738,1033.5791,27.4829,0.088864,24.406,318.9909,0.0587,98.5447,3.3786,0.6085,-2.78,1e-12
1325.0,1312.705,20.30536,-106.21943999999999,3.5874,3.5875,3.488,34.5663,34.5737,1033.5837,27.483,0.087369,24.835,318.99786,0.0593,98.5296,3.3768,0.6085,-2.781,1e-12
1326.0,1313.692,20.30536,-106.21943999999999,3.5872,3.5873,3.4876,34.5662,34.5737,1033.5882,27.4829,0.087412,25.074,319.00003,0.0588,98.5412,3.3761,0.6086,-2.782,1e-12
1327.0,1314.68,20.30536,-106.21943999999999,3.5869,3.5871,3.4873,34.5662,34.5736,1033.5927,27.4829,0.090099,25.165,319.00219,0.0598,98.5176,3.3752,0.6089,-2.781,1e-12
1328.0,1315.6670000000001,20.30536,-106.21943999999999,3.5869,3.5871,3.4872,34.5661,34.5735,1033.5972,27.4829,0.088625,25.229,319.00244,0.0593,98.5284,3.3748,0.6084,-2.782,1e-12
1329.0,1316.655,20.30536,-106.21943999999999,3.5863,3.5866,3.4866,34.5661,34.5734,1033.6018,27.4829,0.08870700000000001,25.118000000000002,319.00664,0.0595,98.5246,3.3748,0.608,-2.782,1e-12
1330.0,1317.6429999999998,20.30536,-106.21943999999999,3.586,3.5861,3.4862,34.5661,34.5735,1033.6064,27.4829,0.09047999999999999,25.237,319.00917999999996,0.0593,98.5293,3.3743,0.6084,-2.781,1e-12
1331.0,1318.63,20.30536,-106.21943999999999,3.586,3.5862,3.486,34.566,34.5733,1033.6108,27.4828,0.089912,25.186,319.00964,0.0591,98.5351,3.3739,0.6079,-2.78,1e-12
1332.0,1319.618,20.30536,-106.21943999999999,3.5854,3.5856,3.4854,34.5659,34.5733,1033.6154,27.4829,0.089227,25.052,319.01407,0.0589,98.538,3.3737,0.6082,-2.779,1e-12
1333.0,1320.605,20.30536,-106.21943999999999,3.5842,3.5846,3.4841,34.5661,34.5735,1033.6203,27.4831,0.088729,25.058000000000003,319.02307,0.0592,98.5316,3.3738,0.6085,-2.783,1e-12
1334.0,1321.5929999999998,20.30536,-106.21943999999999,3.5843,3.5844,3.4841,34.566,34.5734,1033.6247,27.483,0.089563,25.147,319.02263,0.0587,98.5438,3.3736,0.608,-2.781,1e-12
1335.0,1322.58,20.30536,-106.21943999999999,3.5839,3.5842,3.4836,34.5659,34.5732,1033.6292,27.483,0.088554,25.123,319.02592999999996,0.0586,98.5469,3.3734,0.608,-2.779,1e-12
1336.0,1323.568,20.30536,-106.21943999999999,3.5807,3.5812,3.4804,34.5661,34.5734,1033.6343,27.4834,0.08845399999999999,25.232,319.05048999999997,0.0592,98.5319,3.3732,0.6077,-2.779,1e-12
1337.0,1324.556,20.30536,-106.21943999999999,3.578,3.578,3.4776,34.5664,34.5739,1033.6395,27.484,0.090425,25.392,319.07088,0.0589,98.5378,3.3724,0.6076,-2.781,1e-12
1338.0,1325.543,20.30536,-106.21943999999999,3.5766,3.5767,3.4762,34.5664,34.5738,1033.6442,27.4841,0.088767,25.449,319.08101,0.0591,98.533,3.3721,0.6075,-2.782,1e-12
1339.0,1326.531,20.30536,-106.21943999999999,3.5741,3.5742,3.4736,34.5666,34.5741,1033.6492,27.4845,0.09123200000000001,25.322,319.1001,0.059,98.5361,3.3712,0.6074,-2.784,1e-12
1340.0,1327.5179999999998,20.30536,-106.21943999999999,3.5734,3.5738,3.4729,34.5666,34.574,1033.6539,27.4846,0.088124,25.284000000000002,319.10522000000003,0.0589,98.5379,3.3712,0.6075,-2.782,1e-12
1341.0,1328.506,20.30536,-106.21943999999999,3.5688,3.5694,3.4682,34.5666,34.5741,1033.659,27.4851,0.089001,25.32,319.14121,0.0587,98.5437,3.3704,0.6072,-2.783,1e-12
1342.0,1329.493,20.30536,-106.21943999999999,3.5612,3.5612,3.4606,34.5672,34.5746,1033.6649,27.4862,0.08807999999999999,25.302,319.19852000000003,0.0586,98.5451,3.3698,0.6065,-2.782,1e-12
1343.0,1330.481,20.30536,-106.21943999999999,3.5462,3.5463,3.4456,34.5683,34.5758,1033.6724,27.4886,0.08908300000000001,25.721,319.31262999999996,0.0588,98.5411,3.3677,0.6062,-2.782,1e-12
1344.0,1331.4679999999998,20.30536,-106.21943999999999,3.5355,3.5355,3.435,34.569,34.5764,1033.6788,27.4902,0.087778,25.894000000000002,319.39416,0.0595,98.5235,3.3646,0.6053,-2.782,1e-12
1345.0,1332.4560000000001,20.30536,-106.21943999999999,3.5303,3.5304,3.4297,34.5694,34.5767,1033.6844,27.4911,0.089488,25.768,319.43383,0.0593,98.5278,3.3612,0.6051,-2.782,1e-12
1346.0,1333.443,20.30536,-106.21943999999999,3.5305,3.5307,3.4298,34.5691,34.5765,1033.6887,27.4908,0.089617,26.311999999999998,319.43297,0.0593,98.5298,3.3583,0.6047,-2.781,1e-12
1347.0,1334.431,20.30536,-106.21943999999999,3.5307,3.5308,3.4299,34.569,34.5764,1033.6931,27.4907,0.087487,26.534000000000002,319.43176,0.0594,98.5265,3.3566,0.6047,-2.782,1e-12
1348.0,1335.418,20.30536,-106.21943999999999,3.5308,3.531,3.43,34.5689,34.5763,1033.6976,27.4906,0.088813,26.763,319.43108,0.0604,98.502,3.3555,0.6048,-2.783,1e-12
1349.0,1336.406,20.30536,-106.21943999999999,3.5307,3.531,3.4298,34.5688,34.5762,1033.702,27.4905,0.08924,26.948,319.43195,0.0598,98.5174,3.3553,0.6043,-2.781,1e-12
1350.0,1337.3929999999998,20.30536,-106.21943999999999,3.529,3.529,3.428,34.5688,34.5763,1033.7068,27.4907,0.089085,26.796,319.4451,0.06,98.5108,3.3552,0.6044,-2.784,1e-12
1351.0,1338.381,20.30536,-106.21943999999999,3.5261,3.5263,3.425,34.5692,34.5765,1033.712,27.4913,0.086629,26.935,319.46692,0.0593,98.529,3.3546,0.6043,-2.784,1e-12
1352.0,1339.368,20.30536,-106.21943999999999,3.5249,3.525,3.4238,34.5691,34.5764,1033.7167,27.4914,0.08888099999999999,26.849,319.47635,0.0587,98.5428,3.3538,0.604,-2.784,1e-12
1353.0,1340.356,20.30536,-106.21943999999999,3.5191,3.5193,3.418,34.5695,34.5769,1033.7223,27.4922,0.08984600000000001,26.723000000000003,319.52005,0.0589,98.54,3.3529,0.6039,-2.782,1e-12
1354.0,1341.3429999999998,20.30536,-106.21943999999999,3.5149,3.5151,3.4137,34.5696,34.577,1033.7275,27.4927,0.08988600000000001,27.025,319.55262999999997,0.0596,98.5228,3.3522,0.6036,-2.784,1e-12
1355.0,1342.3310000000001,20.30536,-106.21943999999999,3.5035,3.5033,3.4024,34.5703,34.5777,1033.734,27.4944,0.088448,27.159000000000002,319.63944,0.0597,98.5192,3.3511,0.6033,-2.784,1e-12
1356.0,1343.318,20.30536,-106.21943999999999,3.4987,3.4989,3.3975,34.5705,34.5779,1033.7394,27.4951,0.087929,27.026,319.67661,0.0587,98.5442,3.3489,0.6028,-2.782,1e-12
1357.0,1344.306,20.30536,-106.21943999999999,3.4896,3.4895,3.3885,34.5711,34.5785,1033.7456,27.4964,0.091474,27.166999999999998,319.74565,0.0585,98.5483,3.3465,0.6024,-2.784,1e-12
1358.0,1345.293,20.30536,-106.21943999999999,3.4879,3.4881,3.3867,34.5712,34.5786,1033.7504,27.4966,0.08597300000000001,27.436,319.75912,0.0588,98.5421,3.3441,0.6018,-2.783,1e-12
1359.0,1346.281,20.30536,-106.21943999999999,3.4878,3.4881,3.3865,34.5711,34.5784,1033.7548,27.4966,0.086701,27.814,319.75995,0.0589,98.5397,3.3422,0.6014,-2.785,1e-12
1360.0,1347.2679999999998,20.30536,-106.21943999999999,3.4876,3.4879,3.3862,34.5709,34.5783,1033.7593,27.4964,0.08906,27.935,319.76187000000004,0.0586,98.5451,3.3412,0.6015,-2.784,1e-12
1361.0,1348.255,20.30536,-106.21943999999999,3.4877,3.488,3.3862,34.5708,34.5782,1033.7637,27.4964,0.088452,28.109,319.76182,0.0588,98.5418,3.3407,0.6011,-2.786,1e-12
1362.0,1349.243,20.30536,-106.21943999999999,3.4853,3.4855,3.3838,34.571,34.5785,1033.7687,27.4967,0.087129,28.256,319.77965,0.0614,98.4777,3.3406,0.6014,-2.787,1e-12
1363.0,1350.23,20.30536,-106.21943999999999,3.4845,3.4848,3.3829,34.5711,34.5785,1033.7734,27.4969,0.08772200000000001,28.13,319.78525,0.0593,98.5293,3.3397,0.6016,-2.786,1e-12
1364.0,1351.2179999999998,20.30536,-106.21943999999999,3.483,3.4831,3.3813,34.571,34.5785,1033.7781,27.4969,0.08791,27.93,319.79762999999997,0.0586,98.5459,3.3394,0.6013,-2.787,1e-12
1365.0,1352.205,20.30536,-106.21943999999999,3.4801,3.4804,3.3784,34.5712,34.5785,1033.7832,27.4974,0.090258,28.151,319.81917000000004,0.0588,98.5412,3.3389,0.6013,-2.784,1e-12
1366.0,1353.193,20.30536,-106.21943999999999,3.4763,3.4764,3.3745,34.5714,34.5788,1033.7883,27.4979,0.08923400000000001,28.159000000000002,319.84904,0.0591,98.5332,3.3382,0.6011,-2.784,1e-12
1367.0,1354.18,20.30536,-106.21943999999999,3.4698,3.4699,3.368,34.5718,34.5792,1033.7941,27.4989,0.088176,28.088,319.89844,0.059,98.5364,3.3375,0.6009,-2.786,1e-12
1368.0,1355.168,20.30536,-106.21943999999999,3.4675,3.4677,3.3656,34.572,34.5794,1033.7991,27.4993,0.087263,28.537,319.91604,0.0585,98.5486,3.3357,0.6005,-2.787,1e-12
1369.0,1356.155,20.30536,-106.21943999999999,3.4666,3.4669,3.3647,34.572,34.5794,1033.8037,27.4993,0.087413,28.409000000000002,319.92238,0.0588,98.5412,3.3344,0.6003,-2.785,1e-12
1370.0,1357.142,20.30536,-106.21943999999999,3.4625,3.4626,3.3605,34.572,34.5794,1033.8088,27.4997,0.087765,28.428,319.95498,0.0585,98.5473,3.3334,0.6001,-2.785,1e-12
1371.0,1358.13,20.30536,-106.21943999999999,3.4581,3.4582,3.3561,34.5724,34.5797,1033.8142,27.5005,0.086641,28.816999999999997,319.98834,0.0585,98.5476,3.3322,0.6,-2.786,1e-12
1372.0,1359.1170000000002,20.30536,-106.21943999999999,3.4564,3.4566,3.3543,34.5724,34.5797,1033.819,27.5007,0.088607,28.726,320.0013,0.0584,98.5508,3.3311,0.5996,-2.785,1e-12
1373.0,1360.104,20.30536,-106.21943999999999,3.4558,3.456,3.3536,34.5725,34.5799,1033.8237,27.5008,0.085681,29.113000000000003,320.00574,0.0584,98.5512,3.33,0.5994,-2.7880000000000003,1e-12
1374.0,1361.092,20.30536,-106.21943999999999,3.4541,3.4543,3.3519,34.5724,34.5799,1033.8284,27.5009,0.08924800000000001,28.965,320.01929,0.0583,98.5539,3.3293,0.5992,-2.7889999999999997,1e-12
1375.0,1362.079,20.30536,-106.21943999999999,3.4528,3.4529,3.3505,34.5725,34.58,1033.8331,27.5011,0.090045,28.795,320.02927999999997,0.0583,98.553,3.3286,0.5991,-2.7880000000000003,1e-12
1376.0,1363.067,20.30536,-106.21943999999999,3.4515,3.4518,3.3492,34.5725,34.58,1033.8379,27.5013,0.08757899999999999,28.939,320.03872,0.0591,98.5343,3.3281,0.5986,-2.7880000000000003,1e-12
1377.0,1364.0539999999999,20.30536,-106.21943999999999,3.4508,3.451,3.3484,34.5725,34.5799,1033.8425,27.5013,0.090825,29.219,320.04443,0.0595,98.5244,3.3272,0.5989,-2.785,1e-12
1378.0,1365.0410000000002,20.30536,-106.21943999999999,3.4501,3.4503,3.3476,34.5724,34.58,1033.8471,27.5013,0.088354,29.081,320.05035,0.0585,98.5492,3.3272,0.5985,-2.787,1e-12
1379.0,1366.029,20.30536,-106.21943999999999,3.4496,3.4498,3.347,34.5725,34.5799,1033.8517,27.5014,0.089327,29.189,320.05374,0.0586,98.5471,3.3267,0.599,-2.787,1e-12
1380.0,1367.016,20.30536,-106.21943999999999,3.4487,3.4489,3.3461,34.5723,34.5799,1033.8562,27.5013,0.088824,29.201,320.0612,0.0593,98.5287,3.3264,0.599,-2.787,1e-12
1381.0,1368.003,20.30536,-106.21943999999999,3.4423,3.4424,3.3396,34.5727,34.5802,1033.8619,27.5023,0.088577,29.256999999999998,320.11066,0.059,98.5354,3.3261,0.5985,-2.7880000000000003,1e-12
1382.0,1368.991,20.30536,-106.21943999999999,3.4378,3.4379,3.3351,34.5731,34.5805,1033.8673,27.503,0.088292,29.211,320.14451,0.0584,98.5501,3.3252,0.5981,-2.786,1e-12
1383.0,1369.9779999999998,20.30536,-106.21943999999999,3.4327,3.4327,3.3299,34.5733,34.5807,1033.8727,27.5037,0.089683,29.225,320.18435,0.0584,98.5502,3.3241,0.5978,-2.786,1e-12
1384.0,1370.965,20.30536,-106.21943999999999,3.4281,3.4282,3.3253,34.5734,34.5809,1033.878,27.5042,0.088536,29.273000000000003,320.21963999999997,0.0583,98.5541,3.3226,0.5976,-2.785,1e-12
1385.0,1371.953,20.30536,-106.21943999999999,3.4238,3.424,3.321,34.5737,34.5811,1033.8833,27.5049,0.087577,29.612,320.2521,0.0583,98.5541,3.3213,0.5976,-2.7880000000000003,1e-12
1386.0,1372.94,20.30536,-106.21943999999999,3.4163,3.4164,3.3135,34.5739,34.5814,1033.889,27.5058,0.089989,29.72,320.31019,0.0585,98.5484,3.3201,0.5971,-2.787,1e-12
1387.0,1373.9270000000001,20.30536,-106.21943999999999,3.4137,3.4139,3.3108,34.574,34.5814,1033.8939,27.5061,0.088211,29.813000000000002,320.33027000000004,0.0585,98.5484,3.3185,0.5965,-2.7880000000000003,1e-12
1388.0,1374.915,20.30536,-106.21943999999999,3.4116,3.4117,3.3086,34.5739,34.5813,1033.8986,27.5062,0.08668200000000001,30.043000000000003,320.34721,0.0584,98.5506,3.3174,0.5964,-2.787,1e-12
1389.0,1375.902,20.30536,-106.21943999999999,3.4079,3.4081,3.3049,34.5741,34.5815,1033.9038,27.5067,0.089685,29.956999999999997,320.37546000000003,0.0583,98.553,3.3165,0.5963,-2.785,1e-12
1390.0,1376.889,20.30536,-106.21943999999999,3.4058,3.4061,3.3027,34.5741,34.5816,1033.9086,27.5069,0.089016,30.11,320.39224,0.0581,98.5575,3.3158,0.5961,-2.7880000000000003,1e-12
1391.0,1377.876,20.30536,-106.21943999999999,3.4034,3.4035,3.3003,34.5741,34.5815,1033.9135,27.5072,0.086418,30.206999999999997,320.41053,0.0576,98.5707,3.3151,0.5956,-2.79,1e-12
1392.0,1378.864,20.30536,-106.21943999999999,3.3975,3.3976,3.2943,34.5745,34.5819,1033.9191,27.508,0.088495,30.209,320.45599,0.0575,98.5712,3.3146,0.5955,-2.7889999999999997,1e-12
1393.0,1379.851,20.30536,-106.21943999999999,3.394,3.3943,3.2908,34.5746,34.5821,1033.9242,27.5084,0.088523,30.335,320.48317000000003,0.0581,98.5585,3.3131,0.5953,-2.784,1e-12
1394.0,1380.838,20.30536,-106.21943999999999,3.3932,3.3933,3.2899,34.5746,34.582,1033.9288,27.5085,0.089816,30.175,320.48954,0.0585,98.5483,3.3118,0.595,-2.7889999999999997,1e-12
1395.0,1381.826,20.30536,-106.21943999999999,3.3931,3.393,3.2897,34.5745,34.582,1033.9333,27.5085,0.085937,30.383000000000003,320.49012999999997,0.0585,98.5496,3.3114,0.595,-2.7880000000000003,1e-12
1396.0,1382.8129999999999,20.30536,-106.21943999999999,3.3936,3.3936,3.2901,34.5744,34.5819,1033.9377,27.5083,0.090652,30.76,320.4868,0.0585,98.5484,3.3108,0.5947,-2.7880000000000003,1e-12
1397.0,1383.8,20.30536,-106.21943999999999,3.3914,3.3916,3.2879,34.5744,34.5819,1033.9425,27.5086,0.08673600000000001,30.616999999999997,320.50395,0.0584,98.5509,3.3102,0.595,-2.79,1e-12
1398.0,1384.7879999999998,20.30536,-106.21943999999999,3.3889,3.3892,3.2854,34.5746,34.5821,1033.9475,27.509,0.087878,30.651,320.5225,0.0592,98.5315,3.31,0.5946,-2.787,1e-12
1399.0,1385.775,20.30536,-106.21943999999999,3.3876,3.3878,3.284,34.5746,34.5821,1033.9522,27.509,0.088698,30.761,320.53289,0.0589,98.5375,3.309,0.5944,-2.787,1e-12
1400.0,1386.7620000000002,20.30536,-106.21943999999999,3.3867,3.3869,3.283,34.5746,34.5821,1033.9569,27.5092,0.088434,30.66,320.54008999999996,0.06,98.51,3.3087,0.5943,-2.7880000000000003,1e-12
1401.0,1387.749,20.30536,-106.21943999999999,3.3851,3.3852,3.2813,34.5748,34.5823,1033.9618,27.5094,0.088224,30.6,320.5521,0.0587,98.5438,3.3079,0.5944,-2.7889999999999997,1e-12
1402.0,1388.737,20.30536,-106.21943999999999,3.3832,3.3834,3.2794,34.5748,34.5823,1033.9666,27.5096,0.08945499999999999,30.855999999999998,320.56682,0.0593,98.5297,3.3076,0.5943,-2.7889999999999997,1e-12
1403.0,1389.724,20.30536,-106.21943999999999,3.3814,3.3815,3.2775,34.5748,34.5823,1033.9713,27.5098,0.087926,31.085,320.58101,0.0593,98.5291,3.3068,0.5939,-2.7889999999999997,1e-12
1404.0,1390.711,20.30536,-106.21943999999999,3.3787,3.3789,3.2748,34.575,34.5825,1033.9764,27.5102,0.088793,30.91,320.60132000000004,0.0593,98.5286,3.3063,0.5941,-2.7880000000000003,1e-12
1405.0,1391.6979999999999,20.30536,-106.21943999999999,3.3768,3.377,3.2728,34.5752,34.5826,1033.9813,27.5106,0.087578,30.795,320.61606,0.0595,98.5257,3.3053,0.594,-2.7889999999999997,1e-12
1406.0,1392.6860000000001,20.30536,-106.21943999999999,3.3763,3.3765,3.2722,34.5751,34.5827,1033.9859,27.5106,0.089666,30.976999999999997,320.61992000000004,0.06,98.5109,3.3049,0.5937,-2.785,1e-12
1407.0,1393.6729999999998,20.30536,-106.21943999999999,3.376,3.3762,3.2718,34.575,34.5825,1033.9904,27.5105,0.090722,31.293000000000003,320.6228,0.0601,98.5085,3.304,0.5936,-2.7910000000000004,1e-12
1408.0,1394.66,20.30536,-106.21943999999999,3.3742,3.3744,3.2699,34.5751,34.5825,1033.9952,27.5108,0.08955199999999999,31.206,320.63657,0.0602,98.5077,3.304,0.5931,-2.787,1e-12
1409.0,1395.6470000000002,20.30536,-106.21943999999999,3.3708,3.371,3.2665,34.5753,34.5828,1034.0004,27.5113,0.088587,31.180999999999997,320.6625,0.0599,98.5136,3.3032,0.5934,-2.787,1e-12
1410.0,1396.634,20.30536,-106.21943999999999,3.3699,3.3701,3.2655,34.5755,34.5828,1034.0052,27.5115,0.091771,31.179000000000002,320.66963,0.0596,98.5235,3.3027,0.5932,-2.7880000000000003,1e-12
1411.0,1397.622,20.30536,-106.21943999999999,3.3665,3.3665,3.262,34.5754,34.5829,1034.0101,27.5117,0.08739,31.33,320.69664,0.0601,98.5079,3.3018,0.593,-2.7889999999999997,1e-12
1412.0,1398.609,20.30536,-106.21943999999999,3.362,3.3622,3.2575,34.5758,34.5833,1034.0156,27.5125,0.088101,31.397,320.73047,0.0606,98.4958,3.3014,0.5928,-2.7889999999999997,1e-12
1413.0,1399.596,20.30536,-106.21943999999999,3.3576,3.3577,3.2531,34.576,34.5835,1034.0208,27.5131,0.086052,31.391,320.7646,0.0606,98.4961,3.3001,0.5927,-2.787,1e-12
1414.0,1400.5829999999999,20.30536,-106.21943999999999,3.3543,3.3544,3.2498,34.5761,34.5837,1034.0259,27.5135,0.088745,31.42,320.78947,0.0607,98.4941,3.2987,0.5923,-2.785,1e-12
1415.0,1401.5710000000001,20.30536,-106.21943999999999,3.3511,3.3511,3.2465,34.5762,34.5837,1034.0309,27.5139,0.088341,31.741,320.81441,0.0604,98.502,3.2972,0.5922,-2.7889999999999997,1e-12
1416.0,1402.558,20.30536,-106.21943999999999,3.3484,3.3487,3.2437,34.5764,34.5839,1034.036,27.5143,0.087416,31.748,320.83561000000003,0.0615,98.4749,3.2965,0.5921,-2.79,1e-12
1417.0,1403.545,20.30536,-106.21943999999999,3.3464,3.3465,3.2417,34.5764,34.5839,1034.0407,27.5145,0.086504,31.625999999999998,320.85104,0.0618,98.4674,3.2951,0.5916,-2.7889999999999997,1e-12
1418.0,1404.5320000000002,20.30536,-106.21943999999999,3.341,3.3411,3.2363,34.5769,34.5843,1034.0463,27.5154,0.088108,32.102,320.89198999999996,0.061,98.4877,3.2945,0.5917,-2.7910000000000004,1e-12
1419.0,1405.519,20.30536,-106.21943999999999,3.3383,3.3385,3.2335,34.577,34.5843,1034.0513,27.5157,0.087911,32.116,320.91312,0.0608,98.4904,3.2933,0.5915,-2.7889999999999997,1e-12
1420.0,1406.506,20.30536,-106.21943999999999,3.3363,3.3365,3.2314,34.577,34.5844,1034.0561,27.5159,0.087498,32.156,320.92877999999996,0.0607,98.494,3.292,0.5912,-2.7880000000000003,1e-12
1421.0,1407.493,20.30536,-106.21943999999999,3.331,3.3311,3.2261,34.5771,34.5846,1034.0614,27.5165,0.086663,32.255,320.97011000000003,0.0616,98.4715,3.2911,0.5907,-2.7880000000000003,1e-12
1422.0,1408.481,20.30536,-106.21943999999999,3.3241,3.3242,3.2192,34.5777,34.5851,1034.0673,27.5176,0.08938,32.183,321.02245,0.0619,98.4633,3.2897,0.5903,-2.79,1e-12
1423.0,1409.4679999999998,20.30536,-106.21943999999999,3.3225,3.3227,3.2175,34.5776,34.5851,1034.072,27.5177,0.0879,32.598,321.03519,0.0613,98.4785,3.288,0.5902,-2.7889999999999997,1e-12
1424.0,1410.455,20.30536,-106.21943999999999,3.3222,3.3223,3.2171,34.5775,34.5851,1034.0765,27.5177,0.087637,32.67,321.03789,0.0613,98.4807,3.2864,0.5904,-2.79,1e-12
1425.0,1411.442,20.30536,-106.21943999999999,3.3203,3.3205,3.2151,34.5775,34.585,1034.0813,27.5179,0.09000599999999999,32.882,321.05309,0.0607,98.494,3.2857,0.5899,-2.7889999999999997,1e-12
1426.0,1412.4289999999999,20.30536,-106.21943999999999,3.3181,3.3182,3.2129,34.5776,34.5852,1034.0862,27.5181,0.08731799999999999,32.78,321.06984,0.0609,98.4894,3.2853,0.5898,-2.79,1e-12
1427.0,1413.4160000000002,20.30536,-106.21943999999999,3.3162,3.3164,3.2109,34.5777,34.5852,1034.0911,27.5184,0.08997000000000001,32.917,321.08471000000003,0.061,98.4867,3.2845,0.5897,-2.7889999999999997,1e-12
1428.0,1414.404,20.30536,-106.21943999999999,3.3143,3.3144,3.209,34.5778,34.5853,1034.0959,27.5187,0.089193,32.91,321.09942,0.0608,98.4915,3.2839,0.5893,-2.792,1e-12
1429.0,1415.391,20.30536,-106.21943999999999,3.3129,3.3131,3.2075,34.578,34.5854,1034.1008,27.5189,0.08747100000000001,32.816,321.10964,0.0606,98.4971,3.2833,0.5892,-2.7910000000000004,1e-12
1430.0,1416.378,20.30536,-106.21943999999999,3.3104,3.3105,3.205,34.578,34.5855,1034.1057,27.5192,0.089002,33.006,321.12928999999997,0.0607,98.4948,3.2827,0.5891,-2.79,1e-12
1431.0,1417.365,20.30536,-106.21943999999999,3.3053,3.3054,3.1999,34.5782,34.5858,1034.111,27.5199,0.088959,33.208,321.16842,0.0607,98.4949,3.2822,0.5892,-2.793,1e-12
1432.0,1418.352,20.30536,-106.21943999999999,3.3018,3.3019,3.1963,34.5785,34.5859,1034.1162,27.5204,0.090009,33.076,321.19538,0.061,98.4861,3.2814,0.5887,-2.792,1e-12
