Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS
919.0,1524.535,-106.8584,16.8556,919,4.7752,4.7484,33274,3.332127,0.0639,0.039,99.0295,3.2569E-07,0,0.5209,0.53,0.0574,0.1178,4.6068,0,0.0085,0,0.5211,0.5306,34.546,34.6281,27.3495,27.4176,5.248,5.176,1.647,1.625
920.0,1525.304,-106.8584,16.8556,920,4.7581,4.7323,33259,3.330563,0.0639,0.0393,99.0217,2.0108E-05,0,0.5212,0.53,0.0574,0.1176,4.6064,0,0.0086,0,0.5218,0.5307,34.5461,34.6261,27.3515,27.4179,5.824,5.174,1.828,1.623
921.0,1526.453,-106.8584,16.8556,921,4.7539,4.7288,33256,3.330205,0.073,0.0394,99.0195,1.5439E-05,0,0.5214,0.53,0.0583,0.1177,4.6063,0,0.0086,0,0.5224,0.5313,34.5464,34.6251,27.3522,27.4174,5.477,5.314,1.719,1.667
922.0,1530.593,-106.8584,16.85563,922,4.7612,4.7372,33263,3.330907,0.0702,0.04,99.0059,1.5609E-05,0,0.5227,0.532,0.058,0.1176,4.6057,0,0.0086,0,0.5236,0.5325,34.5464,34.624,27.3513,27.4156,5.437,5.365,1.706,1.684
923.0,1531.676,-106.8584,16.85562,923,4.7419,4.7159,33247,3.32931,0.0636,0.0401,99.003,-6.744E-07,0,0.5234,0.5323,0.0574,0.1176,4.6056,0,0.0085,0,0.5235,0.5326,34.547,34.6271,27.354,27.4205,5.363,5.459,1.683,1.712
924.0,1532.451,-106.8584,16.85562,924,4.7334,4.7086,33240,3.328578,0.0639,0.0399,99.0092,1.1475E-05,0,0.5237,0.5325,0.0574,0.1189,4.6059,0,0.0086,0,0.5236,0.533,34.5473,34.6257,27.3552,27.4202,5.626,5.573,1.764,1.748
925.0,1533.147,-106.8584,16.85562,925,4.7322,4.707,33240,3.328487,0.0639,0.0397,99.0131,2.5431E-05,0,0.5238,0.5325,0.0574,0.1195,4.6061,0,0.0087,0,0.5239,0.5331,34.5474,34.6258,27.3554,27.4204,6.065,5.675,1.902,1.78
926.0,1533.829,-106.8584,16.85562,926,4.7273,4.7018,33236,3.32812,0.0639,0.0401,99.0034,1.2037E-05,0,0.5238,0.5328,0.0574,0.1177,4.6056,0,0.0086,0,0.5246,0.5334,34.5473,34.6263,27.3559,27.4215,6.158,5.637,1.931,1.767
927.0,1534.639,-106.8584,16.85562,927,4.7212,4.6961,33231,3.327611,0.0639,0.0401,99.0033,8.9426E-06,0,0.5238,0.5327,0.0574,0.1174,4.6056,0,0.0086,0,0.5248,0.5334,34.5476,34.6259,27.3568,27.4218,5.731,5.51,1.797,1.727
928.0,1537.489,-106.8584,16.85562,928,4.722,4.6983,33232,3.327781,0.0674,0.04,99.0049,1.7737E-05,0,0.5246,0.5336,0.0577,0.1174,4.6057,0,0.0086,0,0.525,0.5341,34.5472,34.625,27.3564,27.4208,5.704,5.708,1.788,1.79
929.0,1540.324,-106.8584,16.85562,929,4.719,4.696,33229,3.327701,0.0639,0.0408,98.9856,9.3342E-06,0,0.5251,0.5344,0.0574,0.1176,4.6048,0,0.0086,0,0.5254,0.5343,34.5472,34.626,27.3567,27.4219,5.981,5.726,1.875,1.795
930.0,1541.166,-106.8584,16.85562,930,4.7156,4.6905,33227,3.327263,0.0639,0.0404,98.9953,-2.322E-07,0,0.5252,0.5347,0.0574,0.1174,4.6052,0,0.0085,0,0.5256,0.5345,34.5472,34.6262,27.3571,27.4226,6.083,5.82,1.907,1.824
931.0,1541.838,-106.8584,16.85562,931,4.713,4.6871,33225,3.327039,0.0639,0.0403,98.9968,1E-12,0,0.5252,0.5342,0.0574,0.1184,4.6053,0,0.0085,0,0.5259,0.5345,34.5473,34.6266,27.3575,27.4233,6.03,5.761,1.89,1.806
932.0,1542.47,-106.8584,16.85562,932,4.7086,4.6836,33222,3.326745,0.0639,0.0402,98.9998,2.7582E-05,0,0.5254,0.5346,0.0574,0.1196,4.6054,0,0.0087,0,0.5258,0.5347,34.5476,34.6262,27.3582,27.4235,5.856,5.905,1.836,1.851
933.0,1543.116,-106.8584,16.85562,933,4.7075,4.6824,33221,3.326674,0.0781,0.0412,98.9758,2.3966E-05,0,0.5254,0.5346,0.0588,0.1196,4.6043,0,0.0087,0,0.526,0.535,34.5473,34.6262,27.3582,27.4236,5.898,5.785,1.849,1.813
934.0,1543.88,-106.8584,16.85562,934,4.7069,4.6821,33221,3.326664,0.0756,0.0403,98.9984,1.0338E-05,0,0.5257,0.5346,0.0586,0.1189,4.6054,0,0.0086,0,0.526,0.5347,34.5474,34.6259,27.3583,27.4234,5.824,5.793,1.825,1.815
935.0,1547.175,-106.8584,16.85562,935,4.7082,4.6833,33223,3.326783,0.067,0.0403,98.9974,2.3376E-05,0,0.5263,0.5351,0.0577,0.1178,4.6053,0,0.0086,0,0.5261,0.5353,34.5484,34.6255,27.3589,27.423,5.91,5.928,1.852,1.858
936.0,1549.839,-106.8584,16.85562,936,4.7077,4.6826,33223,3.326803,0.0639,0.0411,98.9781,8.8172E-06,0,0.5263,0.5355,0.0574,0.1175,4.6045,0,0.0086,0,0.5262,0.5355,34.5483,34.626,27.3589,27.4234,5.926,5.943,1.857,1.863
937.0,1550.698,-106.8584,16.85562,937,4.7005,4.6751,33218,3.326273,0.0639,0.0401,99.0036,1.1325E-05,0,0.5265,0.5354,0.0574,0.1177,4.6056,0,0.0086,0,0.5265,0.5353,34.5486,34.6271,27.36,27.4251,6.198,5.916,1.942,1.854
938.0,1551.431,-106.8584,16.85562,938,4.693,4.6677,33210,3.325642,0.0639,0.0401,99.0033,2.6114E-05,0,0.5263,0.5359,0.0574,0.1177,4.6056,0,0.0087,0,0.5266,0.5358,34.5475,34.6269,27.36,27.4258,6.453,6.168,2.022,1.933
939.0,1552.099,-106.8584,16.85562,939,4.6905,4.6654,33209,3.325469,0.0639,0.0401,99.0033,1.2751E-05,0,0.5266,0.5353,0.0574,0.1177,4.6056,0,0.0086,0,0.5272,0.5358,34.5479,34.6268,27.3605,27.426,6.373,6.151,1.997,1.927
940.0,1552.789,-106.8584,16.85562,940,4.687,4.6619,33206,3.325202,0.0639,0.0403,98.9991,1.1344E-05,0,0.5265,0.5357,0.0574,0.1192,4.6054,0,0.0086,0,0.5271,0.5361,34.5479,34.6268,27.3609,27.4264,6.097,6.109,1.91,1.914
941.0,1553.611,-106.8584,16.85562,941,4.6837,4.6582,33204,3.324916,0.0639,0.0401,99.0029,2.4175E-05,0,0.5266,0.5358,0.0574,0.1196,4.6056,0,0.0087,0,0.5272,0.536,34.548,34.6268,27.3614,27.4268,6.126,6.078,1.919,1.904
942.0,1557.314,-106.8584,16.85562,942,4.6856,4.6615,33207,3.32515,0.077,0.0401,99.0025,3.7212E-05,0,0.5275,0.5362,0.0587,0.1185,4.6056,0,0.0087,0,0.5275,0.5366,34.5487,34.6256,27.3618,27.4255,6.382,6.196,1.999,1.941
943.0,1559.17,-106.8584,16.8556,943,4.6781,4.6527,33200,3.324578,0.0637,0.0409,98.9826,1.5187E-05,0,0.5276,0.5365,0.0574,0.1183,4.6047,0,0.0086,0,0.5278,0.5367,34.5484,34.6276,27.3624,27.4281,6.171,6.245,1.933,1.956
944.0,1560.07,-106.8584,16.8556,944,4.6723,4.647,33195,3.324029,0.0744,0.0401,99.0035,3.0619E-05,0,0.5276,0.5366,0.0584,0.1187,4.6056,0,0.0087,0,0.528,0.5368,34.5482,34.6267,27.3628,27.428,6.545,6.277,2.05,1.965
945.0,1560.855,-106.8584,16.8556,945,4.6713,4.6461,33195,3.324003,0.0754,0.0401,99.0033,1.1199E-05,0,0.5276,0.5368,0.0585,0.119,4.6056,0,0.0086,0,0.5283,0.5369,34.5486,34.6268,27.3633,27.4282,6.607,6.324,2.069,1.98
946.0,1561.59,-106.8584,16.8556,946,4.6709,4.646,33196,3.324037,0.0644,0.0401,99.0033,2.3314E-05,0,0.5282,0.5368,0.0575,0.1176,4.6056,0,0.0086,0,0.5285,0.5372,34.5494,34.6268,27.364,27.4282,6.483,6.336,2.03,1.984
947.0,1562.374,-106.8584,16.8556,947,4.6692,4.6449,33195,3.323973,0.0639,0.0401,99.0033,1.0553E-05,0,0.528,0.5369,0.0574,0.1192,4.6056,0,0.0086,0,0.5285,0.537,34.5493,34.6267,27.3641,27.4282,6.338,6.274,1.984,1.965
948.0,1563.607,-106.8584,16.8556,948,4.6629,4.6375,33189,3.323398,0.0639,0.0401,99.0033,2.6081E-05,0,0.5283,0.537,0.0574,0.1182,4.6056,0,0.0087,0,0.5285,0.5374,34.5487,34.6271,27.3643,27.4294,6.336,6.417,1.984,2.009
949.0,1567.376,-106.8584,16.8556,949,4.6657,4.6399,33192,3.32367,0.0765,0.0404,98.9967,1.2787E-05,0,0.5288,0.5377,0.0586,0.1175,4.6053,0,0.0086,0,0.5287,0.5376,34.549,34.6273,27.3643,27.4293,6.664,6.298,2.087,1.972
950.0,1568.294,-106.8584,16.8556,950,4.6518,4.627,33180,3.322561,0.0639,0.0395,99.0182,1.7687E-05,0,0.5287,0.5379,0.0574,0.1177,4.6063,0,0.0086,0,0.5291,0.5377,34.5486,34.6274,27.3655,27.4308,6.831,6.577,2.138,2.059
951.0,1569.13,-106.8584,16.8556,951,4.6511,4.6263,33180,3.322523,0.0639,0.04,99.0048,-1.002E-07,0,0.5287,0.5377,0.0574,0.1177,4.6057,0,0.0085,0,0.5294,0.5381,34.5488,34.6272,27.3657,27.4307,6.783,6.766,2.123,2.118
952.0,1569.859,-106.8584,16.8556,952,4.6492,4.6241,33178,3.322424,0.0639,0.0401,99.0033,1E-12,0,0.5288,0.5381,0.0574,0.1175,4.6056,0,0.0085,0,0.5296,0.5383,34.5488,34.6277,27.3659,27.4314,6.728,6.754,2.106,2.114
953.0,1570.592,-106.8584,16.8556,953,4.6407,4.6155,33172,3.321758,0.0639,0.0397,99.0139,1.0246E-05,0,0.5288,0.5377,0.0574,0.1176,4.6061,0,0.0086,0,0.5296,0.5386,34.5491,34.6285,27.3671,27.4329,6.652,6.65,2.082,2.081
954.0,1571.594,-106.8584,16.8556,954,4.6324,4.6074,33165,3.321042,0.0639,0.04,99.0059,1.2153E-05,0,0.5293,0.538,0.0574,0.1176,4.6057,0,0.0086,0,0.5297,0.5386,34.5491,34.628,27.3681,27.4334,6.723,6.754,2.103,2.113
955.0,1574.409,-106.8584,16.85561,955,4.6343,4.6103,33167,3.321254,0.0639,0.0401,99.0025,1.1454E-05,0,0.5299,0.5388,0.0574,0.119,4.6056,0,0.0086,0,0.5306,0.5395,34.5495,34.627,27.3681,27.4323,7.168,6.877,2.243,2.151
956.0,1575.96,-106.8584,16.85561,956,4.6259,4.6009,33160,3.320556,0.0639,0.0401,99.0043,2.1898E-05,0,0.5301,0.5391,0.0574,0.1188,4.6056,0,0.0086,0,0.5309,0.5396,34.5491,34.6281,27.3688,27.4343,6.852,6.909,2.143,2.161
957.0,1577.047,-106.8584,16.8556,957,4.6212,4.5962,33156,3.320173,0.0639,0.0401,99.0033,8.1528E-06,0,0.5305,0.5395,0.0574,0.1175,4.6056,0,0.0086,0,0.5309,0.5397,34.5493,34.628,27.3694,27.4347,6.858,6.881,2.145,2.152
958.0,1577.968,-106.8584,16.8556,958,4.6182,4.5933,33154,3.319958,0.0639,0.0401,99.0021,9.9999E-08,0,0.531,0.5396,0.0574,0.1186,4.6055,0,0.0085,0,0.531,0.5399,34.5493,34.628,27.3698,27.435,7.04,7.104,2.202,2.222
959.0,1578.867,-106.8584,16.8556,959,4.6151,4.59,33152,3.319745,0.0639,0.0401,99.0033,1.79E-05,0,0.531,0.5397,0.0574,0.1197,4.6056,0,0.0086,0,0.5312,0.5404,34.5496,34.6285,27.3704,27.4358,7.301,7.238,2.283,2.263
960.0,1579.878,-106.8584,16.8556,960,4.606,4.5811,33144,3.318988,0.0639,0.0414,98.9696,1.5192E-05,0,0.5311,0.5399,0.0574,0.1191,4.6041,0,0.0086,0,0.5318,0.5407,34.55,34.6284,27.3717,27.4367,7.512,7.106,2.349,2.222
961.0,1581.816,-106.8584,16.8556,961,4.6038,4.5792,33143,3.318823,0.0639,0.0405,98.9919,2.5029E-05,0,0.5313,0.5403,0.0574,0.1176,4.6051,0,0.0087,0,0.5322,0.5408,34.5495,34.6279,27.3716,27.4366,7.218,7.144,2.256,2.233
962.0,1584.249,-106.8584,16.8556,962,4.601,4.5761,33140,3.318602,0.0639,0.0401,99.0042,1.9851E-05,0,0.5324,0.5409,0.0574,0.1198,4.6056,0,0.0086,0,0.5324,0.5413,34.5495,34.6281,27.3719,27.4371,7.276,7.336,2.275,2.293
963.0,1585.118,-106.8584,16.8556,963,4.5993,4.5744,33140,3.318533,0.0639,0.0402,99.0002,-1.125E-06,0,0.5323,0.541,0.0574,0.1196,4.6055,0,0.0085,0,0.5325,0.5414,34.5499,34.6285,27.3723,27.4376,7.505,7.368,2.346,2.303
964.0,1585.773,-106.8584,16.8556,964,4.5958,4.5706,33137,3.318285,0.0639,0.0408,98.9852,3.8246E-05,0,0.5324,0.5411,0.0574,0.1197,4.6048,0,0.0087,0,0.533,0.5418,34.55,34.6291,27.3729,27.4384,7.788,7.423,2.434,2.32
965.0,1586.365,-106.8584,16.8556,965,4.5903,4.5655,33133,3.317863,0.0667,0.0408,98.9851,4.6772E-05,0,0.5325,0.541,0.0577,0.1191,4.6048,0,0.0088,0,0.5332,0.5417,34.5498,34.629,27.3733,27.4389,7.651,7.299,2.391,2.281
966.0,1586.935,-106.8584,16.8556,966,4.5887,4.5641,33132,3.317756,0.0832,0.0401,99.0039,4.6925E-05,0,0.5325,0.5413,0.0593,0.1176,4.6056,0,0.0088,0,0.5334,0.5418,34.5504,34.6287,27.374,27.4388,7.555,7.308,2.361,2.284
967.0,1587.513,-106.8584,16.8556,967,4.5885,4.5637,33132,3.317763,0.0768,0.0403,98.9979,1.2805E-05,0,0.5326,0.5415,0.0587,0.1174,4.6054,0,0.0086,0,0.5334,0.5418,34.5502,34.6287,27.3738,27.4389,7.341,7.447,2.294,2.327
968.0,1588.184,-106.8584,16.8556,968,4.5871,4.5621,33131,3.317678,0.064,0.0407,98.9873,3.3794E-05,0,0.5326,0.5417,0.0574,0.1175,4.6049,0,0.0087,0,0.5333,0.5421,34.5502,34.6288,27.374,27.4392,7.347,7.424,2.296,2.32
969.0,1589.152,-106.8584,16.8556,969,4.5833,4.5585,33128,3.317384,0.0639,0.0406,98.9904,1.4269E-05,0,0.533,0.5418,0.0574,0.1175,4.605,0,0.0086,0,0.5334,0.5421,34.55,34.6287,27.3743,27.4395,7.368,7.394,2.302,2.31
970.0,1591.103,-106.8584,16.85562,970,4.5811,4.5563,33127,3.317204,0.0714,0.0405,98.9925,1.1417E-05,0,0.5336,0.5421,0.0581,0.1179,4.6051,0,0.0086,0,0.5335,0.5426,34.5507,34.6284,27.375,27.4395,7.436,7.593,2.324,2.373
971.0,1592.931,-106.8584,16.85562,971,4.5775,4.5525,33125,3.316947,0.0636,0.0402,99.0005,3.6907E-05,0,0.5336,0.5423,0.0574,0.1186,4.6055,0,0.0087,0,0.5337,0.5429,34.5512,34.6288,27.3759,27.4402,7.91,7.683,2.471,2.4
972.0,1594.075,-106.8584,16.85562,972,4.5737,4.5488,33122,3.31667,0.0639,0.0407,98.9869,0.00021281,0,0.5336,0.5427,0.0574,0.1187,4.6049,0,0.0095,0,0.5345,0.5431,34.551,34.629,27.3761,27.4408,7.915,7.555,2.473,2.36
973.0,1594.932,-106.8584,16.85562,973,4.5724,4.5476,33121,3.316594,0.0639,0.0406,98.9895,7.6591E-05,0,0.5339,0.5428,0.0574,0.1196,4.605,0,0.009,0,0.5345,0.5431,34.5514,34.6288,27.3766,27.4408,7.655,7.585,2.391,2.37
974.0,1595.677,-106.8584,16.85562,974,4.5718,4.547,33121,3.316597,0.0639,0.0406,98.9909,2.3156E-05,0,0.5336,0.5428,0.0574,0.1197,4.605,0,0.0086,0,0.5346,0.5432,34.5512,34.629,27.3766,27.441,7.644,7.63,2.388,2.384
975.0,1596.382,-106.8584,16.85562,975,4.5668,4.5415,33117,3.316245,0.0639,0.0411,98.9769,3.5993E-05,0,0.534,0.5432,0.0574,0.1195,4.6044,0,0.0087,0,0.5346,0.5433,34.5509,34.6301,27.3768,27.4425,7.813,7.792,2.44,2.434
976.0,1597.103,-106.8584,16.85562,976,4.55,4.5238,33102,3.314851,0.0639,0.0411,98.977,4.5166E-05,0,0.5345,0.5431,0.0574,0.1186,4.6044,0,0.0088,0,0.5349,0.5437,34.5511,34.6317,27.3788,27.4458,8.354,8.016,2.608,2.503
977.0,1597.923,-106.8584,16.85562,977,4.5387,4.5135,33093,3.313834,0.0639,0.0411,98.9782,2.8031E-05,0,0.5347,0.5433,0.0574,0.1175,4.6045,0,0.0087,0,0.5356,0.544,34.5516,34.63,27.3804,27.4455,8.387,7.899,2.618,2.466
978.0,1599.14,-106.8584,16.85562,978,4.5364,4.5116,33091,3.313658,0.0639,0.0411,98.9771,0.0001952,0,0.5348,0.5433,0.0574,0.1184,4.6044,0,0.0095,0,0.5359,0.5443,34.5512,34.6295,27.3804,27.4453,7.993,8.083,2.495,2.523
979.0,1601.192,-106.8584,16.85561,979,4.5356,4.5109,33091,3.31362,0.0639,0.0407,98.9881,4.5266E-05,0,0.5355,0.544,0.0574,0.1191,4.6049,0,0.0088,0,0.5362,0.5452,34.5511,34.6293,27.3804,27.4452,8.471,8.23,2.644,2.569
980.0,1602.493,-106.8584,16.8556,980,4.5332,4.5082,33089,3.313457,0.0639,0.0411,98.9772,2.7697E-05,0,0.536,0.5444,0.0574,0.1174,4.6044,0,0.0087,0,0.537,0.5455,34.5511,34.6297,27.3806,27.4459,8.342,8.234,2.604,2.57
981.0,1603.711,-106.8584,16.8556,981,4.5286,4.5033,33086,3.313104,0.0639,0.0411,98.977,3.4807E-05,0,0.536,0.5449,0.0574,0.1189,4.6044,0,0.0087,0,0.5371,0.5459,34.5513,34.6302,27.3813,27.4468,8.166,8.48,2.548,2.646
982.0,1605.019,-106.8584,16.8556,982,4.5194,4.4941,33078,3.31234,0.0772,0.0411,98.977,1.2743E-05,0,0.5367,0.5455,0.0587,0.1196,4.6044,0,0.0086,0,0.5371,0.5464,34.5517,34.6303,27.3827,27.4478,8.191,8.48,2.556,2.646
983.0,1606.25,-106.8584,16.8556,983,4.5141,4.4894,33074,3.311934,0.0637,0.0411,98.977,8.822E-05,0,0.5371,0.5457,0.0574,0.1196,4.6044,0,0.009,0,0.5374,0.5467,34.5517,34.63,27.3833,27.4481,8.86,8.403,2.764,2.621
984.0,1607.296,-106.8584,16.8556,984,4.5132,4.4882,33073,3.311874,0.0639,0.0411,98.977,0.00046852,0,0.5372,0.5461,0.0574,0.1176,4.6044,0,0.0107,0,0.5383,0.547,34.5515,34.63,27.3832,27.4482,8.774,8.582,2.737,2.677
985.0,1608.303,-106.8584,16.8556,985,4.5105,4.4857,33072,3.311707,0.0639,0.0411,98.977,9.2602E-05,0,0.5372,0.5465,0.0574,0.1197,4.6044,0,0.009,0,0.5383,0.5471,34.5516,34.6302,27.3836,27.4487,8.365,8.447,2.609,2.635
986.0,1609.311,-106.8584,16.8556,986,4.5084,4.4831,33070,3.311518,0.0845,0.0411,98.977,0.00030777,0,0.5373,0.5468,0.0594,0.1196,4.6044,0,0.01,0,0.5383,0.5473,34.5516,34.6302,27.3838,27.449,8.365,8.703,2.609,2.715
987.0,1610.247,-106.8584,16.8556,987,4.5073,4.4824,33070,3.311485,0.0661,0.0411,98.977,9.6309E-06,0,0.538,0.5468,0.0576,0.1196,4.6044,0,0.0086,0,0.5383,0.5477,34.5516,34.63,27.3839,27.4489,8.367,8.719,2.61,2.719
988.0,1611.193,-106.8584,16.8556,988,4.5056,4.4804,33068,3.311369,0.0639,0.0411,98.977,0.0004422,0,0.5385,0.5472,0.0574,0.1196,4.6044,0,0.0106,0,0.5383,0.5477,34.5515,34.6302,27.384,27.4493,8.484,8.627,2.646,2.691
989.0,1612.388,-106.8584,16.8556,989,4.5045,4.4798,33068,3.311335,0.0639,0.0411,98.977,1.6345E-05,0,0.5385,0.5472,0.0574,0.1181,4.6044,0,0.0086,0,0.5386,0.5478,34.552,34.63,27.3846,27.4492,8.594,8.599,2.681,2.682
990.0,1613.985,-106.8584,16.8556,990,4.5028,4.478,33068,3.311232,0.0639,0.0411,98.977,0.00020955,0,0.5385,0.5478,0.0574,0.1197,4.6044,0,0.0095,0,0.5388,0.5481,34.5529,34.6301,27.3855,27.4495,8.726,8.7,2.722,2.713
991.0,1615.893,-106.8584,16.8556,991,4.5016,4.4769,33067,3.311175,0.0692,0.0411,98.9765,1.822E-05,0,0.5387,0.5479,0.0579,0.119,4.6044,0,0.0086,0,0.5393,0.5482,34.5527,34.63,27.3855,27.4496,8.701,8.765,2.714,2.733
992.0,1617.824,-106.8584,16.8556,992,4.4979,4.4727,33064,3.310875,0.0671,0.0411,98.977,0.00024859,0,0.5391,0.5482,0.0577,0.1193,4.6044,0,0.0097,0,0.5394,0.5485,34.5528,34.6304,27.386,27.4504,8.7,8.751,2.713,2.729
993.0,1618.834,-106.8584,16.8556,993,4.4944,4.4683,33062,3.310581,0.0639,0.0411,98.977,1.0644E-05,0,0.5393,0.5483,0.0574,0.1196,4.6044,0,0.0086,0,0.5395,0.5487,34.5528,34.6311,27.3864,27.4514,8.662,8.898,2.701,2.774
994.0,1619.608,-106.8584,16.8556,994,4.4913,4.4654,33060,3.310325,0.0758,0.0411,98.977,-3.537E-07,0,0.5397,0.5482,0.0586,0.1184,4.6044,0,0.0085,0,0.5395,0.5488,34.5532,34.6305,27.387,27.4513,8.677,8.983,2.706,2.801
995.0,1620.282,-106.8584,16.8556,995,4.4879,4.4632,33057,3.310198,0.08,0.0411,98.977,1E-12,0,0.5395,0.5487,0.059,0.1179,4.6044,0,0.0085,0,0.5396,0.5489,34.553,34.6309,27.3872,27.4518,8.915,8.973,2.779,2.797
996.0,1620.93,-106.8584,16.8556,996,4.4805,4.4557,33050,3.309694,0.0636,0.0411,98.977,0.000685,0,0.5395,0.5485,0.0574,0.1197,4.6044,0,0.0117,0,0.5397,0.549,34.5523,34.6324,27.3875,27.4538,9.386,9.031,2.926,2.815
997.0,1621.629,-106.8584,16.8556,997,4.4693,4.4443,33041,3.308672,0.0736,0.041,98.9784,7.1787E-06,0,0.5396,0.5486,0.0584,0.1197,4.6045,0,0.0086,0,0.5406,0.5495,34.5526,34.6318,27.389,27.4545,9.497,9.156,2.96,2.853
998.0,1622.575,-106.8584,16.8556,998,4.4674,4.4426,33040,3.308504,0.0725,0.0411,98.9779,1.3359E-05,0,0.5397,0.5488,0.0582,0.1197,4.6044,0,0.0086,0,0.5407,0.5496,34.5527,34.631,27.3892,27.4542,9.059,9.06,2.823,2.823
999.0,1626.578,-106.8584,16.8556,999,4.4726,4.4462,33045,3.308791,0.0603,0.041,98.9787,1.7702E-05,0,0.5407,0.5498,0.057,0.1186,4.6045,0,0.0086,0,0.5409,0.5504,34.5526,34.6302,27.3886,27.4531,8.968,9.322,2.795,2.905
1000.0,1627.895,-106.8584,16.8556,1000,4.4643,4.4394,33038,3.308353,0.0639,0.0411,98.977,2.153E-05,0,0.5409,0.5504,0.0574,0.1197,4.6044,0,0.0086,0,0.5413,0.5506,34.5533,34.6316,27.39,27.4549,9.458,9.312,2.947,2.902
1001.0,1628.555,-106.8584,16.8556,1001,4.461,4.4366,33035,3.308161,0.0639,0.0411,98.977,4.104E-05,0,0.5409,0.5504,0.0574,0.1197,4.6044,0,0.0088,0,0.5414,0.5508,34.5526,34.6318,27.3899,27.4554,9.523,9.262,2.967,2.886
1002.0,1629.132,-106.8584,16.8556,1002,4.4594,4.4345,33034,3.307979,0.0639,0.0411,98.977,-4.718E-07,0,0.5409,0.5505,0.0574,0.1196,4.6044,0,0.0085,0,0.5419,0.5507,34.5528,34.6314,27.3902,27.4553,9.487,9.404,2.956,2.93
1003.0,1629.66,-106.8584,16.8556,1003,4.4577,4.4325,33033,3.307859,0.0639,0.0402,98.9995,1.7417E-05,0,0.5409,0.5505,0.0574,0.1197,4.6054,0,0.0086,0,0.542,0.5511,34.5527,34.6315,27.3904,27.4557,9.365,9.484,2.918,2.955
1004.0,1630.177,-106.8584,16.8556,1004,4.4556,4.4308,33032,3.307763,0.0639,0.0406,98.9889,-3.496E-07,0,0.5411,0.5506,0.0574,0.1196,4.6049,0,0.0085,0,0.542,0.5512,34.5528,34.6317,27.3907,27.456,9.14,9.417,2.848,2.934
1005.0,1630.704,-106.8584,16.8556,1005,4.4541,4.4292,33031,3.307645,0.0639,0.0411,98.9771,1E-12,0,0.5409,0.5507,0.0574,0.1197,4.6044,0,0.0085,0,0.542,0.5509,34.5529,34.6315,27.3909,27.456,9.253,9.289,2.883,2.893
1006.0,1631.291,-106.8584,16.8556,1006,4.4528,4.4278,33030,3.30756,0.0639,0.0411,98.977,2.709E-05,0,0.5413,0.5508,0.0574,0.1196,4.6044,0,0.0087,0,0.5422,0.5512,34.5529,34.6313,27.391,27.4561,9.263,9.654,2.886,3.007
1007.0,1633.956,-106.8584,16.8556,1007,4.4537,4.4292,33032,3.307684,0.0639,0.0416,98.9662,1.3973E-05,0,0.5422,0.5512,0.0574,0.1186,4.6039,0,0.0086,0,0.5422,0.5519,34.5535,34.6309,27.3914,27.4556,9.56,9.492,2.978,2.957
1008.0,1637.308,-106.8584,16.8556,1008,4.4541,4.4293,33033,3.307795,0.0639,0.0411,98.9772,-4.365E-07,0,0.5426,0.5516,0.0574,0.1197,4.6044,0,0.0085,0,0.5428,0.5518,34.5536,34.6315,27.3915,27.4561,9.748,9.599,3.037,2.99
1009.0,1637.721,-106.8584,16.8556,1009,4.4509,4.4256,33031,3.307542,0.0639,0.0411,98.977,1.6665E-05,0,0.5421,0.552,0.0574,0.1197,4.6044,0,0.0086,0,0.5429,0.5518,34.5537,34.632,27.3919,27.4569,9.455,9.562,2.945,2.979
1010.0,1638.227,-106.8584,16.8556,1010,4.4496,4.4246,33030,3.307478,0.0639,0.0411,98.977,3.38E-05,0,0.5427,0.552,0.0574,0.1196,4.6044,0,0.0087,0,0.5429,0.5523,34.554,34.6318,27.3923,27.4568,9.453,9.531,2.945,2.969
1011.0,1638.739,-106.8584,16.8556,1011,4.4484,4.4238,33030,3.307453,0.0639,0.0411,98.977,1.6618E-05,0,0.5425,0.5519,0.0574,0.1195,4.6044,0,0.0086,0,0.5431,0.5518,34.554,34.6318,27.3925,27.4569,9.647,9.422,3.005,2.935
1012.0,1639.288,-106.8584,16.8556,1012,4.4465,4.4218,33028,3.307309,0.0639,0.0411,98.977,-5.229E-07,0,0.5423,0.5519,0.0574,0.1197,4.6044,0,0.0085,0,0.5432,0.5519,34.554,34.6317,27.3926,27.457,9.543,9.54,2.973,2.971
1013.0,1639.935,-106.8584,16.8556,1013,4.4448,4.4201,33027,3.30719,0.0639,0.0411,98.977,1.2294E-05,0,0.5423,0.5518,0.0574,0.1197,4.6044,0,0.0086,0,0.5432,0.5521,34.554,34.6315,27.3929,27.4571,9.396,9.723,2.927,3.028
1014.0,1642.782,-106.8584,16.8556,1014,4.4455,4.4206,33028,3.307246,0.0643,0.0411,98.977,1.8369E-06,0,0.5432,0.5522,0.0574,0.1192,4.6044,0,0.0085,0,0.5432,0.5526,34.5537,34.6312,27.3925,27.4568,9.401,9.646,2.928,3.004
