Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS
764.0,942.855,-106.07342,20.2636,764,5.9703,5.9707,3.425758,3.425996,0.073829,12.3338,4.5801,0.051009,0,4.5801,0.0246,0.5068,0,4.5795,0,0.0077,0,0.5066,34.521,34.5233,27.1866,27.1883,0.0413,1.258,0.417
765.0,943.576,-106.07342,20.2636,765,5.9683,5.9687,3.425618,3.425873,0.072316,12.3343,4.5795,0.050665,0,4.5795,0.0241,0.5067,0,4.5886,0,0.0048,0,0.5065,34.521,34.5234,27.1869,27.1887,0.0391,1.189,0.395
766.0,944.251,-106.07342,20.2636,766,5.9665,5.9668,3.425516,3.425751,0.073262,12.3344,4.5795,0.050671,0,4.5795,0.0244,0.5067,0,4.6165,0,0.0049,0,0.5065,34.5212,34.5235,27.1872,27.189,0.041,1.246,0.414
767.0,944.939,-106.07342,20.2636,767,5.9652,5.9656,3.425442,3.42568,0.07326,12.3338,4.5801,0.050837,0,4.5801,0.0244,0.5067,0,4.6194,0,0.0063,0,0.5065,34.5212,34.5234,27.1874,27.1892,0.0409,1.245,0.413
768.0,945.733,-106.07342,20.2636,768,5.9618,5.962,3.425161,3.425362,0.073101,12.3338,4.5801,0.050679,0,4.5801,0.0243,0.5069,0,4.6203,0,0.005,0,0.5067,34.521,34.5231,27.1877,27.1893,0.0398,1.209,0.401
769.0,947.001,-106.07342,20.2636,769,5.9592,5.9595,3.424972,3.425187,0.073093,12.3338,4.5802,0.050715,0,4.5802,0.0243,0.5066,0,4.6203,0,0.0053,0,0.5064,34.521,34.5231,27.1881,27.1897,0.0396,1.203,0.399
770.0,949.15,-106.07342,20.2636,770,5.9583,5.9583,3.424924,3.425128,0.073097,12.3338,4.5801,0.050957,0,4.5801,0.0243,0.5067,0,4.6203,0,0.0073,0,0.5065,34.5209,34.5231,27.1881,27.1899,0.0407,1.238,0.41
771.0,950.547,-106.07342,20.2636,771,5.954,5.9544,3.424597,3.424834,0.073267,12.3333,4.5807,0.050659,0,4.5807,0.0244,0.5069,0,4.6203,0,0.0048,0,0.5067,34.5211,34.5233,27.1888,27.1905,0.0424,1.29,0.428
772.0,951.542,-106.07342,20.2636,772,5.9514,5.9519,3.4244,3.424656,0.07326,12.3331,4.5808,0.050671,0,4.5808,0.0244,0.5069,0,4.6203,0,0.0049,0,0.5067,34.5211,34.5234,27.1891,27.1908,0.0394,1.199,0.397
773.0,952.41,-106.07342,20.2636,773,5.9475,5.9479,3.424098,3.42434,0.07326,12.3362,4.5774,0.050972,0,4.5774,0.0244,0.5067,0,4.6201,0,0.0074,0,0.5065,34.5211,34.5234,27.1897,27.1914,0.0387,1.179,0.391
774.0,953.202,-106.07344,20.2636,774,5.9465,5.9467,3.424039,3.424255,0.07326,12.3336,4.5803,0.050916,0,4.5803,0.0244,0.5068,0,4.6198,0,0.0069,0,0.5066,34.5209,34.5232,27.1896,27.1914,0.0413,1.257,0.416
775.0,953.944,-106.07344,20.2636,775,5.9459,5.9441,3.42403,3.424073,0.072837,12.334,4.5799,0.050928,0,4.5799,0.0243,0.5068,0,4.6196,0,0.0071,0,0.5066,34.521,34.5232,27.1898,27.1918,0.0436,1.327,0.44
776.0,954.643,-106.07344,20.2636,776,5.9423,5.9413,3.423719,3.423832,0.073454,12.3336,4.5803,0.05068,0,4.5803,0.0245,0.5071,0,4.6199,0,0.005,0,0.5069,34.5206,34.5229,27.1899,27.1919,0.0444,1.352,0.448
777.0,955.332,-106.07344,20.2636,777,5.9367,5.9372,3.423274,3.42352,0.07925,12.3331,4.5809,0.050671,0,4.5809,0.0264,0.5069,0,4.6201,0,0.0049,0,0.5067,34.5208,34.5231,27.1908,27.1925,0.0406,1.235,0.409
778.0,956.031,-106.07344,20.2636,778,5.9333,5.9333,3.422977,3.423177,0.081418,12.3339,4.58,0.050671,0,4.58,0.0271,0.5072,0,4.6211,0,0.0049,0,0.507,34.5205,34.5227,27.191,27.1928,0.0411,1.25,0.414
779.0,956.806,-106.07344,20.2636,779,5.9231,5.9234,3.422088,3.422299,0.07478,12.3338,4.5801,0.050793,0,4.5801,0.0249,0.5068,0,4.6217,0,0.0059,0,0.5066,34.5203,34.5224,27.1921,27.1937,0.0386,1.173,0.389
780.0,957.819,-106.07344,20.2636,780,5.9138,5.9138,3.421285,3.421483,0.073561,12.3335,4.5804,0.050678,0,4.5804,0.0245,0.5069,0,4.6219,0,0.005,0,0.5067,34.5202,34.5224,27.1932,27.195,0.0418,1.273,0.422
781.0,959.625,-106.07344,20.2636,781,5.9114,5.912,3.421109,3.421367,0.073053,12.3335,4.5805,0.050679,0,4.5805,0.0243,0.5071,0,4.6218,0,0.005,0,0.5069,34.5202,34.5224,27.1935,27.1952,0.0424,1.29,0.427
782.0,961.595,-106.07343,20.2636,782,5.9097,5.9101,3.421012,3.421237,0.073273,12.334,4.5798,0.05067,0,4.5798,0.0244,0.507,0,4.6217,0,0.0049,0,0.5068,34.5203,34.5225,27.1938,27.1955,0.0431,1.313,0.435
783.0,962.689,-106.07342,20.2636,783,5.9053,5.9053,3.420642,3.420848,0.07326,12.3342,4.5797,0.050671,0,4.5797,0.0244,0.5073,0,4.6212,0,0.0049,0,0.5071,34.5201,34.5224,27.1943,27.1961,0.0432,1.314,0.435
784.0,963.515,-106.07342,20.2636,784,5.8947,5.895,3.419756,3.419988,0.07326,12.3334,4.5806,0.050671,0,4.5806,0.0244,0.507,0,4.6201,0,0.0049,0,0.5068,34.5204,34.5227,27.1958,27.1976,0.0435,1.322,0.438
785.0,964.207,-106.07342,20.2636,785,5.8912,5.8917,3.419488,3.419734,0.072284,12.3328,4.5812,0.050671,0,4.5812,0.0241,0.5077,0,4.6202,0,0.0049,0,0.5075,34.5204,34.5228,27.1963,27.198,0.0459,1.398,0.463
786.0,964.855,-106.07342,20.2636,786,5.8893,5.8895,3.419345,3.419556,0.073262,12.3334,4.5805,0.050671,0,4.5805,0.0244,0.5072,0,4.6203,0,0.0049,0,0.507,34.5203,34.5224,27.1964,27.1981,0.0414,1.261,0.417
787.0,965.499,-106.07342,20.2636,787,5.8792,5.8789,3.418474,3.418618,0.07326,12.3335,4.5805,0.050671,0,4.5805,0.0244,0.5073,0,4.62,0,0.0049,0,0.5071,34.5203,34.5221,27.1977,27.1992,0.046,1.401,0.464
788.0,966.204,-106.07344,20.2636,788,5.867,5.867,3.417416,3.417588,0.07441,12.3328,4.5812,0.050671,0,4.5812,0.0248,0.5074,0,4.6204,0,0.0049,0,0.5072,34.5202,34.5222,27.1991,27.2007,0.0436,1.327,0.439
789.0,967.106,-106.07344,20.2636,789,5.8468,5.8467,3.415645,3.415811,0.073141,12.333,4.581,0.050808,0,4.581,0.0244,0.5074,0,4.6203,0,0.006,0,0.5072,34.5203,34.5222,27.2017,27.2032,0.0453,1.379,0.456
790.0,968.321,-106.07344,20.2636,790,5.8404,5.8408,3.415102,3.415332,0.073261,12.3335,4.5804,0.050702,0,4.5804,0.0244,0.5077,0,4.6206,0,0.0052,0,0.5075,34.5202,34.5224,27.2024,27.2042,0.0454,1.38,0.456
791.0,969.538,-106.07344,20.2636,791,5.8364,5.8365,3.41478,3.414976,0.072989,12.3346,4.5792,0.051422,0,4.5792,0.0243,0.5076,0,4.621,0,0.0112,0,0.5074,34.5201,34.5223,27.2029,27.2046,0.0461,1.402,0.464
792.0,970.6,-106.07343,20.2636,792,5.8176,5.8173,3.413124,3.413285,0.073264,12.3346,4.5791,0.05155,0,4.5791,0.0244,0.5076,0,4.6213,0,0.0122,0,0.5074,34.52,34.5222,27.2051,27.2069,0.046,1.399,0.462
793.0,971.604,-106.07342,20.2636,793,5.7973,5.797,3.411341,3.411513,0.073119,12.3335,4.5805,0.050957,0,4.5805,0.0244,0.5078,0,4.6215,0,0.0073,0,0.5076,34.5201,34.5223,27.2077,27.2095,0.0466,1.418,0.468
794.0,972.691,-106.07342,20.2636,794,5.7875,5.7878,3.410519,3.410726,0.073124,12.3339,4.5799,0.051652,0,4.5799,0.0244,0.5079,0,4.6228,0,0.013,0,0.5077,34.5203,34.5224,27.2091,27.2107,0.0462,1.405,0.464
795.0,973.886,-106.07342,20.2636,795,5.7827,5.783,3.410125,3.41034,0.073129,12.3339,4.58,0.052085,0,4.58,0.0244,0.5078,0,4.6292,0,0.0165,0,0.5076,34.5202,34.5224,27.2096,27.2113,0.0463,1.407,0.465
796.0,975.028,-106.07342,20.2636,796,5.7787,5.779,3.409805,3.41004,0.073119,12.3328,4.5813,0.051555,0,4.5813,0.0244,0.5079,0,4.6331,0,0.0121,0,0.5077,34.5202,34.5226,27.2101,27.212,0.0465,1.415,0.467
797.0,976.048,-106.07342,20.2636,797,5.776,5.7764,3.40963,3.409865,0.073264,12.3336,4.5803,0.051494,0,4.5803,0.0244,0.5079,0,4.6341,0,0.0116,0,0.5077,34.5205,34.5227,27.2106,27.2124,0.0462,1.406,0.464
798.0,976.941,-106.07342,20.2636,798,5.7719,5.7723,3.409305,3.409528,0.073773,12.3358,4.5778,0.050734,0,4.5778,0.0246,0.5079,0,4.6291,0,0.0054,0,0.5077,34.5204,34.5226,27.2112,27.2128,0.0462,1.406,0.464
799.0,977.723,-106.07342,20.2636,799,5.7688,5.7692,3.409076,3.409302,0.073278,12.3345,4.5794,0.050722,0,4.5794,0.0244,0.5079,0,4.6325,0,0.0053,0,0.5077,34.5205,34.5227,27.2116,27.2133,0.0462,1.407,0.464
800.0,978.454,-106.07342,20.2636,800,5.7635,5.7636,3.408631,3.408833,0.07326,12.3343,4.5796,0.050713,0,4.5796,0.0244,0.5079,0,4.6307,0,0.0053,0,0.5077,34.5205,34.5226,27.2123,27.2139,0.0463,1.407,0.464
801.0,979.167,-106.07342,20.2636,801,5.7561,5.7563,3.408012,3.408234,0.074051,12.3333,4.5807,0.053012,0,4.5807,0.0247,0.5079,0,4.6298,0,0.0241,0,0.5077,34.5205,34.5227,27.2132,27.2149,0.0477,1.451,0.479
802.0,980.053,-106.07342,20.2636,802,5.7507,5.751,3.407565,3.407784,0.072862,12.3328,4.5812,0.052554,0,4.5812,0.0243,0.5081,0,4.6301,0,0.02,0,0.5078,34.5205,34.5225,27.2139,27.2154,0.047,1.43,0.472
803.0,981.821,-106.07342,20.2636,803,5.75,5.747,3.407539,3.40747,0.073214,12.333,4.581,0.050967,0,4.581,0.0244,0.5079,0,4.6307,0,0.0074,0,0.5077,34.5203,34.5226,27.2138,27.216,0.0463,1.408,0.464
804.0,983.243,-106.07342,20.2636,804,5.7393,5.7397,3.406634,3.406878,0.072946,12.333,4.581,0.051231,0,4.581,0.0243,0.5079,0,4.6314,0,0.0096,0,0.5077,34.5206,34.5229,27.2153,27.2171,0.0457,1.391,0.459
805.0,984.135,-106.07342,20.2636,805,5.7363,5.7367,3.406422,3.40666,0.073459,12.333,4.581,0.050877,0,4.581,0.0245,0.5079,0,4.6308,0,0.0066,0,0.5077,34.5207,34.523,27.2158,27.2176,0.0476,1.449,0.478
806.0,984.92,-106.07342,20.2636,806,5.7308,5.7311,3.405971,3.406196,0.073259,12.3329,4.5811,0.050685,0,4.5811,0.0244,0.5081,0,4.6334,0,0.005,0,0.5079,34.5207,34.5229,27.2165,27.2182,0.0477,1.452,0.479
807.0,985.737,-106.07342,20.2636,807,5.7261,5.7262,3.405572,3.405771,0.07326,12.3331,4.5809,0.050671,0,4.5809,0.0244,0.5079,0,4.634,0,0.0049,0,0.5077,34.5205,34.5226,27.2169,27.2186,0.0458,1.393,0.46
808.0,986.687,-106.07342,20.2636,808,5.7147,5.7148,3.404595,3.404797,0.07326,12.3343,4.5795,0.050705,0,4.5795,0.0244,0.508,0,4.6349,0,0.0052,0,0.5078,34.5205,34.5227,27.2183,27.2201,0.0478,1.453,0.479
809.0,987.645,-106.07342,20.2636,809,5.7047,5.705,3.403752,3.403968,0.07309,12.3336,4.5803,0.050874,0,4.5803,0.0243,0.5081,0,4.6372,0,0.0066,0,0.5079,34.5206,34.5228,27.2197,27.2214,0.049,1.489,0.491
810.0,988.49,-106.07342,20.2636,810,5.6993,5.6996,3.403304,3.403536,0.072877,12.3336,4.5804,0.051825,0,4.5804,0.0243,0.5081,0,4.6372,0,0.0146,0,0.5079,34.5207,34.523,27.2204,27.2222,0.0465,1.415,0.466
811.0,989.245,-106.07342,20.2636,811,5.695,5.6952,3.402962,3.403176,0.073257,12.3329,4.5811,0.051457,0,4.5811,0.0244,0.5081,0,4.6389,0,0.0113,0,0.5079,34.5207,34.5228,27.2209,27.2226,0.0477,1.452,0.479
812.0,990.003,-106.07342,20.2636,812,5.6841,5.6836,3.402006,3.402149,0.07326,12.3376,4.5758,0.051898,0,4.5758,0.0244,0.5081,0,4.6404,0,0.0148,0,0.5079,34.5204,34.5225,27.222,27.2238,0.0502,1.526,0.503
813.0,990.915,-106.07342,20.2636,813,5.6731,5.673,3.401042,3.40122,0.072871,12.3386,4.5747,0.051323,0,4.5747,0.0243,0.5084,0,4.6415,0,0.0103,0,0.5082,34.5203,34.5224,27.2233,27.225,0.0516,1.57,0.517
814.0,992.518,-106.07342,20.26359,814,5.6615,5.6612,3.400021,3.400179,0.073259,12.3329,4.5811,0.051296,0,4.5811,0.0244,0.5087,0,4.6437,0,0.01,0,0.5085,34.52,34.5221,27.2245,27.2262,0.0517,1.572,0.518
815.0,994.225,-106.07342,20.26358,815,5.6555,5.6558,3.399528,3.399746,0.081337,12.3358,4.5778,0.050848,0,4.5778,0.0271,0.5089,0,4.6411,0,0.0064,0,0.5087,34.52,34.5222,27.2252,27.2269,0.0543,1.651,0.543
816.0,995.353,-106.07342,20.26358,816,5.6513,5.6516,3.399191,3.399424,0.072964,12.3339,4.58,0.051641,0,4.58,0.0243,0.509,0,4.6409,0,0.013,0,0.5088,34.5201,34.5224,27.2258,27.2276,0.0533,1.622,0.534
817.0,996.216,-106.07342,20.26358,817,5.6481,5.6485,3.398967,3.399196,0.072484,12.3331,4.5809,0.050663,0,4.5809,0.0241,0.5091,0,4.6378,0,0.0048,0,0.5089,34.5202,34.5224,27.2263,27.228,0.0532,1.618,0.533
818.0,996.975,-106.07342,20.26358,818,5.645,5.6453,3.398723,3.398934,0.073057,12.3333,4.5807,0.050671,0,4.5807,0.0243,0.5091,0,4.6404,0,0.0049,0,0.5089,34.5201,34.5222,27.2266,27.2283,0.0536,1.631,0.537
819.0,997.704,-106.07342,20.26358,819,5.6384,5.6385,3.398162,3.398374,0.073259,12.3372,4.5762,0.050671,0,4.5762,0.0244,0.5092,0,4.6436,0,0.0049,0,0.509,34.52,34.5224,27.2274,27.2292,0.0535,1.626,0.535
820.0,998.468,-106.07342,20.26358,820,5.6333,5.6336,3.397762,3.397996,0.072705,12.3347,4.5791,0.051131,0,4.5791,0.0242,0.5092,0,4.6448,0,0.0087,0,0.509,34.5202,34.5225,27.2281,27.2299,0.053,1.612,0.53
821.0,999.349,-106.07342,20.26358,821,5.6304,5.6306,3.397545,3.39776,0.072625,12.3335,4.5805,0.051158,0,4.5805,0.0242,0.5092,0,4.6448,0,0.009,0,0.509,34.5202,34.5224,27.2285,27.2302,0.0535,1.628,0.535
822.0,1000.406,-106.07342,20.26358,822,5.6267,5.6267,3.397252,3.397448,0.072716,12.334,4.5799,0.052138,0,4.5799,0.0242,0.5093,0,4.6451,0,0.0171,0,0.5091,34.5201,34.5223,27.2289,27.2306,0.0536,1.629,0.536
823.0,1001.592,-106.07342,20.26358,823,5.6249,5.6253,3.397144,3.397362,0.072373,12.3347,4.5791,0.050886,0,4.5791,0.0241,0.5092,0,4.6452,0,0.0067,0,0.509,34.5202,34.5224,27.2293,27.2309,0.0525,1.599,0.526
824.0,1002.783,-106.07342,20.26358,824,5.6244,5.6247,3.397142,3.397363,0.072867,12.3335,4.5805,0.051292,0,4.5805,0.0243,0.5092,0,4.6454,0,0.0101,0,0.509,34.5203,34.5225,27.2293,27.231,0.0542,1.649,0.543
825.0,1003.845,-106.07342,20.26358,825,5.6231,5.6235,3.397081,3.397311,0.07343,12.3335,4.5804,0.051109,0,4.5804,0.0245,0.5093,0,4.6434,0,0.0085,0,0.5091,34.5204,34.5226,27.2296,27.2313,0.0531,1.616,0.532
826.0,1004.754,-106.07342,20.26358,826,5.6183,5.6184,3.396673,3.396874,0.073252,12.337,4.5765,0.051064,0,4.5765,0.0244,0.5092,0,4.6406,0,0.0082,0,0.509,34.5202,34.5224,27.23,27.2318,0.0532,1.617,0.532
827.0,1005.566,-106.07342,20.26358,827,5.6125,5.6127,3.396215,3.396435,0.07268,12.3344,4.5794,0.051364,0,4.5794,0.0242,0.5093,0,4.6391,0,0.0107,0,0.5091,34.5203,34.5227,27.2309,27.2327,0.0547,1.664,0.547
828.0,1006.403,-106.07342,20.26358,828,5.6112,5.6114,3.39613,3.396344,0.072624,12.3346,4.5792,0.050681,0,4.5792,0.0242,0.5094,0,4.6396,0,0.005,0,0.5092,34.5202,34.5224,27.2309,27.2327,0.0547,1.665,0.547
829.0,1007.409,-106.07342,20.26358,829,5.6094,5.6095,3.396014,3.396218,0.07323,12.3352,4.5784,0.050722,0,4.5784,0.0244,0.5094,0,4.6417,0,0.0053,0,0.5092,34.5203,34.5225,27.2312,27.2329,0.0544,1.655,0.544
830.0,1008.688,-106.07342,20.26358,830,5.6038,5.6036,3.395536,3.395716,0.073144,12.3334,4.5805,0.05122,0,4.5805,0.0244,0.5094,0,4.6422,0,0.0095,0,0.5092,34.5201,34.5223,27.2318,27.2336,0.0559,1.702,0.56
831.0,1009.86,-106.07342,20.26358,831,5.5825,5.5817,3.393666,3.393793,0.073258,12.3342,4.5797,0.050826,0,4.5797,0.0244,0.5096,0,4.6428,0,0.0062,0,0.5094,34.5201,34.5224,27.2344,27.2362,0.0564,1.716,0.564
832.0,1010.875,-106.07342,20.26358,832,5.5757,5.5761,3.393138,3.393363,0.072942,12.3353,4.5783,0.050963,0,4.5783,0.0243,0.5097,0,4.6429,0,0.0073,0,0.5095,34.5206,34.5227,27.2355,27.2371,0.0568,1.729,0.568
833.0,1011.873,-106.07342,20.26358,833,5.5756,5.576,3.393166,3.393231,0.07326,12.3368,4.5767,0.050671,0,4.5767,0.0244,0.5097,0,4.6433,0,0.0049,0,0.5095,34.5205,34.5208,27.2355,27.2357,0.0561,1.708,0.561
834.0,1012.922,-106.07342,20.26358,834,5.5748,5.5751,3.393125,3.393349,0.07326,12.3348,4.5789,0.050671,0,4.5789,0.0244,0.5099,0,4.6434,0,0.0049,0,0.5097,34.5204,34.5226,27.2355,27.2373,0.0581,1.766,0.58
835.0,1013.931,-106.07342,20.26358,835,5.5639,5.5639,3.3922,3.392388,0.072129,12.3349,4.5788,0.050671,0,4.5788,0.024,0.5099,0,4.6434,0,0.0049,0,0.5097,34.5205,34.5226,27.2369,27.2386,0.0596,1.814,0.596
836.0,1014.858,-106.07342,20.26358,836,5.5613,5.5619,3.392024,3.392266,0.073289,12.3341,4.5798,0.050855,0,4.5798,0.0244,0.5101,0,4.6434,0,0.0064,0,0.5099,34.5206,34.5228,27.2374,27.239,0.0586,1.784,0.586
837.0,1015.777,-106.07342,20.26358,837,5.5612,5.5617,3.392056,3.392282,0.073096,12.334,4.5799,0.051045,0,4.5799,0.0243,0.5101,0,4.6436,0,0.008,0,0.5099,34.5206,34.5227,27.2373,27.239,0.0578,1.758,0.577
838.0,1016.734,-106.07342,20.26358,838,5.5596,5.5602,3.391947,3.392203,0.073107,12.3356,4.578,0.05196,0,4.578,0.0244,0.5102,0,4.6434,0,0.0156,0,0.51,34.5205,34.5228,27.2375,27.2392,0.0594,1.808,0.594
839.0,1017.672,-106.07342,20.26358,839,5.5579,5.5584,3.391857,3.392089,0.072735,12.334,4.5799,0.051649,0,4.5799,0.0242,0.5103,0,4.6435,0,0.0131,0,0.5101,34.5207,34.5229,27.2379,27.2395,0.0602,1.832,0.602
840.0,1018.585,-106.07342,20.26358,840,5.5567,5.557,3.391788,3.392008,0.073444,12.3338,4.5801,0.050701,0,4.5801,0.0245,0.5102,0,4.6434,0,0.0052,0,0.51,34.5207,34.5229,27.238,27.2397,0.0567,1.724,0.566
841.0,1019.492,-106.07342,20.26358,841,5.5552,5.5555,3.391702,3.391934,0.071908,12.3382,4.575,0.051746,0,4.575,0.024,0.5102,0,4.6435,0,0.0137,0,0.51,34.5207,34.523,27.2382,27.24,0.0599,1.822,0.599
842.0,1020.454,-106.07342,20.26358,842,5.5543,5.5545,3.39167,3.391886,0.073282,12.336,4.5776,0.052522,0,4.5776,0.0244,0.5104,0,4.6436,0,0.0202,0,0.5102,34.5208,34.523,27.2385,27.2401,0.0597,1.815,0.596
843.0,1021.512,-106.07342,20.26358,843,5.5464,5.5463,3.391012,3.391195,0.072711,12.3356,4.578,0.051304,0,4.578,0.0242,0.5103,0,4.6437,0,0.0102,0,0.5101,34.5209,34.523,27.2394,27.2412,0.058,1.765,0.58
844.0,1022.623,-106.07342,20.26358,844,5.538,5.5384,3.390325,3.390546,0.072988,12.3351,4.5787,0.050881,0,4.5787,0.0243,0.5104,0,4.6435,0,0.0067,0,0.5102,34.5212,34.5233,27.2407,27.2423,0.0592,1.801,0.591
845.0,1023.846,-106.07342,20.26358,845,5.5358,5.5366,3.390155,3.390422,0.07282,12.3346,4.5792,0.052284,0,4.5792,0.0243,0.5103,0,4.6435,0,0.0181,0,0.5101,34.521,34.5232,27.2409,27.2425,0.0594,1.808,0.594
846.0,1025.219,-106.07342,20.26358,846,5.5282,5.5281,3.389533,3.389721,0.073029,12.3343,4.5795,0.052305,0,4.5795,0.0243,0.5104,0,4.6436,0,0.0182,0,0.5102,34.5212,34.5234,27.2419,27.2437,0.0599,1.822,0.598
847.0,1026.438,-106.07342,20.26358,847,5.5259,5.5263,3.389394,3.389606,0.07326,12.3341,4.5798,0.052561,0,4.5798,0.0244,0.5104,0,4.6435,0,0.0205,0,0.5102,34.5214,34.5235,27.2424,27.244,0.0598,1.819,0.597
848.0,1027.422,-106.07342,20.26358,848,5.5259,5.5263,3.38943,3.389664,0.07326,12.3343,4.5796,0.051305,0,4.5796,0.0244,0.5105,0,4.6433,0,0.0102,0,0.5103,34.5214,34.5236,27.2424,27.2441,0.0597,1.816,0.596
849.0,1028.267,-106.07342,20.26358,849,5.526,5.5264,3.389483,3.389721,0.07326,12.3341,4.5798,0.050949,0,4.5798,0.0244,0.5105,0,4.6419,0,0.0072,0,0.5103,34.5214,34.5236,27.2424,27.2441,0.0602,1.83,0.601
850.0,1029.077,-106.07342,20.26358,850,5.5258,5.5261,3.389516,3.389732,0.073083,12.3338,4.5801,0.050841,0,4.5801,0.0243,0.5105,0,4.642,0,0.0063,0,0.5103,34.5215,34.5236,27.2425,27.2441,0.0593,1.804,0.592
851.0,1029.908,-106.07343,20.26358,851,5.5251,5.5254,3.38949,3.38972,0.073254,12.3341,4.5798,0.050753,0,4.5798,0.0244,0.5104,0,4.6423,0,0.0056,0,0.5102,34.5214,34.5237,27.2425,27.2443,0.0591,1.798,0.59
852.0,1030.778,-106.07344,20.26358,852,5.5221,5.5224,3.389264,3.389467,0.072917,12.3355,4.5782,0.053073,0,4.5782,0.0243,0.5105,0,4.6428,0,0.0244,0,0.5103,34.5214,34.5234,27.2429,27.2444,0.0611,1.857,0.609
853.0,1031.654,-106.07344,20.26358,853,5.5179,5.5182,3.388916,3.389128,0.073263,12.3346,4.5792,0.05355,0,4.5792,0.0244,0.5105,0,4.6425,0,0.0282,0,0.5103,34.5212,34.5233,27.2433,27.2449,0.0617,1.876,0.615
854.0,1032.491,-106.07344,20.26358,854,5.5087,5.5087,3.388098,3.388281,0.073074,12.3343,4.5796,0.052005,0,4.5796,0.0243,0.5108,0,4.6425,0,0.0159,0,0.5106,34.5208,34.5229,27.244,27.2457,0.0632,1.921,0.63
855.0,1033.338,-106.07342,20.26358,855,5.4952,5.4951,3.386909,3.387078,0.072735,12.3341,4.5798,0.053955,0,4.5798,0.0242,0.5107,0,4.6423,0,0.0315,0,0.5105,34.5206,34.5226,27.2455,27.2471,0.0624,1.9,0.623
856.0,1034.288,-106.07342,20.26358,856,5.4854,5.4855,3.386086,3.386273,0.072697,12.3346,4.5793,0.054004,0,4.5793,0.0242,0.5109,0,4.6426,0,0.0317,0,0.5107,34.5208,34.5228,27.2468,27.2484,0.0623,1.895,0.621
857.0,1035.508,-106.07343,20.26358,857,5.483,5.4834,3.385908,3.386133,0.073136,12.3369,4.5766,0.050931,0,4.5766,0.0244,0.5109,0,4.6429,0,0.007,0,0.5107,34.5207,34.5228,27.2471,27.2487,0.0653,1.985,0.651
858.0,1037.107,-106.07344,20.26357,858,5.478,5.4777,3.385502,3.385644,0.07299,12.3371,4.5764,0.051335,0,4.5764,0.0243,0.5113,0,4.643,0,0.0104,0,0.5111,34.5207,34.5226,27.2477,27.2492,0.0655,1.993,0.653
859.0,1038.623,-106.07344,20.26356,859,5.468,5.4678,3.384672,3.384849,0.073146,12.3351,4.5787,0.051359,0,4.5787,0.0244,0.5114,0,4.6408,0,0.0107,0,0.5112,34.521,34.5231,27.2491,27.2508,0.0643,1.958,0.642
860.0,1039.731,-106.07344,20.26357,860,5.4631,5.4635,3.384567,3.384798,0.073262,12.3346,4.5792,0.051854,0,4.5792,0.0244,0.5113,0,4.64,0,0.0147,0,0.5111,34.5243,34.5265,27.2523,27.254,0.062,1.886,0.618
861.0,1040.619,-106.07344,20.26358,861,5.4735,5.4739,3.385866,3.386097,0.07326,12.3354,4.5783,0.05164,0,4.5783,0.0244,0.511,0,4.6398,0,0.013,0,0.5108,34.528,34.5301,27.254,27.2556,0.0537,1.635,0.536
862.0,1041.396,-106.07344,20.26358,862,5.4776,5.4781,3.386475,3.386728,0.073667,12.3338,4.5801,0.052282,0,4.5801,0.0245,0.5105,0,4.6397,0,0.0182,0,0.5103,34.5302,34.5325,27.2552,27.2571,0.0536,1.631,0.535
863.0,1042.14,-106.07344,20.26358,863,5.4783,5.4788,3.386654,3.386899,0.073263,12.3333,4.5807,0.050922,0,4.5807,0.0244,0.5103,0,4.6396,0,0.007,0,0.5101,34.531,34.5332,27.2559,27.2576,0.0548,1.667,0.547
864.0,1042.878,-106.07344,20.26358,864,5.4803,5.4806,3.387001,3.387213,0.073657,12.3332,4.5807,0.051593,0,4.5807,0.0245,0.5099,0,4.6399,0,0.0126,0,0.5097,34.5324,34.5345,27.2567,27.2584,0.0518,1.576,0.517
865.0,1043.651,-106.07344,20.26358,865,5.4789,5.4793,3.387012,3.387244,0.073268,12.3327,4.5813,0.052077,0,4.5813,0.0244,0.5098,0,4.6401,0,0.0165,0,0.5096,34.5335,34.5356,27.2577,27.2594,0.0498,1.515,0.497
866.0,1044.473,-106.07344,20.26358,866,5.4776,5.4778,3.386978,3.387195,0.07326,12.333,4.581,0.051058,0,4.581,0.0244,0.5093,0,4.6408,0,0.0081,0,0.5091,34.5339,34.5362,27.2583,27.26,0.0483,1.469,0.482
867.0,1045.436,-106.07344,20.26358,867,5.4753,5.476,3.38683,3.387076,0.07326,12.334,4.5799,0.051632,0,4.5799,0.0244,0.5087,0,4.6409,0,0.0129,0,0.5085,34.5341,34.5361,27.2587,27.2602,0.0468,1.424,0.467
868.0,1046.701,-106.07344,20.26358,868,5.4752,5.4757,3.386849,3.387086,0.073365,12.3328,4.5813,0.051215,0,4.5813,0.0244,0.5089,0,4.6409,0,0.0095,0,0.5087,34.5339,34.536,27.2586,27.2602,0.0499,1.518,0.498
