,Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS
670,686.331,859.197,-106.07342,20.2636,681.0,6.5664,6.567,3.4767379999999997,3.477013,0.07534400000000001,12.3387,4.5745,0.050671,0.0,4.5745,0.0251,0.5065,0.0,4.6405,0.0,0.0049,0.0,0.5063,34.5284,34.5309,27.1147,27.1166,0.0379,1.1540000000000001,0.38799999999999996
671,687.34,860.288,-106.07342,20.2636,682.0,6.5655,6.5652,3.4767040000000002,3.476872,0.073624,12.3358,4.5778,0.050671,0.0,4.5778,0.0245,0.5064,0.0,4.6407,0.0,0.0049,0.0,0.5062,34.5285,34.5307,27.1149,27.1167,0.0369,1.124,0.37799999999999995
672,688.35,861.52,-106.07342,20.2636,683.0,6.5619,6.5623,3.4763900000000003,3.4766410000000003,0.07337300000000001,12.337,4.5765,0.050671,0.0,4.5765,0.0244,0.5065,0.0,4.6404,0.0,0.0049,0.0,0.5063,34.5282,34.5305,27.1151,27.117,0.039,1.187,0.39899999999999997
673,689.3589999999999,862.6669999999999,-106.07342,20.2636,684.0,6.551,6.5515,3.47535,3.475602,0.073104,12.337,4.5765,0.050671,0.0,4.5765,0.0243,0.5066,0.0,4.6408,0.0,0.0049,0.0,0.5063,34.5272,34.5294,27.1158,27.1175,0.0391,1.189,0.4
674,690.3689999999999,863.6210000000001,-106.07342,20.2636,685.0,6.5211,6.5216,3.4725309999999996,3.4727870000000003,0.07343200000000001,12.3353,4.5784,0.050671,0.0,4.5784,0.0245,0.5066,0.0,4.6401,0.0,0.0049,0.0,0.5064,34.5254,34.5278,27.1184,27.1202,0.04,1.217,0.409
675,691.378,864.452,-106.07342,20.2636,686.0,6.5147,6.5154,3.4719870000000004,3.4722489999999997,0.073257,12.3367,4.5768,0.050671,0.0,4.5768,0.0244,0.5067,0.0,4.6398,0.0,0.0049,0.0,0.5065,34.5254,34.5276,27.1192,27.1209,0.0396,1.207,0.405
676,692.388,865.238,-106.07342,20.2636,687.0,6.5131,6.5137,3.471882,3.472151,0.076462,12.3353,4.5784,0.050773,0.0,4.5784,0.0255,0.5068,0.0,4.6398,0.0,0.0058,0.0,0.5066,34.5254,34.5277,27.1194,27.1212,0.0381,1.159,0.389
677,693.3969999999999,866.0189999999999,-106.07342,20.2636,688.0,6.5118,6.5124,3.471806,3.472068,0.088247,12.3346,4.5793,0.050671,0.0,4.5793,0.0294,0.5066,0.0,4.6407,0.0,0.0049,0.0,0.5064,34.5253,34.5276,27.1195,27.1213,0.0366,1.115,0.374
678,694.4069999999999,866.862,-106.07342,20.2636,689.0,6.51,6.51,3.471668,3.471888,0.12119,12.3363,4.5772,0.050671,0.0,4.5772,0.0404,0.5065,0.0,4.641,0.0,0.0049,0.0,0.5063,34.5251,34.5275,27.1197,27.1215,0.0371,1.13,0.379
679,695.416,867.821,-106.07342,20.2636,690.0,6.5075,6.5083,3.4714980000000004,3.4717800000000003,0.073376,12.3356,4.578,0.050671,0.0,4.578,0.0244,0.5064,0.0,4.6411,0.0,0.0049,0.0,0.5062,34.5253,34.5276,27.1201,27.1218,0.0366,1.113,0.374
680,696.426,868.949,-106.07342,20.2636,691.0,6.5067,6.5058,3.471451,3.4715870000000004,0.073641,12.3347,4.5792,0.050671,0.0,4.5792,0.0245,0.5064,0.0,4.6411,0.0,0.0049,0.0,0.5062,34.5251,34.5275,27.1201,27.1221,0.0376,1.143,0.384
681,697.435,870.1089999999999,-106.07342,20.2636,692.0,6.4996,6.5004,3.470868,3.4711489999999996,0.07481499999999999,12.3404,4.5726,0.050671,0.0,4.5726,0.0249,0.5065,0.0,4.6411,0.0,0.0049,0.0,0.5063,34.5252,34.5275,27.1211,27.1228,0.04,1.217,0.409
682,698.445,871.199,-106.07342,20.2636,693.0,6.498,6.4996,3.4707739999999996,3.4711339999999997,0.073273,12.336,4.5776,0.050671,0.0,4.5776,0.0244,0.5066,0.0,4.6407,0.0,0.0049,0.0,0.5064,34.5253,34.5277,27.1214,27.1231,0.0373,1.1340000000000001,0.381
683,699.454,872.2230000000001,-106.07342,20.2636,694.0,6.4958,6.497,3.470619,3.4709339999999997,0.07326,12.3349,4.5789,0.050671,0.0,4.5789,0.0244,0.5064,0.0,4.6406,0.0,0.0049,0.0,0.5062,34.5253,34.5276,27.1217,27.1234,0.0392,1.193,0.4
684,700.4639999999999,873.2310000000001,-106.07342,20.2636,695.0,6.4953,6.4955,3.470618,3.4708629999999996,0.073413,12.3374,4.576,0.050671,0.0,4.576,0.0245,0.5066,0.0,4.6408,0.0,0.0049,0.0,0.5063,34.5253,34.5278,27.1218,27.1237,0.0374,1.138,0.382
685,701.4739999999999,874.294,-106.07342,20.2636,696.0,6.4908,6.4898,3.470244,3.4703510000000004,0.073257,12.3358,4.5778,0.050694,0.0,4.5778,0.0244,0.5066,0.0,4.6404,0.0,0.0051,0.0,0.5064,34.5252,34.5274,27.1223,27.1242,0.0396,1.206,0.405
686,702.4830000000001,875.387,-106.07342,20.2636,697.0,6.4819,6.4819,3.4694800000000003,3.4696910000000005,0.07326,12.3358,4.5778,0.05067,0.0,4.5778,0.0244,0.5066,0.0,4.6403,0.0,0.0049,0.0,0.5064,34.5252,34.5276,27.1235,27.1254,0.0378,1.149,0.386
687,703.493,876.441,-106.07342,20.2636,698.0,6.4791,6.4788,3.46926,3.469439,0.07341,12.3353,4.5783,0.050671,0.0,4.5783,0.0244,0.5065,0.0,4.6409,0.0,0.0049,0.0,0.5063,34.5252,34.5274,27.1238,27.1256,0.037,1.127,0.37799999999999995
688,704.502,877.453,-106.07342,20.2636,699.0,6.4744,6.4755,3.468892,3.469193,0.073877,12.3355,4.5782,0.050671,0.0,4.5782,0.0246,0.5065,0.0,4.6407,0.0,0.0049,0.0,0.5063,34.5252,34.5275,27.1246,27.1262,0.0397,1.209,0.405
689,705.512,878.427,-106.07342,20.2636,700.0,6.4679,6.4667,3.468314,3.468397,0.073265,12.3348,4.579,0.050671,0.0,4.579,0.0244,0.5066,0.0,4.641,0.0,0.0049,0.0,0.5064,34.5248,34.527,27.1251,27.127,0.0377,1.146,0.384
690,706.5210000000001,879.35,-106.07342,20.2636,701.0,6.4474,6.4469,3.4664940000000004,3.4666620000000004,0.073438,12.3351,4.5787,0.050671,0.0,4.5787,0.0245,0.5064,0.0,4.6406,0.0,0.0049,0.0,0.5061,34.5249,34.5272,27.1278,27.1297,0.0379,1.1540000000000001,0.387
691,707.5310000000001,880.182,-106.07342,20.2636,702.0,6.4295,6.4294,3.4649010000000002,3.4650879999999997,0.07307899999999999,12.3351,4.5786,0.050671,0.0,4.5786,0.0243,0.5068,0.0,4.6399,0.0,0.0049,0.0,0.5066,34.5247,34.5269,27.13,27.1318,0.0415,1.264,0.424
692,708.541,880.977,-106.07342,20.2636,703.0,6.4171,6.4169,3.4638089999999995,3.463997,0.073463,12.3352,4.5786,0.050791,0.0,4.5786,0.0245,0.5066,0.0,4.64,0.0,0.0059,0.0,0.5064,34.5245,34.5268,27.1316,27.1333,0.0367,1.1179999999999999,0.374
693,709.55,881.793,-106.07342,20.2636,704.0,6.4132,6.4144,3.4634709999999997,3.46377,0.073434,12.3352,4.5785,0.050671,0.0,4.5785,0.0245,0.5065,0.0,4.6408,0.0,0.0049,0.0,0.5063,34.5242,34.5264,27.1318,27.1333,0.0381,1.16,0.389
694,710.56,882.784,-106.07342,20.2636,705.0,6.403,6.4033,3.4625440000000003,3.462771,0.073261,12.3371,4.5763,0.050671,0.0,4.5763,0.0244,0.5066,0.0,4.6412,0.0,0.0049,0.0,0.5064,34.5237,34.526,27.1327,27.1345,0.0383,1.167,0.391
695,711.569,884.095,-106.07342,20.2636,706.0,6.4003,6.4017,3.462335,3.4626629999999996,0.073366,12.335,4.5788,0.050671,0.0,4.5788,0.0244,0.5064,0.0,4.6411,0.0,0.0049,0.0,0.5062,34.5236,34.5259,27.133,27.1346,0.0373,1.135,0.38
696,712.579,885.3739999999999,-106.07342,20.2636,707.0,6.3985,6.3989,3.4622089999999996,3.462453,0.073667,12.3347,4.5791,0.050671,0.0,4.5791,0.0245,0.5067,0.0,4.641,0.0,0.0049,0.0,0.5064,34.5235,34.5259,27.1332,27.135,0.0396,1.204,0.40299999999999997
697,713.5889999999999,886.43,-106.07342,20.2636,708.0,6.3972,6.3978,3.462131,3.4624040000000003,0.073263,12.3352,4.5785,0.050671,0.0,4.5785,0.0244,0.5065,0.0,4.641,0.0,0.0049,0.0,0.5062,34.5235,34.5259,27.1334,27.1352,0.0355,1.081,0.36200000000000004
698,714.5980000000001,887.4,-106.07342,20.2636,709.0,6.3923,6.3921,3.4617120000000003,3.461903,0.07326,12.3349,4.5788,0.050671,0.0,4.5788,0.0244,0.5063,0.0,4.641,0.0,0.0049,0.0,0.5061,34.5233,34.5256,27.1339,27.1357,0.0382,1.163,0.389
699,715.6080000000001,888.3489999999999,-106.07342,20.2636,710.0,6.3878,6.3882,3.4613370000000003,3.46158,0.073422,12.3357,4.578,0.050671,0.0,4.578,0.0245,0.5065,0.0,4.6409,0.0,0.0049,0.0,0.5063,34.5232,34.5254,27.1344,27.1361,0.038,1.157,0.38799999999999996
700,716.618,889.309,-106.07342,20.2636,711.0,6.3833,6.3842,3.4609449999999997,3.4612489999999996,0.07309500000000001,12.3372,4.5762,0.050671,0.0,4.5762,0.0243,0.5063,0.0,4.6409,0.0,0.0049,0.0,0.506,34.5228,34.5253,27.1347,27.1365,0.0371,1.128,0.37799999999999995
701,717.627,890.29,-106.07342,20.2636,712.0,6.3774,6.3778,3.4604510000000004,3.4606779999999997,0.073108,12.3346,4.5792,0.050671,0.0,4.5792,0.0244,0.5065,0.0,4.641,0.0,0.0049,0.0,0.5063,34.5228,34.5249,27.1355,27.1371,0.0409,1.242,0.41600000000000004
702,718.637,891.334,-106.07342,20.2636,713.0,6.3506,6.3479,3.457878,3.4578550000000003,0.073396,12.3343,4.5796,0.050671,0.0,4.5796,0.0244,0.5068,0.0,4.6412,0.0,0.0049,0.0,0.5066,34.5207,34.5232,27.1373,27.1396,0.0404,1.2309999999999999,0.41200000000000003
703,719.6460000000001,892.477,-106.07342,20.2636,714.0,6.3144,6.3139,3.4546330000000003,3.4548059999999996,0.073391,12.334,4.5799,0.050671,0.0,4.5799,0.0244,0.5065,0.0,4.6419,0.0,0.0049,0.0,0.5063,34.5206,34.523,27.1419,27.1438,0.0366,1.114,0.37200000000000005
704,720.6560000000001,893.557,-106.07342,20.2636,715.0,6.3042,6.3044,3.4537430000000002,3.453975,0.07309700000000001,12.3347,4.5791,0.050671,0.0,4.5791,0.0243,0.5066,0.0,4.6416,0.0,0.0049,0.0,0.5064,34.5205,34.5229,27.1431,27.145,0.0384,1.167,0.39
705,721.666,894.443,-106.07342,20.2636,716.0,6.2971,6.2976,3.453178,3.453436,0.073261,12.3345,4.5793,0.050671,0.0,4.5793,0.0244,0.5063,0.0,4.6412,0.0,0.0049,0.0,0.5061,34.5209,34.5233,27.1444,27.1462,0.0378,1.151,0.385
706,722.675,895.2360000000001,-106.07342,20.2636,717.0,6.2953,6.2958,3.453075,3.453328,0.07285,12.3347,4.5791,0.050671,0.0,4.5791,0.0243,0.5067,0.0,4.6419,0.0,0.0049,0.0,0.5065,34.5211,34.5234,27.1448,27.1465,0.0388,1.181,0.395
707,723.685,896.0269999999999,-106.07342,20.2636,718.0,6.2933,6.2937,3.452956,3.4532019999999997,0.07307899999999999,12.3346,4.5792,0.050671,0.0,4.5792,0.0243,0.5063,0.0,4.6422,0.0,0.0049,0.0,0.506,34.5212,34.5236,27.1451,27.147,0.0352,1.072,0.358
708,724.695,896.921,-106.07342,20.2636,719.0,6.2914,6.2919,3.452836,3.453074,0.073556,12.3342,4.5797,0.050671,0.0,4.5797,0.0245,0.5065,0.0,4.642,0.0,0.0049,0.0,0.5063,34.5213,34.5235,27.1455,27.1471,0.0389,1.1840000000000002,0.396
709,725.705,898.062,-106.07342,20.2636,720.0,6.2874,6.2875,3.452544,3.452754,0.07349800000000001,12.3339,4.58,0.050671,0.0,4.58,0.0245,0.5063,0.0,4.6417,0.0,0.0049,0.0,0.5061,34.5216,34.5239,27.1463,27.148,0.0386,1.175,0.392
710,726.7139999999999,899.462,-106.07342,20.2636,721.0,6.2781,6.2786,3.451802,3.4520510000000004,0.084115,12.3363,4.5773,0.050671,0.0,4.5773,0.028,0.5066,0.0,4.6419,0.0,0.0049,0.0,0.5064,34.5222,34.5245,27.1479,27.1497,0.0385,1.171,0.391
711,727.7239999999999,900.799,-106.07342,20.2636,722.0,6.2732,6.2735,3.451425,3.45165,0.073161,12.3352,4.5785,0.050671,0.0,4.5785,0.0244,0.5066,0.0,4.6418,0.0,0.0049,0.0,0.5064,34.5225,34.5247,27.1488,27.1505,0.0396,1.205,0.40299999999999997
712,728.7339999999999,901.924,-106.07342,20.2636,723.0,6.2639,6.2638,3.450599,3.450799,0.089523,12.3348,4.579,0.050671,0.0,4.579,0.0298,0.5064,0.0,4.642,0.0,0.0049,0.0,0.5062,34.5222,34.5245,27.1497,27.1516,0.0374,1.139,0.381
713,729.743,902.8910000000001,-106.07342,20.2636,724.0,6.2422,6.2423,3.448632,3.4488589999999997,0.073173,12.3342,4.5797,0.050671,0.0,4.5797,0.0244,0.5066,0.0,4.6411,0.0,0.0049,0.0,0.5064,34.5217,34.5241,27.1522,27.154,0.0394,1.198,0.4
714,730.753,903.745,-106.07342,20.2636,725.0,6.232,6.2322,3.4477889999999998,3.448003,0.073251,12.334,4.5799,0.050671,0.0,4.5799,0.0244,0.5065,0.0,4.6407,0.0,0.0049,0.0,0.5063,34.522,34.5243,27.1537,27.1555,0.0378,1.15,0.384
715,731.763,904.515,-106.07342,20.2636,726.0,6.2299,6.2302,3.4476379999999995,3.4478720000000003,0.07326,12.3344,4.5795,0.050671,0.0,4.5795,0.0244,0.5065,0.0,4.6402,0.0,0.0049,0.0,0.5063,34.522,34.5243,27.154,27.1558,0.0385,1.172,0.391
716,732.7719999999999,905.235,-106.07342,20.2636,727.0,6.2268,6.2271,3.4474120000000004,3.44765,0.07326,12.3342,4.5797,0.050671,0.0,4.5797,0.0244,0.5064,0.0,4.6403,0.0,0.0049,0.0,0.5062,34.5222,34.5244,27.1546,27.1563,0.0382,1.16,0.387
717,733.7819999999999,905.966,-106.07342,20.2636,728.0,6.2265,6.2268,3.447446,3.447685,0.072676,12.3342,4.5796,0.050671,0.0,4.5796,0.0242,0.5065,0.0,4.6413,0.0,0.0049,0.0,0.5063,34.5223,34.5247,27.1547,27.1566,0.0389,1.1840000000000002,0.395
718,734.7919999999999,906.7869999999999,-106.07342,20.2636,729.0,6.2261,6.2265,3.447447,3.4476940000000003,0.073404,12.3338,4.5801,0.050671,0.0,4.5801,0.0244,0.5065,0.0,4.642,0.0,0.0049,0.0,0.5063,34.5222,34.5246,27.1547,27.1566,0.0369,1.121,0.374
719,735.802,907.9760000000001,-106.07342,20.2636,730.0,6.2251,6.2256,3.447406,3.4476480000000005,0.073271,12.3339,4.58,0.050671,0.0,4.58,0.0244,0.5063,0.0,4.6411,0.0,0.0049,0.0,0.5061,34.5223,34.5246,27.1549,27.1566,0.0372,1.131,0.377
720,736.811,909.7339999999999,-106.07342,20.2636,731.0,6.2218,6.2222,3.447178,3.447421,0.07326,12.334,4.5799,0.050696,0.0,4.5799,0.0244,0.5065,0.0,4.641,0.0,0.0051,0.0,0.5063,34.5226,34.5249,27.1556,27.1574,0.0396,1.206,0.402
721,737.821,911.058,-106.07342,20.2636,732.0,6.2182,6.2185,3.446904,3.4471300000000005,0.073559,12.3347,4.5791,0.05067,0.0,4.5791,0.0245,0.5064,0.0,4.641,0.0,0.0049,0.0,0.5062,34.5227,34.525,27.1562,27.1579,0.0381,1.16,0.387
722,738.831,912.034,-106.07342,20.2636,733.0,6.2106,6.2112,3.4463150000000002,3.446568,0.073251,12.3339,4.58,0.050671,0.0,4.58,0.0244,0.5065,0.0,4.6409,0.0,0.0049,0.0,0.5063,34.5233,34.5255,27.1576,27.1593,0.0382,1.162,0.387
723,739.841,912.9110000000001,-106.07342,20.2636,734.0,6.2106,6.2111,3.446335,3.446582,0.07288700000000001,12.3342,4.5797,0.050671,0.0,4.5797,0.0243,0.5063,0.0,4.641,0.0,0.0049,0.0,0.5061,34.5231,34.5253,27.1574,27.1591,0.0351,1.068,0.35600000000000004
724,740.85,913.745,-106.07342,20.2636,735.0,6.2037,6.2039,3.445768,3.4459980000000003,0.074124,12.3348,4.579,0.050671,0.0,4.579,0.0247,0.5062,0.0,4.6413,0.0,0.0049,0.0,0.506,34.5232,34.5256,27.1585,27.1603,0.0385,1.17,0.39
725,741.86,914.563,-106.07342,20.2636,736.0,6.2008,6.2001,3.4455440000000004,3.445675,0.07347000000000001,12.3357,4.578,0.050835000000000005,0.0,4.578,0.0245,0.5064,0.0,4.641,0.0,0.0063,0.0,0.5062,34.5231,34.5253,27.1588,27.1606,0.0404,1.228,0.41
726,742.87,915.377,-106.07342,20.2636,737.0,6.185,6.1813,3.444121,3.443981,0.07287300000000001,12.3341,4.5798,0.050671,0.0,4.5798,0.0243,0.5066,0.0,4.6411,0.0,0.0049,0.0,0.5064,34.5227,34.5249,27.1604,27.1626,0.0404,1.23,0.41
727,743.8789999999999,916.174,-106.07342,20.2636,738.0,6.1694,6.1703,3.4427589999999997,3.443049,0.073274,12.3409,4.572,0.050671,0.0,4.572,0.0244,0.5066,0.0,4.6412,0.0,0.0049,0.0,0.5064,34.5227,34.5251,27.1625,27.1642,0.0399,1.215,0.405
728,744.89,916.998,-106.07342,20.2636,739.0,6.1622,6.1632,3.4421410000000003,3.4424309999999996,0.07326,12.3341,4.5798,0.050671,0.0,4.5798,0.0244,0.5066,0.0,4.642,0.0,0.0049,0.0,0.5064,34.5227,34.5249,27.1633,27.165,0.0383,1.165,0.38799999999999996
729,745.8989999999999,917.9739999999999,-106.07342,20.2636,740.0,6.152,6.1523,3.4412269999999996,3.441442,0.07326,12.3341,4.5798,0.050687,0.0,4.5798,0.0244,0.5064,0.0,4.6422,0.0,0.005,0.0,0.5062,34.5222,34.5244,27.1643,27.166,0.0368,1.121,0.373
730,746.909,919.347,-106.07342,20.2636,741.0,6.1479,6.1483,3.44089,3.4411300000000002,0.073352,12.3339,4.58,0.050851,0.0,4.58,0.0244,0.5064,0.0,4.6422,0.0,0.0064,0.0,0.5062,34.5221,34.5244,27.1648,27.1666,0.0369,1.124,0.374
731,747.919,920.9119999999999,-106.07342,20.2636,742.0,6.1427,6.143,3.440487,3.4407099999999997,0.07293200000000001,12.3362,4.5774,0.050669,0.0,4.5774,0.0243,0.5062,0.0,4.6422,0.0,0.0049,0.0,0.506,34.5223,34.5246,27.1656,27.1674,0.0377,1.146,0.382
732,748.928,922.148,-106.07342,20.2636,743.0,6.1412,6.1417,3.440413,3.44065,0.073261,12.335,4.5787,0.050671,0.0,4.5787,0.0244,0.5064,0.0,4.6422,0.0,0.0049,0.0,0.5062,34.5226,34.5248,27.1661,27.1677,0.0405,1.2309999999999999,0.41
733,749.938,923.1310000000001,-106.07342,20.2636,744.0,6.1398,6.1401,3.440332,3.4405699999999997,0.072909,12.3346,4.5792,0.050671,0.0,4.5792,0.0243,0.5064,0.0,4.642,0.0,0.0049,0.0,0.5062,34.5227,34.5249,27.1663,27.168,0.0363,1.105,0.368
734,750.948,923.956,-106.07342,20.2636,745.0,6.137,6.1373,3.440121,3.440353,0.073259,12.3351,4.5786,0.050671,0.0,4.5786,0.0244,0.5064,0.0,4.6414,0.0,0.0049,0.0,0.5062,34.5226,34.5248,27.1666,27.1683,0.039,1.186,0.395
735,751.9580000000001,924.7230000000001,-106.07342,20.2636,746.0,6.1323,6.1327,3.439745,3.439981,0.073462,12.3341,4.5798,0.050671,0.0,4.5798,0.0245,0.5064,0.0,4.6419,0.0,0.0049,0.0,0.5062,34.5226,34.5249,27.1672,27.169,0.0386,1.173,0.391
736,752.9680000000001,925.5189999999999,-106.07342,20.2636,747.0,6.1279,6.1282,3.439406,3.4396199999999997,0.07360499999999999,12.334,4.5799,0.050671,0.0,4.5799,0.0245,0.5064,0.0,4.6427,0.0,0.0049,0.0,0.5062,34.5228,34.5249,27.1679,27.1696,0.039,1.185,0.395
737,753.977,926.423,-106.07342,20.2636,748.0,6.1244,6.1248,3.4391480000000003,3.4393870000000004,0.07296699999999999,12.3338,4.5801,0.050671,0.0,4.5801,0.0243,0.5066,0.0,4.6427,0.0,0.0049,0.0,0.5064,34.523,34.5252,27.1685,27.1702,0.0397,1.209,0.402
738,754.987,927.439,-106.07342,20.2636,749.0,6.1198,6.12,3.438757,3.4389769999999995,0.073254,12.3344,4.5794,0.050671,0.0,4.5794,0.0244,0.5063,0.0,4.643,0.0,0.0049,0.0,0.5061,34.5227,34.525,27.1689,27.1707,0.0355,1.079,0.359
739,755.997,928.447,-106.07342,20.2636,750.0,6.1119,6.1121,3.438075,3.438307,0.073418,12.3342,4.5797,0.050671,0.0,4.5797,0.0245,0.5064,0.0,4.6428,0.0,0.0049,0.0,0.5062,34.5227,34.525,27.1699,27.1717,0.0403,1.227,0.408
740,757.007,929.437,-106.07342,20.2636,751.0,6.1098,6.1101,3.437935,3.438171,0.07295499999999999,12.3345,4.5793,0.050671,0.0,4.5793,0.0243,0.5064,0.0,4.6431,0.0,0.0049,0.0,0.5062,34.5227,34.525,27.1702,27.172,0.0385,1.17,0.389
741,758.0169999999999,930.477,-106.07342,20.2636,752.0,6.1075,6.1081,3.437757,3.43802,0.073259,12.3351,4.5786,0.050671,0.0,4.5786,0.0244,0.5066,0.0,4.643,0.0,0.0049,0.0,0.5064,34.5226,34.5249,27.1704,27.1722,0.0392,1.193,0.397
742,759.0269999999999,931.5039999999999,-106.07342,20.2636,753.0,6.1003,6.1004,3.437133,3.4373400000000003,0.07326,12.334,4.5799,0.051809,0.0,4.5799,0.0244,0.5065,0.0,4.6424,0.0,0.0144,0.0,0.5063,34.5224,34.5245,27.1712,27.1728,0.0389,1.1840000000000002,0.39399999999999996
743,760.0360000000001,932.4860000000001,-106.07342,20.2636,754.0,6.0898,6.0902,3.43623,3.436461,0.07307999999999999,12.335,4.5787,0.050776999999999996,0.0,4.5787,0.0243,0.5065,0.0,4.6414,0.0,0.0058,0.0,0.5063,34.5223,34.5245,27.1725,27.1742,0.039,1.187,0.395
744,761.046,933.462,-106.07342,20.2636,755.0,6.0828,6.0827,3.4356190000000004,3.435808,0.072951,12.3346,4.5792,0.050667000000000004,0.0,4.5792,0.0243,0.5064,0.0,4.6404,0.0,0.0049,0.0,0.5062,34.5221,34.5244,27.1732,27.175,0.0381,1.158,0.385
745,762.056,934.5419999999999,-106.07342,20.2636,756.0,6.0665,6.0663,3.434195,3.4343790000000003,0.073769,12.3351,4.5786,0.050671,0.0,4.5786,0.0246,0.5065,0.0,4.6404,0.0,0.0049,0.0,0.5063,34.5222,34.5244,27.1753,27.1771,0.0393,1.196,0.39799999999999996
746,763.066,935.6569999999999,-106.07342,20.2636,757.0,6.0574,6.0575,3.433425,3.4336309999999997,0.081836,12.3346,4.5793,0.050671,0.0,4.5793,0.0273,0.5065,0.0,4.6405,0.0,0.0049,0.0,0.5063,34.5223,34.5245,27.1765,27.1783,0.039,1.186,0.39399999999999996
747,764.076,936.7330000000001,-106.07342,20.2636,758.0,6.041,6.0415,3.431944,3.432186,0.073372,12.3349,4.5788,0.050953,0.0,4.5788,0.0244,0.5065,0.0,4.6417,0.0,0.0073,0.0,0.5063,34.5218,34.524,27.1783,27.18,0.0399,1.213,0.40299999999999997
748,765.086,937.788,-106.07342,20.2636,759.0,6.0228,6.0247,3.430325,3.430703,0.073261,12.3351,4.5787,0.050834,0.0,4.5787,0.0244,0.5067,0.0,4.642,0.0,0.0063,0.0,0.5065,34.5216,34.5239,27.1804,27.182,0.0395,1.203,0.39899999999999997
749,766.096,938.868,-106.07342,20.2636,760.0,5.9994,6.0008,3.428206,3.428514,0.07272100000000001,12.3357,4.578,0.05072,0.0,4.578,0.0242,0.5065,0.0,4.6416,0.0,0.0053,0.0,0.5063,34.521,34.523,27.1829,27.1843,0.0388,1.181,0.392
750,767.105,940.008,-106.07342,20.2636,761.0,5.9866,5.9867,3.427093,3.427293,0.073255,12.3339,4.58,0.050671,0.0,4.58,0.0244,0.5066,0.0,4.6415,0.0,0.0049,0.0,0.5064,34.521,34.5232,27.1845,27.1862,0.0394,1.2,0.39799999999999996
751,768.115,941.117,-106.07342,20.2636,762.0,5.9768,5.977,3.4262410000000005,3.4264550000000003,0.07326,12.3336,4.5803,0.050796,0.0,4.5803,0.0244,0.5067,0.0,4.6415,0.0,0.006,0.0,0.5065,34.5209,34.5231,27.1857,27.1874,0.0399,1.215,0.40299999999999997
752,769.125,942.059,-106.07342,20.2636,763.0,5.9736,5.9739,3.426014,3.426248,0.074213,12.335,4.5788,0.050968,0.0,4.5788,0.0247,0.5065,0.0,4.6361,0.0,0.0074,0.0,0.5063,34.5211,34.5233,27.1863,27.188,0.0403,1.227,0.40700000000000003
753,770.135,942.855,-106.07342,20.2636,764.0,5.9703,5.9707,3.425758,3.425996,0.07382899999999999,12.3338,4.5801,0.051009,0.0,4.5801,0.0246,0.5068,0.0,4.5795,0.0,0.0077,0.0,0.5066,34.521,34.5233,27.1866,27.1883,0.0413,1.258,0.41700000000000004
754,771.145,943.576,-106.07342,20.2636,765.0,5.9683,5.9687,3.425618,3.425873,0.07231599999999999,12.3343,4.5795,0.050664999999999995,0.0,4.5795,0.0241,0.5067,0.0,4.5886,0.0,0.0048,0.0,0.5065,34.521,34.5234,27.1869,27.1887,0.0391,1.189,0.395
755,772.155,944.2510000000001,-106.07342,20.2636,766.0,5.9665,5.9668,3.4255160000000004,3.425751,0.073262,12.3344,4.5795,0.050671,0.0,4.5795,0.0244,0.5067,0.0,4.6165,0.0,0.0049,0.0,0.5065,34.5212,34.5235,27.1872,27.189,0.041,1.246,0.414
756,773.165,944.939,-106.07342,20.2636,767.0,5.9652,5.9656,3.425442,3.4256800000000003,0.07326,12.3338,4.5801,0.050837,0.0,4.5801,0.0244,0.5067,0.0,4.6194,0.0,0.0063,0.0,0.5065,34.5212,34.5234,27.1874,27.1892,0.0409,1.245,0.413
757,774.175,945.7330000000001,-106.07342,20.2636,768.0,5.9618,5.962,3.425161,3.4253620000000002,0.073101,12.3338,4.5801,0.050679,0.0,4.5801,0.0243,0.5069,0.0,4.6203,0.0,0.005,0.0,0.5067,34.521,34.5231,27.1877,27.1893,0.0398,1.209,0.401
758,775.185,947.0010000000001,-106.07342,20.2636,769.0,5.9592,5.9595,3.424972,3.425187,0.07309299999999999,12.3338,4.5802,0.050714999999999996,0.0,4.5802,0.0243,0.5066,0.0,4.6203,0.0,0.0053,0.0,0.5064,34.521,34.5231,27.1881,27.1897,0.0396,1.203,0.39899999999999997
759,776.195,949.15,-106.07342,20.2636,770.0,5.9583,5.9583,3.424924,3.425128,0.07309700000000001,12.3338,4.5801,0.050957,0.0,4.5801,0.0243,0.5067,0.0,4.6203,0.0,0.0073,0.0,0.5065,34.5209,34.5231,27.1881,27.1899,0.0407,1.238,0.41
760,777.204,950.547,-106.07342,20.2636,771.0,5.954,5.9544,3.4245970000000003,3.4248339999999997,0.073267,12.3333,4.5807,0.050658999999999996,0.0,4.5807,0.0244,0.5069,0.0,4.6203,0.0,0.0048,0.0,0.5067,34.5211,34.5233,27.1888,27.1905,0.0424,1.29,0.428
