Protein Group,Protein ID,Accession,Query,Hit Accession,Description,Type, Score,Evalue,-10lgP,Coverage (%),Coverage (%) etnp-ja09-20170531,Coverage (%) etnp-ja10-20170531,Coverage (%) etnp-ja11-20170531,Coverage (%) etnp-ja12-20170531,Coverage (%) etnp-ja13-20170531,Coverage (%) etnp-ja14-20170531,Coverage (%) etnp-ja15-20170531,Coverage (%) etnp-ja16-20170531,Area etnp-ja09-20170531,Area etnp-ja10-20170531,Area etnp-ja11-20170531,Area etnp-ja12-20170531,Area etnp-ja13-20170531,Area etnp-ja14-20170531,Area etnp-ja15-20170531,Area etnp-ja16-20170531,#Peptides,#Unique,#Spec etnp-ja09-20170531,#Spec etnp-ja10-20170531,#Spec etnp-ja11-20170531,#Spec etnp-ja12-20170531,#Spec etnp-ja13-20170531,#Spec etnp-ja14-20170531,#Spec etnp-ja15-20170531,#Spec etnp-ja16-20170531,PTM,Avg. Mass,Description
866,68067,ETNP_140m_PROKKA_117287,ETNP_140m_PROKKA_117287 Nitrogen regulatory protein P-II,WP_018970604.1,WP_018970604.1 nitrogen regulatory protein P-II 1 [Rubritalea marina],,455,1.12E-57,50.77,18,0,10,8,8,0,0,0,0,,1.11E+05,,,,,,,2,1,0,1,1,2,0,0,0,0,,12370,Nitrogen regulatory protein P-II
1212,67841,ETNP_140m_PROKKA_117302,ETNP_140m_PROKKA_117302 Uroporphyrinogen decarboxylase,WP_036915646.1,WP_036915646.1 MULTISPECIES: uroporphyrinogen decarboxylase [Prochlorococcus],,1788,0,49.49,5,0,5,0,0,0,0,0,0,,1.05E+06,,,,,,,2,2,0,2,0,0,0,0,0,0,,38950,Uroporphyrinogen decarboxylase
1011,68463,ETNP_140m_PROKKA_119303,ETNP_140m_PROKKA_119303 Ribulose-phosphate 3-epimerase,WP_036915413.1,WP_036915413.1 MULTISPECIES: ribulose-phosphate 3-epimerase [Prochlorococcus],,1144,3.65E-159,46.54,14,0,14,0,0,0,0,0,0,,1.55E+06,,,,,,,3,2,0,3,0,0,0,0,0,0,,24259,Ribulose-phosphate 3-epimerase
70,66139,ETNP_140m_PROKKA_123038,ETNP_140m_PROKKA_123038 General L-amino acid-binding periplasmic protein AapJ precursor,WP_013045324,WP_013045324 amino acid ABC transporter substrate-binding protein Candidatus Puniceispirillum marinum,,1203,2.13E-164,227.28,61,5,21,55,50,36,4,0,0,1.71E+03,2.56E+05,2.63E+06,1.25E+06,5.36E+05,,,,32,9,2,6,30,28,17,1,0,0,Carbamidomethylation; Deamidation (NQ),36427,General L-amino acid-binding periplasmic protein AapJ precursor
751,69197,ETNP_140m_PROKKA_123554,ETNP_140m_PROKKA_123554 Ethanolamine utilization protein EutM precursor,Verrucomicrobia_HGEPPPGB_00404,Verrucomicrobia_HGEPPPGB_00404 Ethanolamine utilization protein EutM,,308,7.37E-36,47.78,11,11,11,11,0,11,0,0,0,3.57E+04,2.20E+05,4.64E+05,,3.09E+05,,,,2,2,1,1,2,0,2,0,0,0,Deamidation (NQ),9516,Ethanolamine utilization protein EutM precursor
744,67811,ETNP_140m_PROKKA_125478,ETNP_140m_PROKKA_125478 maltose ABC transporter periplasmic protein,WP_053820220.1,WP_053820220.1 sugar ABC transporter substrate-binding protein [Candidatus Thioglobus singularis],,1148,1.30E-153,59.77,7,0,7,7,0,2,0,0,0,,6.17E+05,4.63E+05,,1.07E+05,,,,3,3,0,2,3,0,1,0,0,0,,45411,maltose ABC transporter periplasmic protein
62,66193,ETNP_140m_PROKKA_125786,ETNP_140m_PROKKA_125786 hypothetical protein,WP_011129843.1,WP_011129843.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,564,4.34E-74,190.69,94,64,94,0,0,0,0,0,0,1.98E+06,3.43E+07,,,,,,,66,4,16,75,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),12752,hypothetical protein
777,66941,ETNP_140m_PROKKA_126885,ETNP_140m_PROKKA_126885 Photosystem II reaction center Psb28 protein,WP_036915343.1,WP_036915343.1 MULTISPECIES: photosystem II reaction center Psb28 protein [Prochlorococcus],,542,6.65E-71,75.08,36,7,36,0,0,0,0,0,0,2.41E+04,1.12E+06,,,,,,,4,4,1,4,0,0,0,0,0,0,,13239,Photosystem II reaction center Psb28 protein
393,66731,ETNP_140m_PROKKA_127613,ETNP_140m_PROKKA_127613 hypothetical protein,WP_036914636.1,WP_036914636.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,349,1.31E-42,94.3,56,13,56,0,0,0,0,0,0,,7.96E+06,,,,,,,12,3,1,16,0,0,0,0,0,0,Oxidation (M),8750,hypothetical protein
712,67278,ETNP_140m_PROKKA_128292,ETNP_140m_PROKKA_128292 Periplasmic dipeptide transport protein precursor,WP_029390986,WP_029390986 cytochrome c SAR324 cluster bacterium SCGC AAA240-J09,,2020,0,90.76,7,0,0,5,4,2,0,0,0,,,1.38E+05,1.58E+05,1.74E+04,,,,3,3,0,0,3,2,1,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
752,67592,ETNP_140m_PROKKA_128961,ETNP_140m_PROKKA_128961 50S ribosomal protein L3,WP_036912637.1,WP_036912637.1 MULTISPECIES: 50S ribosomal protein L3 [Prochlorococcus],,1044,4.86E-144,63.6,22,6,22,0,0,0,0,0,0,,2.20E+04,,,,,,,4,3,1,5,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),23345,50S ribosomal protein L3
2286,69730,ETNP_140m_PROKKA_129134,ETNP_140m_PROKKA_129134 Outer membrane protein TolC precursor,MGA_DEGCLMIB_11247,MGA_DEGCLMIB_11247 Outer membrane protein TolC,,1409,0,20.01,2,0,2,0,0,0,0,0,0,,1.26E+06,,,,,,,1,1,0,1,0,0,0,0,0,0,,48091,Outer membrane protein TolC precursor
386,66824,ETNP_140m_PROKKA_129322,ETNP_140m_PROKKA_129322 Cold shock protein CspA,EAQ01739.1,EAQ01739.1 cold shock family protein [Pseudooceanicola batsensis HTCC2597],,248,1.46E-27,104.04,65,0,65,33,30,16,0,0,0,,6.55E+05,3.72E+05,1.48E+05,,,,,8,3,0,4,5,4,4,0,0,0,,7784,Cold shock protein CspA
709,66914,ETNP_140m_PROKKA_130120,"ETNP_140m_PROKKA_130120 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",WP_036915050.1,"WP_036915050.1 RNA-binding protein, partial [Prochlorococcus sp. MIT 0701]",,424,2.68E-53,85.06,37,8,37,0,0,0,0,0,0,,7.11E+05,,,,,,,5,1,1,5,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11493,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
420,1293,ETNP_140m_PROKKA_130144,ETNP_140m_PROKKA_130144 glycine betaine transporter periplasmic subunit,SAR11cell_DLNKFFIG_04489,SAR11cell_DLNKFFIG_04489 hypothetical protein,,358,5.68E-39,139.78,23,0,9,22,23,23,0,0,0,,,8.99E+04,3.34E+04,5.26E+04,,,,6,2,0,2,4,5,5,0,0,0,Carbamidomethylation,21057,glycine betaine transporter periplasmic subunit
1990,69277,ETNP_140m_PROKKA_13154,ETNP_140m_PROKKA_13154 hypothetical protein,WP_036911762.1,WP_036911762.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,355,1.15E-43,25.81,13,0,13,0,0,0,0,0,0,,3.60E+05,,,,,,,1,1,0,1,0,0,0,0,0,0,,8345,hypothetical protein
531,67009,ETNP_140m_PROKKA_132536,ETNP_140m_PROKKA_132536 hypothetical protein,WP_036914908.1,WP_036914908.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,428,4.01E-54,88.99,57,20,57,0,0,0,0,0,0,2.25E+04,8.73E+04,,,,,,,8,2,2,9,0,0,0,0,0,0,Oxidation (M),11341,hypothetical protein
508,67323,ETNP_140m_PROKKA_132622,ETNP_140m_PROKKA_132622 Acyl carrier protein,WP_007099572.1,WP_007099572.1 MULTISPECIES: acyl carrier protein [Synechococcus],,385,7.48E-48,92.34,53,32,53,0,0,0,0,0,0,2.47E+05,1.13E+06,,,,,,,8,4,2,10,0,0,0,0,0,0,Deamidation (NQ),9498,Acyl carrier protein
1527,4282,ETNP_140m_PROKKA_13333,ETNP_140m_PROKKA_13333 Acetyl-coenzyme A synthetase,WP_036912226.1,WP_036912226.1 MULTISPECIES: acetyl-CoA synthetase [Prochlorococcus],,3234,0,31.1,2,0,2,0,0,0,0,0,0,,8.60E+04,,,,,,,1,1,0,1,0,0,0,0,0,0,,72090,Acetyl-coenzyme A synthetase
1187,68445,ETNP_140m_PROKKA_134611,ETNP_140m_PROKKA_134611 Lactate-binding periplasmic protein precursor,AAV94752.1,"AAV94752.1 TRAP dicarboxylate transporter, DctP subunit, putative [Ruegeria pomeroyi DSS-3]",,268,3.46E-24,39.28,4,0,0,4,4,0,0,0,0,,,6.64E+04,3.26E+04,,,,,1,1,0,0,1,1,0,0,0,0,,37308,Lactate-binding periplasmic protein precursor
991,67502,ETNP_140m_PROKKA_135419,ETNP_140m_PROKKA_135419 30S ribosomal protein S1,WP_036911164.1,WP_036911164.1 MULTISPECIES: 30S ribosomal protein S1 [Prochlorococcus],,1783,0,59.91,11,0,11,0,0,0,0,0,0,,3.37E+05,,,,,,,3,3,0,3,0,0,0,0,0,0,Oxidation (M),40524,30S ribosomal protein S1
877,3163,ETNP_140m_PROKKA_136004,"ETNP_140m_PROKKA_136004 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",MGA_DEGCLMIB_10840,MGA_DEGCLMIB_10840 hypothetical protein,,341,2.95E-41,59.63,28,0,16,12,16,12,0,0,0,,1.00E+05,3.79E+04,2.43E+04,8.75E+04,,,,2,2,0,1,1,1,1,0,0,0,,9260,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
191,66536,ETNP_140m_PROKKA_136007,ETNP_140m_PROKKA_136007 Thioredoxin-1,WP_011130499.1,WP_011130499.1 MULTISPECIES: thioredoxin [Prochlorococcus],,551,1.63E-72,152.01,73,39,69,0,0,0,0,0,0,2.93E+05,8.20E+06,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11595,Thioredoxin-1
666,69562,ETNP_140m_PROKKA_136729,ETNP_140m_PROKKA_136729 putative protease YhbU precursor,ACI98363.1,"ACI98363.1 peptidase, U32 family, putative [Rhodospirillum centenum SW]",,1192,2.42E-162,27.9,3,0,0,3,3,3,0,0,0,,,9.72E+04,8.80E+03,7.25E+04,,,,1,1,0,0,2,1,4,0,0,0,,36895,putative protease YhbU precursor
1003,69925,ETNP_140m_PROKKA_137652,ETNP_140m_PROKKA_137652 Mandelamide hydrolase,AAV94776.1,AAV94776.1 indole acetamide hydrolase [Ruegeria pomeroyi DSS-3],,919,1.55E-117,30.43,4,2,0,2,2,0,0,0,0,7.67E+04,,,,,,,,2,1,1,0,1,1,0,0,0,0,,47964,Mandelamide hydrolase
1189,68720,ETNP_140m_PROKKA_13768,ETNP_140m_PROKKA_13768 Sialic acid-binding periplasmic protein SiaP precursor,WP_012062534.1,WP_012062534.1 C4-dicarboxylate ABC transporter [Alkaliphilus metalliredigens],,323,3.18E-32,43.48,6,0,0,3,3,0,0,0,0,,,1.72E+05,1.06E+05,,,,,2,2,0,0,1,1,0,0,0,0,Deamidation (NQ),37629,Sialic acid-binding periplasmic protein SiaP precursor
942,68011,ETNP_140m_PROKKA_139260,"ETNP_140m_PROKKA_139260 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",WP_011822814.1,WP_011822814.1 RNA-binding protein [Prochlorococcus marinus],,389,5.29E-46,56.16,21,0,21,0,0,0,0,0,0,,5.91E+06,,,,,,,3,2,0,3,0,0,0,0,0,0,Carbamidomethylation,11668,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
950,69826,ETNP_140m_PROKKA_14215,ETNP_140m_PROKKA_14215 Apolipoprotein N-acyltransferase,ActinobacteriaREDSEAS09_EJKBNLBD_00473,ActinobacteriaREDSEAS09_EJKBNLBD_00473 Apolipoprotein N-acyltransferase,,1425,0,20.26,2,0,0,2,2,2,0,0,0,,,4.15E+04,4.64E+04,4.39E+04,,,,1,1,0,0,1,1,1,0,0,0,,53928,Apolipoprotein N-acyltransferase
456,66817,ETNP_140m_PROKKA_142236,ETNP_140m_PROKKA_142236 hypothetical protein,WP_036914636.1,WP_036914636.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,345,1.70E-41,85.62,45,9,45,0,0,0,0,0,0,,7.62E+06,,,,,,,10,3,1,13,0,0,0,0,0,0,Oxidation (M),12199,hypothetical protein
1711,70217,ETNP_140m_PROKKA_142296,ETNP_140m_PROKKA_142296 Futalosine hydrolase,WP_006003012,WP_006003012  futalosine hydrolase Desulfuromonas acetoxidans,,261,3.16E-25,21.17,3,0,0,0,0,3,0,0,0,,,,,1.59E+04,,,,1,1,0,0,0,0,1,0,0,0,,21986,Futalosine hydrolase
201,67151,ETNP_140m_PROKKA_144617,ETNP_140m_PROKKA_144617 hypothetical protein,MGA_DEGCLMIB_05836,MGA_DEGCLMIB_05836 hypothetical protein,,321,1.91E-38,127.26,59,0,22,54,54,43,14,0,0,,,5.14E+04,1.13E+04,2.40E+05,,,,16,2,0,2,10,8,12,1,0,0,,7976,hypothetical protein
146,66284,ETNP_140m_PROKKA_145402,ETNP_140m_PROKKA_145402 Chlorate reductase subunit gamma precursor,WP_005009266.1,WP_005009266.1 nitrite oxidoreductase gamma subunit [Nitrospina gracilis],,509,1.31E-59,150.52,41,0,23,7,15,40,0,0,0,,4.40E+05,1.82E+05,2.95E+05,2.73E+06,,,,32,28,0,8,3,6,27,0,0,0,Deamidation (NQ),36926,Chlorate reductase subunit gamma precursor
159,66521,ETNP_140m_PROKKA_146592,ETNP_140m_PROKKA_146592 hypothetical protein,MGA_DEGCLMIB_03853,MGA_DEGCLMIB_03853 hypothetical protein,,340,2.71E-41,129.15,73,11,24,73,73,51,0,0,0,,,1.54E+05,1.59E+05,1.56E+05,,,,19,1,1,5,17,10,9,0,0,0,,8125,hypothetical protein
1016,69707,ETNP_140m_PROKKA_14681,ETNP_140m_PROKKA_14681 hypothetical protein,WP_011131171.1,WP_011131171.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,313,1.52E-37,36.21,17,0,17,0,0,0,0,0,0,,1.97E+05,,,,,,,3,2,0,3,0,0,0,0,0,0,Oxidation (M),7396,hypothetical protein
2129,69074,ETNP_140m_PROKKA_147248,ETNP_140m_PROKKA_147248 hypothetical protein,WP_036914246.1,WP_036914246.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,512,1.53E-66,32.36,12,0,12,0,0,0,0,0,0,,7.22E+04,,,,,,,1,1,0,1,0,0,0,0,0,0,,13109,hypothetical protein
2261,68936,ETNP_140m_PROKKA_147711,ETNP_140m_PROKKA_147711 Cold shock-like protein CspLA,ActinobacteriaREDSEAS14_EEFFFEGA_01938,ActinobacteriaREDSEAS14_EEFFFEGA_01938 Cold shock-like protein CspLA,,290,5.49E-34,45.71,24,0,0,24,0,0,0,0,0,,,2.38E+04,,,,,,1,1,0,0,1,0,0,0,0,0,,7232,Cold shock-like protein CspLA
330,67102,ETNP_140m_PROKKA_148186,ETNP_140m_PROKKA_148186 DNA-binding protein HU 1,Verrucomicrobia_HGEPPPGB_02056,Verrucomicrobia_HGEPPPGB_02056 DNA-binding protein HU 1,,284,3.27E-32,112.58,59,0,44,46,26,24,0,0,0,,2.14E+06,1.01E+06,2.54E+05,1.54E+05,,,,12,6,0,7,8,4,2,0,0,0,,9916,DNA-binding protein HU 1
64,66166,ETNP_140m_PROKKA_149386,ETNP_140m_PROKKA_149386 General L-amino acid-binding periplasmic protein AapJ precursor,WP_013045324,WP_013045324 amino acid ABC transporter substrate-binding protein Candidatus Puniceispirillum marinum,,1247,5.44E-171,219.38,58,3,13,48,45,55,10,0,0,,,1.09E+06,1.07E+06,2.34E+06,,,,38,5,1,4,27,28,27,4,0,0,Carbamidomethylation; Deamidation (NQ),36178,General L-amino acid-binding periplasmic protein AapJ precursor
1987,4467,ETNP_140m_PROKKA_150247,ETNP_140m_PROKKA_150247 Apocytochrome f precursor,WP_036915022.1,WP_036915022.1 MULTISPECIES: apocytochrome f [Prochlorococcus],,1452,0,31.12,4,0,4,0,0,0,0,0,0,,7.33E+04,,,,,,,1,1,0,1,0,0,0,0,0,0,,33219,Apocytochrome f precursor
1160,67884,ETNP_140m_PROKKA_15089,"ETNP_140m_PROKKA_15089 D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase",WP_036915416.1,"WP_036915416.1 MULTISPECIES: fructose 1,6-bisphosphatase [Prochlorococcus]",,1523,0,61.16,9,0,9,0,0,0,0,0,0,,5.40E+05,,,,,,,2,1,0,2,0,0,0,0,0,0,,30980,D-fructose 1 6-bisphosphatase class 2/sedoheptulose 1 7-bisphosphatase
98,66366,ETNP_140m_PROKKA_151089,ETNP_140m_PROKKA_151089 DNA-binding protein HU,WP_011130763.1,WP_011130763.1 MULTISPECIES: DNA-binding protein [Prochlorococcus],,460,4.19E-59,157.37,75,60,74,0,0,0,0,0,0,9.11E+04,4.23E+06,,,,,,,35,7,19,44,0,0,0,0,0,0,Oxidation (M),9826,DNA-binding protein HU
606,67563,ETNP_140m_PROKKA_151119,ETNP_140m_PROKKA_151119 Glutamine-binding periplasmic protein precursor,ADH91522.1,ADH91522.1 extracellular solute-binding protein family 3 [Starkeya novella DSM 506],,255,1.19E-23,70.16,15,0,4,4,7,15,0,0,0,,5.32E+04,3.96E+05,1.26E+06,2.00E+06,,,,5,5,0,1,1,2,5,0,0,0,,29495,Glutamine-binding periplasmic protein precursor
972,68090,ETNP_140m_PROKKA_154242,ETNP_140m_PROKKA_154242 30S ribosomal protein S2,WP_011129963.1,WP_011129963.1 MULTISPECIES: 30S ribosomal protein S2 [Prochlorococcus],,1245,4.19E-174,42.39,7,3,7,0,0,0,0,0,0,2.59E+04,1.37E+05,,,,,,,2,2,1,2,0,0,0,0,0,0,,26908,30S ribosomal protein S2
720,3858,ETNP_140m_PROKKA_15602,ETNP_140m_PROKKA_15602 PA14 domain protein,Verrucomicrobia_HGEPPPGB_00046,Verrucomicrobia_HGEPPPGB_00046 hypothetical protein,,384,6.88E-36,45.66,6,0,2,2,2,6,0,0,0,,1.13E+05,8.07E+04,2.29E+04,1.74E+05,,,,3,3,0,1,1,1,3,0,0,0,,66767,PA14 domain protein
191,66531,ETNP_140m_PROKKA_156431,ETNP_140m_PROKKA_156431 Thioredoxin-1,WP_011130499.1,WP_011130499.1 MULTISPECIES: thioredoxin [Prochlorococcus],,555,4.45E-73,152.01,73,39,69,0,0,0,0,0,0,2.93E+05,8.20E+06,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11565,Thioredoxin-1
2261,68939,ETNP_140m_PROKKA_157837,ETNP_140m_PROKKA_157837 Cold shock-like protein CspLA,ActinobacteriaREDSEAS14_EEFFFEGA_01938,ActinobacteriaREDSEAS14_EEFFFEGA_01938 Cold shock-like protein CspLA,,285,2.98E-33,45.71,24,0,0,24,0,0,0,0,0,,,2.38E+04,,,,,,1,1,0,0,1,0,0,0,0,0,,7246,Cold shock-like protein CspLA
778,67613,ETNP_140m_PROKKA_158331,ETNP_140m_PROKKA_158331 Nitrogen regulatory protein P-II,CAK24461.1,CAK24461.1 Nitrogen regulatory protein P-II [Synechococcus sp. WH 7803],,487,1.52E-62,76.37,27,0,27,0,0,0,0,0,0,,3.05E+05,,,,,,,5,1,0,5,0,0,0,0,0,0,,12248,Nitrogen regulatory protein P-II
1022,69145,ETNP_140m_PROKKA_159829,ETNP_140m_PROKKA_159829 hypothetical protein,SAR11cell_DLNKFFIG_03334,SAR11cell_DLNKFFIG_03334 hypothetical protein,,1678,0,45.19,9,9,0,0,0,0,0,0,0,3.62E+05,,,,,,,,3,3,3,0,0,0,0,0,0,0,Oxidation (M),40371,hypothetical protein
2128,68998,ETNP_140m_PROKKA_160034,ETNP_140m_PROKKA_160034 Xylose isomerase-like TIM barrel,WP_007279839.1,WP_007279839.1 xylose isomerase [Lentisphaera araneosa],,1195,6.89E-163,33.52,3,0,3,0,0,0,0,0,0,,1.02E+04,,,,,,,1,1,0,1,0,0,0,0,0,0,,38680,Xylose isomerase-like TIM barrel
170,702,ETNP_140m_PROKKA_160529,ETNP_140m_PROKKA_160529 Alpha-keto acid-binding periplasmic protein TakP precursor,WP_007280551.1,WP_007280551.1 C4-dicarboxylate ABC transporter [Lentisphaera araneosa],,576,4.39E-71,127.53,51,0,7,30,28,33,20,0,0,,,,,,3.38E+05,,,18,2,0,2,13,10,9,5,0,0,,24139,Alpha-keto acid-binding periplasmic protein TakP precursor_ETNP_300m_PROKKA_19830 Alpha-keto acid-binding periplasmic protein TakP precursor
79,102,ETNP_140m_PROKKA_16312,ETNP_140m_PROKKA_16312 10 kDa chaperonin,WP_011130818.1,WP_011130818.1 MULTISPECIES: molecular chaperone GroES [Prochlorococcus],,498,1.51E-64,185.47,99,59,99,12,12,24,0,0,0,,1.29E+06,,,,,,,41,3,12,52,3,1,4,0,0,0,Deamidation (NQ),10815,10 kDa chaperonin
553,66728,ETNP_140m_PROKKA_164499,ETNP_140m_PROKKA_164499 NMT1/THI5 like protein,Asterionellopsis_glacialis_0205136746,Asterionellopsis_glacialis_0205136746 No definition line,,954,1.91E-121,85.14,18,0,5,7,17,7,0,0,0,,,6.45E+04,1.15E+05,1.63E+05,,,,6,1,0,1,2,5,2,0,0,0,Deamidation (NQ),34989,NMT1/THI5 like protein
989,69587,ETNP_140m_PROKKA_164721,ETNP_140m_PROKKA_164721 Bacterial DNA-binding protein,WP_002652856,WP_002652856  DNA-binding protein  Blastopirellula marina ,,273,4.05E-30,34.82,18,0,0,18,0,9,0,0,0,,,4.27E+05,,4.20E+05,,,,2,1,0,0,2,0,1,0,0,0,,11471,Bacterial DNA-binding protein
1292,3619,ETNP_140m_PROKKA_16600,ETNP_140m_PROKKA_16600 hypothetical protein,None,None,,None,None,51.41,18,0,18,0,0,0,0,0,0,,2.18E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,20520,hypothetical protein
819,2486,ETNP_140m_PROKKA_16635,ETNP_140m_PROKKA_16635 Nitrate reductase,CAG22523.1,CAG22523.1 conserved hypothetical protein [Photobacterium profundum SS9],,3039,0,60.71,5,0,0,5,2,0,0,0,0,,,1.88E+05,1.44E+05,,,,,3,3,0,0,3,1,0,0,0,0,,77992,Nitrate reductase_ETNP_300m_PROKKA_13659 Nitrate reductase
1243,67893,ETNP_140m_PROKKA_17753,ETNP_140m_PROKKA_17753 Serine/threonine-protein kinase B,WP_036911805.1,WP_036911805.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,737,1.52E-98,63.7,13,0,13,0,0,0,0,0,0,,4.24E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,19102,Serine/threonine-protein kinase B
485,1314,ETNP_140m_PROKKA_18977,ETNP_140m_PROKKA_18977 putative sugar-binding periplasmic protein precursor,Chaetoceros_sp_0197234378,Chaetoceros_sp_0197234378 No definition line,,1517,0,101.98,14,0,0,10,12,14,0,0,0,,,5.14E+05,9.35E+05,1.34E+06,,,,5,5,0,0,4,4,5,0,0,0,,45331,putative sugar-binding periplasmic protein precursor_NP_300m_PROKKA_11665 putative sugar-binding periplasmic protein precursor
792,67296,ETNP_140m_PROKKA_19000,ETNP_140m_PROKKA_19000 Pentapeptide repeats (8 copies),WP_011826245.1,WP_011826245.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,639,4.95E-84,63.42,31,0,31,0,0,0,0,0,0,,1.23E+06,,,,,,,5,5,0,5,0,0,0,0,0,0,,18348,Pentapeptide repeats (8 copies)
108,66303,ETNP_140m_PROKKA_20457,ETNP_140m_PROKKA_20457 DNA-binding protein HU,WP_011130763.1,WP_011130763.1 MULTISPECIES: DNA-binding protein [Prochlorococcus],,456,1.43E-58,150.8,74,58,73,0,0,0,0,0,0,,9.13E+05,,,,,,,30,2,17,38,0,0,0,0,0,0,Oxidation (M),9840,DNA-binding protein HU
1250,4663,ETNP_140m_PROKKA_23618,ETNP_140m_PROKKA_23618 Adenine phosphoribosyltransferase,WP_036914637.1,WP_036914637.1 MULTISPECIES: adenine phosphoribosyltransferase [Prochlorococcus],,626,1.36E-82,44.8,21,0,11,10,0,0,0,0,0,,,1.66E+05,,,,,,2,1,0,1,1,0,0,0,0,0,Deamidation (NQ),14559,Adenine phosphoribosyltransferase
1245,68321,ETNP_140m_PROKKA_24303,ETNP_140m_PROKKA_24303 Adenine phosphoribosyltransferase,WP_015897928,WP_015897928 adenine phosphoribosyltransferase Acidobacterium capsulatum,,525,1.69E-66,43.96,15,0,15,0,0,0,0,0,0,,4.46E+04,,,,,,,2,1,0,2,0,0,0,0,0,0,,18460,Adenine phosphoribosyltransferase
721,68719,ETNP_140m_PROKKA_25994,ETNP_140m_PROKKA_25994 putative cold shock protein A,None,None,,None,None,50.15,50,0,33,17,34,0,0,0,0,,5.08E+05,2.69E+05,2.21E+05,,,,,4,4,0,3,1,2,0,0,0,0,Oxidation (M),6999,putative cold shock protein A
459,601,ETNP_140m_PROKKA_27747,ETNP_140m_PROKKA_27747 Sialic acid-binding periplasmic protein SiaP precursor,WP_013045123,WP_013045123 C4-dicarboxylate ABC transporter substrate-binding protein Candidatus Puniceispirillum marinum,,1347,0,120.56,28,0,22,24,10,10,0,0,0,,9.77E+05,9.26E+05,1.41E+05,2.60E+05,,,,6,5,0,5,5,2,2,0,0,0,,31049,Sialic acid-binding periplasmic protein SiaP precursor
323,66829,ETNP_140m_PROKKA_27809,ETNP_140m_PROKKA_27809 Lactate-binding periplasmic protein precursor,WP_011217572.1,WP_011217572.1 C4-dicarboxylate ABC transporter [Photobacterium profundum],,408,6.07E-44,129.38,25,0,3,15,17,13,0,0,0,,2.01E+04,1.40E+06,1.21E+06,3.28E+05,,,,9,9,0,1,5,8,8,0,0,0,Deamidation (NQ),39499,Lactate-binding periplasmic protein precursor
2265,69039,ETNP_140m_PROKKA_29854,ETNP_140m_PROKKA_29854 hypothetical protein,WP_036913980.1,WP_036913980.1 MULTISPECIES: penicillin amidase [Prochlorococcus],,356,1.03E-42,36.2,14,0,14,0,0,0,0,0,0,,0.00E+00,,,,,,,1,1,0,1,0,0,0,0,0,0,,12513,hypothetical protein
1185,68288,ETNP_140m_PROKKA_29949,ETNP_140m_PROKKA_29949 Glyceraldehyde-3-phosphate dehydrogenase 2,WP_036913110.1,WP_036913110.1 MULTISPECIES: glyceraldehyde-3-phosphate dehydrogenase [Prochlorococcus],,562,7.71E-71,43.53,19,0,19,0,0,0,0,0,0,,6.76E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,12130,Glyceraldehyde-3-phosphate dehydrogenase 2
894,67421,ETNP_140m_PROKKA_30187,ETNP_140m_PROKKA_30187 hypothetical protein,None,None,,None,None,50.94,50,36,28,0,0,0,0,0,0,6.21E+04,4.25E+05,,,,,,,3,3,2,2,0,0,0,0,0,0,,7030,hypothetical protein
993,67822,ETNP_140m_PROKKA_30730,ETNP_140m_PROKKA_30730 50S ribosomal protein L15,WP_036912674.1,WP_036912674.1 MULTISPECIES: 50S ribosomal protein L15 [Prochlorococcus],,444,8.82E-56,59.8,36,0,28,0,9,0,0,0,0,,1.81E+05,,2.12E+04,,,,,3,3,0,2,0,1,0,0,0,0,Deamidation (NQ),10083,50S ribosomal protein L15
