Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 366,Coverage (%) 367,Coverage (%) 368,Coverage (%) 369,Coverage (%) 370,Coverage (%) 371,Coverage (%) 372,Coverage (%) 373,Coverage (%) 374,Coverage (%) 376,Coverage (%) 377,Coverage (%) 379,Coverage (%) 388,Coverage (%) 380,Coverage (%) 375,Area 366,Area 367,Area 368,Area 369,Area 370,Area 371,Area 372,Area 373,Area 374,Area 376,Area 377,Area 379,Area 388,Area 380,Area 375,#Peptides,#Unique,#Spec 366,#Spec 367,#Spec 368,#Spec 369,#Spec 370,#Spec 371,#Spec 372,#Spec 373,#Spec 374,#Spec 376,#Spec 377,#Spec 379,#Spec 388,#Spec 380,#Spec 375,PTM,Avg. Mass,Description
678,1874,ETNP14_68,57.02,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,31086,D-ribose-binding periplasmic protein precursor
678,1875,ETNP_160,57.02,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,31086,D-ribose-binding periplasmic protein precursor
678,1876,ETNP_100,57.02,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,31086,D-ribose-binding periplasmic protein precursor
678,1877,ETNP_110,57.02,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,31086,D-ribose-binding periplasmic protein precursor
678,1910,ETNP_90,57.02,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,28502,D-ribose-binding periplasmic protein precursor
678,1927,NP_100,57.02,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,26865,D-ribose transporter subunit RbsB
678,1989,ETNP_100,57.02,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,26864,D-ribose-binding periplasmic protein precursor
678,2001,ETNP_180,57.02,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,15846,hypothetical protein
678,2002,NP_125,57.02,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,19974,hypothetical protein
678,2003,NP_300,57.02,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,19947,hypothetical protein
678,2021,ETNP14_68,57.02,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,6923,hypothetical protein
678,2022,ETNP14_68,57.02,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,13575,hypothetical protein
678,2023,ETNP14_68,57.02,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,,,4.54E4,1.12E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,18675,hypothetical protein
633,1455,WP_012516958,56.42,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,,,,9.59E5,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,22038,50S ribosomal protein L4 Alteromonas
987,1166,ETNP_120,56.31,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,5.05E5,,,,,,,,,,,,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,36999,Chlorate reductase subunit gamma precursor
540,985,ETNP_120,56.29,9,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,,,1.7E5,1.41E5,,,,,,,,,,,,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,33964,Tripartite tricarboxylate transporter family receptor
540,986,NP_300,56.29,9,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,,,1.7E5,1.41E5,,,,,,,,,,,,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,33974,Tripartite tricarboxylate transporter family receptor
540,1021,ETNP_180,56.29,13,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,,,1.7E5,1.41E5,,,,,,,,,,,,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,24253,Tripartite tricarboxylate transporter family receptor
540,1022,ETNP_120,56.29,13,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,,,1.7E5,1.41E5,,,,,,,,,,,,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,24253,Tripartite tricarboxylate transporter family receptor
540,1031,ETNP_140,56.29,14,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,,,1.7E5,1.41E5,,,,,,,,,,,,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,22683,Tripartite tricarboxylate transporter family receptor
540,1032,ETNP_140,56.29,13,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,,,1.7E5,1.41E5,,,,,,,,,,,,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,24226,Tripartite tricarboxylate transporter family receptor
540,1033,ETNP_120,56.29,13,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,,,1.7E5,1.41E5,,,,,,,,,,,,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,24226,Tripartite tricarboxylate transporter family receptor
684,839,ETNP14_120,56.14,19,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1.47E5,,2.67E5,,,,,,,,,,,,,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,15715,hypothetical protein
684,840,ETNP_110,56.14,19,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1.47E5,,2.67E5,,,,,,,,,,,,,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,15643,hypothetical protein
470,1300,ETNP14_120,56.12,6,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,4,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,,57483,60 kDa chaperonin
610,1366,ETNP_140,55.87,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,,,,2.9E5,7.17E4,,,,,,,,,,,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,58202,Oligopeptide-binding protein AppA precursor
610,1367,ETNP_180,55.87,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,,,,2.9E5,7.17E4,,,,,,,,,,,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,58202,Oligopeptide-binding protein AppA precursor
610,1368,ETNP_160,55.87,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,,,,2.9E5,7.17E4,,,,,,,,,,,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,58232,Oligopeptide-binding protein AppA precursor
610,1369,ETNP_120,55.87,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,,,,2.9E5,7.17E4,,,,,,,,,,,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,58232,Oligopeptide-binding protein AppA precursor
610,1370,ETNP_300,55.87,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,,,,2.9E5,7.17E4,,,,,,,,,,,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,58202,Oligopeptide-binding protein AppA precursor
1121,1809,ETNP_90,55.64,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,4.69E5,,,,,,,,,,,,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,8749,hypothetical protein
1121,1810,NP_85,55.64,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,4.69E5,,,,,,,,,,,,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,8749,hypothetical protein
1121,1811,ETNP_110,55.64,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,4.69E5,,,,,,,,,,,,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,8749,hypothetical protein
347,2422,XP_003064590,54.86,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.09E4,,,,,5.23E5,6.5E4,1.86E5,,,,,,,,7,5,1,1,0,0,0,1,2,1,0,0,0,0,0,1,0,,290507,predicted protein  Micromonas pusilla CCMP1545
461,1324,ACS36804.1,54.81,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,57094,60 kDa chaperonin (chloroplast) [Aureococcus anophagefferens]
686,1130,ETNP_160,54.61,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,,,2.11E5,,,,,,,,,,,,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,36448,Acetyl-CoA acetyltransferase
686,1136,ETNP_100,54.61,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,,,2.11E5,,,,,,,,,,,,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,35933,Acetyl-CoA acetyltransferase
686,1147,ETNP_140,54.61,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,2.11E5,,,,,,,,,,,,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,44038,Acetyl-CoA acetyltransferase
686,1193,ETNP_180,54.61,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,,,,2.11E5,,,,,,,,,,,,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,11462,Acetyl-CoA acetyltransferase
686,1194,ETNP_120,54.61,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,,,,2.11E5,,,,,,,,,,,,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,13553,Acetyl-CoA acetyltransferase
439,1203,WP_011372264.1,54.09,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,57169,molecular chaperone GroEL [Sulfurimonas denitrificans]
351,1477,WP_011342550,53.83,8,5,1,0,0,1,0,0,0,3,0,0,2,0,0,0,,,,,,,,,,,,2.25E5,,,,4,1,2,1,0,0,1,0,0,0,2,0,0,1,0,0,0,,58460,molecular chaperone GroEL Pelobacter carbinolicus
518,1198,ETNP14_120,53.21,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,57494,60 kDa chaperonin
518,1199,NP_85,53.21,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,57494,60 kDa chaperonin
599,1104,ETNP_180,52.66,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,56997,60 kDa chaperonin 5
599,1105,ETNP_160,52.66,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,56997,60 kDa chaperonin 5
599,1108,ETNP_300,52.66,5,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,42131,60 kDa chaperonin 7
2293,1929,XP_002184899,52.43,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,,,,,,1.37E5,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,22479,flavodoxin  Phaeodactylum tricornutum CCAP 1055
431,1511,|#CONTAM#TRY1_BOVIN|,52.05,19,7,3,4,0,8,0,0,0,0,0,0,0,0,0,0,,,,,5.55E5,,,,,,,,,,,5,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,25425,sp|#CONTAM#TRY1_BOVIN|
422,2038,ETNP_120,52.01,7,7,7,7,0,0,0,0,0,7,0,0,0,0,0,0,1.79E5,5.38E5,3E6,,,,,,3.99E5,,,,,,,1,1,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,,24509,hypothetical protein
1822,1526,NP_300,52.00,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,4.37E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,21874,hypothetical protein
1822,1886,ETNP_120,52.00,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,4.37E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,25780,hypothetical protein
1822,2016,NP_125,52.00,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,4.37E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,16246,hypothetical protein
1822,2017,ETNP_120,52.00,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,4.37E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,16176,hypothetical protein
872,1051,ETNP_100,51.90,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.31E6,,3.88E4,,,,,,,,,,,,,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,39893,Elongation factor Tu
872,1052,ETNP_160,51.90,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.31E6,,3.88E4,,,,,,,,,,,,,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,43606,Elongation factor Tu
872,1053,NP_85,51.90,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.31E6,,3.88E4,,,,,,,,,,,,,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,43606,Elongation factor Tu
872,1054,WP_036915923,51.90,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.31E6,,3.88E4,,,,,,,,,,,,,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,43606,elongation factor Tu Prochlorococcus
872,1055,WP_011131149,51.90,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.31E6,,3.88E4,,,,,,,,,,,,,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,43636,elongation factor Tu Prochlorococcus marinus
872,1056,ETNP14_68,51.90,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.31E6,,3.88E4,,,,,,,,,,,,,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,43606,Elongation factor Tu
872,1057,ETNP_110,51.90,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.31E6,,3.88E4,,,,,,,,,,,,,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,43650,Elongation factor Tu
474,1503,ETNP14_120,51.90,11,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1.17E5,,,,,,,,,,,,,,,3,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,27044,Putative aliphatic sulfonates-binding protein precursor
474,1504,SAR11,51.90,11,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1.17E5,,,,,,,,,,,,,,,3,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,27044,Putative aliphatic sulfonates-binding protein
713,1243,ETNP14_68,51.82,29,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15E5,3.15E4,,,,,,,,,,,,,,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,6816,hypothetical protein
579,1306,WP_042851028,51.50,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.07E5,,,,,,,,,2.13E5,,,,,,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,149630,DNA-directed RNA polymerase subunit beta Prochlorococcus sp MIT 0604
309,2369,XP_003059579,51.48,5,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,1.93E4,9.11E4,,,,,5.88E5,,7.74E4,1.49E5,,3.4E5,,,,8,7,1,3,0,0,0,0,1,0,1,1,0,1,0,0,0,,136223,predicted protein  Micromonas pusilla CCMP1545
326,1213,ETNP_120,51.45,5,2,2,1,2,1,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,4,0,1,2,1,1,1,0,0,0,0,0,1,0,1,0,0,,57521,60 kDa chaperonin
326,1214,ETNP_160,51.45,5,2,2,1,2,1,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,4,0,1,2,1,1,1,0,0,0,0,0,1,0,1,0,0,,57521,60 kDa chaperonin
326,1215,ETNP_100,51.45,5,2,2,1,2,1,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,4,0,1,2,1,1,1,0,0,0,0,0,1,0,1,0,0,,57521,60 kDa chaperonin
701,1769,ETNP_70,51.33,28,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,,,,,,8.9E3,,,,,,,6.21E5,,,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,Carbamidomethylation,14009,Enolase
688,1898,WP_012516962,51.30,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,,,,,,,,,,,,1.68E6,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,12098,50S ribosomal protein L22 Alteromonas
443,1371,ETNP14_68,51.15,7,3,0,0,2,0,0,0,0,3,0,0,0,2,0,0,,,,,,,,,,,,,,,,3,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,,58353,60 kDa chaperonin
510,1564,WP_011133137.1,51.06,8,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,6.91E4,,,,0E0,,,,4.07E4,,,,,,,4,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Oxidation (M),75690,elongation factor G [Prochlorococcus marinus]
700,1570,SAR11,50.93,15,0,6,0,6,0,9,0,0,0,0,0,0,0,0,0,,,,,,1.04E3,,,,,,,,,,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,17768,Outer membrane lipoprotein Omp16
700,1801,SAR11,50.93,15,0,6,0,6,0,9,0,0,0,0,0,0,0,0,0,,,,,,1.04E3,,,,,,,,,,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,17712,Outer membrane lipoprotein Omp16
464,2193,WP_006170879,50.83,8,0,2,0,0,0,0,8,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,3,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,,35148,glyceraldehyde-3-phosphate dehydrogenase Synechococcus sp WH 5701
440,2004,ETNP14_68,50.74,4,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,,,,,,,1.51E4,,,,,,,,,4,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,,83881,NADP-dependent malic enzyme
259,1832,ETNP14_120,50.62,28,13,28,13,13,0,0,0,0,0,0,0,0,0,0,0,,9.23E4,,,,,,,,,,,,,,4,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,,8045,hypothetical protein
259,1833,ETNP14_68,50.62,28,13,28,13,13,0,0,0,0,0,0,0,0,0,0,0,,9.23E4,,,,,,,,,,,,,,4,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,,8045,hypothetical protein
1122,1819,ETNP14_68,49.99,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69E5,,,,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9387,hypothetical protein
546,1634,NP_300,49.93,30,0,0,13,30,0,0,0,0,0,0,0,0,0,11,0,,,7.12E4,6.93E4,,,,,,,,,,4.04E3,,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,,7560,Cold shock-like protein CspE
546,1635,NP_85,49.93,30,0,0,13,30,0,0,0,0,0,0,0,0,0,11,0,,,7.12E4,6.93E4,,,,,,,,,,4.04E3,,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,,7560,Cold shock-like protein CspE
546,1636,ETNP_150,49.93,30,0,0,13,30,0,0,0,0,0,0,0,0,0,11,0,,,7.12E4,6.93E4,,,,,,,,,,4.04E3,,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,,7560,Cold shock-like protein CspE
546,1637,ETNP_120,49.93,30,0,0,13,30,0,0,0,0,0,0,0,0,0,11,0,,,7.12E4,6.93E4,,,,,,,,,,4.04E3,,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,,7579,Cold shock-like protein CspE
546,1638,ETNP14_120,49.93,30,0,0,13,30,0,0,0,0,0,0,0,0,0,11,0,,,7.12E4,6.93E4,,,,,,,,,,4.04E3,,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,,7560,Cold shock-like protein CspE
546,1639,NP_100,49.93,30,0,0,13,30,0,0,0,0,0,0,0,0,0,11,0,,,7.12E4,6.93E4,,,,,,,,,,4.04E3,,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,,7560,Cold shock-like protein CspE
546,1640,ETNP_100,49.93,30,0,0,13,30,0,0,0,0,0,0,0,0,0,11,0,,,7.12E4,6.93E4,,,,,,,,,,4.04E3,,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,,7560,Cold shock-like protein CspE
546,1641,ETNP_140,49.93,29,0,0,12,29,0,0,0,0,0,0,0,0,0,11,0,,,7.12E4,6.93E4,,,,,,,,,,4.04E3,,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,,8266,Cold shock-like protein CspD
555,1555,NP_300,49.72,30,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,,,2.35E5,6.14E5,,,,,,,,,,,,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,8427,hypothetical protein
555,1556,ETNP_160,49.72,23,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,,,2.35E5,6.14E5,,,,,,,,,,,,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,11176,hypothetical protein
1094,1917,ETNP_70,49.56,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1.27E6,,,,,,0E0,,,,,,,,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,14797,Acyl carrier protein
423,2146,ACL65389.1,49.26,14,0,10,0,0,0,0,0,11,12,0,0,0,0,0,0,,,,,,,,4.53E5,4.29E6,,,,,,,3,2,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,,9705,ribosomal protein S16 [Anaeromyxobacter dehalogenans 2CP-1]
897,1768,WP_020743101,49.19,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,,,,,,,,2.3E5,,,,1.68E5,,,,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,48517,MotATolQExbB proton channel Alteromonas mediterranea
635,1532,ETNP14_68,49.17,19,7,0,0,0,0,0,9,0,6,0,0,0,0,0,0,4.93E4,,,,,,,,8.14E4,,,,,,,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,15942,30S ribosomal protein S16
543,1299,ETNP14_68,49.06,46,0,0,9,9,0,0,0,0,17,20,0,0,0,0,0,,,2.52E5,2.9E5,,,,,1.28E4,0E0,,,,,,3,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,,7616,Cold shock-like protein CspE
616,1492,ETNP14_120,48.79,5,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,,,,,0E0,,,,,,,,,,,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Carbamidomethylation,58440,60 kDa chaperonin 5
637,1586,EJK60670,48.73,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,,,,,,,9E4,1.28E5,,,,,,,,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,23953,hypothetical protein THAOC_18936 partial  Thalassiosira oceanica
637,1662,EJK68017,48.73,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,,,,,,,9E4,1.28E5,,,,,,,,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,39492,hypothetical protein THAOC_10857  Thalassiosira oceanica
637,1748,XP_002180505,48.73,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,,,,,,,9E4,1.28E5,,,,,,,,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,40035,precursor of ATPase ATPase gamma subunit  Phaeodactylum tricornutum CCAP 1055
445,1521,WP_006173355,48.70,9,4,4,4,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,2.29E5,,,,,,,2,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,22908,50S ribosomal protein L4 Synechococcus sp WH 5701
676,1539,ETNP14_120,48.47,19,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,,,4.03E4,3.36E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,10199,DNA-binding protein HU 1
676,1540,NP_125,48.47,19,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,,,4.03E4,3.36E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,10208,DNA-binding protein HU 1
676,1541,ETNP14_120,48.47,19,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,,,4.03E4,3.36E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,10226,DNA-binding protein HU 1
676,1542,ETNP14_120,48.47,19,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,,,4.03E4,3.36E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,10226,DNA-binding protein HU 1
676,1824,ETNP14_120,48.47,19,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,,,4.03E4,3.36E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,10213,DNA-binding protein HU 1
676,1825,ETNP14_120,48.47,19,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,,,4.03E4,3.36E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,10181,DNA-binding protein HU 1
676,1826,ETNP14_120,48.47,19,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,,,4.03E4,3.36E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,10181,DNA-binding protein HU 1
676,1827,ETNP14_120,48.47,19,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,,,4.03E4,3.36E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,10181,DNA-binding protein HU 1
