crosskingdom,superkingdom,kingdom,subkingdom,phylum,class,order,family,genus,species,subspecies,species+sub,# crosskingdom,# superkingdom,# kingdom,# subkingdom,# phylum,# class,# order,# family,# genus,# species,# subspecies,# total
6,,,,,,,,,,7,17,,,,,,,,,,,,
7,,,,,,,,,,10,9,,,,,,,,,,,,
6,,,,,,,,,,9,8,,,,,,,,,,,,
7,,,,,,,,,,10,10,,,,,,,,,,,,
8,,,,,,,,,,11,9,,,,,,,,,,,,
13,,,,,,,,,,9,14,,,,,,,,,,,,
5,,,,,,,,,,13,14,,,,,,,,,,,,
6,,,,,,,,,,10,10,,,,,,,,,,,,
5,,,,,,,,,,10,11,,,,,,,,,,,,
7,,,,,,,,,,13,18,,,,,,,,,,,,
9,,,,,,,,,,10,10,,,,,,,,,,,,
8,,,,,,,,,,10,13,,,,,,,,,,,,
7,,,,,,,,,,10,13,,,,,,,,,,,,
12,,,,,,,,,,13,16,,,,,,,,,,,,
11,,,,,,,,,,14,16,,,,,,,,,,,,
21,,,,,,,,,,11,8,,,,,,,,,,,,
7,,,,,,,,,,12,13,,,,,,,,,,,,
6,,,,,,,,,,8,8,,,,,,,,,,,,
8,,,,,,,,,,13,10,,,,,,,,,,,,
7,,,,,,,,,,11,10,,,,,,,,,,,,
7,,,,,,,,,,9,11,,,,,,,,,,,,
8,,,,,,,,,,10,8,,,,,,,,,,,,
8,,,,,,,,,,12,10,,,,,,,,,,,,
7,,,,,,,,,,8,11,,,,,,,,,,,,
7,,,,,,,,,,15,9,,,,,,,,,,,,
7,,,,,,,,,,9,9,,,,,,,,,,,,
6,,,,,,,,,,15,15,,,,,,,,,,,,
7,,,,,,,,,,11,10,,,,,,,,,,,,
7,,,,,,,,,,17,13,,,,,,,,,,,,
16,,,,,,,,,,9,14,,,,,,,,,,,,
7,,,,,,,,,,8,8,,,,,,,,,,,,
18,,,,,,,,,,10,9,,,,,,,,,,,,
11,,,,,,,,,,9,14,,,,,,,,,,,,
6,,,,,,,,,,14,9,,,,,,,,,,,,
5,,,,,,,,,,14,10,,,,,,,,,,,,
7,,,,,,,,,,10,11,,,,,,,,,,,,
7,,,,,,,,,,11,15,,,,,,,,,,,,
6,,,,,,,,,,18,15,,,,,,,,,,,,
8,,,,,,,,,,10,15,,,,,,,,,,,,
10,,,,,,,,,,13,13,,,,,,,,,,,,
9,,,,,,,,,,13,14,,,,,,,,,,,,
6,,,,,,,,,,16,13,,,,,,,,,,,,
9,,,,,,,,,,16,8,,,,,,,,,,,,
5,,,,,,,,,,8,21,,,,,,,,,,,,
8,,,,,,,,,,13,11,,,,,,,,,,,,
5,,,,,,,,,,8,15,,,,,,,,,,,,
7,,,,,,,,,,10,11,,,,,,,,,,,,
8,,,,,,,,,,10,10,,,,,,,,,,,,
7,,,,,,,,,,11,9,,,,,,,,,,,,
7,,,,,,,,,,8,13,,,,,,,,,,,,
8,,,,,,,,,,10,10,,,,,,,,,,,,
5,,,,,,,,,,11,12,,,,,,,,,,,,
15,,,,,,,,,,9,9,,,,,,,,,,,,
5,,,,,,,,,,9,19,,,,,,,,,,,,
7,,,,,,,,,,15,18,,,,,,,,,,,,
8,,,,,,,,,,10,8,,,,,,,,,,,,
10,,,,,,,,,,13,12,,,,,,,,,,,,
5,,,,,,,,,,14,12,,,,,,,,,,,,
5,,,,,,,,,,8,20,,,,,,,,,,,,
7,,,,,,,,,,9,18,,,,,,,,,,,,
7,,,,,,,,,,14,12,,,,,,,,,,,,
8,,,,,,,,,,9,13,,,,,,,,,,,,
7,,,,,,,,,,10,14,,,,,,,,,,,,
6,,,,,,,,,,11,9,,,,,,,,,,,,
6,,,,,,,,,,15,10,,,,,,,,,,,,
8,,,,,,,,,,15,9,,,,,,,,,,,,
6,,,,,,,,,,15,9,,,,,,,,,,,,
7,,,,,,,,,,13,17,,,,,,,,,,,,
10,,,,,,,,,,14,9,,,,,,,,,,,,
6,,,,,,,,,,13,11,,,,,,,,,,,,
5,,,,,,,,,,8,10,,,,,,,,,,,,
6,,,,,,,,,,21,8,,,,,,,,,,,,
6,,,,,,,,,,11,15,,,,,,,,,,,,
12,,,,,,,,,,15,12,,,,,,,,,,,,
6,,,,,,,,,,11,10,,,,,,,,,,,,
8,,,,,,,,,,10,12,,,,,,,,,,,,
7,,,,,,,,,,9,13,,,,,,,,,,,,
7,,,,,,,,,,13,13,,,,,,,,,,,,
7,,,,,,,,,,10,11,,,,,,,,,,,,
7,,,,,,,,,,12,10,,,,,,,,,,,,
6,,,,,,,,,,9,10,,,,,,,,,,,,
5,,,,,,,,,,19,9,,,,,,,,,,,,
7,,,,,,,,,,18,12,,,,,,,,,,,,
14,,,,,,,,,,8,13,,,,,,,,,,,,
7,,,,,,,,,,12,11,,,,,,,,,,,,
8,,,,,,,,,,12,11,,,,,,,,,,,,
7,,,,,,,,,,20,14,,,,,,,,,,,,
7,,,,,,,,,,18,15,,,,,,,,,,,,
7,,,,,,,,,,12,12,,,,,,,,,,,,
6,,,,,,,,,,13,12,,,,,,,,,,,,
5,,,,,,,,,,14,9,,,,,,,,,,,,
5,,,,,,,,,,9,11,,,,,,,,,,,,
7,,,,,,,,,,10,8,,,,,,,,,,,,
7,,,,,,,,,,9,11,,,,,,,,,,,,
7,,,,,,,,,,9,10,,,,,,,,,,,,
5,,,,,,,,,,17,13,,,,,,,,,,,,
7,,,,,,,,,,9,18,,,,,,,,,,,,
5,,,,,,,,,,11,11,,,,,,,,,,,,
8,,,,,,,,,,10,11,,,,,,,,,,,,
7,,,,,,,,,,8,10,,,,,,,,,,,,
15,,,,,,,,,,15,9,,,,,,,,,,,,
8,,,,,,,,,,12,8,,,,,,,,,,,,
5,,,,,,,,,,10,12,,,,,,,,,,,,
8,,,,,,,,,,12,12,,,,,,,,,,,,
5,,,,,,,,,,13,9,,,,,,,,,,,,
6,,,,,,,,,,13,10,,,,,,,,,,,,
7,,,,,,,,,,11,13,,,,,,,,,,,,
7,,,,,,,,,,10,9,,,,,,,,,,,,
5,,,,,,,,,,10,9,,,,,,,,,,,,
7,,,,,,,,,,9,13,,,,,,,,,,,,
8,,,,,,,,,,12,15,,,,,,,,,,,,
12,,,,,,,,,,13,12,,,,,,,,,,,,
7,,,,,,,,,,11,16,,,,,,,,,,,,
8,,,,,,,,,,11,14,,,,,,,,,,,,
7,,,,,,,,,,14,12,,,,,,,,,,,,
7,,,,,,,,,,15,10,,,,,,,,,,,,
7,,,,,,,,,,12,9,,,,,,,,,,,,
6,,,,,,,,,,12,10,,,,,,,,,,,,
6,,,,,,,,,,9,11,,,,,,,,,,,,
7,,,,,,,,,,11,19,,,,,,,,,,,,
11,,,,,,,,,,8,10,,,,,,,,,,,,
8,,,,,,,,,,11,8,,,,,,,,,,,,
10,,,,,,,,,,10,19,,,,,,,,,,,,
6,,,,,,,,,,13,12,,,,,,,,,,,,
7,,,,,,,,,,18,12,,,,,,,,,,,,
7,,,,,,,,,,11,10,,,,,,,,,,,,
5,,,,,,,,,,11,10,,,,,,,,,,,,
9,,,,,,,,,,10,21,,,,,,,,,,,,
7,,,,,,,,,,9,15,,,,,,,,,,,,
7,,,,,,,,,,8,8,,,,,,,,,,,,
7,,,,,,,,,,12,8,,,,,,,,,,,,
7,,,,,,,,,,12,8,,,,,,,,,,,,
7,,,,,,,,,,9,11,,,,,,,,,,,,
8,,,,,,,,,,10,11,,,,,,,,,,,,
6,,,,,,,,,,13,8,,,,,,,,,,,,
5,,,,,,,,,,9,10,,,,,,,,,,,,
6,,,,,,,,,,9,10,,,,,,,,,,,,
8,,,,,,,,,,13,13,,,,,,,,,,,,
7,,,,,,,,,,15,12,,,,,,,,,,,,
7,,,,,,,,,,12,10,,,,,,,,,,,,
6,,,,,,,,,,16,13,,,,,,,,,,,,
6,,,,,,,,,,14,10,,,,,,,,,,,,
5,,,,,,,,,,12,10,,,,,,,,,,,,
8,,,,,,,,,,10,11,,,,,,,,,,,,
7,,,,,,,,,,9,18,,,,,,,,,,,,
6,,,,,,,,,,10,13,,,,,,,,,,,,
5,,,,,,,,,,11,12,,,,,,,,,,,,
7,,,,,,,,,,19,13,,,,,,,,,,,,
8,,,,,,,,,,10,11,,,,,,,,,,,,
9,,,,,,,,,,8,17,,,,,,,,,,,,
7,,,,,,,,,,19,9,,,,,,,,,,,,
7,,,,,,,,,,12,17,,,,,,,,,,,,
8,,,,,,,,,,12,12,,,,,,,,,,,,
8,,,,,,,,,,10,10,,,,,,,,,,,,
5,,,,,,,,,,10,15,,,,,,,,,,,,
7,,,,,,,,,,21,13,,,,,,,,,,,,
8,,,,,,,,,,15,8,,,,,,,,,,,,
6,,,,,,,,,,8,7,,,,,,,,,,,,
7,,,,,,,,,,8,11,,,,,,,,,,,,
7,,,,,,,,,,8,8,,,,,,,,,,,,
7,,,,,,,,,,11,12,,,,,,,,,,,,
7,,,,,,,,,,11,11,,,,,,,,,,,,
10,,,,,,,,,,8,12,,,,,,,,,,,,
6,,,,,,,,,,10,15,,,,,,,,,,,,
7,,,,,,,,,,10,12,,,,,,,,,,,,
6,,,,,,,,,,13,12,,,,,,,,,,,,
6,,,,,,,,,,12,18,,,,,,,,,,,,
8,,,,,,,,,,10,9,,,,,,,,,,,,
11,,,,,,,,,,13,10,,,,,,,,,,,,
5,,,,,,,,,,10,12,,,,,,,,,,,,
11,,,,,,,,,,10,13,,,,,,,,,,,,
8,,,,,,,,,,11,16,,,,,,,,,,,,
5,,,,,,,,,,18,12,,,,,,,,,,,,
7,,,,,,,,,,13,13,,,,,,,,,,,,
6,,,,,,,,,,12,10,,,,,,,,,,,,
5,,,,,,,,,,13,13,,,,,,,,,,,,
8,,,,,,,,,,11,17,,,,,,,,,,,,
7,,,,,,,,,,17,15,,,,,,,,,,,,
5,,,,,,,,,,9,17,,,,,,,,,,,,
7,,,,,,,,,,17,12,,,,,,,,,,,,
8,,,,,,,,,,12,9,,,,,,,,,,,,
6,,,,,,,,,,10,14,,,,,,,,,,,,
7,,,,,,,,,,15,15,,,,,,,,,,,,
8,,,,,,,,,,13,8,,,,,,,,,,,,
7,,,,,,,,,,8,10,,,,,,,,,,,,
5,,,,,,,,,,7,12,,,,,,,,,,,,
9,,,,,,,,,,11,18,,,,,,,,,,,,
6,,,,,,,,,,8,14,,,,,,,,,,,,
5,,,,,,,,,,12,14,,,,,,,,,,,,
6,,,,,,,,,,11,11,,,,,,,,,,,,
5,,,,,,,,,,12,14,,,,,,,,,,,,
7,,,,,,,,,,15,13,,,,,,,,,,,,
5,,,,,,,,,,12,11,,,,,,,,,,,,
7,,,,,,,,,,12,8,,,,,,,,,,,,
6,,,,,,,,,,18,11,,,,,,,,,,,,
5,,,,,,,,,,9,15,,,,,,,,,,,,
8,,,,,,,,,,10,17,,,,,,,,,,,,
6,,,,,,,,,,12,16,,,,,,,,,,,,
7,,,,,,,,,,13,8,,,,,,,,,,,,
6,,,,,,,,,,16,12,,,,,,,,,,,,
6,,,,,,,,,,12,14,,,,,,,,,,,,
8,,,,,,,,,,13,10,,,,,,,,,,,,
7,,,,,,,,,,10,13,,,,,,,,,,,,
7,,,,,,,,,,13,8,,,,,,,,,,,,
7,,,,,,,,,,17,11,,,,,,,,,,,,
9,,,,,,,,,,15,17,,,,,,,,,,,,
7,,,,,,,,,,17,13,,,,,,,,,,,,
6,,,,,,,,,,12,14,,,,,,,,,,,,
19,,,,,,,,,,9,11,,,,,,,,,,,,
5,,,,,,,,,,14,7,,,,,,,,,,,,
7,,,,,,,,,,15,8,,,,,,,,,,,,
5,,,,,,,,,,8,10,,,,,,,,,,,,
9,,,,,,,,,,10,10,,,,,,,,,,,,
6,,,,,,,,,,12,11,,,,,,,,,,,,
8,,,,,,,,,,18,10,,,,,,,,,,,,
7,,,,,,,,,,14,10,,,,,,,,,,,,
6,,,,,,,,,,14,9,,,,,,,,,,,,
7,,,,,,,,,,11,11,,,,,,,,,,,,
5,,,,,,,,,,14,12,,,,,,,,,,,,
5,,,,,,,,,,13,11,,,,,,,,,,,,
8,,,,,,,,,,11,8,,,,,,,,,,,,
7,,,,,,,,,,8,9,,,,,,,,,,,,
10,,,,,,,,,,11,13,,,,,,,,,,,,
5,,,,,,,,,,15,8,,,,,,,,,,,,
6,,,,,,,,,,17,10,,,,,,,,,,,,
9,,,,,,,,,,16,10,,,,,,,,,,,,
6,,,,,,,,,,8,8,,,,,,,,,,,,
8,,,,,,,,,,12,9,,,,,,,,,,,,
8,,,,,,,,,,14,11,,,,,,,,,,,,
5,,,,,,,,,,10,12,,,,,,,,,,,,
5,,,,,,,,,,13,11,,,,,,,,,,,,
9,,,,,,,,,,8,11,,,,,,,,,,,,
9,,,,,,,,,,11,13,,,,,,,,,,,,
7,,,,,,,,,,17,10,,,,,,,,,,,,
7,,,,,,,,,,13,8,,,,,,,,,,,,
7,,,,,,,,,,14,11,,,,,,,,,,,,
5,,,,,,,,,,11,11,,,,,,,,,,,,
11,,,,,,,,,,,13,,,,,,,,,,,,
7,,,,,,,,,,,9,,,,,,,,,,,,
11,,,,,,,,,,,12,,,,,,,,,,,,
7,,,,,,,,,,,10,,,,,,,,,,,,
6,,,,,,,,,,,9,,,,,,,,,,,,
5,,,,,,,,,,,10,,,,,,,,,,,,
7,,,,,,,,,,,11,,,,,,,,,,,,
5,,,,,,,,,,,8,,,,,,,,,,,,
6,,,,,,,,,,,10,,,,,,,,,,,,
7,,,,,,,,,,,9,,,,,,,,,,,,
6,,,,,,,,,,,11,,,,,,,,,,,,
7,,,,,,,,,,,10,,,,,,,,,,,,
5,,,,,,,,,,,9,,,,,,,,,,,,
6,,,,,,,,,,,8,,,,,,,,,,,,
7,,,,,,,,,,,12,,,,,,,,,,,,
10,,,,,,,,,,,8,,,,,,,,,,,,
5,,,,,,,,,,,11,,,,,,,,,,,,
8,,,,,,,,,,,13,,,,,,,,,,,,
5,,,,,,,,,,,15,,,,,,,,,,,,
5,,,,,,,,,,,13,,,,,,,,,,,,
7,,,,,,,,,,,9,,,,,,,,,,,,
5,,,,,,,,,,,8,,,,,,,,,,,,
5,,,,,,,,,,,13,,,,,,,,,,,,
5,,,,,,,,,,,8,,,,,,,,,,,,
17,,,,,,,,,,,10,,,,,,,,,,,,
5,,,,,,,,,,,8,,,,,,,,,,,,
5,,,,,,,,,,,8,,,,,,,,,,,,
5,,,,,,,,,,,9,,,,,,,,,,,,
5,,,,,,,,,,,8,,,,,,,,,,,,
7,,,,,,,,,,,11,,,,,,,,,,,,
6,,,,,,,,,,,11,,,,,,,,,,,,
7,,,,,,,,,,,8,,,,,,,,,,,,
8,,,,,,,,,,,11,,,,,,,,,,,,
5,,,,,,,,,,,10,,,,,,,,,,,,
8,,,,,,,,,,,9,,,,,,,,,,,,
5,,,,,,,,,,,10,,,,,,,,,,,,
7,,,,,,,,,,,12,,,,,,,,,,,,
7,,,,,,,,,,,11,,,,,,,,,,,,
5,,,,,,,,,,,15,,,,,,,,,,,,
8,,,,,,,,,,,11,,,,,,,,,,,,
8,,,,,,,,,,,12,,,,,,,,,,,,
7,,,,,,,,,,,10,,,,,,,,,,,,
5,,,,,,,,,,,9,,,,,,,,,,,,
6,,,,,,,,,,,8,,,,,,,,,,,,
7,,,,,,,,,,,9,,,,,,,,,,,,
7,,,,,,,,,,,8,,,,,,,,,,,,
6,,,,,,,,,,,9,,,,,,,,,,,,
5,,,,,,,,,,,14,,,,,,,,,,,,
6,,,,,,,,,,,10,,,,,,,,,,,,
5,,,,,,,,,,,12,,,,,,,,,,,,
6,,,,,,,,,,,11,,,,,,,,,,,,
5,,,,,,,,,,,9,,,,,,,,,,,,
7,,,,,,,,,,,8,,,,,,,,,,,,
6,,,,,,,,,,,10,,,,,,,,,,,,
6,,,,,,,,,,,9,,,,,,,,,,,,
6,,,,,,,,,,,8,,,,,,,,,,,,
7,,,,,,,,,,,14,,,,,,,,,,,,
6,,,,,,,,,,,12,,,,,,,,,,,,
7,,,,,,,,,,,12,,,,,,,,,,,,
5,,,,,,,,,,,11,,,,,,,,,,,,
7,,,,,,,,,,,10,,,,,,,,,,,,
7,,,,,,,,,,,10,,,,,,,,,,,,
5,,,,,,,,,,,9,,,,,,,,,,,,
7,,,,,,,,,,,11,,,,,,,,,,,,
7,,,,,,,,,,,12,,,,,,,,,,,,
7,,,,,,,,,,,9,,,,,,,,,,,,
6,,,,,,,,,,,16,,,,,,,,,,,,
5,,,,,,,,,,,9,,,,,,,,,,,,
7,,,,,,,,,,,11,,,,,,,,,,,,
15,,,,,,,,,,,9,,,,,,,,,,,,
5,,,,,,,,,,,8,,,,,,,,,,,,
5,,,,,,,,,,,11,,,,,,,,,,,,
7,,,,,,,,,,,11,,,,,,,,,,,,
7,,,,,,,,,,,11,,,,,,,,,,,,
22,,,,,,,,,,,10,,,,,,,,,,,,
6,,,,,,,,,,,9,,,,,,,,,,,,
9,,,,,,,,,,,12,,,,,,,,,,,,
5,,,,,,,,,,,9,,,,,,,,,,,,
6,,,,,,,,,,,9,,,,,,,,,,,,
5,,,,,,,,,,,10,,,,,,,,,,,,
5,,,,,,,,,,,14,,,,,,,,,,,,
5,,,,,,,,,,,9,,,,,,,,,,,,
8,,,,,,,,,,,9,,,,,,,,,,,,
8,,,,,,,,,,,9,,,,,,,,,,,,
7,,,,,,,,,,,9,,,,,,,,,,,,
6,,,,,,,,,,,9,,,,,,,,,,,,
5,,,,,,,,,,,8,,,,,,,,,,,,
5,,,,,,,,,,,10,,,,,,,,,,,,
7,,,,,,,,,,,8,,,,,,,,,,,,
7,,,,,,,,,,,9,,,,,,,,,,,,
7,,,,,,,,,,,11,,,,,,,,,,,,
5,,,,,,,,,,,9,,,,,,,,,,,,
9,,,,,,,,,,,11,,,,,,,,,,,,
8,,,,,,,,,,,9,,,,,,,,,,,,
7,,,,,,,,,,,7,,,,,,,,,,,,
5,,,,,,,,,,,10,,,,,,,,,,,,
8,,,,,,,,,,,11,,,,,,,,,,,,
7,,,,,,,,,,,9,,,,,,,,,,,,
7,,,,,,,,,,,13,,,,,,,,,,,,
8,,,,,,,,,,,8,,,,,,,,,,,,
7,,,,,,,,,,,11,,,,,,,,,,,,
5,,,,,,,,,,,9,,,,,,,,,,,,
7,,,,,,,,,,,12,,,,,,,,,,,,
7,,,,,,,,,,,12,,,,,,,,,,,,
5,,,,,,,,,,,10,,,,,,,,,,,,
7,,,,,,,,,,,9,,,,,,,,,,,,
7,,,,,,,,,,,11,,,,,,,,,,,,
7,,,,,,,,,,,11,,,,,,,,,,,,
6,,,,,,,,,,,10,,,,,,,,,,,,
7,,,,,,,,,,,12,,,,,,,,,,,,
7,,,,,,,,,,,10,,,,,,,,,,,,
7,,,,,,,,,,,12,,,,,,,,,,,,
9,,,,,,,,,,,8,,,,,,,,,,,,
14,,,,,,,,,,,10,,,,,,,,,,,,
7,,,,,,,,,,,12,,,,,,,,,,,,
5,,,,,,,,,,,11,,,,,,,,,,,,
8,,,,,,,,,,,9,,,,,,,,,,,,
10,,,,,,,,,,,8,,,,,,,,,,,,
7,,,,,,,,,,,13,,,,,,,,,,,,
7,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,16,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,,,,,15,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,,,,
,,,,,,,,,,,16,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,,,,,12,,,,,,,,,,,,
,,,,,,,,,,,9,,,,,,,,,,,,
