dbpeps,dnopeps
7,
7,
8,
8,
8,
8,
10,
12,
10,
16,
9,
8,
8,
7,
26,
8,
7,
9,
10,
14,
8,
14,
12,
9,
12,
13,
6,
9,
9,
11,
9,
8,
14,
14,
10,
10,
10,
9,
21,
9,
8,
10,
7,
11,
18,
19,
10,
13,
9,
12,
28,
9,
10,
8,
11,
13,
8,
8,
9,
9,
9,
16,
8,
9,
13,
10,
12,
7,
8,
12,
15,
10,
13,
11,
13,
14,
10,
15,
10,
8,
10,
13,
10,
9,
9,
9,
9,
14,
8,
14,
14,
7,
8,
8,
8,
9,
7,
16,
8,
9,
9,
8,
8,
8,
8,
30,
12,
10,
10,
8,
9,
11,
9,
21,
9,
7,
12,
8,
10,
8,
10,
10,
13,
9,
20,
10,
8,
13,
15,
16,
16,
15,
9,
10,
9,
11,
13,
16,
12,
10,
8,
16,
8,
7,
30,
7,
7,
9,
13,
12,
14,
9,
11,
12,
10,
9,
15,
8,
11,
9,
22,
8,
12,
18,
9,
10,
14,
12,
10,
8,
8,
8,
10,
10,
9,
11,
10,
6,
11,
14,
11,
10,
10,
10,
8,
8,
9,
10,
14,
7,
17,
8,
15,
18,
9,
8,
7,
15,
10,
10,
11,
10,
11,
9,
12,
8,
13,
11,
8,
18,
8,
7,
12,
11,
10,
19,
12,
24,
8,
29,
16,
8,
8,
14,
9,
12,
12,
12,
9,
10,
7,
15,
9,
11,
10,
9,
12,
10,
9,
11,
18,
9,
11,
12,
21,
11,
7,
11,
11,
14,
15,
8,
9,
7,
11,
10,
9,
15,
7,
10,
28,
11,
14,
9,
19,
13,
8,
13,
8,
22,
11,
7,
11,
14,
8,
10,
11,
8,
12,
14,
15,
33,
8,
14,
11,
6,
11,
9,
8,
25,
20,
9,
26,
9,
11,
15,
20,
11,
14,
8,
9,
15,
16,
14,
23,
8,
15,
13,
9,
23,
15,
7,
12,
8,
7,
16,
9,
10,
19,
11,
12,
8,
11,
9,
8,
13,
8,
11,
9,
7,
7,
7,
7,
15,
26,
11,
9,
10,
11,
20,
7,
11,
10,
13,
20,
9,
8,
12,
11,
16,
8,
14,
30,
10,
19,
10,
7,
8,
15,
10,
9,
9,
13,
13,
12,
15,
11,
28,
18,
9,
8,
11,
8,
18,
15,
8,
20,
12,
11,
9,
9,
8,
9,
9,
11,
9,
14,
19,
9,
10,
9,
10,
9,
9,
11,
11,
11,
9,
10,
7,
12,
7,
16,
8,
10,
9,
16,
14,
9,
9,
8,
27,
10,
10,
11,
15,
9,
13,
8,
12,
11,
7,
20,
8,
14,
20,
9,
9,
8,
11,
7,
11,
20,
8,
12,
12,
8,
9,
14,
31,
14,
11,
16,
12,
11,
8,
9,
8,
8,
11,
8,
7,
8,
11,
11,
11,
12,
17,
7,
20,
7,
10,
11,
9,
11,
15,
10,
7,
16,
11,
10,
7,
7,
16,
7,
11,
11,
19,
9,
9,
8,
9,
9,
12,
19,
18,
7,
20,
8,
8,
8,
10,
16,
10,
10,
9,
10,
9,
10,
9,
18,
12,
12,
11,
13,
13,
8,
9,
8,
8,
13,
15,
7,
12,
14,
6,
10,
12,
9,
9,
19,
32,
7,
17,
15,
10,
9,
9,
11,
11,
14,
15,
11,
8,
14,
22,
10,
12,
17,
14,
10,
18,
12,
18,
9,
25,
8,
10,
7,
9,
11,
10,
10,
12,
9,
8,
13,
19,
8,
10,
8,
13,
7,
11,
10,
8,
9,
36,
11,
12,
8,
8,
9,
14,
11,
13,
9,
9,
16,
10,
11,
24,
8,
18,
9,
10,
7,
8,
8,
8,
10,
8,
10,
14,
9,
12,
7,
8,
7,
10,
9,
12,
14,
7,
9,
20,
9,
9,
9,
14,
8,
9,
9,
8,
15,
8,
7,
9,
8,
10,
9,
9,
11,
8,
28,
9,
9,
7,
10,
19,
9,
15,
12,
8,
17,
9,
10,
8,
7,
7,
9,
14,
13,
8,
15,
8,
11,
13,
10,
7,
14,
10,
7,
13,
9,
9,
24,
10,
10,
7,
9,
10,
8,
9,
14,
7,
7,
10,
7,
12,
7,
11,
8,
9,
10,
8,
23,
11,
9,
7,
12,
11,
13,
18,
12,
14,
7,
10,
14,
30,
15,
12,
6,
12,
8,
16,
14,
9,
8,
9,
8,
22,
11,
10,
20,
20,
11,
14,
15,
7,
8,
7,
18,
9,
11,
13,
11,
10,
7,
9,
11,
9,
7,
12,
10,
10,
8,
20,
15,
7,
8,
13,
8,
9,
8,
15,
8,
10,
8,
11,
8,
11,
11,
9,
10,
11,
8,
10,
26,
13,
10,
16,
7,
12,
29,
16,
10,
14,
9,
7,
7,
11,
9,
16,
11,
8,
32,
9,
10,
8,
12,
19,
15,
9,
8,
8,
13,
16,
11,
9,
8,
7,
8,
11,
17,
9,
12,
18,
9,
10,
8,
8,
20,
7,
17,
11,
9,
9,
34,
8,
10,
8,
10,
12,
10,
8,
13,
16,
8,
11,
9,
21,
13,
10,
11,
14,
9,
8,
9,
10,
8,
13,
7,
12,
8,
9,
11,
12,
8,
8,
13,
11,
9,
9,
22,
10,
7,
8,
10,
7,
9,
8,
19,
8,
8,
11,
9,
8,
7,
7,
15,
8,
10,
20,
17,
16,
9,
8,
19,
11,
8,
8,
11,
8,
15,
9,
8,
8,
16,
7,
12,
10,
8,
7,
12,
15,
24,
11,
11,
9,
14,
8,
10,
11,
7,
8,
7,
9,
9,
6,
7,
8,
10,
7,
15,
14,
13,
8,
21,
13,
25,
9,
7,
12,
8,
13,
12,
8,
8,
11,
10,
8,
12,
11,
7,
17,
10,
7,
10,
13,
8,
12,
7,
8,
12,
8,
13,
13,
8,
8,
21,
8,
10,
10,
10,
16,
8,
14,
8,
8,
9,
8,
11,
7,
8,
9,
18,
8,
8,
7,
8,
8,
25,
7,
12,
9,
9,
7,
13,
14,
8,
8,
10,
8,
9,
9,
8,
12,
9,
7,
12,
8,
10,
13,
13,
8,
10,
9,
8,
8,
11,
12,
10,
8,
9,
13,
17,
7,
8,
12,
11,
7,
8,
15,
14,
11,
9,
15,
7,
8,
14,
7,
14,
9,
11,
6,
11,
8,
9,
15,
24,
9,
9,
9,
11,
9,
21,
10,
7,
10,
9,
11,
12,
10,
12,
8,
7,
7,
11,
7,
19,
8,
10,
25,
10,
12,
9,
7,
9,
10,
8,
8,
8,
14,
13,
8,
10,
9,
9,
11,
10,
7,
25,
8,
9,
7,
10,
13,
11,
8,
11,
13,
18,
9,
8,
9,
9,
11,
10,
10,
29,
14,
11,
10,
18,
9,
16,
9,
9,
16,
8,
8,
21,
8,
12,
8,
10,
20,
8,
10,
23,
8,
22,
27,
11,
13,
8,
16,
9,
12,
11,
9,
15,
11,
8,
8,
10,
8,
7,
8,
11,
9,
26,
8,
22,
8,
12,
8,
10,
24,
10,
10,
8,
26,
13,
7,
12,
10,
12,
9,
9,
22,
11,
8,
11,
10,
8,
36,
10,
18,
11,
11,
16,
24,
10,
18,
33,
10,
11,
7,
11,
8,
6,
8,
15,
7,
6,
8,
25,
8,
9,
10,
10,
8,
9,
20,
8,
37,
14,
8,
10,
18,
14,
11,
10,
10,
12,
11,
12,
7,
9,
15,
10,
8,
9,
8,
14,
10,
11,
8,
10,
12,
6,
10,
9,
16,
15,
12,
12,
13,
8,
8,
10,
8,
9,
8,
7,
7,
12,
6,
11,
7,
11,
8,
14,
14,
10,
19,
33,
8,
13,
10,
13,
13,
12,
8,
28,
13,
12,
10,
8,
7,
8,
28,
12,
8,
11,
18,
8,
8,
16,
8,
7,
8,
9,
15,
7,
19,
8,
8,
8,
15,
7,
9,
9,
19,
7,
9,
11,
21,
8,
9,
10,
10,
23,
8,
23,
18,
9,
7,
12,
7,
6,
29,
9,
28,
9,
9,
10,
7,
7,
7,
7,
8,
8,
8,
9,
14,
8,
7,
15,
7,
11,
10,
8,
13,
11,
14,
8,
13,
12,
19,
14,
9,
8,
18,
8,
9,
19,
7,
7,
12,
11,
22,
19,
9,
8,
9,
11,
10,
19,
10,
8,
26,
19,
13,
8,
10,
8,
7,
17,
8,
9,
24,
9,
8,
36,
7,
8,
10,
16,
7,
18,
11,
13,
8,
9,
11,
8,
8,
8,
11,
8,
11,
22,
8,
8,
10,
10,
10,
6,
22,
16,
9,
10,
8,
11,
13,
9,
15,
11,
29,
7,
12,
26,
8,
7,
8,
8,
15,
14,
14,
8,
14,
10,
8,
8,
9,
15,
7,
16,
7,
24,
12,
7,
17,
14,
11,
8,
8,
7,
8,
20,
16,
10,
9,
8,
10,
7,
10,
12,
14,
8,
8,
9,
9,
11,
13,
10,
15,
7,
13,
9,
7,
16,
7,
8,
7,
18,
11,
18,
10,
9,
7,
8,
11,
7,
8,
31,
8,
11,
12,
16,
14,
9,
8,
9,
9,
7,
15,
13,
31,
7,
15,
13,
11,
11,
23,
11,
10,
8,
11,
9,
18,
11,
8,
7,
8,
10,
7,
8,
11,
11,
7,
13,
12,
7,
7,
9,
24,
8,
10,
11,
17,
12,
8,
17,
8,
8,
16,
7,
17,
11,
9,
11,
13,
8,
8,
19,
6,
11,
10,
23,
7,
17,
8,
8,
8,
10,
16,
9,
9,
7,
8,
11,
11,
15,
9,
8,
9,
21,
12,
14,
9,
12,
16,
14,
9,
17,
13,
14,
9,
11,
8,
18,
16,
7,
8,
17,
14,
7,
13,
10,
10,
9,
12,
8,
8,
8,
7,
9,
7,
8,
9,
10,
9,
8,
8,
19,
14,
8,
9,
8,
17,
9,
9,
10,
13,
7,
10,
7,
23,
8,
10,
7,
11,
10,
13,
8,
10,
8,
7,
11,
7,
8,
8,
8,
13,
8,
12,
8,
9,
8,
8,
9,
14,
19,
9,
8,
10,
9,
8,
7,
10,
8,
19,
7,
11,
15,
8,
6,
8,
8,
8,
11,
10,
11,
15,
10,
7,
7,
10,
20,
10,
7,
9,
7,
6,
9,
8,
31,
13,
8,
8,
8,
8,
9,
11,
7,
7,
8,
10,
10,
9,
7,
7,
14,
8,
7,
8,
12,
8,
8,
11,
12,
12,
8,
9,
14,
18,
11,
7,
7,
7,
10,
10,
25,
9,
9,
7,
8,
9,
17,
7,
7,
7,
12,
8,
8,
7,
11,
8,
16,
15,
10,
9,
7,
7,
8,
8,
11,
7,
6,
29,
7,
12,
20,
7,
10,
7,
8,
12,
8,
14,
9,
10,
8,
10,
9,
15,
9,
7,
35,
9,
7,
10,
7,
9,
11,
8,
9,
7,
10,
17,
9,
10,
8,
8,
10,
9,
7,
39,
7,
16,
8,
7,
6,
17,
8,
7,
7,
7,
7,
17,
7,
20,
8,
8,
7,
9,
19,
12,
23,
9,
9,
10,
7,
8,
9,
11,
9,
13,
35,
19,
9,
12,
13,
8,
8,
8,
6,
10,
13,
9,
13,
11,
7,
13,
7,
21,
12,
7,
7,
14,
14,
20,
12,
8,
9,
9,
8,
10,
7,
12,
8,
11,
7,
46,
8,
11,
7,
8,
12,
8,
11,
10,
11,
16,
8,
7,
7,
10,
12,
8,
7,
17,
7,
15,
9,
10,
7,
8,
13,
11,
7,
7,
8,
9,
8,
20,
18,
10,
10,
13,
10,
12,
10,
11,
8,
12,
6,
9,
7,
14,
11,
8,
10,
9,
9,
14,
7,
7,
10,
6,
8,
18,
9,
9,
6,
19,
9,
13,
18,
14,
9,
7,
17,
10,
14,
13,
14,
9,
8,
18,
8,
9,
21,
13,
19,
9,
9,
25,
11,
7,
6,
8,
12,
10,
9,
10,
17,
6,
8,
14,
14,
8,
8,
17,
13,
12,
11,
17,
25,
9,
10,
11,
24,
9,
7,
7,
9,
19,
8,
8,
14,
9,
10,
9,
8,
8,
12,
8,
6,
6,
8,
8,
20,
15,
7,
13,
8,
11,
6,
7,
14,
9,
10,
10,
20,
13,
9,
7,
14,
9,
8,
15,
16,
11,
12,
7,
11,
8,
8,
15,
7,
14,
7,
9,
7,
11,
8,
15,
17,
7,
15,
9,
16,
7,
16,
9,
7,
10,
12,
28,
9,
8,
18,
13,
8,
12,
15,
7,
13,
6,
9,
27,
7,
12,
14,
33,
13,
9,
8,
9,
8,
7,
11,
16,
9,
7,
7,
9,
28,
10,
20,
14,
11,
12,
7,
11,
8,
30,
14,
8,
15,
11,
8,
6,
7,
21,
14,
13,
8,
10,
10,
6,
14,
8,
9,
11,
7,
10,
13,
7,
11,
18,
7,
7,
13,
11,
10,
10,
8,
7,
9,
18,
26,
10,
7,
14,
10,
8,
10,
11,
17,
9,
8,
7,
7,
7,
7,
8,
8,
8,
8,
11,
16,
10,
8,
6,
6,
10,
14,
19,
8,
15,
7,
24,
14,
13,
8,
16,
8,
10,
9,
14,
33,
9,
8,
7,
11,
14,
9,
11,
7,
7,
11,
9,
8,
12,
20,
9,
13,
12,
10,
8,
11,
7,
13,
7,
12,
7,
10,
6,
10,
9,
15,
9,
10,
13,
7,
9,
8,
14,
12,
7,
11,
11,
10,
25,
10,
13,
9,
7,
9,
15,
10,
10,
11,
13,
7,
11,
7,
15,
8,
26,
9,
8,
18,
9,
9,
7,
9,
8,
10,
13,
8,
10,
8,
9,
12,
23,
10,
20,
10,
7,
8,
14,
25,
7,
7,
7,
13,
9,
13,
9,
15,
11,
13,
7,
7,
7,
7,
8,
8,
11,
23,
7,
9,
16,
8,
7,
7,
9,
10,
7,
13,
10,
8,
9,
10,
9,
11,
7,
24,
8,
11,
9,
13,
13,
8,
7,
8,
12,
9,
12,
24,
8,
22,
11,
9,
7,
10,
6,
9,
11,
8,
7,
7,
7,
17,
11,
14,
7,
13,
7,
7,
11,
34,
9,
9,
15,
10,
8,
10,
10,
7,
9,
39,
10,
12,
7,
10,
8,
9,
6,
9,
14,
10,
8,
9,
9,
8,
17,
8,
22,
10,
8,
9,
7,
8,
8,
10,
8,
13,
8,
28,
15,
11,
7,
7,
8,
7,
7,
18,
11,
15,
11,
20,
11,
8,
24,
10,
16,
7,
8,
20,
7,
7,
7,
9,
9,
15,
20,
8,
8,
10,
17,
7,
18,
7,
7,
8,
8,
9,
24,
8,
12,
7,
12,
20,
13,
9,
20,
8,
8,
8,
7,
7,
12,
13,
16,
7,
13,
8,
12,
9,
7,
12,
19,
8,
8,
8,
13,
9,
25,
13,
7,
7,
12,
8,
11,
6,
27,
10,
9,
9,
13,
10,
14,
11,
18,
7,
13,
7,
41,
9,
20,
9,
8,
13,
18,
7,
10,
26,
7,
7,
9,
24,
9,
12,
9,
11,
12,
8,
9,
10,
9,
9,
9,
7,
28,
11,
11,
8,
10,
10,
9,
9,
14,
9,
8,
7,
8,
7,
8,
17,
13,
7,
7,
10,
10,
7,
11,
7,
8,
16,
17,
13,
21,
8,
22,
9,
12,
10,
7,
11,
9,
23,
12,
14,
11,
7,
9,
11,
10,
7,
9,
8,
7,
7,
9,
15,
9,
9,
13,
18,
8,
7,
7,
10,
16,
15,
7,
9,
8,
14,
9,
21,
9,
8,
8,
7,
7,
24,
9,
12,
10,
11,
9,
8,
7,
8,
14,
7,
10,
7,
13,
12,
11,
11,
15,
21,
10,
7,
7,
7,
7,
9,
12,
11,
8,
16,
14,
7,
7,
10,
15,
8,
7,
19,
10,
15,
21,
18,
7,
7,
10,
7,
10,
8,
8,
14,
7,
12,
11,
7,
14,
7,
11,
10,
10,
11,
9,
7,
15,
9,
6,
9,
8,
9,
7,
8,
20,
14,
10,
7,
16,
7,
9,
16,
17,
13,
15,
9,
9,
9,
7,
10,
7,
15,
11,
27,
8,
7,
7,
8,
8,
8,
31,
10,
25,
9,
7,
10,
8,
8,
17,
25,
8,
14,
13,
15,
11,
8,
10,
9,
7,
11,
10,
7,
7,
7,
12,
12,
8,
11,
7,
8,
18,
24,
7,
9,
12,
14,
16,
7,
15,
7,
8,
13,
9,
14,
6,
7,
8,
9,
6,
15,
7,
12,
8,
7,
13,
30,
18,
13,
8,
7,
9,
6,
12,
7,
11,
7,
12,
22,
11,
11,
8,
7,
8,
10,
9,
10,
6,
7,
7,
17,
7,
17,
8,
16,
26,
8,
8,
10,
8,
7,
23,
26,
10,
7,
8,
14,
29,
8,
8,
13,
31,
7,
11,
11,
7,
23,
8,
8,
8,
9,
8,
9,
9,
8,
10,
14,
7,
8,
9,
9,
15,
11,
14,
17,
21,
17,
8,
14,
16,
8,
7,
13,
24,
7,
7,
7,
8,
9,
11,
8,
7,
17,
12,
7,
11,
23,
11,
9,
10,
9,
7,
7,
9,
14,
8,
20,
8,
16,
13,
7,
23,
9,
7,
12,
6,
8,
12,
27,
10,
8,
19,
8,
7,
21,
16,
15,
8,
8,
7,
22,
22,
12,
12,
8,
7,
22,
25,
8,
6,
11,
20,
9,
7,
14,
10,
21,
11,
17,
13,
12,
9,
22,
7,
7,
15,
9,
13,
22,
9,
11,
9,
9,
11,
20,
7,
8,
7,
11,
9,
10,
11,
9,
8,
7,
11,
15,
14,
7,
7,
11,
8,
10,
11,
7,
21,
14,
11,
8,
8,
8,
8,
9,
8,
8,
9,
18,
8,
10,
16,
10,
8,
15,
7,
8,
7,
10,
7,
8,
9,
8,
7,
9,
12,
8,
9,
22,
18,
8,
10,
8,
7,
16,
8,
11,
9,
16,
12,
9,
7,
9,
19,
22,
16,
16,
11,
8,
15,
35,
12,
11,
11,
8,
26,
9,
8,
11,
7,
12,
8,
8,
9,
10,
7,
10,
7,
7,
10,
9,
7,
9,
6,
11,
15,
14,
28,
16,
6,
8,
7,
23,
12,
8,
8,
17,
8,
18,
7,
11,
9,
18,
9,
10,
11,
11,
12,
19,
10,
9,
8,
23,
9,
14,
7,
8,
35,
21,
6,
15,
10,
9,
13,
8,
23,
9,
7,
14,
8,
14,
8,
10,
8,
21,
9,
13,
9,
13,
7,
25,
10,
13,
8,
7,
7,
18,
8,
6,
12,
9,
7,
16,
16,
9,
21,
10,
10,
23,
16,
8,
9,
8,
8,
14,
12,
10,
8,
12,
12,
9,
8,
7,
16,
11,
9,
9,
6,
10,
9,
19,
10,
11,
8,
8,
9,
6,
12,
10,
9,
14,
13,
7,
10,
15,
9,
8,
10,
8,
6,
7,
11,
9,
14,
11,
30,
13,
7,
8,
7,
15,
8,
19,
8,
13,
8,
9,
50,
8,
18,
9,
19,
12,
10,
13,
12,
10,
14,
16,
13,
27,
10,
10,
13,
9,
6,
10,
7,
11,
8,
9,
6,
7,
10,
8,
10,
18,
13,
11,
8,
23,
8,
15,
27,
7,
10,
8,
13,
14,
20,
10,
14,
17,
22,
30,
10,
8,
14,
9,
19,
7,
14,
7,
8,
9,
12,
11,
7,
21,
8,
7,
8,
7,
21,
15,
7,
14,
8,
8,
8,
9,
6,
7,
25,
13,
19,
6,
11,
6,
13,
35,
12,
10,
16,
11,
8,
8,
8,
7,
11,
13,
11,
7,
7,
7,
7,
16,
9,
9,
25,
15,
15,
7,
12,
8,
7,
8,
9,
25,
7,
7,
24,
6,
12,
8,
11,
20,
6,
7,
11,
8,
14,
16,
13,
16,
8,
19,
25,
23,
14,
8,
8,
10,
9,
7,
10,
9,
8,
12,
9,
28,
9,
42,
14,
12,
8,
23,
13,
20,
12,
8,
16,
6,
22,
11,
9,
7,
13,
8,
9,
17,
7,
10,
21,
20,
8,
12,
7,
6,
12,
8,
8,
12,
9,
7,
8,
7,
8,
9,
9,
13,
12,
23,
9,
10,
7,
8,
12,
14,
8,
12,
8,
23,
6,
11,
8,
9,
12,
10,
8,
9,
10,
14,
10,
20,
10,
15,
14,
22,
7,
7,
7,
9,
14,
11,
11,
9,
7,
12,
9,
13,
17,
9,
22,
15,
7,
7,
9,
9,
31,
10,
7,
8,
8,
10,
16,
12,
10,
10,
10,
6,
20,
9,
8,
8,
10,
8,
11,
7,
9,
11,
9,
18,
13,
16,
13,
14,
17,
35,
8,
9,
8,
13,
18,
10,
10,
9,
10,
18,
11,
13,
9,
8,
17,
20,
16,
11,
7,
13,
7,
6,
7,
29,
15,
21,
9,
10,
7,
13,
9,
7,
8,
11,
6,
21,
17,
9,
11,
18,
27,
12,
15,
8,
7,
9,
12,
9,
11,
8,
10,
14,
11,
13,
15,
10,
26,
15,
12,
18,
13,
8,
7,
16,
17,
17,
14,
13,
11,
13,
20,
13,
17,
7,
7,
11,
10,
11,
6,
23,
7,
33,
7,
15,
12,
9,
13,
8,
8,
20,
20,
10,
6,
7,
9,
9,
7,
9,
16,
24,
11,
22,
9,
18,
18,
7,
10,
15,
7,
8,
10,
6,
10,
7,
15,
12,
18,
13,
10,
10,
11,
7,
7,
9,
9,
8,
11,
20,
16,
8,
9,
13,
21,
7,
25,
7,
8,
10,
27,
7,
18,
9,
10,
14,
8,
7,
12,
7,
7,
14,
8,
28,
9,
7,
22,
20,
8,
14,
12,
11,
19,
11,
10,
10,
10,
13,
13,
13,
22,
32,
21,
8,
9,
15,
17,
14,
19,
7,
15,
7,
8,
7,
24,
16,
19,
7,
10,
14,
13,
9,
8,
28,
26,
22,
17,
17,
19,
12,
10,
8,
7,
16,
7,
15,
10,
22,
10,
7,
10,
8,
8,
7,
15,
13,
11,
9,
19,
11,
25,
19,
13,
9,
15,
19,
18,
13,
6,
8,
21,
11,
7,
11,
11,
7,
9,
13,
19,
16,
16,
13,
7,
11,
13,
14,
8,
7,
22,
12,
9,
26,
21,
13,
31,
18,
10,
10,
10,
13,
15,
7,
9,
14,
16,
8,
12,
8,
16,
6,
21,
12,
8,
17,
17,
14,
6,
13,
11,
10,
21,
12,
18,
8,
10,
18,
15,
11,
19,
18,
9,
9,
14,
11,
11,
16,
11,
9,
6,
16,
10,
26,
7,
8,
18,
22,
19,
26,
11,
32,
11,
8,
19,
24,
10,
8,
6,
23,
10,
15,
14,
8,
7,
13,
17,
13,
15,
18,
23,
12,
16,
8,
9,
15,
28,
8,
11,
9,
14,
11,
11,
8,
11,
23,
13,
11,
12,
10,
24,
10,
21,
13,
19,
7,
20,
10,
16,
11,
11,
13,
7,
8,
7,
9,
11,
8,
10,
15,
12,
34,
21,
10,
10,
14,
8,
15,
15,
10,
7,
10,
7,
7,
17,
12,
27,
15,
17,
10,
17,
8,
8,
11,
26,
13,
17,
7,
13,
13,
13,
16,
7,
19,
23,
7,
31,
14,
13,
16,
33,
8,
13,
11,
16,
18,
14,
22,
12,
15,
16,
8,
16,
11,
8,
14,
11,
18,
18,
8,
12,
15,
7,
7,
7,
10,
13,
10,
8,
8,
13,
24,
11,
8,
28,
11,
11,
24,
19,
12,
8,
17,
14,
13,
17,
18,
13,
16,
21,
8,
35,
20,
7,
8,
28,
9,
11,
10,
10,
10,
22,
23,
7,
8,
10,
9,
16,
10,
12,
20,
12,
21,
18,
14,
20,
7,
7,
10,
12,
11,
7,
15,
11,
7,
18,
18,
17,
9,
26,
25,
12,
9,
8,
13,
10,
9,
17,
9,
15,
15,
13,
12,
11,
8,
11,
9,
18,
10,
11,
7,
20,
9,
12,
10,
11,
7,
16,
12,
8,
7,
9,
7,
15,
11,
9,
21,
9,
20,
8,
11,
14,
9,
21,
30,
11,
9,
8,
6,
15,
21,
16,
8,
12,
9,
6,
19,
25,
14,
15,
17,
9,
10,
19,
8,
16,
13,
7,
10,
19,
16,
20,
14,
29,
13,
11,
11,
12,
26,
10,
35,
7,
13,
7,
15,
13,
18,
7,
13,
16,
23,
19,
9,
7,
20,
15,
7,
16,
10,
9,
30,
10,
13,
17,
15,
8,
27,
11,
10,
10,
9,
15,
27,
10,
15,
14,
9,
17,
8,
23,
17,
10,
11,
16,
28,
27,
8,
26,
6,
8,
8,
6,
10,
22,
10,
14,
8,
8,
9,
20,
18,
7,
16,
16,
17,
20,
36,
14,
13,
10,
12,
10,
13,
17,
26,
14,
16,
24,
20,
14,
16,
22,
9,
24,
7,
22,
9,
7,
11,
18,
11,
12,
13,
10,
9,
17,
11,
18,
10,
21,
10,
16,
24,
10,
20,
21,
7,
11,
8,
10,
8,
11,
11,
22,
8,
11,
29,
16,
8,
10,
10,
11,
21,
10,
20,
10,
13,
7,
15,
31,
23,
12,
17,
19,
30,
10,
18,
22,
15,
8,
9,
19,
7,
12,
14,
18,
7,
13,
14,
10,
10,
7,
12,
7,
9,
12,
8,
8,
24,
18,
13,
12,
9,
33,
25,
14,
12,
14,
15,
40,
11,
8,
12,
20,
13,
13,
15,
12,
11,
15,
7,
17,
16,
9,
11,
10,
18,
8,
8,
16,
12,
14,
6,
15,
12,
15,
21,
20,
14,
14,
12,
15,
15,
7,
13,
13,
17,
17,
11,
17,
8,
8,
16,
9,
12,
16,
13,
20,
12,
17,
17,
22,
18,
28,
13,
13,
8,
12,
13,
9,
9,
16,
27,
14,
26,
12,
30,
11,
12,
5,
23,
16,
29,
9,
15,
12,
20,
16,
21,
