Cruise,Station,mon/dd/yyyy,hh:mm,Longitude [degrees east],Latitude [degrees north],Bottom Depth [m],Pressure [db],Depth (m),Temperature [degrees C],Temperature 2 [degrees C],Salinity [psu],Salinity 2 [psu],Fluorescense [mg/m^3],Beam Transmission [%],PAR,Oxygen [umol/kg],Oxygen [% saturation]
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,301.004,298.2009114,11.0603,11.0602,34.7244,34.7317,7.44E-02,98.343,1.00E-12,0.185,0.069
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,302.011,299.1985338,11.0453,11.0455,34.7233,34.7305,7.43E-02,98.3406,1.00E-12,0.269,0.1
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,303.019,300.1971468,11.0086,11.0086,34.7216,34.7289,7.26E-02,98.3594,1.00E-12,0.219,0.081
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,304.026,301.1947692,10.9746,10.9748,34.7203,34.7274,7.48E-02,98.3623,1.00E-12,0.233,0.086
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81554,3141,305.033,302.1923915,10.9487,10.949,34.7186,34.7257,7.43E-02,98.3523,1.00E-12,0.224,0.083
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81554,3141,306.041,303.1910046,10.9389,10.9391,34.7177,34.7249,7.48E-02,98.3512,1.00E-12,0.224,0.083
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81554,3141,307.048,304.1886269,10.9253,10.9254,34.7163,34.7235,7.51E-02,98.3536,1.00E-12,0.22,0.081
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81554,3141,308.056,305.1872399,10.9035,10.9037,34.7147,34.7219,7.34E-02,98.355,1.00E-12,0.184,0.068
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81554,3141,309.063,306.1848623,10.8916,10.892,34.7139,34.7209,7.40E-02,98.3552,1.00E-12,0.186,0.069
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81554,3141,310.071,307.1834753,10.8846,10.8848,34.713,34.7203,7.37E-02,98.3417,1.00E-12,0.252,0.093
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81554,3141,311.078,308.1810977,10.8843,10.8845,34.7126,34.7199,7.54E-02,98.3634,1.00E-12,0.216,0.08
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81554,3141,312.086,309.1797107,10.8742,10.8751,34.711,34.7183,7.39E-02,98.3243,1.00E-12,0.197,0.073
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81554,3141,313.093,310.1773331,10.8042,10.8044,34.7084,34.7155,7.31E-02,98.3463,1.00E-12,0.199,0.073
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81554,3141,314.101,311.1759461,10.7938,10.794,34.7079,34.7152,7.42E-02,98.3659,1.00E-12,0.196,0.072
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81554,3141,315.108,312.1735685,10.7899,10.7901,34.7073,34.7145,7.38E-02,98.3801,1.00E-12,0.208,0.077
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81553,3141,316.116,313.1721815,10.7849,10.7852,34.7069,34.714,7.41E-02,98.3679,1.00E-12,0.23,0.085
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81552,3141,317.123,314.1698038,10.7827,10.7831,34.7065,34.7137,7.38E-02,98.3798,1.00E-12,0.239,0.088
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81552,3141,318.131,315.1684169,10.7791,10.7793,34.7059,34.7131,7.42E-02,98.3743,1.00E-12,0.189,0.07
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81552,3141,319.138,316.1660392,10.7658,10.766,34.7049,34.7121,7.26E-02,98.3901,1.00E-12,0.179,0.066
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81552,3141,320.146,317.1646523,10.7546,10.7546,34.7044,34.7116,7.34E-02,98.3734,1.00E-12,0.182,0.067
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81552,3141,321.153,318.1622746,10.7419,10.7418,34.7029,34.7101,7.28E-02,98.3653,1.00E-12,0.164,0.061
SKQ201617S,sta013,12/29/16,4:05,-104.55548,16.81552,3141,322.161,319.1608877,10.7156,10.7155,34.7015,34.7086,7.33E-02,98.3655,1.00E-12,0.259,0.096
SKQ201617S,sta013,12/29/16,4:05,-104.55547,16.81552,3141,323.169,320.1595007,10.6915,10.6914,34.7001,34.7072,7.37E-02,98.3655,1.00E-12,0.183,0.068
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.81552,3141,324.176,321.157123,10.6748,10.6751,34.6988,34.7061,7.29E-02,98.3664,1.00E-12,0.255,0.094
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.81552,3141,325.183,322.1547454,10.645,10.6461,34.6971,34.7043,7.26E-02,98.389,1.00E-12,0.166,0.061
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.81552,3141,326.191,323.1533584,10.6245,10.6248,34.6959,34.7032,7.35E-02,98.3822,1.00E-12,0.159,0.059
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.81551,3141,327.199,324.1519715,10.5886,10.5888,34.6941,34.7012,7.15E-02,98.3829,1.00E-12,0.196,0.072
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.8155,3141,328.206,325.1495938,10.5628,10.5628,34.6939,34.701,7.39E-02,98.3919,1.00E-12,0.186,0.068
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.8155,3141,329.214,326.1482069,10.5548,10.5547,34.6931,34.7002,7.48E-02,98.3702,1.00E-12,0.16,0.059
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.8155,3141,330.221,327.1458292,10.5465,10.5464,34.6925,34.6997,7.49E-02,98.3844,1.00E-12,0.228,0.084
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.8155,3141,331.229,328.1444422,10.5423,10.5431,34.6918,34.6991,7.43E-02,98.3939,1.00E-12,0.145,0.053
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.8155,3141,332.236,329.1420646,10.54,10.54,34.6913,34.6985,7.37E-02,98.399,1.00E-12,0.152,0.056
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.8155,3141,333.244,330.1406776,10.5375,10.5379,34.6908,34.698,7.52E-02,98.3916,1.00E-12,0.168,0.062
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.8155,3141,334.252,331.1392907,10.5325,10.5321,34.6901,34.6972,7.44E-02,98.3916,1.00E-12,0.162,0.06
SKQ201617S,sta013,12/29/16,4:05,-104.55546,16.8155,3141,335.259,332.136913,10.5263,10.5259,34.6892,34.6964,7.34E-02,98.405,1.00E-12,0.188,0.069
SKQ201617S,sta013,12/29/16,4:05,-104.55545,16.8155,3141,336.267,333.1355261,10.5245,10.5245,34.6887,34.6958,7.41E-02,98.395,1.00E-12,0.125,0.046
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81549,3141,337.275,334.1341391,10.5208,10.5209,34.6879,34.6952,7.38E-02,98.3896,1.00E-12,0.153,0.056
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81548,3141,338.282,335.1317614,10.5172,10.519,34.6876,34.6949,7.16E-02,98.3769,1.00E-12,0.148,0.054
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81548,3141,339.29,336.1303745,10.5134,10.5138,34.6868,34.694,7.43E-02,98.3974,1.00E-12,0.181,0.066
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81548,3141,340.297,337.1279968,10.4945,10.4944,34.6859,34.6933,7.28E-02,98.3975,1.00E-12,0.192,0.07
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81548,3141,341.305,338.1266099,10.4774,10.4777,34.6858,34.6931,7.28E-02,98.4035,1.00E-12,0.161,0.059
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81548,3141,342.313,339.1252229,10.4394,10.4393,34.685,34.6922,7.12E-02,98.3947,1.00E-12,0.154,0.057
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81548,3141,343.32,340.1228453,10.3923,10.3925,34.6875,34.6947,7.24E-02,98.4099,1.00E-12,0.183,0.067
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81548,3141,344.328,341.1214583,10.3691,10.3694,34.6864,34.6937,7.24E-02,98.4084,1.00E-12,0.174,0.064
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81548,3141,345.335,342.1190806,10.3459,10.3464,34.6842,34.6913,7.36E-02,98.3955,1.00E-12,0.101,0.037
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81548,3141,346.343,343.1176937,10.3236,10.3239,34.6832,34.6903,7.33E-02,98.3928,1.00E-12,0.174,0.064
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81548,3141,347.351,344.1163067,10.2936,10.294,34.6811,34.6884,7.16E-02,98.4006,1.00E-12,0.163,0.06
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81546,3141,348.358,345.1139291,10.2706,10.2709,34.6784,34.6855,7.25E-02,98.4167,1.00E-12,0.177,0.065
SKQ201617S,sta013,12/29/16,4:05,-104.55544,16.81546,3141,349.366,346.1125421,10.259,10.2593,34.6771,34.6841,7.31E-02,98.4026,1.00E-12,0.126,0.046
SKQ201617S,sta013,12/29/16,4:05,-104.55543,16.81546,3141,350.374,347.1111551,10.2521,10.2523,34.6766,34.6838,7.28E-02,98.4154,1.00E-12,0.133,0.049
SKQ201617S,sta013,12/29/16,4:05,-104.55542,16.81546,3141,351.381,348.1087775,10.25,10.2503,34.6761,34.6832,7.24E-02,98.3986,1.00E-12,0.159,0.058
SKQ201617S,sta013,12/29/16,4:05,-104.55542,16.81546,3141,352.389,349.1073905,10.2327,10.2331,34.675,34.6821,7.18E-02,98.4098,1.00E-12,0.164,0.06
SKQ201617S,sta013,12/29/16,4:05,-104.55542,16.81546,3141,353.397,350.1060036,10.1851,10.1856,34.6733,34.6804,7.11E-02,98.3831,1.00E-12,0.134,0.049
SKQ201617S,sta013,12/29/16,4:05,-104.55542,16.81546,3141,354.404,351.1036259,10.1536,10.1538,34.6715,34.6787,7.20E-02,98.3959,1.00E-12,0.169,0.062
SKQ201617S,sta013,12/29/16,4:05,-104.55542,16.81546,3141,355.412,352.102239,10.137,10.1374,34.6702,34.6771,7.31E-02,98.3952,1.00E-12,0.164,0.06
SKQ201617S,sta013,12/29/16,4:05,-104.55542,16.81544,3141,356.42,353.100852,10.123,10.1233,34.6681,34.6751,7.06E-02,98.4194,1.00E-12,0.142,0.052
SKQ201617S,sta013,12/29/16,4:05,-104.55542,16.81544,3141,357.428,354.099465,10.0964,10.0966,34.6667,34.6737,7.25E-02,98.4214,1.00E-12,0.122,0.044
SKQ201617S,sta013,12/29/16,4:05,-104.55542,16.81544,3141,358.435,355.0970874,10.0872,10.0876,34.6663,34.6734,7.23E-02,98.4131,1.00E-12,0.121,0.044
SKQ201617S,sta013,12/29/16,4:05,-104.55542,16.81544,3141,359.443,356.0957004,10.0855,10.0854,34.6657,34.6729,7.16E-02,98.4225,1.00E-12,0.119,0.043
SKQ201617S,sta013,12/29/16,4:05,-104.55542,16.81544,3141,360.451,357.0943135,10.0755,10.0758,34.6655,34.6726,7.13E-02,98.4199,1.00E-12,0.131,0.047
SKQ201617S,sta013,12/29/16,4:05,-104.55542,16.81544,3141,361.458,358.0919358,10.0651,10.0655,34.6654,34.6725,7.28E-02,98.4147,1.00E-12,0.152,0.055
SKQ201617S,sta013,12/29/16,4:05,-104.55541,16.81544,3141,362.466,359.0905488,10.0541,10.0547,34.6661,34.6732,7.09E-02,98.4168,1.00E-12,0.143,0.052
SKQ201617S,sta013,12/29/16,4:05,-104.5554,16.81544,3141,363.474,360.0891619,10.0395,10.0393,34.6651,34.6723,7.25E-02,98.4157,1.00E-12,0.132,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.5554,16.81544,3141,364.482,361.0877749,10.0124,10.0126,34.6636,34.6708,7.39E-02,98.4092,1.00E-12,0.139,0.05
SKQ201617S,sta013,12/29/16,4:05,-104.5554,16.81544,3141,365.489,362.0853973,10.0016,10.0019,34.6624,34.6695,7.11E-02,98.4261,1.00E-12,0.138,0.05
SKQ201617S,sta013,12/29/16,4:05,-104.5554,16.81544,3141,366.497,363.0840103,9.9771,9.9775,34.6621,34.6693,7.27E-02,98.4235,1.00E-12,0.187,0.068
SKQ201617S,sta013,12/29/16,4:05,-104.5554,16.81543,3141,367.505,364.0826233,9.9225,9.923,34.6622,34.6693,7.31E-02,98.4207,1.00E-12,0.131,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.5554,16.81542,3141,368.513,365.0812364,9.8884,9.8888,34.6616,34.6688,7.36E-02,98.4443,1.00E-12,0.122,0.044
SKQ201617S,sta013,12/29/16,4:05,-104.5554,16.81542,3141,369.52,366.0788587,9.8815,9.8819,34.6601,34.6673,7.12E-02,98.4428,1.00E-12,0.146,0.053
SKQ201617S,sta013,12/29/16,4:05,-104.5554,16.81542,3141,370.528,367.0774718,9.855,9.8553,34.6595,34.6666,7.22E-02,98.4428,1.00E-12,0.136,0.049
SKQ201617S,sta013,12/29/16,4:05,-104.5554,16.81542,3141,371.536,368.0760848,9.8445,9.8447,34.6591,34.6662,7.43E-02,98.4493,1.00E-12,0.121,0.044
SKQ201617S,sta013,12/29/16,4:05,-104.55539,16.81542,3141,372.544,369.0746978,9.8394,9.8397,34.6586,34.6656,7.33E-02,98.445,1.00E-12,0.133,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55538,16.81541,3141,373.552,370.0733109,9.8351,9.8354,34.6581,34.6652,7.33E-02,98.4472,1.00E-12,0.149,0.054
SKQ201617S,sta013,12/29/16,4:05,-104.55538,16.8154,3141,374.56,371.0719239,9.8291,9.8295,34.6575,34.6646,7.38E-02,98.4494,1.00E-12,0.152,0.055
SKQ201617S,sta013,12/29/16,4:05,-104.55538,16.8154,3141,375.567,372.0695463,9.8159,9.8163,34.6571,34.664,7.33E-02,98.4522,1.00E-12,0.129,0.047
SKQ201617S,sta013,12/29/16,4:05,-104.55538,16.8154,3141,376.575,373.0681593,9.7818,9.7822,34.6556,34.6627,7.09E-02,98.444,1.00E-12,0.129,0.047
SKQ201617S,sta013,12/29/16,4:05,-104.55538,16.8154,3141,377.583,374.0667723,9.7541,9.7542,34.6546,34.6616,7.33E-02,98.456,1.00E-12,0.14,0.051
SKQ201617S,sta013,12/29/16,4:05,-104.55538,16.8154,3141,378.591,375.0653854,9.7447,9.7456,34.6532,34.6603,7.41E-02,98.4347,1.00E-12,0.13,0.047
SKQ201617S,sta013,12/29/16,4:05,-104.55538,16.8154,3141,379.598,376.0630077,9.7373,9.7378,34.6523,34.6593,7.37E-02,98.4409,1.00E-12,0.13,0.047
SKQ201617S,sta013,12/29/16,4:05,-104.55538,16.8154,3141,380.606,377.0616208,9.7285,9.7282,34.6518,34.6589,7.20E-02,98.4537,1.00E-12,0.131,0.047
SKQ201617S,sta013,12/29/16,4:05,-104.55538,16.8154,3141,381.614,378.0602338,9.7072,9.7086,34.6505,34.6576,7.36E-02,98.4504,1.00E-12,0.158,0.057
SKQ201617S,sta013,12/29/16,4:05,-104.55538,16.8154,3141,382.622,379.0588468,9.6803,9.6808,34.6496,34.6566,7.45E-02,98.4518,1.00E-12,0.184,0.066
SKQ201617S,sta013,12/29/16,4:05,-104.55536,16.81538,3141,383.63,380.0574599,9.6503,9.6507,34.6487,34.6557,7.28E-02,98.4569,1.00E-12,0.097,0.035
SKQ201617S,sta013,12/29/16,4:05,-104.55536,16.81538,3141,384.637,381.0550822,9.6357,9.6359,34.6484,34.6554,7.36E-02,98.4675,1.00E-12,0.138,0.05
SKQ201617S,sta013,12/29/16,4:05,-104.55536,16.81538,3141,385.645,382.0536953,9.6311,9.6313,34.6479,34.6549,7.21E-02,98.4614,1.00E-12,0.156,0.056
SKQ201617S,sta013,12/29/16,4:05,-104.55536,16.81538,3141,386.653,383.0523083,9.625,9.6253,34.6475,34.6546,7.29E-02,98.4628,1.00E-12,0.13,0.047
SKQ201617S,sta013,12/29/16,4:05,-104.55536,16.81538,3141,387.661,384.0509213,9.6185,9.619,34.6469,34.6539,7.33E-02,98.4525,1.00E-12,0.128,0.046
SKQ201617S,sta013,12/29/16,4:05,-104.55536,16.81538,3141,388.669,385.0495344,9.605,9.6054,34.6465,34.6536,7.35E-02,98.45,1.00E-12,0.135,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55536,16.81538,3141,389.677,386.0481474,9.6031,9.6036,34.646,34.6532,7.39E-02,98.4531,1.00E-12,0.134,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55536,16.81538,3141,390.685,387.0467605,9.5931,9.5942,34.6452,34.6522,7.32E-02,98.4544,1.00E-12,0.129,0.046
SKQ201617S,sta013,12/29/16,4:05,-104.55536,16.81537,3141,391.692,388.0443828,9.5689,9.5696,34.6443,34.6514,7.39E-02,98.4477,1.00E-12,0.136,0.049
SKQ201617S,sta013,12/29/16,4:05,-104.55534,16.81536,3141,392.7,389.0429958,9.5097,9.51,34.6438,34.6509,7.29E-02,98.4392,1.00E-12,0.164,0.059
SKQ201617S,sta013,12/29/16,4:05,-104.55534,16.81536,3141,393.708,390.0416089,9.4989,9.4992,34.6433,34.6505,7.35E-02,98.444,1.00E-12,0.155,0.055
SKQ201617S,sta013,12/29/16,4:05,-104.55534,16.81536,3141,394.716,391.0402219,9.493,9.4934,34.6427,34.6498,6.99E-02,98.4411,1.00E-12,0.11,0.039
SKQ201617S,sta013,12/29/16,4:05,-104.55534,16.81536,3141,395.724,392.038835,9.4581,9.4591,34.6396,34.6467,7.29E-02,98.4411,1.00E-12,0.153,0.055
SKQ201617S,sta013,12/29/16,4:05,-104.55534,16.81536,3141,396.732,393.037448,9.4046,9.4051,34.6363,34.643,7.31E-02,98.4126,1.00E-12,0.147,0.053
SKQ201617S,sta013,12/29/16,4:05,-104.55534,16.81536,3141,397.74,394.036061,9.3759,9.3763,34.6344,34.6413,7.46E-02,98.4395,1.00E-12,0.126,0.045
SKQ201617S,sta013,12/29/16,4:05,-104.55534,16.81536,3141,398.748,395.0346741,9.3591,9.3594,34.6334,34.6403,7.33E-02,98.4439,1.00E-12,0.147,0.053
SKQ201617S,sta013,12/29/16,4:05,-104.55534,16.81536,3141,399.756,396.0332871,9.348,9.3484,34.6327,34.6398,7.38E-02,98.4458,1.00E-12,0.117,0.042
SKQ201617S,sta013,12/29/16,4:05,-104.55534,16.81536,3141,400.763,397.0309095,9.339,9.3394,34.6315,34.6387,7.27E-02,98.4499,1.00E-12,0.142,0.051
SKQ201617S,sta013,12/29/16,4:05,-104.55534,16.81534,3141,401.771,398.0295225,9.3358,9.3361,34.631,34.6379,7.25E-02,98.4495,1.00E-12,0.149,0.053
SKQ201617S,sta013,12/29/16,4:05,-104.55534,16.81534,3141,402.779,399.0281355,9.3293,9.3297,34.6304,34.6374,7.25E-02,98.4688,1.00E-12,0.149,0.053
SKQ201617S,sta013,12/29/16,4:05,-104.55532,16.81534,3141,403.787,400.0267486,9.3114,9.312,34.6285,34.6356,7.37E-02,98.4586,1.00E-12,0.133,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55532,16.81534,3141,404.795,401.0253616,9.2535,9.2543,34.6229,34.63,7.39E-02,98.4608,1.00E-12,0.127,0.046
SKQ201617S,sta013,12/29/16,4:05,-104.55532,16.81534,3141,405.803,402.0239746,9.2182,9.2182,34.6191,34.6261,7.31E-02,98.4547,1.00E-12,0.138,0.049
SKQ201617S,sta013,12/29/16,4:05,-104.55532,16.81534,3141,406.811,403.0225877,9.2008,9.2011,34.617,34.624,7.21E-02,98.4463,1.00E-12,0.157,0.056
SKQ201617S,sta013,12/29/16,4:05,-104.55532,16.81534,3141,407.819,404.0212007,9.1941,9.1945,34.6163,34.6233,7.15E-02,98.4701,1.00E-12,0.111,0.04
SKQ201617S,sta013,12/29/16,4:05,-104.55532,16.81534,3141,408.827,405.0198138,9.1851,9.1856,34.6153,34.6223,7.21E-02,98.47,1.00E-12,0.132,0.047
SKQ201617S,sta013,12/29/16,4:05,-104.55532,16.81534,3141,409.835,406.0184268,9.1511,9.1516,34.6132,34.6199,7.14E-02,98.4615,1.00E-12,0.145,0.052
SKQ201617S,sta013,12/29/16,4:05,-104.55532,16.81533,3141,410.843,407.0170398,9.1348,9.1353,34.6115,34.6184,7.20E-02,98.4527,1.00E-12,0.158,0.056
SKQ201617S,sta013,12/29/16,4:05,-104.55532,16.81532,3141,411.851,408.0156529,9.0976,9.0977,34.6085,34.6155,7.15E-02,98.4709,1.00E-12,0.123,0.044
SKQ201617S,sta013,12/29/16,4:05,-104.55531,16.81532,3141,412.859,409.0142659,9.093,9.0934,34.6079,34.6149,7.03E-02,98.473,1.00E-12,0.138,0.049
SKQ201617S,sta013,12/29/16,4:05,-104.5553,16.81532,3141,413.867,410.0128789,9.0909,9.0914,34.6072,34.6142,7.18E-02,98.465,1.00E-12,0.145,0.052
SKQ201617S,sta013,12/29/16,4:05,-104.5553,16.8153,3141,414.875,411.011492,9.0841,9.0843,34.6066,34.6137,7.27E-02,98.4543,1.00E-12,0.174,0.062
SKQ201617S,sta013,12/29/16,4:05,-104.5553,16.81532,3141,415.883,412.010105,9.0589,9.0595,34.6052,34.6123,7.11E-02,98.4681,1.00E-12,0.144,0.051
SKQ201617S,sta013,12/29/16,4:05,-104.5553,16.81532,3141,416.891,413.0087181,9.0019,9.0024,34.602,34.6091,7.23E-02,98.4711,1.00E-12,0.123,0.044
SKQ201617S,sta013,12/29/16,4:05,-104.5553,16.81532,3141,417.899,414.0073311,8.945,8.9452,34.601,34.608,7.20E-02,98.4458,1.00E-12,0.138,0.049
SKQ201617S,sta013,12/29/16,4:05,-104.5553,16.81532,3141,418.907,415.0059441,8.9267,8.9268,34.6,34.6072,7.24E-02,98.4796,1.00E-12,0.14,0.05
SKQ201617S,sta013,12/29/16,4:05,-104.5553,16.8153,3141,419.915,416.0045572,8.9119,8.9124,34.5995,34.6064,7.22E-02,98.4926,1.00E-12,0.139,0.049
SKQ201617S,sta013,12/29/16,4:05,-104.5553,16.8153,3141,420.923,417.0031702,8.8996,8.8991,34.5986,34.6057,7.32E-02,98.475,1.00E-12,0.124,0.044
SKQ201617S,sta013,12/29/16,4:05,-104.5553,16.8153,3141,421.931,418.0017832,8.8868,8.8873,34.5981,34.605,7.19E-02,98.4864,1.00E-12,0.15,0.053
SKQ201617S,sta013,12/29/16,4:05,-104.5553,16.8153,3141,422.939,419.0003963,8.8798,8.8801,34.5974,34.6043,7.26E-02,98.4921,1.00E-12,0.136,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55529,16.8153,3141,423.947,419.9990093,8.8729,8.8734,34.5968,34.6038,7.14E-02,98.4942,1.00E-12,0.128,0.046
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.8153,3141,424.955,420.9976223,8.8616,8.8619,34.5965,34.6035,7.25E-02,98.4841,1.00E-12,0.134,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.81529,3141,425.963,421.9962354,8.8598,8.8601,34.5962,34.6032,7.16E-02,98.482,1.00E-12,0.134,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.81528,3141,426.971,422.9948484,8.859,8.8593,34.5958,34.6028,7.14E-02,98.4743,1.00E-12,0.134,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.81528,3141,427.979,423.9934615,8.8568,8.8571,34.5955,34.6026,7.04E-02,98.4848,1.00E-12,0.134,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.81528,3141,428.987,424.9920745,8.8548,8.8547,34.5952,34.6022,7.24E-02,98.491,1.00E-12,0.134,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.81528,3141,429.995,425.9906875,8.8465,8.8467,34.5949,34.6019,7.39E-02,98.4772,1.00E-12,0.134,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.81528,3141,431.003,426.9893006,8.8351,8.8357,34.5948,34.6018,7.27E-02,98.4805,1.00E-12,0.134,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.81528,3141,432.011,427.9879136,8.8125,8.813,34.5948,34.6016,7.38E-02,98.4511,1.00E-12,0.158,0.056
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.81528,3141,433.019,428.9865266,8.807,8.8074,34.5943,34.6012,7.17E-02,98.4865,1.00E-12,0.142,0.05
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.81528,3141,434.027,429.9851397,8.8012,8.8016,34.5939,34.6009,6.98E-02,98.4837,1.00E-12,0.093,0.033
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.81528,3141,435.035,430.9837527,8.7947,8.795,34.5932,34.6003,7.28E-02,98.4749,1.00E-12,0.147,0.052
SKQ201617S,sta013,12/29/16,4:05,-104.55528,16.81527,3141,436.044,431.9833564,8.7856,8.7858,34.5928,34.5999,7.23E-02,98.4783,1.00E-12,0.129,0.046
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81526,3141,437.052,432.9819695,8.7822,8.7825,34.5925,34.5997,7.16E-02,98.4944,1.00E-12,0.126,0.045
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81526,3141,438.06,433.9805825,8.7776,8.778,34.5921,34.5993,7.46E-02,98.495,1.00E-12,0.156,0.055
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81526,3141,439.068,434.9791956,8.7723,8.7728,34.5921,34.599,7.32E-02,98.4705,1.00E-12,0.146,0.052
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81526,3141,440.076,435.9778086,8.7635,8.7641,34.5916,34.5986,7.18E-02,98.4992,1.00E-12,0.135,0.047
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81526,3141,441.084,436.9764216,8.7484,8.7489,34.5911,34.5981,7.13E-02,98.4915,1.00E-12,0.127,0.045
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81526,3141,442.092,437.9750347,8.7356,8.736,34.5907,34.5979,7.26E-02,98.4899,1.00E-12,0.135,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81526,3141,443.1,438.9736477,8.7197,8.7203,34.5899,34.597,7.11E-02,98.4961,1.00E-12,0.135,0.048
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81526,3141,444.108,439.9722607,8.7022,8.7024,34.5899,34.5971,7.42E-02,98.4764,1.00E-12,0.132,0.047
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81526,3141,445.117,440.9718645,8.691,8.6927,34.5891,34.5962,7.17E-02,98.4967,1.00E-12,0.14,0.05
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81524,3141,446.125,441.9704775,8.6705,8.673,34.5883,34.5955,7.38E-02,98.4864,1.00E-12,0.125,0.044
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81524,3141,447.133,442.9690905,8.6518,8.6527,34.5883,34.5954,7.04E-02,98.4994,1.00E-12,0.133,0.047
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81524,3141,448.141,443.9677036,8.6323,8.6301,34.5872,34.5944,7.30E-02,98.5139,1.00E-12,0.159,0.056
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81524,3141,449.149,444.9663166,8.6144,8.6152,34.5874,34.5944,7.36E-02,98.5118,1.00E-12,0.113,0.04
SKQ201617S,sta013,12/29/16,4:05,-104.55526,16.81524,3141,450.157,445.9649297,8.6122,8.6126,34.5873,34.5943,7.15E-02,98.5224,1.00E-12,0.156,0.055
